,s-2,s-1,a,r,none
0,0,1,2,0,
1,1,2,3,1,
2,2,3,3,1,
3,3,3,5,0,
4,3,5,0,1,
5,5,0,2,-1,
6,0,2,1,0,
7,2,1,2,1,
8,1,2,4,1,
9,2,4,4,0,
10,4,4,1,1,
11,4,1,3,1,
12,1,3,1,0,
13,3,1,0,0,
14,1,0,4,-1,
15,0,4,3,-1,
16,4,3,0,1,
17,3,0,3,0,
18,0,3,2,1,
19,3,2,3,1,
20,2,3,2,0,
21,3,2,0,1,
22,2,0,3,0,
23,0,3,3,1,
24,3,3,3,0,
25,3,3,0,1,
26,3,0,0,1,
27,0,0,0,1,
28,0,0,4,1,
29,0,4,3,1,
30,4,3,1,1,
31,3,1,5,0,
32,1,5,2,1,
33,5,2,3,0,
34,2,3,1,0,
35,3,1,5,0,
36,1,5,5,0,
37,5,5,3,0,
38,5,3,0,0,
39,3,0,3,0,
40,0,3,3,1,
41,3,3,1,0,
42,3,1,0,0,
43,1,0,5,0,
44,0,5,2,0,
45,5,2,5,1,
46,2,5,2,1,
47,5,2,2,0,
48,2,2,1,1,
49,2,1,2,1,
50,1,2,2,0,
51,2,2,0,1,
52,2,0,5,0,
53,0,5,0,0,
54,5,0,1,1,
55,0,1,5,0,
56,1,5,5,0,
57,5,5,4,-1,
58,5,4,2,0,
59,4,2,4,-1,
60,2,4,5,0,
61,4,5,1,1,
62,5,1,4,1,
63,1,4,0,0,
64,4,0,3,-1,
65,0,3,4,0,
66,3,4,0,0,
67,4,0,0,1,
68,0,0,2,1,
69,0,2,2,0,
70,2,2,0,1,
71,2,0,0,1,
72,0,0,2,0,
73,0,2,0,1,
74,2,0,1,0,
75,0,1,1,0,
76,1,1,0,0,
77,1,0,2,-1,
78,0,2,5,0,
79,2,5,5,0,
80,5,5,2,0,
81,5,2,1,1,
82,2,1,2,0,
83,1,2,3,0,
84,2,3,3,0,
85,3,3,0,1,
86,3,0,4,1,
87,0,4,2,0,
88,4,2,3,1,
89,2,3,5,0,
90,3,5,5,0,
91,5,5,3,1,
92,5,3,0,0,
93,3,0,1,0,
94,0,1,5,1,
95,1,5,4,1,
96,5,4,2,1,
97,4,2,5,1,
98,2,5,3,0,
99,5,3,2,1,
100,3,2,3,1,
101,2,3,1,0,
102,3,1,5,0,
103,1,5,2,0,
104,5,2,3,1,
105,2,3,0,1,
106,3,0,2,1,
107,0,2,2,0,
108,2,2,5,0,
109,2,5,3,1,
110,5,3,1,0,
111,3,1,2,1,
112,1,2,3,0,
113,2,3,5,1,
114,3,5,2,1,
115,5,2,1,0,
116,2,1,2,1,
117,1,2,3,0,
118,2,3,4,0,
119,3,4,2,1,
120,4,2,1,0,
121,2,1,2,1,
122,1,2,1,1,
123,2,1,2,1,
124,1,2,0,0,
125,2,0,1,1,
126,0,1,5,0,
127,1,5,2,0,
128,5,2,5,0,
129,2,5,4,0,
130,5,4,1,0,
131,4,1,0,0,
132,1,0,0,0,
133,0,0,0,1,
134,0,0,1,1,
135,0,1,3,0,
136,1,3,1,0,
137,3,1,1,1,
138,1,1,0,0,
139,1,0,5,0,
140,0,5,2,0,
141,5,2,0,1,
142,2,0,0,1,
143,0,0,5,1,
144,0,5,2,1,
145,5,2,5,0,
146,2,5,1,1,
147,5,1,4,1,
148,1,4,2,1,
149,4,2,5,0,
150,2,5,5,0,
151,5,5,3,0,
152,5,3,5,0,
153,3,5,3,1,
154,5,3,4,1,
155,3,4,4,0,
156,4,4,5,1,
157,4,5,2,0,
158,5,2,5,0,
159,2,5,3,0,
160,5,3,4,0,
161,3,4,5,0,
162,4,5,2,1,
163,5,2,3,0,
164,2,3,0,1,
165,3,0,0,1,
166,0,0,1,0,
167,0,1,4,0,
168,1,4,4,0,
169,4,4,4,0,
170,4,4,5,0,
171,4,5,4,0,
172,5,4,3,0,
173,4,3,0,1,
174,3,0,0,1,
175,0,0,3,0,
176,0,3,2,0,
177,3,2,1,1,
178,2,1,5,0,
179,1,5,5,0,
180,5,5,5,0,
181,5,5,3,-1,
182,5,3,3,1,
183,3,3,0,1,
184,3,0,3,1,
185,0,3,3,1,
186,3,3,0,0,
187,3,0,0,1,
188,0,0,0,0,
189,0,0,0,1,
190,0,0,2,0,
191,0,2,1,0,
192,2,1,2,1,
193,1,2,4,-1,
194,2,4,4,0,
195,4,4,3,-1,
196,4,3,3,0,
197,3,3,0,0,
198,3,0,5,-1,
199,0,5,5,0,
200,5,5,5,0,
201,5,5,5,0,
202,5,5,3,0,
203,5,3,2,0,
204,3,2,0,1,
205,2,0,0,1,
206,0,0,1,0,
207,0,1,3,1,
208,1,3,3,1,
209,3,3,0,1,
210,3,0,0,1,
211,0,0,1,1,
212,0,1,5,1,
213,1,5,4,1,
214,5,4,1,0,
215,4,1,3,-1,
216,1,3,5,1,
217,3,5,2,0,
218,5,2,0,0,
219,2,0,1,1,
220,0,1,3,1,
221,1,3,5,-1,
222,3,5,5,0,
223,5,5,3,1,
224,5,3,1,1,
225,3,1,1,0,
226,1,1,3,1,
227,1,3,1,0,
228,3,1,3,1,
229,1,3,5,1,
230,3,5,2,0,
231,5,2,0,0,
232,2,0,0,1,
233,0,0,1,0,
234,0,1,5,1,
235,1,5,4,-1,
236,5,4,5,0,
237,4,5,2,0,
238,5,2,1,0,
239,2,1,2,0,
240,1,2,5,0,
241,2,5,2,0,
242,5,2,1,1,
243,2,1,2,1,
244,1,2,0,1,
245,2,0,0,1,
246,0,0,4,1,
247,0,4,3,0,
248,4,3,1,0,
249,3,1,3,0,
250,1,3,5,0,
251,3,5,0,0,
252,5,0,0,1,
253,0,0,4,0,
254,0,4,0,0,
255,4,0,4,1,
256,0,4,4,0,
257,4,4,1,0,
258,4,1,2,0,
259,1,2,1,0,
260,2,1,2,0,
261,1,2,0,0,
262,2,0,2,1,
263,0,2,0,1,
264,2,0,0,1,
265,0,0,4,0,
266,0,4,4,0,
267,4,4,1,0,
268,4,1,5,1,
269,1,5,0,0,
270,5,0,4,-1,
271,0,4,4,0,
272,4,4,0,1,
273,4,0,4,1,
274,0,4,0,1,
275,4,0,5,1,
276,0,5,2,1,
277,5,2,5,0,
278,2,5,0,0,
279,5,0,2,0,
280,0,2,4,0,
281,2,4,0,1,
282,4,0,4,0,
283,0,4,0,1,
284,4,0,4,1,
285,0,4,0,1,
286,4,0,1,0,
287,0,1,5,0,
288,1,5,1,0,
289,5,1,2,1,
290,1,2,0,1,
291,2,0,0,1,
292,0,0,0,1,
293,0,0,0,1,
294,0,0,1,0,
295,0,1,5,0,
296,1,5,0,1,
297,5,0,0,1,
298,0,0,0,1,
299,0,0,0,1,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
