,s-2,s-1,a,r,none
0,5,3,4,1,
1,3,4,0,0,
2,4,0,0,1,
3,0,0,0,1,
4,0,0,2,1,
5,0,2,5,0,
6,2,5,2,0,
7,5,2,1,0,
8,2,1,5,0,
9,1,5,3,0,
10,5,3,2,0,
11,3,2,5,1,
12,2,5,5,0,
13,5,5,4,1,
14,5,4,4,0,
15,4,4,2,0,
16,4,2,1,1,
17,2,1,2,0,
18,1,2,2,0,
19,2,2,4,0,
20,2,4,5,0,
21,4,5,5,0,
22,5,5,5,0,
23,5,5,5,0,
24,5,5,5,0,
25,5,5,3,0,
26,5,3,0,0,
27,3,0,0,1,
28,0,0,1,1,
29,0,1,4,-1,
30,1,4,5,0,
31,4,5,0,-1,
32,5,0,5,1,
33,0,5,0,1,
34,5,0,3,0,
35,0,3,1,0,
36,3,1,1,1,
37,1,1,4,0,
38,1,4,0,0,
39,4,0,0,0,
40,0,0,2,1,
41,0,2,5,0,
42,2,5,1,1,
43,5,1,3,0,
44,1,3,5,0,
45,3,5,3,-1,
46,5,3,1,1,
47,3,1,0,0,
48,1,0,1,1,
49,0,1,5,0,
50,1,5,1,1,
51,5,1,2,0,
52,1,2,5,0,
53,2,5,3,0,
54,5,3,3,0,
55,3,3,3,0,
56,3,3,4,1,
57,3,4,1,1,
58,4,1,0,0,
59,1,0,1,1,
60,0,1,4,0,
61,1,4,0,1,
62,4,0,4,-1,
63,0,4,4,0,
64,4,4,1,-1,
65,4,1,4,1,
66,1,4,0,-1,
67,4,0,0,1,
68,0,0,2,0,
69,0,2,0,0,
70,2,0,3,-1,
71,0,3,2,0,
72,3,2,4,1,
73,2,4,5,0,
74,4,5,1,1,
75,5,1,2,1,
76,1,2,1,0,
77,2,1,5,1,
78,1,5,4,1,
79,5,4,4,0,
80,4,4,5,0,
81,4,5,3,0,
82,5,3,3,0,
83,3,3,4,0,
84,3,4,3,0,
85,4,3,3,0,
86,3,3,3,1,
87,3,3,5,1,
88,3,5,5,0,
89,5,5,3,0,
90,5,3,3,1,
91,3,3,4,0,
92,3,4,4,0,
93,4,4,3,0,
94,4,3,1,0,
95,3,1,4,1,
96,1,4,2,1,
97,4,2,3,0,
98,2,3,4,1,
99,3,4,2,1,
100,4,2,4,-1,
