,s-2,s-1,a,r,none
0,3,1,4,1,
1,1,4,2,1,
2,4,2,2,0,
3,2,2,3,1,
4,2,3,5,0,
5,3,5,3,0,
6,5,3,3,-1,
7,3,3,4,0,
8,3,4,5,1,
9,4,5,3,0,
10,5,3,1,0,
11,3,1,2,0,
12,1,2,2,0,
13,2,2,3,-1,
14,2,3,2,1,
15,3,2,1,1,
16,2,1,0,1,
17,1,0,4,1,
18,0,4,4,0,
19,4,4,1,0,
20,4,1,1,1,
21,1,1,5,0,
22,1,5,5,0,
23,5,5,5,0,
24,5,5,3,1,
25,5,3,3,0,
26,3,3,2,0,
27,3,2,0,0,
28,2,0,5,1,
29,0,5,0,0,
30,5,0,3,0,
31,0,3,0,0,
32,3,0,2,0,
33,0,2,3,0,
34,2,3,2,1,
35,3,2,3,1,
36,2,3,1,0,
37,3,1,5,1,
38,1,5,2,0,
39,5,2,2,0,
40,2,2,4,1,
41,2,4,0,1,
42,4,0,5,0,
43,0,5,3,0,
44,5,3,4,1,
45,3,4,5,1,
46,4,5,0,1,
47,5,0,0,1,
48,0,0,4,-1,
49,0,4,4,0,
50,4,4,3,0,
51,4,3,5,0,
52,3,5,5,0,
53,5,5,3,1,
54,5,3,1,0,
55,3,1,5,-1,
56,1,5,3,0,
57,5,3,4,1,
58,3,4,0,1,
59,4,0,3,0,
60,0,3,0,1,
61,3,0,5,-1,
62,0,5,0,0,
63,5,0,4,1,
64,0,4,4,0,
65,4,4,1,-1,
66,4,1,5,1,
67,1,5,5,0,
68,5,5,3,0,
69,5,3,4,0,
70,3,4,5,0,
71,4,5,3,1,
72,5,3,0,0,
73,3,0,0,1,
74,0,0,3,0,
75,0,3,0,1,
76,3,0,0,1,
77,0,0,2,0,
78,0,2,5,0,
79,2,5,3,0,
80,5,3,4,-1,
81,3,4,5,0,
82,4,5,5,0,
83,5,5,4,1,
84,5,4,4,0,
85,4,4,3,1,
86,4,3,3,1,
87,3,3,1,0,
88,3,1,4,1,
89,1,4,0,1,
90,4,0,2,0,
91,0,2,2,0,
92,2,2,0,1,
93,2,0,1,0,
94,0,1,0,0,
95,1,0,4,0,
96,0,4,0,1,
97,4,0,1,0,
98,0,1,3,1,
99,1,3,4,1,
100,3,4,5,1,
101,4,5,2,1,
102,5,2,3,0,
103,2,3,2,0,
104,3,2,5,1,
105,2,5,4,-1,
106,5,4,1,1,
107,4,1,1,0,
108,1,1,5,1,
109,1,5,5,0,
110,5,5,4,0,
111,5,4,1,0,
112,4,1,2,1,
113,1,2,3,0,
114,2,3,3,1,
115,3,3,2,1,
116,3,2,5,1,
117,2,5,2,0,
118,5,2,5,0,
119,2,5,1,0,
120,5,1,2,0,
121,1,2,5,-1,
122,2,5,5,0,
123,5,5,3,0,
124,5,3,2,1,
125,3,2,1,1,
126,2,1,0,0,
127,1,0,1,1,
128,0,1,3,0,
129,1,3,0,0,
130,3,0,0,0,
131,0,0,3,0,
132,0,3,5,0,
133,3,5,5,0,
134,5,5,0,1,
135,5,0,1,1,
136,0,1,2,1,
137,1,2,5,0,
138,2,5,1,1,
139,5,1,1,-1,
140,1,1,0,1,
141,1,0,1,0,
142,0,1,5,-1,
143,1,5,0,0,
144,5,0,5,0,
145,0,5,1,-1,
146,5,1,0,1,
147,1,0,3,0,
148,0,3,5,1,
149,3,5,2,0,
150,5,2,5,1,
151,2,5,5,0,
152,5,5,3,0,
153,5,3,2,0,
154,3,2,1,-1,
155,2,1,5,1,
156,1,5,1,1,
157,5,1,5,1,
158,1,5,4,-1,
159,5,4,0,0,
160,4,0,3,0,
161,0,3,1,0,
162,3,1,4,1,
163,1,4,0,0,
164,4,0,1,0,
165,0,1,4,0,
166,1,4,2,1,
167,4,2,5,0,
168,2,5,4,1,
169,5,4,5,1,
170,4,5,5,0,
171,5,5,0,0,
172,5,0,1,1,
173,0,1,3,-1,
174,1,3,3,0,
175,3,3,1,0,
176,3,1,0,1,
177,1,0,4,0,
178,0,4,0,0,
179,4,0,3,-1,
180,0,3,2,0,
181,3,2,1,0,
182,2,1,5,1,
183,1,5,0,1,
184,5,0,4,1,
185,0,4,4,0,
186,4,4,2,1,
187,4,2,1,0,
188,2,1,0,0,
189,1,0,3,1,
190,0,3,0,0,
191,3,0,0,1,
192,0,0,5,0,
193,0,5,5,0,
194,5,5,3,0,
195,5,3,2,1,
196,3,2,2,0,
197,2,2,2,0,
198,2,2,4,1,
199,2,4,0,1,
200,4,0,4,0,
201,0,4,3,-1,
202,4,3,4,1,
203,3,4,5,0,
204,4,5,2,1,
205,5,2,3,0,
206,2,3,3,1,
207,3,3,5,1,
208,3,5,1,0,
209,5,1,0,0,
210,1,0,3,1,
211,0,3,1,0,
212,3,1,5,-1,
213,1,5,0,0,
214,5,0,0,1,
215,0,0,1,1,
216,0,1,0,0,
217,1,0,1,1,
218,0,1,2,0,
219,1,2,2,0,
220,2,2,2,0,
221,2,2,3,1,
222,2,3,3,1,
223,3,3,4,0,
224,3,4,4,0,
225,4,4,1,0,
226,4,1,1,-1,
227,1,1,5,0,
228,1,5,1,0,
229,5,1,5,0,
230,1,5,1,0,
231,5,1,5,1,
232,1,5,4,1,
233,5,4,1,0,
234,4,1,2,1,
235,1,2,2,0,
236,2,2,4,1,
237,2,4,3,0,
238,4,3,4,1,
239,3,4,4,0,
240,4,4,3,1,
241,4,3,2,1,
242,3,2,5,0,
243,2,5,0,0,
244,5,0,0,1,
245,0,0,0,1,
246,0,0,5,1,
247,0,5,0,1,
248,5,0,5,0,
249,0,5,0,0,
250,5,0,5,0,
251,0,5,0,0,
252,5,0,0,1,
253,0,0,0,1,
254,0,0,0,1,
255,0,0,4,1,
256,0,4,4,0,
257,4,4,3,0,
258,4,3,2,1,
259,3,2,4,1,
260,2,4,3,0,
261,4,3,0,1,
262,3,0,0,1,
263,0,0,3,-1,
264,0,3,5,1,
265,3,5,1,0,
266,5,1,2,1,
267,1,2,0,1,
268,2,0,5,1,
269,0,5,1,0,
270,5,1,1,0,
271,1,1,0,1,
272,1,0,3,0,
273,0,3,5,1,
274,3,5,1,1,
275,5,1,4,-1,
276,1,4,1,1,
277,4,1,0,0,
278,1,0,4,0,
279,0,4,0,1,
280,4,0,2,1,
281,0,2,4,0,
282,2,4,2,0,
283,4,2,1,0,
284,2,1,5,1,
285,1,5,3,0,
286,5,3,0,1,
287,3,0,0,1,
288,0,0,1,1,
289,0,1,3,0,
290,1,3,5,1,
291,3,5,1,0,
292,5,1,5,0,
293,1,5,4,0,
294,5,4,3,0,
295,4,3,2,0,
296,3,2,4,0,
297,2,4,0,1,
298,4,0,3,0,
299,0,3,5,0,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
