,s-2,s-1,a,r,none
0,5,5,3,1,
1,5,3,5,-1,
2,3,5,5,0,
3,5,5,0,0,
4,5,0,5,0,
5,0,5,1,1,
6,5,1,2,0,
7,1,2,2,0,
8,2,2,4,1,
9,2,4,0,0,
10,4,0,5,0,
11,0,5,1,0,
12,5,1,1,0,
13,1,1,4,0,
14,1,4,2,1,
15,4,2,0,0,
16,2,0,1,0,
17,0,1,2,-1,
18,1,2,3,-1,
19,2,3,2,1,
20,3,2,1,1,
21,2,1,0,1,
22,1,0,4,0,
23,0,4,5,0,
24,4,5,5,0,
25,5,5,5,0,
26,5,5,3,1,
27,5,3,1,0,
28,3,1,5,1,
29,1,5,5,0,
30,5,5,4,-1,
31,5,4,1,1,
32,4,1,0,1,
33,1,0,2,0,
34,0,2,5,1,
35,2,5,4,0,
36,5,4,1,1,
37,4,1,2,1,
38,1,2,0,1,
39,2,0,2,1,
40,0,2,5,1,
41,2,5,2,0,
42,5,2,5,1,
43,2,5,2,1,
44,5,2,5,0,
45,2,5,5,0,
46,5,5,1,1,
47,5,1,2,1,
48,1,2,1,0,
49,2,1,4,0,
50,1,4,2,1,
51,4,2,2,0,
52,2,2,3,1,
53,2,3,0,1,
54,3,0,2,-1,
55,0,2,0,0,
56,2,0,1,1,
57,0,1,1,1,
58,1,1,2,1,
59,1,2,3,-1,
60,2,3,1,1,
61,3,1,3,0,
62,1,3,4,0,
63,3,4,1,1,
64,4,1,5,-1,
65,1,5,4,1,
66,5,4,0,0,
67,4,0,2,1,
68,0,2,5,0,
69,2,5,1,1,
70,5,1,4,1,
71,1,4,1,0,
72,4,1,2,0,
73,1,2,0,0,
74,2,0,4,0,
75,0,4,5,0,
76,4,5,1,1,
77,5,1,2,0,
78,1,2,0,0,
79,2,0,2,0,
80,0,2,5,0,
81,2,5,4,0,
82,5,4,1,0,
83,4,1,3,0,
84,1,3,3,1,
85,3,3,2,0,
86,3,2,1,-1,
87,2,1,0,0,
88,1,0,1,0,
89,0,1,5,1,
90,1,5,0,1,
91,5,0,0,1,
92,0,0,0,1,
93,0,0,1,0,
94,0,1,4,0,
95,1,4,4,0,
96,4,4,1,0,
97,4,1,3,1,
98,1,3,3,0,
99,3,3,2,1,
100,3,2,5,0,
101,2,5,3,0,
102,5,3,2,0,
103,3,2,4,0,
104,2,4,0,1,
105,4,0,1,0,
106,0,1,4,1,
107,1,4,2,0,
108,4,2,0,1,
109,2,0,1,1,
110,0,1,1,1,
111,1,1,0,0,
112,1,0,0,1,
113,0,0,3,1,
114,0,3,4,0,
115,3,4,3,-1,
116,4,3,3,0,
117,3,3,5,0,
118,3,5,0,0,
119,5,0,2,0,
120,0,2,2,0,
121,2,2,1,0,
122,2,1,3,-1,
123,1,3,5,0,
124,3,5,4,1,
125,5,4,4,0,
126,4,4,0,0,
127,4,0,2,0,
128,0,2,5,0,
129,2,5,3,1,
130,5,3,0,1,
131,3,0,4,-1,
132,0,4,5,-1,
133,4,5,3,1,
134,5,3,0,1,
135,3,0,0,0,
136,0,0,0,1,
137,0,0,3,0,
138,0,3,0,0,
139,3,0,1,1,
140,0,1,1,1,
141,1,1,5,1,
142,1,5,4,1,
143,5,4,1,1,
144,4,1,2,1,
145,1,2,1,0,
146,2,1,3,1,
147,1,3,5,-1,
148,3,5,0,1,
149,5,0,3,0,
150,0,3,3,0,
151,3,3,2,1,
152,3,2,0,1,
153,2,0,4,1,
154,0,4,1,1,
155,4,1,2,0,
156,1,2,5,1,
157,2,5,1,0,
158,5,1,4,0,
159,1,4,5,-1,
160,4,5,3,1,
161,5,3,0,1,
162,3,0,1,1,
163,0,1,1,1,
164,1,1,1,-1,
165,1,1,3,1,
166,1,3,0,1,
167,3,0,2,1,
168,0,2,2,0,
169,2,2,4,0,
170,2,4,0,0,
171,4,0,3,0,
172,0,3,0,1,
173,3,0,4,0,
174,0,4,1,1,
175,4,1,2,1,
176,1,2,1,1,
177,2,1,0,1,
178,1,0,0,1,
179,0,0,0,1,
180,0,0,0,1,
181,0,0,0,1,
182,0,0,1,0,
183,0,1,1,1,
184,1,1,2,1,
185,1,2,0,0,
186,2,0,4,1,
187,0,4,1,1,
188,4,1,2,1,
189,1,2,3,0,
190,2,3,2,0,
191,3,2,1,0,
192,2,1,5,0,
193,1,5,5,0,
194,5,5,3,0,
195,5,3,3,0,
196,3,3,5,0,
197,3,5,0,1,
198,5,0,0,1,
199,0,0,2,0,
200,0,2,5,0,
201,2,5,4,1,
202,5,4,5,0,
203,4,5,2,1,
204,5,2,5,1,
205,2,5,2,1,
206,5,2,1,0,
207,2,1,3,0,
208,1,3,1,1,
209,3,1,4,0,
210,1,4,4,0,
211,4,4,2,0,
212,4,2,2,0,
213,2,2,4,1,
214,2,4,0,1,
215,4,0,3,0,
216,0,3,2,1,
217,3,2,2,0,
218,2,2,4,1,
219,2,4,3,1,
220,4,3,3,1,
221,3,3,2,0,
222,3,2,2,0,
223,2,2,1,1,
224,2,1,0,0,
225,1,0,1,1,
226,0,1,1,1,
227,1,1,5,1,
228,1,5,5,0,
229,5,5,1,1,
230,5,1,3,1,
231,1,3,3,1,
232,3,3,2,-1,
233,3,2,2,0,
234,2,2,3,1,
235,2,3,2,0,
236,3,2,5,0,
237,2,5,0,1,
238,5,0,2,1,
239,0,2,3,0,
240,2,3,0,0,
241,3,0,1,0,
242,0,1,1,1,
243,1,1,2,1,
244,1,2,5,1,
245,2,5,1,0,
246,5,1,3,1,
247,1,3,5,1,
248,3,5,0,1,
249,5,0,2,0,
250,0,2,2,0,
251,2,2,4,0,
252,2,4,5,-1,
253,4,5,4,0,
254,5,4,1,0,
255,4,1,2,1,
256,1,2,2,0,
257,2,2,4,1,
258,2,4,3,0,
259,4,3,3,1,
260,3,3,5,1,
261,3,5,5,0,
262,5,5,1,0,
263,5,1,3,-1,
264,1,3,4,0,
265,3,4,4,0,
266,4,4,3,1,
267,4,3,2,0,
268,3,2,5,0,
269,2,5,1,1,
270,5,1,5,1,
271,1,5,0,0,
272,5,0,0,1,
273,0,0,2,0,
274,0,2,5,1,
275,2,5,4,0,
276,5,4,1,0,
277,4,1,1,1,
278,1,1,2,1,
279,1,2,0,1,
280,2,0,4,1,
281,0,4,1,0,
282,4,1,2,0,
283,1,2,0,0,
284,2,0,4,1,
285,0,4,2,0,
286,4,2,5,0,
287,2,5,0,0,
288,5,0,0,1,
289,0,0,0,0,
290,0,0,0,1,
291,0,0,4,1,
292,0,4,3,0,
293,4,3,2,1,
294,3,2,0,0,
295,2,0,4,0,
296,0,4,1,0,
297,4,1,2,1,
298,1,2,2,1,
299,2,2,4,1,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
