,s-2,s-1,a,r,none
0,4,0,3,1,
1,0,3,1,1,
2,3,1,0,0,
3,1,0,3,1,
4,0,3,5,0,
5,3,5,2,1,
6,5,2,5,-1,
7,2,5,5,0,
8,5,5,2,0,
9,5,2,2,0,
10,2,2,2,0,
11,2,2,1,0,
12,2,1,2,0,
13,1,2,1,1,
14,2,1,3,-1,
15,1,3,5,1,
16,3,5,2,0,
17,5,2,0,0,
18,2,0,0,1,
19,0,0,3,0,
20,0,3,3,0,
21,3,3,1,1,
22,3,1,4,0,
23,1,4,4,0,
24,4,4,5,0,
25,4,5,1,1,
26,5,1,4,-1,
27,1,4,1,0,
28,4,1,1,-1,
29,1,1,3,0,
30,1,3,2,0,
31,3,2,3,0,
32,2,3,5,0,
33,3,5,2,0,
34,5,2,1,0,
35,2,1,5,0,
36,1,5,2,0,
37,5,2,2,0,
38,2,2,3,0,
39,2,3,2,1,
40,3,2,3,0,
41,2,3,5,0,
42,3,5,2,0,
43,5,2,0,1,
44,2,0,0,1,
45,0,0,5,1,
46,0,5,3,0,
47,5,3,2,1,
48,3,2,1,1,
49,2,1,2,1,
50,1,2,5,0,
51,2,5,4,0,
52,5,4,1,-1,
53,4,1,0,0,
54,1,0,2,0,
55,0,2,3,-1,
56,2,3,0,0,
57,3,0,3,0,
58,0,3,5,0,
59,3,5,4,1,
60,5,4,5,0,
61,4,5,4,0,
62,5,4,1,0,
63,4,1,5,0,
64,1,5,1,0,
65,5,1,4,-1,
66,1,4,1,-1,
67,4,1,5,1,
68,1,5,2,1,
69,5,2,3,1,
70,2,3,1,1,
71,3,1,2,1,
72,1,2,4,0,
73,2,4,1,1,
74,4,1,2,1,
75,1,2,1,1,
76,2,1,2,1,
77,1,2,0,0,
78,2,0,0,1,
79,0,0,2,0,
80,0,2,1,0,
81,2,1,2,0,
82,1,2,0,0,
83,2,0,0,1,
84,0,0,2,0,
85,0,2,0,0,
86,2,0,0,1,
87,0,0,5,0,
88,0,5,0,1,
89,5,0,4,-1,
90,0,4,4,0,
91,4,4,4,0,
92,4,4,5,0,
93,4,5,3,0,
94,5,3,2,1,
95,3,2,1,0,
96,2,1,1,-1,
97,1,1,5,0,
98,1,5,4,0,
99,5,4,3,1,
100,4,3,4,1,
101,3,4,0,1,
102,4,0,0,0,
103,0,0,5,0,
104,0,5,1,0,
105,5,1,1,0,
106,1,1,0,0,
107,1,0,0,1,
108,0,0,3,0,
109,0,3,4,0,
110,3,4,1,1,
111,4,1,5,1,
112,1,5,4,1,
113,5,4,1,1,
114,4,1,5,1,
115,1,5,4,0,
116,5,4,3,0,
117,4,3,2,1,
118,3,2,4,0,
119,2,4,3,0,
120,4,3,2,0,
121,3,2,1,0,
122,2,1,1,-1,
123,1,1,1,0,
124,1,1,5,1,
125,1,5,1,0,
126,5,1,4,1,
127,1,4,2,1,
128,4,2,1,1,
129,2,1,2,0,
130,1,2,1,0,
131,2,1,4,0,
132,1,4,3,0,
133,4,3,2,0,
134,3,2,0,1,
135,2,0,0,0,
136,0,0,3,0,
137,0,3,2,1,
138,3,2,5,1,
139,2,5,0,0,
140,5,0,5,1,
141,0,5,0,1,
142,5,0,0,1,
143,0,0,0,1,
144,0,0,0,1,
145,0,0,2,1,
146,0,2,2,0,
147,2,2,2,1,
148,2,2,2,0,
149,2,2,3,0,
150,2,3,4,1,
151,3,4,2,0,
152,4,2,1,1,
153,2,1,2,0,
154,1,2,5,1,
155,2,5,2,0,
156,5,2,0,1,
157,2,0,5,0,
158,0,5,3,-1,
159,5,3,4,1,
160,3,4,4,0,
161,4,4,0,1,
162,4,0,4,0,
163,0,4,3,1,
164,4,3,1,0,
165,3,1,4,0,
166,1,4,5,1,
167,4,5,5,0,
168,5,5,3,0,
169,5,3,2,1,
170,3,2,5,0,
171,2,5,3,0,
172,5,3,2,0,
173,3,2,0,1,
174,2,0,0,1,
175,0,0,3,1,
176,0,3,4,1,
177,3,4,3,0,
178,4,3,1,0,
179,3,1,3,0,
180,1,3,2,0,
181,3,2,5,0,
182,2,5,3,-1,
183,5,3,5,-1,
184,3,5,2,0,
185,5,2,1,0,
186,2,1,2,1,
187,1,2,5,1,
188,2,5,2,0,
189,5,2,1,-1,
190,2,1,3,1,
191,1,3,5,1,
192,3,5,4,1,
193,5,4,0,0,
194,4,0,3,1,
195,0,3,3,0,
196,3,3,0,0,
197,3,0,1,0,
198,0,1,5,1,
199,1,5,1,1,
200,5,1,5,1,
201,1,5,1,1,
202,5,1,1,0,
203,1,1,0,0,
204,1,0,5,0,
205,0,5,1,0,
206,5,1,2,0,
207,1,2,2,0,
208,2,2,1,1,
209,2,1,2,1,
210,1,2,0,1,
211,2,0,0,1,
212,0,0,1,1,
213,0,1,2,1,
214,1,2,5,0,
215,2,5,5,0,
216,5,5,5,0,
217,5,5,3,0,
218,5,3,4,0,
219,3,4,1,0,
220,4,1,4,1,
221,1,4,2,1,
222,4,2,4,0,
223,2,4,1,0,
224,4,1,5,1,
225,1,5,5,0,
226,5,5,1,0,
227,5,1,2,1,
228,1,2,5,0,
229,2,5,1,-1,
230,5,1,0,0,
231,1,0,3,1,
232,0,3,0,1,
233,3,0,5,1,
234,0,5,2,1,
235,5,2,0,-1,
236,2,0,0,1,
237,0,0,1,0,
238,0,1,3,1,
239,1,3,5,1,
240,3,5,2,1,
241,5,2,0,1,
242,2,0,0,1,
243,0,0,2,1,
244,0,2,4,0,
245,2,4,1,1,
246,4,1,5,0,
247,1,5,4,-1,
248,5,4,1,0,
249,4,1,4,0,
250,1,4,2,1,
251,4,2,1,1,
252,2,1,5,0,
253,1,5,1,0,
254,5,1,1,1,
255,1,1,5,-1,
256,1,5,2,0,
257,5,2,0,1,
258,2,0,0,1,
259,0,0,5,1,
260,0,5,1,1,
261,5,1,2,0,
262,1,2,4,-1,
263,2,4,4,0,
264,4,4,4,0,
265,4,4,2,1,
266,4,2,5,-1,
267,2,5,4,0,
268,5,4,0,1,
269,4,0,1,1,
270,0,1,2,0,
271,1,2,2,0,
272,2,2,3,1,
273,2,3,1,0,
274,3,1,0,0,
275,1,0,3,-1,
276,0,3,0,1,
277,3,0,2,0,
278,0,2,3,0,
279,2,3,3,0,
280,3,3,2,1,
281,3,2,3,0,
282,2,3,0,1,
283,3,0,3,0,
284,0,3,3,1,
285,3,3,2,0,
286,3,2,4,0,
287,2,4,1,0,
288,4,1,0,0,
289,1,0,0,1,
290,0,0,5,0,
291,0,5,2,1,
292,5,2,0,0,
293,2,0,0,1,
294,0,0,3,1,
295,0,3,1,1,
296,3,1,0,1,
297,1,0,2,0,
298,0,2,0,1,
299,2,0,0,1,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
