,s-2,s-1,a,r,none
0,1,0,5,0,
1,0,5,0,1,
2,5,0,1,1,
3,0,1,3,-1,
4,1,3,5,0,
5,3,5,4,0,
6,5,4,5,0,
7,4,5,1,0,
8,5,1,0,0,
9,1,0,3,0,
10,0,3,5,0,
11,3,5,0,1,
12,5,0,3,0,
13,0,3,2,0,
14,3,2,0,1,
15,2,0,5,-1,
16,0,5,5,0,
17,5,5,5,0,
18,5,5,4,1,
19,5,4,5,0,
20,4,5,5,0,
21,5,5,0,0,
22,5,0,5,1,
23,0,5,2,0,
24,5,2,2,0,
25,2,2,4,1,
26,2,4,4,0,
27,4,4,4,0,
28,4,4,4,0,
29,4,4,2,1,
30,4,2,5,-1,
31,2,5,1,0,
32,5,1,4,1,
33,1,4,3,0,
34,4,3,0,1,
35,3,0,5,1,
36,0,5,1,0,
37,5,1,1,0,
38,1,1,4,1,
39,1,4,5,1,
40,4,5,1,0,
41,5,1,3,-1,
42,1,3,2,0,
43,3,2,0,0,
44,2,0,0,1,
45,0,0,3,1,
46,0,3,2,1,
47,3,2,5,1,
48,2,5,1,1,
49,5,1,1,0,
50,1,1,0,0,
51,1,0,4,0,
52,0,4,0,1,
53,4,0,2,1,
54,0,2,1,1,
55,2,1,4,1,
56,1,4,3,0,
57,4,3,1,1,
58,3,1,3,0,
59,1,3,3,1,
60,3,3,5,0,
61,3,5,0,1,
62,5,0,1,1,
63,0,1,3,0,
64,1,3,0,0,
65,3,0,2,1,
66,0,2,3,1,
67,2,3,0,1,
68,3,0,4,0,
69,0,4,3,0,
70,4,3,0,1,
71,3,0,1,0,
72,0,1,1,-1,
73,1,1,1,-1,
74,1,1,3,1,
75,1,3,1,1,
76,3,1,2,1,
77,1,2,4,0,
78,2,4,1,1,
79,4,1,4,1,
80,1,4,0,1,
81,4,0,0,1,
82,0,0,4,0,
83,0,4,0,1,
84,4,0,4,1,
85,0,4,5,0,
86,4,5,1,1,
87,5,1,5,-1,
88,1,5,5,0,
89,5,5,0,0,
90,5,0,4,1,
91,0,4,0,0,
92,4,0,2,0,
93,0,2,0,1,
94,2,0,4,1,
95,0,4,5,0,
96,4,5,1,-1,
97,5,1,2,1,
98,1,2,1,0,
99,2,1,2,1,
100,1,2,1,0,
101,2,1,3,0,
102,1,3,1,0,
103,3,1,2,1,
104,1,2,2,0,
105,2,2,4,0,
106,2,4,3,0,
