,s-4,s-3,s-2,s-1,a,r
844,14,19,19,0,12,-1.0
845,19,19,0,12,13,0.0
846,19,0,12,13,19,0.0
847,0,12,13,19,14,1.0
848,12,13,19,14,0,-1.0
849,13,19,14,0,13,0.0
850,19,14,0,13,8,1.0
851,14,0,13,8,19,0.0
852,0,13,8,19,0,-1.0
853,13,8,19,0,3,0.0
854,8,19,0,3,16,-1.0
855,19,0,3,16,19,0.0
856,0,3,16,19,0,-1.0
857,3,16,19,0,0,0.0
858,16,19,0,0,0,0.0
859,19,0,0,0,19,0.0
860,0,0,0,19,19,0.0
861,0,0,19,19,0,-1.0
862,0,19,19,0,1,-1.0
863,19,19,0,1,0,-1.0
864,19,0,1,0,19,0.0
865,0,1,0,19,19,0.0
866,1,0,19,19,0,1.0
867,0,19,19,0,0,-1.0
868,19,19,0,0,3,1.0
869,19,0,0,3,19,0.0
870,0,0,3,19,2,1.0
871,0,3,19,2,0,-1.0
872,3,19,2,0,0,-1.0
873,19,2,0,0,11,-1.0
874,2,0,0,11,19,0.0
875,0,0,11,19,0,0.0
876,0,11,19,0,0,-1.0
877,11,19,0,0,19,0.0
878,19,0,0,19,19,-1.0
879,0,0,19,19,7,1.0
880,0,19,19,7,0,0.0
881,19,19,7,0,11,-1.0
882,19,7,0,11,0,-1.0
883,7,0,11,0,19,1.0
884,0,11,0,19,0,-1.0
885,11,0,19,0,8,-1.0
886,0,19,0,8,0,0.0
887,19,0,8,0,0,-1.0
888,0,8,0,0,0,-1.0
889,8,0,0,0,19,1.0
890,0,0,0,19,19,0.0
891,0,0,19,19,5,-1.0
892,0,19,19,5,0,-1.0
893,19,19,5,0,0,-1.0
894,19,5,0,0,0,-1.0
895,5,0,0,0,19,-1.0
896,0,0,0,19,19,0.0
897,0,0,19,19,0,-1.0
898,0,19,19,0,0,-1.0
899,19,19,0,0,0,0.0
900,19,0,0,0,0,-1.0
901,0,0,0,0,0,1.0
902,0,0,0,0,0,-1.0
903,0,0,0,0,0,-1.0
904,0,0,0,0,0,-1.0
905,0,0,0,0,0,-1.0
906,0,0,0,0,0,-1.0
907,0,0,0,0,0,-1.0
908,0,0,0,0,0,0.0
909,0,0,0,0,0,-1.0
910,0,0,0,0,0,-1.0
911,0,0,0,0,0,-1.0
912,0,0,0,0,0,0.0
913,0,0,0,0,0,-1.0
914,0,0,0,0,13,0.0
915,0,0,0,13,19,-1.0
916,0,0,13,19,0,-1.0
917,0,13,19,0,0,-1.0
918,13,19,0,0,14,1.0
919,19,0,0,14,0,0.0
920,0,0,14,0,5,1.0
921,0,14,0,5,19,-1.0
922,14,0,5,19,0,-1.0
923,0,5,19,0,0,-1.0
924,5,19,0,0,13,0.0
925,19,0,0,13,0,0.0
926,0,0,13,0,0,0.0
927,0,13,0,0,0,0.0
928,13,0,0,0,7,0.0
929,0,0,0,7,0,-1.0
930,0,0,7,0,0,0.0
931,0,7,0,0,16,-1.0
932,7,0,0,16,17,0.0
933,0,0,16,17,0,-1.0
934,0,16,17,0,0,-1.0
935,16,17,0,0,13,0.0
936,17,0,0,13,0,-1.0
937,0,0,13,0,0,0.0
938,0,13,0,0,0,-1.0
939,13,0,0,0,18,-1.0
940,0,0,0,18,0,-1.0
941,0,0,18,0,0,0.0
942,0,18,0,0,11,-1.0
943,18,0,0,11,2,1.0
944,0,0,11,2,0,-1.0
945,0,11,2,0,0,-1.0
946,11,2,0,0,2,1.0
947,2,0,0,2,7,0.0
948,0,0,2,7,8,-1.0
949,0,2,7,8,6,-1.0
950,2,7,8,6,13,0.0
951,7,8,6,13,5,-1.0
952,8,6,13,5,10,-1.0
953,6,13,5,10,2,0.0
954,13,5,10,2,7,0.0
955,5,10,2,7,0,-1.0
956,10,2,7,0,17,-1.0
957,2,7,0,17,1,0.0
958,7,0,17,1,15,1.0
959,0,17,1,15,0,0.0
960,17,1,15,0,12,-1.0
961,1,15,0,12,19,-1.0
962,15,0,12,19,13,0.0
963,0,12,19,13,10,-1.0
964,12,19,13,10,6,-1.0
965,19,13,10,6,7,0.0
966,13,10,6,7,4,-1.0
967,10,6,7,4,5,-1.0
968,6,7,4,5,2,-1.0
969,7,4,5,2,3,1.0
970,4,5,2,3,1,0.0
971,5,2,3,1,8,1.0
972,2,3,1,8,1,0.0
973,3,1,8,1,0,-1.0
974,1,8,1,0,0,-1.0
975,8,1,0,0,2,0.0
976,1,0,0,2,7,-1.0
977,0,0,2,7,0,0.0
978,0,2,7,0,0,0.0
979,2,7,0,0,8,1.0
980,7,0,0,8,3,1.0
981,0,0,8,3,0,-1.0
982,0,8,3,0,0,-1.0
983,8,3,0,0,2,1.0
984,3,0,0,2,6,-1.0
985,0,0,2,6,0,0.0
986,0,2,6,0,0,1.0
987,2,6,0,0,3,1.0
988,6,0,0,3,2,1.0
989,0,0,3,2,0,-1.0
990,0,3,2,0,14,1.0
991,3,2,0,14,2,1.0
992,2,0,14,2,0,-1.0
993,0,14,2,0,3,1.0
994,14,2,0,3,3,1.0
995,2,0,3,3,11,-1.0
996,0,3,3,11,3,0.0
997,3,3,11,3,0,-1.0
998,3,11,3,0,3,1.0
999,11,3,0,3,2,0.0
1000,3,0,3,2,0,0.0
1001,0,3,2,0,3,-1.0
1002,3,2,0,3,0,-1.0
1003,2,0,3,0,12,-1.0
1004,0,3,0,12,1,0.0
1005,3,0,12,1,1,0.0
1006,0,12,1,1,15,-1.0
1007,12,1,1,15,5,1.0
1008,1,1,15,5,0,-1.0
1009,1,15,5,0,7,0.0
1010,15,5,0,7,3,1.0
1011,5,0,7,3,4,-1.0
1012,0,7,3,4,0,-1.0
1013,7,3,4,0,3,-1.0
1014,3,4,0,3,1,0.0
1015,4,0,3,1,0,-1.0
1016,0,3,1,0,7,0.0
1017,3,1,0,7,2,-1.0
1018,1,0,7,2,0,-1.0
1019,0,7,2,0,19,0.0
1020,7,2,0,19,4,1.0
1021,2,0,19,4,0,-1.0
1022,0,19,4,0,3,1.0
1023,19,4,0,3,15,1.0
1024,4,0,3,15,5,-1.0
1025,0,3,15,5,0,-1.0
1026,3,15,5,0,3,1.0
1027,15,5,0,3,2,1.0
1028,5,0,3,2,5,-1.0
1029,0,3,2,5,1,0.0
1030,3,2,5,1,3,1.0
1031,2,5,1,3,3,1.0
1032,5,1,3,3,16,-1.0
1033,1,3,3,16,4,1.0
1034,3,3,16,4,0,-1.0
1035,3,16,4,0,4,1.0
1036,16,4,0,4,1,0.0
1037,4,0,4,1,7,0.0
1038,0,4,1,7,0,-1.0
1039,4,1,7,0,0,-1.0
1040,1,7,0,0,3,1.0
1041,7,0,0,3,0,0.0
1042,0,0,3,0,0,-1.0
1043,0,3,0,0,4,-1.0
1044,3,0,0,4,3,1.0
1045,0,0,4,3,0,-1.0
1046,0,4,3,0,0,0.0
1047,4,3,0,0,2,1.0
1048,3,0,0,2,2,1.0
1049,0,0,2,2,0,-1.0
1050,0,2,2,0,0,-1.0
1051,2,2,0,0,2,1.0
1052,2,0,0,2,1,0.0
1053,0,0,2,1,0,-1.0
1054,0,2,1,0,0,-1.0
1055,2,1,0,0,1,0.0
1056,1,0,0,1,11,-1.0
1057,0,0,1,11,0,-1.0
1058,0,1,11,0,0,-1.0
1059,1,11,0,0,7,0.0
1060,11,0,0,7,0,0.0
1061,0,0,7,0,0,-1.0
1062,0,7,0,0,12,-1.0
1063,7,0,0,12,0,-1.0
1064,0,0,12,0,0,-1.0
1065,0,12,0,0,14,1.0
1066,12,0,0,14,0,1.0
1067,0,0,14,0,0,-1.0
1068,0,14,0,0,15,-1.0
1069,14,0,0,15,0,-1.0
1070,0,0,15,0,0,-1.0
1071,0,15,0,0,16,-1.0
1072,15,0,0,16,0,0.0
1073,0,0,16,0,0,-1.0
1074,0,16,0,0,17,1.0
1075,16,0,0,17,0,0.0
1076,0,0,17,0,18,-1.0
1077,0,17,0,18,1,0.0
1078,17,0,18,1,0,-1.0
1079,0,18,1,0,18,-1.0
1080,18,1,0,18,0,1.0
1081,1,0,18,0,0,0.0
1082,0,18,0,0,19,0.0
1083,18,0,0,19,0,-1.0
1084,0,0,19,0,19,0.0
1085,0,19,0,19,1,0.0
1086,19,0,19,1,0,-1.0
1087,0,19,1,0,19,1.0
1088,19,1,0,19,0,-1.0
1089,1,0,19,0,0,-1.0
1090,0,19,0,0,19,0.0
1091,19,0,0,19,1,-1.0
1092,0,0,19,1,0,-1.0
1093,0,19,1,0,9,1.0
1094,19,1,0,9,0,-1.0
1095,1,0,9,0,0,-1.0
1096,0,9,0,0,5,-1.0
1097,9,0,0,5,0,-1.0
1098,0,0,5,0,0,-1.0
1099,0,5,0,0,8,1.0
1100,5,0,0,8,19,0.0
1101,0,0,8,19,0,-1.0
1102,0,8,19,0,0,1.0
1103,8,19,0,0,7,-1.0
1104,19,0,0,7,0,-1.0
1105,0,0,7,0,1,-1.0
1106,0,7,0,1,3,1.0
1107,7,0,1,3,0,-1.0
1108,0,1,3,0,0,1.0
1109,1,3,0,0,2,-1.0
1110,3,0,0,2,1,0.0
1111,0,0,2,1,0,-1.0
1112,0,2,1,0,0,-1.0
1113,2,1,0,0,5,0.0
1114,1,0,0,5,0,-1.0
1115,0,0,5,0,0,0.0
1116,0,5,0,0,3,1.0
1117,5,0,0,3,0,-1.0
1118,0,0,3,0,0,-1.0
1119,0,3,0,0,2,0.0
1120,3,0,0,2,0,0.0
1121,0,0,2,0,16,-1.0
1122,0,2,0,16,0,0.0
1123,2,0,16,0,0,-1.0
1124,0,16,0,0,19,0.0
1125,16,0,0,19,0,-1.0
1126,0,0,19,0,0,-1.0
1127,0,19,0,0,10,-1.0
1128,19,0,0,10,0,1.0
1129,0,0,10,0,0,-1.0
1130,0,10,0,0,5,-1.0
1131,10,0,0,5,16,-1.0
1132,0,0,5,16,0,-1.0
1133,0,5,16,0,13,0.0
1134,5,16,0,13,0,-1.0
1135,16,0,13,0,0,-1.0
1136,0,13,0,0,7,-1.0
1137,13,0,0,7,0,-1.0
1138,0,0,7,0,19,0.0
1139,0,7,0,19,0,-1.0
1140,7,0,19,0,19,0.0
1141,0,19,0,19,1,-1.0
1142,19,0,19,1,2,0.0
1143,0,19,1,2,7,-1.0
1144,19,1,2,7,0,0.0
1145,1,2,7,0,0,-1.0
1146,2,7,0,0,3,-1.0
1147,7,0,0,3,0,-1.0
1148,0,0,3,0,0,0.0
1149,0,3,0,0,2,1.0
1150,3,0,0,2,0,-1.0
1151,0,0,2,0,0,-1.0
1152,0,2,0,0,3,0.0
1153,2,0,0,3,1,0.0
1154,0,0,3,1,0,-1.0
1155,0,3,1,0,1,0.0
1156,3,1,0,1,1,-1.0
1157,1,0,1,1,0,-1.0
1158,0,1,1,0,0,0.0
1159,1,1,0,0,16,-1.0
1160,1,0,0,16,0,-1.0
1161,0,0,16,0,0,1.0
1162,0,16,0,0,9,1.0
1163,16,0,0,9,0,0.0
1164,0,0,9,0,0,-1.0
1165,0,9,0,0,5,0.0
1166,9,0,0,5,0,-1.0
1167,0,0,5,0,10,-1.0
1168,0,5,0,10,0,-1.0
1169,5,0,10,0,0,-1.0
1170,0,10,0,0,5,1.0
1171,10,0,0,5,0,-1.0
1172,0,0,5,0,0,-1.0
1173,0,5,0,0,3,1.0
1174,5,0,0,3,0,-1.0
1175,0,0,3,0,0,0.0
1176,0,3,0,0,2,1.0
1177,3,0,0,2,0,-1.0
1178,0,0,2,0,0,-1.0
1179,0,2,0,0,2,1.0
1180,2,0,0,2,1,0.0
1181,0,0,2,1,0,-1.0
1182,0,2,1,0,0,0.0
1183,2,1,0,0,1,1.0
1184,1,0,0,1,0,1.0
1185,0,0,1,0,0,1.0
1186,0,1,0,0,0,-1.0
1187,1,0,0,0,0,-1.0
1188,0,0,0,0,0,-1.0
1189,0,0,0,0,0,0.0
1190,0,0,0,0,0,-1.0
1191,0,0,0,0,0,-1.0
1192,0,0,0,0,0,-1.0
1193,0,0,0,0,1,0.0
1194,0,0,0,1,0,-1.0
1195,0,0,1,0,0,-1.0
1196,0,1,0,0,0,1.0
1197,1,0,0,0,0,-1.0
1198,0,0,0,0,0,0.0
1199,0,0,0,0,0,-1.0
1200,0,0,0,0,0,-1.0
1201,0,0,0,0,0,-1.0
1202,0,0,0,0,0,0.0
1203,0,0,0,0,0,-1.0
1204,0,0,0,0,10,-1.0
1205,0,0,0,10,9,1.0
1206,0,0,10,9,0,-1.0
1207,0,10,9,0,0,-1.0
1208,10,9,0,0,8,1.0
1209,9,0,0,8,5,-1.0
1210,0,0,8,5,0,-1.0
1211,0,8,5,0,4,-1.0
1212,8,5,0,4,1,0.0
1213,5,0,4,1,0,0.0
1214,0,4,1,0,2,1.0
1215,4,1,0,2,1,0.0
1216,1,0,2,1,0,-1.0
1217,0,2,1,0,8,1.0
1218,2,1,0,8,14,1.0
1219,1,0,8,14,5,0.0
1220,0,8,14,5,0,-1.0
1221,8,14,5,0,3,1.0
1222,14,5,0,3,2,1.0
1223,5,0,3,2,1,0.0
1224,0,3,2,1,1,-1.0
1225,3,2,1,1,1,1.0
1226,2,1,1,1,0,-1.0
1227,1,1,1,0,0,-1.0
1228,1,1,0,0,2,1.0
1229,1,0,0,2,0,0.0
1230,0,0,2,0,0,-1.0
1231,0,2,0,0,2,1.0
1232,2,0,0,2,1,1.0
1233,0,0,2,1,0,-1.0
1234,0,2,1,0,0,-1.0
1235,2,1,0,0,1,0.0
1236,1,0,0,1,1,0.0
1237,0,0,1,1,0,0.0
1238,0,1,1,0,0,-1.0
1239,1,1,0,0,11,0.0
1240,1,0,0,11,0,-1.0
1241,0,0,11,0,19,1.0
1242,0,11,0,19,18,-1.0
1243,11,0,19,18,0,-1.0
1244,0,19,18,0,0,1.0
1245,19,18,0,0,6,0.0
1246,18,0,0,6,0,-1.0
1247,0,0,6,0,2,1.0
1248,0,6,0,2,2,0.0
1249,6,0,2,2,0,-1.0
1250,0,2,2,0,0,-1.0
1251,2,2,0,0,2,1.0
1252,2,0,0,2,0,-1.0
1253,0,0,2,0,0,-1.0
1254,0,2,0,0,1,0.0
1255,2,0,0,1,0,-1.0
1256,0,0,1,0,0,-1.0
1257,0,1,0,0,1,-1.0
1258,1,0,0,1,0,-1.0
1259,0,0,1,0,0,0.0
1260,0,1,0,0,0,-1.0
1261,1,0,0,0,9,-1.0
1262,0,0,0,9,11,-1.0
1263,0,0,9,11,17,0.0
1264,0,9,11,17,0,0.0
1265,9,11,17,0,0,0.0
1266,11,17,0,0,7,0.0
1267,17,0,0,7,13,0.0
1268,0,0,7,13,0,1.0
1269,0,7,13,0,0,-1.0
1270,7,13,0,0,5,1.0
1271,13,0,0,5,0,-1.0
1272,0,0,5,0,0,-1.0
1273,0,5,0,0,3,1.0
1274,5,0,0,3,0,-1.0
1275,0,0,3,0,0,-1.0
1276,0,3,0,0,2,1.0
1277,3,0,0,2,0,0.0
1278,0,0,2,0,0,-1.0
1279,0,2,0,0,1,-1.0
1280,2,0,0,1,0,-1.0
1281,0,0,1,0,0,-1.0
1282,0,1,0,0,0,-1.0
1283,1,0,0,0,1,0.0
1284,0,0,0,1,0,0.0
1285,0,0,1,0,0,-1.0
1286,0,1,0,0,0,-1.0
1287,1,0,0,0,1,-1.0
1288,0,0,0,1,0,-1.0
1289,0,0,1,0,0,-1.0
1290,0,1,0,0,0,-1.0
1291,1,0,0,0,8,0.0
1292,0,0,0,8,0,-1.0
1293,0,0,8,0,0,-1.0
1294,0,8,0,0,9,1.0
1295,8,0,0,9,0,-1.0
1296,0,0,9,0,0,-1.0
1297,0,9,0,0,5,-1.0
1298,9,0,0,5,0,0.0
1299,0,0,5,0,0,-1.0
1300,0,5,0,0,9,1.0
1301,5,0,0,9,0,-1.0
1302,0,0,9,0,6,-1.0
1303,0,9,0,6,1,-1.0
1304,9,0,6,1,4,-1.0
1305,0,6,1,4,0,-1.0
1306,6,1,4,0,2,-1.0
1307,1,4,0,2,1,0.0
1308,4,0,2,1,1,0.0
1309,0,2,1,1,0,-1.0
1310,2,1,1,0,19,-1.0
1311,1,1,0,19,0,-1.0
1312,1,0,19,0,0,-1.0
1313,0,19,0,0,10,-1.0
1314,19,0,0,10,0,-1.0
1315,0,0,10,0,0,0.0
1316,0,10,0,0,5,-1.0
1317,10,0,0,5,0,1.0
1318,0,0,5,0,0,1.0
1319,0,5,0,0,3,1.0
1320,5,0,0,3,0,-1.0
1321,0,0,3,0,0,0.0
1322,0,3,0,0,11,0.0
1323,3,0,0,11,0,-1.0
1324,0,0,11,0,0,-1.0
1325,0,11,0,0,6,-1.0
1326,11,0,0,6,13,1.0
1327,0,0,6,13,7,0.0
1328,0,6,13,7,0,-1.0
1329,6,13,7,0,13,0.0
1330,13,7,0,13,0,-1.0
1331,7,0,13,0,0,-1.0
1332,0,13,0,0,7,0.0
1333,13,0,0,7,0,-1.0
1334,0,0,7,0,0,0.0
1335,0,7,0,0,4,-1.0
1336,7,0,0,4,0,1.0
1337,0,0,4,0,7,0.0
1338,0,4,0,7,0,-1.0
1339,4,0,7,0,0,-1.0
1340,0,7,0,0,4,1.0
1341,7,0,0,4,10,-1.0
1342,0,0,4,10,0,0.0
1343,0,4,10,0,0,-1.0
1344,4,10,0,0,4,-1.0
1345,10,0,0,4,0,-1.0
1346,0,0,4,0,3,-1.0
1347,0,4,0,3,0,-1.0
1348,4,0,3,0,2,1.0
1349,0,3,0,2,6,-1.0
1350,3,0,2,6,0,-1.0
1351,0,2,6,0,0,-1.0
1352,2,6,0,0,3,-1.0
1353,6,0,0,3,1,0.0
1354,0,0,3,1,0,-1.0
1355,0,3,1,0,1,0.0
1356,3,1,0,1,14,-1.0
1357,1,0,1,14,0,-1.0
1358,0,1,14,0,0,-1.0
1359,1,14,0,0,2,0.0
1360,14,0,0,2,1,0.0
1361,0,0,2,1,0,-1.0
1362,0,2,1,0,4,-1.0
1363,2,1,0,4,0,-1.0
1364,1,0,4,0,0,0.0
1365,0,4,0,0,2,1.0
1366,4,0,0,2,0,0.0
1367,0,0,2,0,13,0.0
1368,0,2,0,13,16,-1.0
1369,2,0,13,16,16,-1.0
1370,0,13,16,16,0,-1.0
1371,13,16,16,0,6,-1.0
1372,16,16,0,6,3,-1.0
1373,16,0,6,3,2,1.0
1374,0,6,3,2,0,-1.0
1375,6,3,2,0,1,-1.0
1376,3,2,0,1,14,1.0
1377,2,0,1,14,18,-1.0
1378,0,1,14,18,0,-1.0
1379,1,14,18,0,0,-1.0
1380,14,18,0,0,8,-1.0
1381,18,0,0,8,0,-1.0
1382,0,0,8,0,0,-1.0
1383,0,8,0,0,4,1.0
1384,8,0,0,4,0,-1.0
1385,0,0,4,0,0,-1.0
1386,0,4,0,0,6,-1.0
1387,4,0,0,6,0,-1.0
1388,0,0,6,0,0,-1.0
1389,0,6,0,0,3,-1.0
1390,6,0,0,3,0,0.0
1391,0,0,3,0,0,-1.0
1392,0,3,0,0,2,1.0
1393,3,0,0,2,0,-1.0
1394,0,0,2,0,0,-1.0
1395,0,2,0,0,1,1.0
1396,2,0,0,1,0,-1.0
1397,0,0,1,0,0,0.0
1398,0,1,0,0,1,0.0
1399,1,0,0,1,0,-1.0
1400,0,0,1,0,0,-1.0
1401,0,1,0,0,1,0.0
1402,1,0,0,1,14,0.0
1403,0,0,1,14,1,1.0
1404,0,1,14,1,3,1.0
1405,1,14,1,3,16,-1.0
1406,14,1,3,16,19,0.0
1407,1,3,16,19,0,-1.0
1408,3,16,19,0,0,-1.0
1409,16,19,0,0,8,1.0
1410,19,0,0,8,0,-1.0
1411,0,0,8,0,1,-1.0
1412,0,8,0,1,4,-1.0
1413,8,0,1,4,0,-1.0
1414,0,1,4,0,0,0.0
1415,1,4,0,0,9,1.0
1416,4,0,0,9,0,-1.0
1417,0,0,9,0,5,-1.0
1418,0,9,0,5,1,0.0
1419,9,0,5,1,3,1.0
1420,0,5,1,3,0,-1.0
1421,5,1,3,0,1,0.0
1422,1,3,0,1,1,0.0
1423,3,0,1,1,0,0.0
1424,0,1,1,0,0,-1.0
1425,1,1,0,0,1,0.0
1426,1,0,0,1,0,-1.0
1427,0,0,1,0,0,-1.0
1428,0,1,0,0,1,0.0
1429,1,0,0,1,0,-1.0
1430,0,0,1,0,0,-1.0
1431,0,1,0,0,1,0.0
1432,1,0,0,1,0,-1.0
1433,0,0,1,0,0,-1.0
1434,0,1,0,0,1,0.0
1435,1,0,0,1,0,-1.0
1436,0,0,1,0,0,-1.0
1437,0,1,0,0,1,1.0
1438,1,0,0,1,0,-1.0
1439,0,0,1,0,0,-1.0
1440,0,1,0,0,1,-1.0
1441,1,0,0,1,0,-1.0
1442,0,0,1,0,0,-1.0
1443,0,1,0,0,1,0.0
1444,1,0,0,1,0,0.0
1445,0,0,1,0,0,0.0
1446,0,1,0,0,1,0.0
1447,1,0,0,1,0,-1.0
1448,0,0,1,0,2,1.0
1449,0,1,0,2,12,-1.0
1450,1,0,2,12,0,0.0
1451,0,2,12,0,0,-1.0
1452,2,12,0,0,5,-1.0
1453,12,0,0,5,4,-1.0
1454,0,0,5,4,12,1.0
1455,0,5,4,12,0,-1.0
1456,5,4,12,0,2,-1.0
1457,4,12,0,2,4,-1.0
1458,12,0,2,4,0,0.0
1459,0,2,4,0,0,0.0
1460,2,4,0,0,17,0.0
1461,4,0,0,17,15,1.0
1462,0,0,17,15,10,-1.0
1463,0,17,15,10,0,-1.0
1464,17,15,10,0,2,1.0
1465,15,10,0,2,4,-1.0
1466,10,0,2,4,0,-1.0
1467,0,2,4,0,18,-1.0
1468,2,4,0,18,0,1.0
1469,4,0,18,0,0,0.0
1470,0,18,0,0,10,-1.0
1471,18,0,0,10,0,-1.0
1472,0,0,10,0,0,0.0
1473,0,10,0,0,5,0.0
1474,10,0,0,5,1,1.0
1475,0,0,5,1,0,-1.0
1476,0,5,1,0,2,1.0
1477,5,1,0,2,2,1.0
1478,1,0,2,2,0,-1.0
1479,0,2,2,0,0,-1.0
1480,2,2,0,0,2,0.0
1481,2,0,0,2,0,-1.0
1482,0,0,2,0,0,-1.0
1483,0,2,0,0,1,0.0
1484,2,0,0,1,0,-1.0
1485,0,0,1,0,0,-1.0
1486,0,1,0,0,1,0.0
1487,1,0,0,1,12,-1.0
1488,0,0,1,12,0,1.0
1489,0,1,12,0,0,-1.0
1490,1,12,0,0,5,-1.0
1491,12,0,0,5,0,1.0
1492,0,0,5,0,4,-1.0
1493,0,5,0,4,0,-1.0
1494,5,0,4,0,3,1.0
1495,0,4,0,3,0,-1.0
1496,4,0,3,0,2,1.0
1497,0,3,0,2,1,0.0
1498,3,0,2,1,18,-1.0
1499,0,2,1,18,0,-1.0
1500,2,1,18,0,0,1.0
1501,1,18,0,0,7,-1.0
1502,18,0,0,7,0,0.0
1503,0,0,7,0,0,-1.0
1504,0,7,0,0,4,-1.0
1505,7,0,0,4,5,-1.0
1506,0,0,4,5,11,-1.0
1507,0,4,5,11,0,1.0
1508,4,5,11,0,0,-1.0
1509,5,11,0,0,14,0.0
1510,11,0,0,14,0,-1.0
1511,0,0,14,0,7,0.0
1512,0,14,0,7,3,1.0
1513,14,0,7,3,3,1.0
1514,0,7,3,3,0,-1.0
1515,7,3,3,0,1,-1.0
1516,3,3,0,1,1,0.0
1517,3,0,1,1,0,0.0
1518,0,1,1,0,0,-1.0
1519,1,1,0,0,17,-1.0
1520,1,0,0,17,0,0.0
1521,0,0,17,0,0,-1.0
1522,0,17,0,0,1,1.0
1523,17,0,0,1,2,-1.0
1524,0,0,1,2,9,-1.0
1525,0,1,2,9,0,-1.0
1526,1,2,9,0,0,-1.0
1527,2,9,0,0,4,-1.0
1528,9,0,0,4,12,-1.0
1529,0,0,4,12,0,-1.0
1530,0,4,12,0,0,-1.0
1531,4,12,0,0,5,-1.0
1532,12,0,0,5,0,-1.0
1533,0,0,5,0,0,-1.0
1534,0,5,0,0,3,-1.0
1535,5,0,0,3,0,-1.0
1536,0,0,3,0,16,-1.0
1537,0,3,0,16,17,-1.0
1538,3,0,16,17,0,1.0
1539,0,16,17,0,0,-1.0
1540,16,17,0,0,13,-1.0
1541,17,0,0,13,0,1.0
1542,0,0,13,0,18,-1.0
1543,0,13,0,18,5,-1.0
1544,13,0,18,5,0,0.0
1545,0,18,5,0,4,-1.0
1546,18,5,0,4,2,0.0
1547,5,0,4,2,2,1.0
1548,0,4,2,2,0,-1.0
1549,4,2,2,0,1,0.0
1550,2,2,0,1,1,-1.0
1551,2,0,1,1,0,-1.0
1552,0,1,1,0,14,1.0
1553,1,1,0,14,0,1.0
1554,1,0,14,0,0,-1.0
1555,0,14,0,0,8,0.0
1556,14,0,0,8,0,-1.0
1557,0,0,8,0,0,-1.0
1558,0,8,0,0,4,0.0
1559,8,0,0,4,0,-1.0
1560,0,0,4,0,0,0.0
1561,0,4,0,0,2,1.0
1562,4,0,0,2,0,1.0
1563,0,0,2,0,0,-1.0
1564,0,2,0,0,1,0.0
1565,2,0,0,1,0,-1.0
1566,0,0,1,0,0,-1.0
1567,0,1,0,0,1,0.0
1568,1,0,0,1,0,-1.0
1569,0,0,1,0,12,-1.0
1570,0,1,0,12,0,-1.0
1571,1,0,12,0,8,1.0
1572,0,12,0,8,1,0.0
1573,12,0,8,1,6,-1.0
1574,0,8,1,6,1,-1.0
1575,8,1,6,1,3,0.0
1576,1,6,1,3,0,-1.0
1577,6,1,3,0,1,0.0
1578,1,3,0,1,1,-1.0
1579,3,0,1,1,0,-1.0
1580,0,1,1,0,0,-1.0
1581,1,1,0,0,1,-1.0
1582,1,0,0,1,0,-1.0
1583,0,0,1,0,15,0.0
1584,0,1,0,15,0,0.0
1585,1,0,15,0,0,-1.0
1586,0,15,0,0,8,1.0
1587,15,0,0,8,0,0.0
1588,0,0,8,0,0,-1.0
1589,0,8,0,0,4,-1.0
1590,8,0,0,4,0,0.0
1591,0,0,4,0,0,0.0
1592,0,4,0,0,2,1.0
1593,4,0,0,2,0,-1.0
1594,0,0,2,0,0,0.0
1595,0,2,0,0,1,-1.0
1596,2,0,0,1,0,-1.0
1597,0,0,1,0,1,0.0
1598,0,1,0,1,0,0.0
1599,1,0,1,0,0,0.0
1600,0,1,0,0,0,0.0
1601,1,0,0,0,1,1.0
1602,0,0,0,1,0,-1.0
1603,0,0,1,0,0,0.0
1604,0,1,0,0,14,0.0
1605,1,0,0,14,8,1.0
1606,0,0,14,8,0,-1.0
1607,0,14,8,0,0,-1.0
1608,14,8,0,0,5,-1.0
1609,8,0,0,5,0,-1.0
1610,0,0,5,0,0,-1.0
1611,0,5,0,0,19,-1.0
1612,5,0,0,19,0,-1.0
1613,0,0,19,0,0,-1.0
1614,0,19,0,0,10,-1.0
1615,19,0,0,10,0,-1.0
1616,0,0,10,0,0,-1.0
1617,0,10,0,0,5,-1.0
1618,10,0,0,5,0,-1.0
1619,0,0,5,0,18,-1.0
1620,0,5,0,18,0,0.0
1621,5,0,18,0,0,-1.0
1622,0,18,0,0,5,-1.0
1623,18,0,0,5,0,-1.0
1624,0,0,5,0,0,0.0
1625,0,5,0,0,3,1.0
1626,5,0,0,3,17,-1.0
1627,0,0,3,17,0,-1.0
1628,0,3,17,0,0,-1.0
1629,3,17,0,0,0,-1.0
1630,17,0,0,0,2,-1.0
1631,0,0,0,2,14,1.0
1632,0,0,2,14,0,-1.0
1633,0,2,14,0,7,0.0
1634,2,14,0,7,0,1.0
1635,14,0,7,0,0,-1.0
1636,0,7,0,0,9,1.0
1637,7,0,0,9,0,-1.0
1638,0,0,9,0,0,-1.0
1639,0,9,0,0,13,0.0
1640,9,0,0,13,0,-1.0
1641,0,0,13,0,0,-1.0
1642,0,13,0,0,0,-1.0
1643,13,0,0,0,0,-1.0
1644,0,0,0,0,0,0.0
1645,0,0,0,0,0,0.0
1646,0,0,0,0,0,-1.0
1647,0,0,0,0,0,0.0
