,s-4,s-3,s-2,s-1,a,r
1648,0,0,0,0,0,0.0
1649,0,0,0,0,0,-1.0
1650,0,0,0,0,0,-1.0
1651,0,0,0,0,0,-1.0
1652,0,0,0,0,9,-1.0
1653,0,0,0,9,0,1.0
1654,0,0,9,0,15,1.0
1655,0,9,0,15,0,-1.0
1656,9,0,15,0,0,-1.0
1657,0,15,0,0,16,-1.0
1658,15,0,0,16,0,-1.0
1659,0,0,16,0,13,-1.0
1660,0,16,0,13,0,-1.0
1661,16,0,13,0,0,-1.0
1662,0,13,0,0,0,-1.0
1663,13,0,0,0,0,0.0
1664,0,0,0,0,0,0.0
1665,0,0,0,0,0,0.0
1666,0,0,0,0,0,-1.0
1667,0,0,0,0,0,-1.0
1668,0,0,0,0,0,-1.0
1669,0,0,0,0,0,0.0
1670,0,0,0,0,0,-1.0
1671,0,0,0,0,0,-1.0
1672,0,0,0,0,0,0.0
1673,0,0,0,0,0,-1.0
1674,0,0,0,0,0,-1.0
1675,0,0,0,0,0,-1.0
1676,0,0,0,0,0,0.0
1677,0,0,0,0,0,0.0
1678,0,0,0,0,0,-1.0
1679,0,0,0,0,0,0.0
1680,0,0,0,0,0,0.0
1681,0,0,0,0,0,-1.0
1682,0,0,0,0,0,-1.0
1683,0,0,0,0,0,-1.0
1684,0,0,0,0,0,-1.0
1685,0,0,0,0,0,0.0
1686,0,0,0,0,10,1.0
1687,0,0,0,10,0,-1.0
1688,0,0,10,0,15,1.0
1689,0,10,0,15,0,1.0
1690,10,0,15,0,12,1.0
1691,0,15,0,12,8,1.0
1692,15,0,12,8,0,-1.0
1693,0,12,8,0,0,-1.0
1694,12,8,0,0,0,-1.0
1695,8,0,0,0,0,-1.0
1696,0,0,0,0,0,-1.0
1697,0,0,0,0,0,-1.0
1698,0,0,0,0,3,0.0
1699,0,0,0,3,0,-1.0
1700,0,0,3,0,0,-1.0
1701,0,3,0,0,0,-1.0
1702,3,0,0,0,0,-1.0
1703,0,0,0,0,0,-1.0
1704,0,0,0,0,0,-1.0
1705,0,0,0,0,0,-1.0
1706,0,0,0,0,19,1.0
1707,0,0,0,19,0,-1.0
1708,0,0,19,0,0,-1.0
1709,0,19,0,0,11,0.0
1710,19,0,0,11,0,-1.0
1711,0,0,11,0,0,1.0
1712,0,11,0,0,1,0.0
1713,11,0,0,1,0,-1.0
1714,0,0,1,0,11,-1.0
1715,0,1,0,11,0,-1.0
1716,1,0,11,0,0,-1.0
1717,0,11,0,0,0,-1.0
1718,11,0,0,0,0,-1.0
1719,0,0,0,0,15,1.0
1720,0,0,0,15,0,-1.0
1721,0,0,15,0,14,1.0
1722,0,15,0,14,0,-1.0
1723,15,0,14,0,0,-1.0
1724,0,14,0,0,0,-1.0
1725,14,0,0,0,7,1.0
1726,0,0,0,7,0,0.0
1727,0,0,7,0,0,-1.0
1728,0,7,0,0,15,-1.0
1729,7,0,0,15,0,-1.0
1730,0,0,15,0,0,-1.0
1731,0,15,0,0,0,-1.0
1732,15,0,0,0,0,-1.0
1733,0,0,0,0,0,1.0
1734,0,0,0,0,0,0.0
1735,0,0,0,0,0,0.0
1736,0,0,0,0,8,-1.0
1737,0,0,0,8,2,1.0
1738,0,0,8,2,0,0.0
1739,0,8,2,0,0,-1.0
1740,8,2,0,0,0,-1.0
1741,2,0,0,0,0,0.0
1742,0,0,0,0,0,-1.0
1743,0,0,0,0,15,-1.0
1744,0,0,0,15,0,0.0
1745,0,0,15,0,0,-1.0
1746,0,15,0,0,0,-1.0
1747,15,0,0,0,0,-1.0
1748,0,0,0,0,0,-1.0
1749,0,0,0,0,0,-1.0
1750,0,0,0,0,0,-1.0
1751,0,0,0,0,10,0.0
1752,0,0,0,10,0,-1.0
1753,0,0,10,0,0,-1.0
1754,0,10,0,0,0,-1.0
1755,10,0,0,0,0,0.0
1756,0,0,0,0,0,-1.0
1757,0,0,0,0,0,1.0
1758,0,0,0,0,0,-1.0
1759,0,0,0,0,0,-1.0
1760,0,0,0,0,0,-1.0
1761,0,0,0,0,0,-1.0
1762,0,0,0,0,0,-1.0
1763,0,0,0,0,16,1.0
1764,0,0,0,16,0,-1.0
1765,0,0,16,0,0,0.0
1766,0,16,0,0,13,-1.0
1767,16,0,0,13,0,0.0
1768,0,0,13,0,0,-1.0
1769,0,13,0,0,0,0.0
1770,13,0,0,0,3,0.0
1771,0,0,0,3,0,-1.0
1772,0,0,3,0,13,0.0
1773,0,3,0,13,0,0.0
1774,3,0,13,0,0,-1.0
1775,0,13,0,0,15,1.0
1776,13,0,0,15,0,0.0
1777,0,0,15,0,19,0.0
1778,0,15,0,19,0,-1.0
1779,15,0,19,0,0,-1.0
1780,0,19,0,0,0,-1.0
1781,19,0,0,0,0,-1.0
1782,0,0,0,0,0,-1.0
1783,0,0,0,0,5,-1.0
1784,0,0,0,5,6,-1.0
1785,0,0,5,6,0,0.0
1786,0,5,6,0,0,-1.0
1787,5,6,0,0,0,-1.0
1788,6,0,0,0,0,-1.0
1789,0,0,0,0,0,-1.0
1790,0,0,0,0,7,-1.0
1791,0,0,0,7,12,1.0
1792,0,0,7,12,3,1.0
1793,0,7,12,3,0,-1.0
1794,7,12,3,0,0,-1.0
1795,12,3,0,0,2,1.0
1796,3,0,0,2,0,0.0
1797,0,0,2,0,0,0.0
1798,0,2,0,0,0,0.0
1799,2,0,0,0,4,0.0
1800,0,0,0,4,0,-1.0
1801,0,0,4,0,0,-1.0
1802,0,4,0,0,0,-1.0
1803,4,0,0,0,0,-1.0
1804,0,0,0,0,2,1.0
1805,0,0,0,2,0,-1.0
1806,0,0,2,0,0,-1.0
1807,0,2,0,0,0,0.0
1808,2,0,0,0,11,-1.0
1809,0,0,0,11,1,0.0
1810,0,0,11,1,0,-1.0
1811,0,11,1,0,0,1.0
1812,11,1,0,0,0,0.0
1813,1,0,0,0,0,0.0
1814,0,0,0,0,0,-1.0
1815,0,0,0,0,0,-1.0
1816,0,0,0,0,0,0.0
1817,0,0,0,0,0,-1.0
1818,0,0,0,0,0,-1.0
1819,0,0,0,0,14,1.0
1820,0,0,0,14,0,1.0
1821,0,0,14,0,0,-1.0
1822,0,14,0,0,0,-1.0
1823,14,0,0,0,0,1.0
1824,0,0,0,0,0,-1.0
1825,0,0,0,0,0,-1.0
1826,0,0,0,0,0,-1.0
1827,0,0,0,0,19,-1.0
1828,0,0,0,19,0,-1.0
1829,0,0,19,0,0,0.0
1830,0,19,0,0,0,-1.0
1831,19,0,0,0,1,-1.0
1832,0,0,0,1,0,-1.0
1833,0,0,1,0,0,0.0
1834,0,1,0,0,0,-1.0
1835,1,0,0,0,0,-1.0
1836,0,0,0,0,0,-1.0
1837,0,0,0,0,0,-1.0
1838,0,0,0,0,0,-1.0
1839,0,0,0,0,14,1.0
1840,0,0,0,14,0,-1.0
1841,0,0,14,0,8,1.0
1842,0,14,0,8,18,-1.0
1843,14,0,8,18,14,1.0
1844,0,8,18,14,0,-1.0
1845,8,18,14,0,0,-1.0
1846,18,14,0,0,16,-1.0
1847,14,0,0,16,1,0.0
1848,0,0,16,1,0,-1.0
1849,0,16,1,0,0,-1.0
1850,16,1,0,0,0,0.0
1851,1,0,0,0,0,-1.0
1852,0,0,0,0,0,-1.0
1853,0,0,0,0,0,-1.0
1854,0,0,0,0,0,-1.0
1855,0,0,0,0,0,-1.0
1856,0,0,0,0,0,-1.0
1857,0,0,0,0,0,-1.0
1858,0,0,0,0,0,-1.0
1859,0,0,0,0,0,-1.0
1860,0,0,0,0,0,-1.0
1861,0,0,0,0,0,0.0
1862,0,0,0,0,2,1.0
1863,0,0,0,2,0,0.0
1864,0,0,2,0,12,1.0
1865,0,2,0,12,2,1.0
1866,2,0,12,2,0,-1.0
1867,0,12,2,0,0,-1.0
1868,12,2,0,0,0,-1.0
1869,2,0,0,0,0,-1.0
1870,0,0,0,0,0,-1.0
1871,0,0,0,0,0,0.0
1872,0,0,0,0,0,-1.0
1873,0,0,0,0,0,-1.0
1874,0,0,0,0,19,-1.0
1875,0,0,0,19,18,-1.0
1876,0,0,19,18,0,-1.0
1877,0,19,18,0,0,0.0
1878,19,18,0,0,0,-1.0
1879,18,0,0,0,0,-1.0
1880,0,0,0,0,0,1.0
1881,0,0,0,0,0,-1.0
1882,0,0,0,0,0,0.0
1883,0,0,0,0,11,-1.0
1884,0,0,0,11,0,-1.0
1885,0,0,11,0,0,-1.0
1886,0,11,0,0,0,0.0
1887,11,0,0,0,0,0.0
1888,0,0,0,0,0,-1.0
1889,0,0,0,0,0,-1.0
1890,0,0,0,0,0,-1.0
1891,0,0,0,0,0,-1.0
1892,0,0,0,0,0,-1.0
1893,0,0,0,0,0,-1.0
1894,0,0,0,0,0,-1.0
1895,0,0,0,0,0,0.0
1896,0,0,0,0,0,-1.0
1897,0,0,0,0,0,0.0
1898,0,0,0,0,2,-1.0
1899,0,0,0,2,0,-1.0
1900,0,0,2,0,0,-1.0
1901,0,2,0,0,0,0.0
1902,2,0,0,0,13,0.0
1903,0,0,0,13,0,-1.0
1904,0,0,13,0,3,1.0
1905,0,13,0,3,0,-1.0
1906,13,0,3,0,0,-1.0
1907,0,3,0,0,0,-1.0
1908,3,0,0,0,0,-1.0
1909,0,0,0,0,0,-1.0
1910,0,0,0,0,0,-1.0
1911,0,0,0,0,0,-1.0
1912,0,0,0,0,0,0.0
1913,0,0,0,0,7,1.0
1914,0,0,0,7,0,-1.0
1915,0,0,7,0,0,0.0
1916,0,7,0,0,0,0.0
1917,7,0,0,0,0,-1.0
1918,0,0,0,0,0,-1.0
1919,0,0,0,0,0,-1.0
1920,0,0,0,0,0,1.0
1921,0,0,0,0,0,-1.0
1922,0,0,0,0,0,-1.0
1923,0,0,0,0,0,0.0
1924,0,0,0,0,0,-1.0
1925,0,0,0,0,0,-1.0
1926,0,0,0,0,0,-1.0
1927,0,0,0,0,8,1.0
1928,0,0,0,8,0,-1.0
1929,0,0,8,0,0,0.0
1930,0,8,0,0,0,-1.0
1931,8,0,0,0,0,-1.0
1932,0,0,0,0,0,-1.0
1933,0,0,0,0,0,-1.0
1934,0,0,0,0,0,-1.0
1935,0,0,0,0,0,-1.0
1936,0,0,0,0,0,-1.0
1937,0,0,0,0,13,0.0
1938,0,0,0,13,0,-1.0
1939,0,0,13,0,0,-1.0
1940,0,13,0,0,0,-1.0
1941,13,0,0,0,0,0.0
1942,0,0,0,0,0,-1.0
1943,0,0,0,0,0,-1.0
1944,0,0,0,0,0,-1.0
1945,0,0,0,0,0,0.0
1946,0,0,0,0,0,0.0
1947,0,0,0,0,0,-1.0
1948,0,0,0,0,0,-1.0
1949,0,0,0,0,0,-1.0
1950,0,0,0,0,0,0.0
1951,0,0,0,0,13,0.0
1952,0,0,0,13,9,1.0
1953,0,0,13,9,0,-1.0
1954,0,13,9,0,0,-1.0
1955,13,9,0,0,0,-1.0
1956,9,0,0,0,0,0.0
1957,0,0,0,0,1,0.0
1958,0,0,0,1,0,-1.0
1959,0,0,1,0,7,0.0
1960,0,1,0,7,0,0.0
1961,1,0,7,0,0,-1.0
1962,0,7,0,0,13,-1.0
1963,7,0,0,13,0,-1.0
1964,0,0,13,0,0,0.0
1965,0,13,0,0,0,1.0
1966,13,0,0,0,0,1.0
1967,0,0,0,0,1,1.0
1968,0,0,0,1,1,0.0
1969,0,0,1,1,16,-1.0
1970,0,1,1,16,0,-1.0
1971,1,1,16,0,0,1.0
1972,1,16,0,0,18,-1.0
1973,16,0,0,18,0,-1.0
1974,0,0,18,0,0,-1.0
1975,0,18,0,0,0,-1.0
1976,18,0,0,0,0,-1.0
1977,0,0,0,0,0,-1.0
1978,0,0,0,0,0,-1.0
1979,0,0,0,0,0,-1.0
1980,0,0,0,0,0,0.0
1981,0,0,0,0,0,0.0
1982,0,0,0,0,16,-1.0
1983,0,0,0,16,16,0.0
1984,0,0,16,16,0,-1.0
1985,0,16,16,0,0,-1.0
1986,16,16,0,0,0,-1.0
1987,16,0,0,0,0,-1.0
1988,0,0,0,0,0,-1.0
1989,0,0,0,0,0,-1.0
1990,0,0,0,0,0,1.0
1991,0,0,0,0,0,-1.0
1992,0,0,0,0,0,-1.0
1993,0,0,0,0,0,-1.0
1994,0,0,0,0,0,-1.0
1995,0,0,0,0,14,1.0
1996,0,0,0,14,0,-1.0
1997,0,0,14,0,0,-1.0
1998,0,14,0,0,0,0.0
1999,14,0,0,0,0,-1.0
2000,0,0,0,0,0,-1.0
2001,0,0,0,0,10,-1.0
2002,0,0,0,10,0,-1.0
2003,0,0,10,0,0,-1.0
2004,0,10,0,0,0,-1.0
2005,10,0,0,0,0,1.0
2006,0,0,0,0,3,1.0
2007,0,0,0,3,0,0.0
2008,0,0,3,0,11,-1.0
2009,0,3,0,11,0,-1.0
2010,3,0,11,0,0,-1.0
2011,0,11,0,0,0,-1.0
2012,11,0,0,0,0,-1.0
2013,0,0,0,0,0,-1.0
2014,0,0,0,0,0,-1.0
2015,0,0,0,0,0,-1.0
2016,0,0,0,0,0,1.0
2017,0,0,0,0,0,-1.0
2018,0,0,0,0,0,-1.0
2019,0,0,0,0,0,-1.0
2020,0,0,0,0,0,-1.0
2021,0,0,0,0,11,-1.0
2022,0,0,0,11,15,1.0
2023,0,0,11,15,0,-1.0
2024,0,11,15,0,0,0.0
2025,11,15,0,0,0,0.0
2026,15,0,0,0,0,0.0
2027,0,0,0,0,0,-1.0
2028,0,0,0,0,0,0.0
2029,0,0,0,0,0,-1.0
2030,0,0,0,0,5,-1.0
2031,0,0,0,5,11,0.0
2032,0,0,5,11,18,-1.0
2033,0,5,11,18,0,-1.0
2034,5,11,18,0,0,-1.0
2035,11,18,0,0,0,-1.0
2036,18,0,0,0,0,-1.0
2037,0,0,0,0,9,0.0
2038,0,0,0,9,0,0.0
2039,0,0,9,0,0,-1.0
2040,0,9,0,0,0,0.0
2041,9,0,0,0,0,-1.0
2042,0,0,0,0,9,1.0
2043,0,0,0,9,0,0.0
2044,0,0,9,0,0,-1.0
2045,0,9,0,0,10,-1.0
2046,9,0,0,10,0,1.0
2047,0,0,10,0,0,-1.0
2048,0,10,0,0,0,0.0
2049,10,0,0,0,0,-1.0
2050,0,0,0,0,0,-1.0
2051,0,0,0,0,12,-1.0
2052,0,0,0,12,0,-1.0
2053,0,0,12,0,0,-1.0
2054,0,12,0,0,16,-1.0
2055,12,0,0,16,0,0.0
2056,0,0,16,0,0,-1.0
2057,0,16,0,0,0,0.0
2058,16,0,0,0,0,-1.0
2059,0,0,0,0,0,1.0
2060,0,0,0,0,0,-1.0
2061,0,0,0,0,6,-1.0
2062,0,0,0,6,0,-1.0
2063,0,0,6,0,12,0.0
2064,0,6,0,12,0,-1.0
2065,6,0,12,0,0,-1.0
2066,0,12,0,0,0,-1.0
2067,12,0,0,0,0,-1.0
2068,0,0,0,0,2,1.0
2069,0,0,0,2,0,1.0
2070,0,0,2,0,7,0.0
2071,0,2,0,7,0,0.0
2072,2,0,7,0,0,-1.0
2073,0,7,0,0,0,-1.0
2074,7,0,0,0,1,0.0
2075,0,0,0,1,0,-1.0
2076,0,0,1,0,0,0.0
2077,0,1,0,0,12,-1.0
2078,1,0,0,12,0,1.0
2079,0,0,12,0,0,-1.0
2080,0,12,0,0,0,-1.0
2081,12,0,0,0,0,-1.0
2082,0,0,0,0,0,-1.0
2083,0,0,0,0,0,-1.0
2084,0,0,0,0,0,-1.0
2085,0,0,0,0,10,1.0
2086,0,0,0,10,16,-1.0
2087,0,0,10,16,0,-1.0
2088,0,10,16,0,0,-1.0
2089,10,16,0,0,10,1.0
2090,16,0,0,10,0,-1.0
2091,0,0,10,0,0,0.0
2092,0,10,0,0,18,0.0
2093,10,0,0,18,0,-1.0
2094,0,0,18,0,0,-1.0
2095,0,18,0,0,0,-1.0
2096,18,0,0,0,0,-1.0
2097,0,0,0,0,8,0.0
2098,0,0,0,8,6,-1.0
2099,0,0,8,6,0,-1.0
2100,0,8,6,0,0,-1.0
2101,8,6,0,0,0,-1.0
2102,6,0,0,0,15,1.0
2103,0,0,0,15,0,-1.0
2104,0,0,15,0,0,0.0
2105,0,15,0,0,0,0.0
2106,15,0,0,0,0,-1.0
2107,0,0,0,0,0,-1.0
2108,0,0,0,0,0,-1.0
2109,0,0,0,0,0,-1.0
2110,0,0,0,0,1,0.0
2111,0,0,0,1,0,-1.0
2112,0,0,1,0,0,-1.0
2113,0,1,0,0,0,-1.0
2114,1,0,0,0,8,1.0
2115,0,0,0,8,0,1.0
2116,0,0,8,0,0,-1.0
2117,0,8,0,0,0,-1.0
2118,8,0,0,0,0,-1.0
2119,0,0,0,0,0,-1.0
2120,0,0,0,0,0,0.0
2121,0,0,0,0,8,1.0
2122,0,0,0,8,18,-1.0
2123,0,0,8,18,0,-1.0
2124,0,8,18,0,0,0.0
2125,8,18,0,0,0,1.0
2126,18,0,0,0,0,0.0
2127,0,0,0,0,15,1.0
2128,0,0,0,15,0,-1.0
2129,0,0,15,0,0,-1.0
2130,0,15,0,0,0,-1.0
2131,15,0,0,0,0,-1.0
2132,0,0,0,0,3,1.0
2133,0,0,0,3,10,-1.0
2134,0,0,3,10,0,-1.0
2135,0,3,10,0,0,0.0
2136,3,10,0,0,0,-1.0
2137,10,0,0,0,9,-1.0
2138,0,0,0,9,0,-1.0
2139,0,0,9,0,1,0.0
2140,0,9,0,1,0,-1.0
2141,9,0,1,0,0,-1.0
2142,0,1,0,0,0,-1.0
2143,1,0,0,0,0,-1.0
2144,0,0,0,0,0,-1.0
2145,0,0,0,0,0,0.0
2146,0,0,0,0,0,-1.0
2147,0,0,0,0,0,-1.0
2148,0,0,0,0,0,1.0
2149,0,0,0,0,0,-1.0
2150,0,0,0,0,11,-1.0
2151,0,0,0,11,0,-1.0
2152,0,0,11,0,0,0.0
2153,0,11,0,0,0,-1.0
2154,11,0,0,0,0,-1.0
2155,0,0,0,0,0,-1.0
2156,0,0,0,0,0,-1.0
2157,0,0,0,0,0,-1.0
2158,0,0,0,0,0,-1.0
2159,0,0,0,0,0,-1.0
2160,0,0,0,0,0,-1.0
2161,0,0,0,0,2,1.0
2162,0,0,0,2,0,-1.0
2163,0,0,2,0,16,1.0
2164,0,2,0,16,0,-1.0
2165,2,0,16,0,0,-1.0
2166,0,16,0,0,0,-1.0
2167,16,0,0,0,0,0.0
2168,0,0,0,0,0,-1.0
2169,0,0,0,0,0,0.0
2170,0,0,0,0,14,1.0
2171,0,0,0,14,0,-1.0
2172,0,0,14,0,0,-1.0
2173,0,14,0,0,0,-1.0
2174,14,0,0,0,3,-1.0
2175,0,0,0,3,0,-1.0
2176,0,0,3,0,0,-1.0
2177,0,3,0,0,0,-1.0
2178,3,0,0,0,11,-1.0
2179,0,0,0,11,0,-1.0
2180,0,0,11,0,0,-1.0
2181,0,11,0,0,0,-1.0
2182,11,0,0,0,0,-1.0
2183,0,0,0,0,11,0.0
2184,0,0,0,11,0,0.0
2185,0,0,11,0,0,0.0
2186,0,11,0,0,0,-1.0
2187,11,0,0,0,0,0.0
2188,0,0,0,0,0,0.0
2189,0,0,0,0,0,-1.0
2190,0,0,0,0,18,-1.0
2191,0,0,0,18,0,-1.0
2192,0,0,18,0,12,-1.0
2193,0,18,0,12,15,1.0
2194,18,0,12,15,0,-1.0
2195,0,12,15,0,0,-1.0
2196,12,15,0,0,0,-1.0
2197,15,0,0,0,2,1.0
2198,0,0,0,2,6,-1.0
2199,0,0,2,6,4,-1.0
2200,0,2,6,4,0,-1.0
2201,2,6,4,0,0,0.0
2202,6,4,0,0,0,0.0
2203,4,0,0,0,0,-1.0
2204,0,0,0,0,12,-1.0
2205,0,0,0,12,0,-1.0
2206,0,0,12,0,0,0.0
2207,0,12,0,0,0,-1.0
2208,12,0,0,0,0,-1.0
2209,0,0,0,0,7,0.0
2210,0,0,0,7,0,-1.0
2211,0,0,7,0,0,-1.0
2212,0,7,0,0,0,-1.0
2213,7,0,0,0,0,-1.0
2214,0,0,0,0,0,-1.0
2215,0,0,0,0,0,-1.0
2216,0,0,0,0,0,0.0
2217,0,0,0,0,16,-1.0
2218,0,0,0,16,0,-1.0
2219,0,0,16,0,0,1.0
2220,0,16,0,0,0,-1.0
2221,16,0,0,0,0,0.0
2222,0,0,0,0,0,-1.0
2223,0,0,0,0,0,-1.0
2224,0,0,0,0,0,-1.0
2225,0,0,0,0,0,-1.0
2226,0,0,0,0,12,-1.0
2227,0,0,0,12,0,-1.0
2228,0,0,12,0,0,-1.0
2229,0,12,0,0,0,0.0
2230,12,0,0,0,0,0.0
2231,0,0,0,0,0,0.0
2232,0,0,0,0,0,-1.0
2233,0,0,0,0,0,-1.0
2234,0,0,0,0,0,-1.0
2235,0,0,0,0,17,-1.0
2236,0,0,0,17,0,-1.0
2237,0,0,17,0,0,-1.0
2238,0,17,0,0,0,0.0
2239,17,0,0,0,0,-1.0
2240,0,0,0,0,0,-1.0
2241,0,0,0,0,19,0.0
2242,0,0,0,19,0,-1.0
2243,0,0,19,0,0,-1.0
2244,0,19,0,0,17,-1.0
2245,19,0,0,17,18,-1.0
2246,0,0,17,18,0,-1.0
2247,0,17,18,0,8,0.0
2248,17,18,0,8,6,-1.0
2249,18,0,8,6,17,0.0
2250,0,8,6,17,0,0.0
2251,8,6,17,0,15,-1.0
2252,6,17,0,15,0,-1.0
2253,17,0,15,0,0,-1.0
2254,0,15,0,0,0,-1.0
2255,15,0,0,0,0,-1.0
2256,0,0,0,0,0,-1.0
2257,0,0,0,0,0,-1.0
2258,0,0,0,0,0,-1.0
2259,0,0,0,0,12,0.0
2260,0,0,0,12,0,1.0
2261,0,0,12,0,0,-1.0
2262,0,12,0,0,0,0.0
2263,12,0,0,0,0,-1.0
2264,0,0,0,0,0,-1.0
2265,0,0,0,0,0,-1.0
2266,0,0,0,0,16,-1.0
2267,0,0,0,16,0,0.0
2268,0,0,16,0,0,-1.0
2269,0,16,0,0,0,-1.0
2270,16,0,0,0,0,-1.0
2271,0,0,0,0,0,0.0
2272,0,0,0,0,0,-1.0
2273,0,0,0,0,0,-1.0
2274,0,0,0,0,0,0.0
2275,0,0,0,0,0,-1.0
2276,0,0,0,0,0,-1.0
2277,0,0,0,0,0,-1.0
2278,0,0,0,0,5,-1.0
2279,0,0,0,5,0,-1.0
2280,0,0,5,0,0,-1.0
2281,0,5,0,0,9,1.0
2282,5,0,0,9,0,-1.0
2283,0,0,9,0,0,-1.0
2284,0,9,0,0,0,1.0
2285,9,0,0,0,0,-1.0
2286,0,0,0,0,0,-1.0
2287,0,0,0,0,5,1.0
2288,0,0,0,5,0,0.0
2289,0,0,5,0,0,0.0
2290,0,5,0,0,0,-1.0
2291,5,0,0,0,3,0.0
2292,0,0,0,3,0,1.0
2293,0,0,3,0,4,1.0
2294,0,3,0,4,10,1.0
2295,3,0,4,10,0,-1.0
2296,0,4,10,0,0,1.0
2297,4,10,0,0,0,-1.0
2298,10,0,0,0,0,0.0
2299,0,0,0,0,0,-1.0
2300,0,0,0,0,0,-1.0
2301,0,0,0,0,0,-1.0
2302,0,0,0,0,0,-1.0
2303,0,0,0,0,0,-1.0
2304,0,0,0,0,0,-1.0
2305,0,0,0,0,0,-1.0
2306,0,0,0,0,13,0.0
2307,0,0,0,13,0,0.0
2308,0,0,13,0,11,-1.0
2309,0,13,0,11,0,1.0
2310,13,0,11,0,0,-1.0
2311,0,11,0,0,0,-1.0
2312,11,0,0,0,0,-1.0
2313,0,0,0,0,0,0.0
2314,0,0,0,0,0,-1.0
2315,0,0,0,0,0,-1.0
2316,0,0,0,0,0,-1.0
2317,0,0,0,0,0,0.0
2318,0,0,0,0,0,-1.0
2319,0,0,0,0,19,-1.0
2320,0,0,0,19,0,-1.0
2321,0,0,19,0,0,-1.0
2322,0,19,0,0,0,0.0
2323,19,0,0,0,0,-1.0
2324,0,0,0,0,0,-1.0
2325,0,0,0,0,0,-1.0
2326,0,0,0,0,0,-1.0
2327,0,0,0,0,18,-1.0
2328,0,0,0,18,0,-1.0
2329,0,0,18,0,0,1.0
2330,0,18,0,0,0,-1.0
2331,18,0,0,0,0,-1.0
2332,0,0,0,0,13,0.0
2333,0,0,0,13,0,-1.0
2334,0,0,13,0,0,1.0
2335,0,13,0,0,0,-1.0
2336,13,0,0,0,0,-1.0
2337,0,0,0,0,2,1.0
2338,0,0,0,2,0,-1.0
2339,0,0,2,0,0,0.0
2340,0,2,0,0,0,0.0
2341,2,0,0,0,0,-1.0
2342,0,0,0,0,0,-1.0
2343,0,0,0,0,0,-1.0
2344,0,0,0,0,0,0.0
2345,0,0,0,0,0,-1.0
2346,0,0,0,0,0,-1.0
2347,0,0,0,0,0,-1.0
2348,0,0,0,0,8,0.0
2349,0,0,0,8,19,0.0
2350,0,0,8,19,0,1.0
2351,0,8,19,0,7,0.0
2352,8,19,0,7,15,1.0
2353,19,0,7,15,0,1.0
2354,0,7,15,0,0,-1.0
2355,7,15,0,0,0,-1.0
2356,15,0,0,0,12,1.0
2357,0,0,0,12,0,-1.0
2358,0,0,12,0,0,-1.0
2359,0,12,0,0,12,1.0
2360,12,0,0,12,0,-1.0
2361,0,0,12,0,0,1.0
2362,0,12,0,0,0,-1.0
2363,12,0,0,0,0,-1.0
2364,0,0,0,0,0,0.0
2365,0,0,0,0,0,-1.0
2366,0,0,0,0,0,0.0
2367,0,0,0,0,0,-1.0
2368,0,0,0,0,1,0.0
2369,0,0,0,1,0,-1.0
2370,0,0,1,0,1,0.0
2371,0,1,0,1,0,0.0
2372,1,0,1,0,0,-1.0
2373,0,1,0,0,14,1.0
2374,1,0,0,14,0,0.0
2375,0,0,14,0,0,-1.0
2376,0,14,0,0,0,-1.0
2377,14,0,0,0,0,-1.0
2378,0,0,0,0,8,1.0
2379,0,0,0,8,15,1.0
2380,0,0,8,15,0,-1.0
2381,0,8,15,0,0,1.0
2382,8,15,0,0,0,-1.0
2383,15,0,0,0,0,-1.0
2384,0,0,0,0,0,-1.0
2385,0,0,0,0,0,0.0
2386,0,0,0,0,6,1.0
2387,0,0,0,6,6,-1.0
2388,0,0,6,6,0,-1.0
2389,0,6,6,0,15,1.0
2390,6,6,0,15,0,-1.0
2391,6,0,15,0,0,-1.0
2392,0,15,0,0,0,-1.0
2393,15,0,0,0,0,-1.0
2394,0,0,0,0,0,0.0
2395,0,0,0,0,0,0.0
2396,0,0,0,0,0,-1.0
2397,0,0,0,0,0,-1.0
2398,0,0,0,0,16,-1.0
2399,0,0,0,16,11,-1.0
2400,0,0,16,11,0,-1.0
2401,0,16,11,0,0,1.0
2402,16,11,0,0,0,-1.0
2403,11,0,0,0,0,1.0
2404,0,0,0,0,0,-1.0
2405,0,0,0,0,0,-1.0
2406,0,0,0,0,0,-1.0
2407,0,0,0,0,0,-1.0
2408,0,0,0,0,0,0.0
2409,0,0,0,0,7,0.0
2410,0,0,0,7,0,-1.0
2411,0,0,7,0,0,-1.0
2412,0,7,0,0,0,0.0
2413,7,0,0,0,0,-1.0
2414,0,0,0,0,0,-1.0
2415,0,0,0,0,11,-1.0
2416,0,0,0,11,0,-1.0
2417,0,0,11,0,0,-1.0
2418,0,11,0,0,0,-1.0
2419,11,0,0,0,0,-1.0
2420,0,0,0,0,0,0.0
2421,0,0,0,0,0,-1.0
2422,0,0,0,0,0,0.0
2423,0,0,0,0,0,0.0
2424,0,0,0,0,0,-1.0
2425,0,0,0,0,0,-1.0
2426,0,0,0,0,0,-1.0
2427,0,0,0,0,0,-1.0
2428,0,0,0,0,0,-1.0
2429,0,0,0,0,2,1.0
2430,0,0,0,2,0,-1.0
2431,0,0,2,0,0,0.0
2432,0,2,0,0,0,-1.0
2433,2,0,0,0,0,-1.0
2434,0,0,0,0,3,1.0
2435,0,0,0,3,0,-1.0
2436,0,0,3,0,0,-1.0
2437,0,3,0,0,0,1.0
2438,3,0,0,0,0,-1.0
