,s-2,s-1,a,r,none
0,9,0,6,1,
1,0,6,19,1,
2,6,19,4,0,
3,19,4,0,1,
4,4,0,9,0,
5,0,9,16,0,
6,9,16,9,-1,
7,16,9,17,1,
8,9,17,4,0,
9,17,4,17,-1,
10,4,17,15,1,
11,17,15,17,1,
12,15,17,13,0,
13,17,13,9,0,
14,13,9,5,1,
15,9,5,9,0,
16,5,9,12,0,
17,9,12,9,1,
18,12,9,14,0,
19,9,14,0,1,
20,14,0,6,0,
21,0,6,19,0,
22,6,19,19,-1,
23,19,19,15,0,
24,19,15,0,0,
25,15,0,0,1,
26,0,0,18,1,
27,0,18,13,0,
28,18,13,2,0,
29,13,2,0,1,
30,2,0,0,1,
31,0,0,0,1,
32,0,0,11,0,
33,0,11,4,0,
34,11,4,10,0,
35,4,10,19,0,
36,10,19,19,1,
37,19,19,7,1,
38,19,7,0,0,
39,7,0,0,1,
40,0,0,0,1,
41,0,0,5,0,
42,0,5,3,1,
43,5,3,12,0,
44,3,12,16,0,
45,12,16,19,0,
46,16,19,19,1,
47,19,19,9,0,
48,19,9,8,1,
49,9,8,14,1,
50,8,14,8,0,
51,14,8,15,1,
52,8,15,19,1,
53,15,19,19,-1,
54,19,19,9,1,
55,19,9,3,0,
56,9,3,10,1,
57,3,10,16,1,
58,10,16,19,0,
59,16,19,19,0,
60,19,19,16,0,
61,19,16,9,1,
62,16,9,17,0,
63,9,17,0,0,
64,17,0,0,1,
65,0,0,0,1,
66,0,0,0,1,
67,0,0,19,1,
68,0,19,15,-1,
69,19,15,0,1,
70,15,0,0,1,
71,0,0,0,1,
72,0,0,0,1,
73,0,0,0,1,
74,0,0,0,1,
75,0,0,0,1,
76,0,0,19,1,
77,0,19,19,0,
78,19,19,0,1,
79,19,0,0,1,
80,0,0,0,1,
81,0,0,13,0,
82,0,13,11,1,
83,13,11,0,0,
84,11,0,13,1,
85,0,13,4,1,
86,13,4,15,0,
87,4,15,8,0,
88,15,8,0,0,
89,8,0,1,1,
90,0,1,3,0,
91,1,3,0,1,
92,3,0,10,1,
93,0,10,3,0,
94,10,3,12,1,
95,3,12,0,1,
96,12,0,0,1,
97,0,0,0,1,
98,0,0,12,0,
99,0,12,3,0,
100,12,3,13,0,
101,3,13,1,1,
102,13,1,7,1,
103,1,7,1,0,
104,7,1,12,1,
105,1,12,2,0,
106,12,2,0,0,
107,2,0,9,1,
108,0,9,9,0,
109,9,9,3,0,
110,9,3,6,1,
111,3,6,8,0,
112,6,8,1,0,
113,8,1,1,-1,
114,1,1,0,0,
115,1,0,0,1,
116,0,0,0,1,
117,0,0,0,1,
118,0,0,10,1,
119,0,10,17,0,
120,10,17,0,0,
121,17,0,0,1,
122,0,0,2,0,
123,0,2,3,1,
124,2,3,0,1,
125,3,0,0,1,
126,0,0,1,0,
127,0,1,0,1,
128,1,0,0,1,
129,0,0,17,0,
130,0,17,8,1,
131,17,8,0,0,
132,8,0,19,1,
133,0,19,0,0,
134,19,0,0,1,
135,0,0,0,1,
136,0,0,5,1,
137,0,5,0,0,
138,5,0,0,1,
139,0,0,0,1,
140,0,0,0,1,
141,0,0,0,1,
142,0,0,0,1,
143,0,0,14,0,
144,0,14,13,0,
145,14,13,7,1,
146,13,7,0,1,
147,7,0,0,1,
148,0,0,8,1,
149,0,8,0,1,
150,8,0,0,1,
151,0,0,9,0,
152,0,9,4,1,
153,9,4,0,0,
154,4,0,0,1,
155,0,0,10,-1,
156,0,10,0,0,
157,10,0,0,1,
158,0,0,0,1,
159,0,0,3,0,
160,0,3,5,1,
161,3,5,0,1,
162,5,0,0,1,
163,0,0,0,1,
164,0,0,16,1,
165,0,16,0,0,
166,16,0,0,1,
167,0,0,4,0,
168,0,4,0,1,
169,4,0,0,0,
170,0,0,14,1,
171,0,14,8,0,
172,14,8,0,0,
173,8,0,0,1,
174,0,0,13,0,
175,0,13,9,1,
176,13,9,0,0,
177,9,0,0,1,
178,0,0,0,1,
179,0,0,0,1,
180,0,0,0,1,
181,0,0,0,1,
182,0,0,0,1,
183,0,0,0,-1,
184,0,0,0,1,
185,0,0,0,-1,
186,0,0,0,0,
187,0,0,0,-1,
188,0,0,14,0,
189,0,14,0,0,
190,14,0,0,1,
191,0,0,14,1,
192,0,14,0,0,
193,14,0,0,1,
194,0,0,0,1,
195,0,0,0,1,
196,0,0,0,1,
197,0,0,0,1,
198,0,0,0,1,
199,0,0,0,1,
200,0,0,2,1,
201,0,2,0,0,
202,2,0,9,-1,
203,0,9,0,1,
204,9,0,14,1,
205,0,14,0,1,
206,14,0,0,1,
207,0,0,0,1,
208,0,0,0,1,
209,0,0,0,1,
210,0,0,0,1,
211,0,0,18,1,
212,0,18,0,1,
213,18,0,0,0,
214,0,0,0,1,
215,0,0,0,1,
216,0,0,3,0,
217,0,3,4,-1,
218,3,4,6,1,
219,4,6,13,0,
220,6,13,0,1,
221,13,0,0,1,
222,0,0,0,1,
223,0,0,0,1,
224,0,0,0,1,
225,0,0,0,1,
226,0,0,0,1,
227,0,0,4,-1,
228,0,4,0,0,
229,4,0,3,1,
230,0,3,18,0,
231,3,18,2,0,
232,18,2,12,1,
233,2,12,0,0,
234,12,0,0,1,
235,0,0,0,1,
236,0,0,0,1,
237,0,0,0,1,
238,0,0,13,1,
239,0,13,0,0,
240,13,0,0,1,
241,0,0,0,1,
242,0,0,15,-1,
243,0,15,0,0,
244,15,0,0,1,
245,0,0,0,1,
246,0,0,11,0,
247,0,11,0,1,
248,11,0,0,1,
249,0,0,0,1,
250,0,0,9,-1,
251,0,9,0,0,
252,9,0,0,1,
253,0,0,0,1,
254,0,0,0,1,
255,0,0,0,1,
256,0,0,0,1,
257,0,0,0,1,
258,0,0,4,0,
259,0,4,6,1,
260,4,6,0,1,
261,6,0,0,1,
262,0,0,0,1,
263,0,0,0,1,
264,0,0,3,0,
265,0,3,0,0,
266,3,0,11,0,
267,0,11,0,1,
268,11,0,6,0,
269,0,6,0,1,
270,6,0,16,-1,
271,0,16,0,1,
272,16,0,0,1,
273,0,0,0,1,
274,0,0,0,1,
275,0,0,0,1,
276,0,0,0,1,
277,0,0,0,1,
278,0,0,1,0,
279,0,1,0,1,
280,1,0,0,1,
281,0,0,0,1,
282,0,0,0,1,
283,0,0,0,1,
284,0,0,6,-1,
285,0,6,0,1,
286,6,0,0,0,
287,0,0,0,0,
288,0,0,0,1,
289,0,0,7,0,
290,0,7,17,0,
291,7,17,0,0,
292,17,0,0,1,
293,0,0,18,0,
294,0,18,0,1,
295,18,0,0,1,
296,0,0,0,1,
297,0,0,0,1,
298,0,0,0,1,
299,0,0,0,1,
300,model: DQN,episode: 300,T: 2,Num of Category: 20,M(Batch): 20
