,s-2,s-1,a,r,none
0,10,11,9,1,
1,11,9,18,0,
2,9,18,5,0,
3,18,5,3,1,
4,5,3,17,0,
5,3,17,17,0,
6,17,17,11,0,
7,17,11,10,0,
8,11,10,15,1,
9,10,15,8,0,
10,15,8,9,0,
11,8,9,17,0,
12,9,17,17,0,
13,17,17,4,-1,
14,17,4,17,1,
15,4,17,6,0,
16,17,6,5,1,
17,6,5,4,-1,
18,5,4,4,0,
19,4,4,18,1,
20,4,18,0,1,
21,18,0,3,1,
22,0,3,6,0,
23,3,6,17,0,
24,6,17,19,0,
25,17,19,19,-1,
26,19,19,10,0,
27,19,10,7,0,
28,10,7,19,-1,
29,7,19,10,1,
30,19,10,13,0,
31,10,13,19,0,
32,13,19,2,1,
33,19,2,19,1,
34,2,19,7,0,
35,19,7,12,1,
36,7,12,19,0,
37,12,19,19,1,
38,19,19,1,0,
39,19,1,19,1,
40,1,19,14,1,
41,19,14,11,0,
42,14,11,0,1,
43,11,0,18,1,
44,0,18,7,0,
45,18,7,14,0,
46,7,14,8,0,
47,14,8,0,0,
48,8,0,17,0,
49,0,17,17,0,
50,17,17,18,1,
51,17,18,8,1,
52,18,8,8,0,
53,8,8,0,0,
54,8,0,11,-1,
55,0,11,0,1,
56,11,0,18,0,
57,0,18,8,0,
58,18,8,11,0,
59,8,11,0,0,
60,11,0,3,0,
61,0,3,6,0,
62,3,6,19,0,
63,6,19,14,0,
64,19,14,5,0,
65,14,5,7,-1,
66,5,7,3,0,
67,7,3,12,1,
68,3,12,11,1,
69,12,11,8,1,
70,11,8,6,1,
71,8,6,19,-1,
72,6,19,12,0,
73,19,12,13,1,
74,12,13,11,0,
75,13,11,19,0,
76,11,19,5,-1,
77,19,5,19,1,
78,5,19,0,1,
79,19,0,7,1,
80,0,7,15,0,
81,7,15,19,0,
82,15,19,19,1,
83,19,19,9,0,
84,19,9,10,0,
85,9,10,7,0,
86,10,7,9,1,
87,7,9,17,0,
88,9,17,11,0,
89,17,11,12,0,
90,11,12,19,1,
91,12,19,3,0,
92,19,3,19,0,
93,3,19,0,1,
94,19,0,10,-1,
95,0,10,5,-1,
96,10,5,7,0,
97,5,7,17,1,
98,7,17,0,1,
99,17,0,0,1,
100,0,0,4,1,
101,0,4,3,0,
102,4,3,10,0,
103,3,10,6,0,
104,10,6,4,0,
105,6,4,17,0,
106,4,17,17,0,
107,17,17,9,1,
108,17,9,4,0,
109,9,4,19,0,
110,4,19,16,1,
111,19,16,12,0,
112,16,12,9,1,
113,12,9,2,0,
114,9,2,3,1,
115,2,3,19,1,
116,3,19,13,0,
117,19,13,17,0,
118,13,17,17,0,
119,17,17,13,0,
120,17,13,17,0,
121,13,17,8,0,
122,17,8,19,0,
123,8,19,4,1,
124,19,4,6,1,
125,4,6,16,-1,
126,6,16,11,0,
127,16,11,7,1,
128,11,7,19,1,
129,7,19,0,1,
130,19,0,14,1,
131,0,14,5,0,
132,14,5,2,0,
133,5,2,1,0,
134,2,1,17,1,
135,1,17,12,-1,
136,17,12,14,1,
137,12,14,1,0,
138,14,1,19,0,
139,1,19,15,0,
140,19,15,4,0,
141,15,4,2,0,
142,4,2,3,0,
143,2,3,7,1,
144,3,7,19,0,
145,7,19,4,-1,
146,19,4,17,0,
147,4,17,16,1,
148,17,16,19,1,
149,16,19,1,1,
150,19,1,11,0,
151,1,11,0,0,
152,11,0,7,0,
153,0,7,15,0,
154,7,15,5,-1,
155,15,5,4,0,
156,5,4,19,0,
157,4,19,3,1,
158,19,3,4,-1,
159,3,4,19,0,
160,4,19,0,1,
161,19,0,19,1,
162,0,19,5,1,
163,19,5,15,0,
164,5,15,17,1,
165,15,17,0,1,
166,17,0,14,1,
167,0,14,5,0,
168,14,5,9,1,
169,5,9,12,1,
170,9,12,14,0,
171,12,14,0,1,
