,s-2,s-1,a,r,none
0,7,17,13,1,
1,17,13,1,0,
2,13,1,7,0,
3,1,7,11,1,
4,7,11,0,1,
5,11,0,17,0,
6,0,17,14,0,
7,17,14,17,0,
8,14,17,5,1,
9,17,5,13,0,
10,5,13,2,1,
11,13,2,2,0,
12,2,2,8,1,
13,2,8,6,0,
14,8,6,5,1,
15,6,5,10,0,
16,5,10,19,1,
17,10,19,13,0,
18,19,13,19,0,
19,13,19,13,1,
20,19,13,3,0,
21,13,3,0,1,
22,3,0,9,0,
23,0,9,0,1,
24,9,0,8,0,
25,0,8,8,0,
26,8,8,3,-1,
27,8,3,16,1,
28,3,16,0,1,
29,16,0,19,0,
30,0,19,0,1,
31,19,0,16,0,
32,0,16,8,0,
33,16,8,4,1,
34,8,4,19,0,
35,4,19,16,-1,
36,19,16,0,1,
37,16,0,1,0,
38,0,1,18,1,
39,1,18,17,-1,
40,18,17,0,1,
41,17,0,9,1,
42,0,9,15,0,
43,9,15,18,0,
44,15,18,17,0,
45,18,17,1,1,
46,17,1,9,0,
47,1,9,12,0,
48,9,12,17,0,
49,12,17,19,0,
50,17,19,7,0,
51,19,7,3,0,
52,7,3,2,1,
53,3,2,14,0,
54,2,14,0,1,
55,14,0,0,1,
56,0,0,19,0,
57,0,19,0,1,
58,19,0,5,1,
59,0,5,2,1,
60,5,2,11,0,
61,2,11,0,0,
62,11,0,0,1,
63,0,0,7,1,
64,0,7,13,1,
65,7,13,0,1,
66,13,0,0,1,
67,0,0,6,1,
68,0,6,13,0,
69,6,13,17,1,
70,13,17,14,1,
71,17,14,3,0,
72,14,3,7,0,
73,3,7,6,1,
74,7,6,17,0,
75,6,17,10,1,
76,17,10,0,1,
77,10,0,18,1,
78,0,18,19,0,
79,18,19,0,1,
80,19,0,2,0,
81,0,2,16,0,
82,2,16,0,0,
83,16,0,9,1,
84,0,9,12,0,
85,9,12,13,1,
86,12,13,5,-1,
87,13,5,0,0,
88,5,0,14,1,
89,0,14,14,0,
90,14,14,6,0,
91,14,6,13,1,
92,6,13,13,1,
93,13,13,16,1,
94,13,16,0,0,
95,16,0,0,1,
96,0,0,19,0,
97,0,19,14,1,
98,19,14,0,1,
99,14,0,0,1,
100,0,0,2,0,
101,0,2,4,-1,
102,2,4,8,1,
103,4,8,8,0,
104,8,8,16,0,
105,8,16,0,0,
106,16,0,14,0,
107,0,14,0,0,
108,14,0,6,0,
109,0,6,0,0,
110,6,0,0,1,
111,0,0,2,1,
112,0,2,0,1,
113,2,0,19,0,
114,0,19,8,1,
115,19,8,16,1,
116,8,16,10,-1,
117,16,10,13,0,
118,10,13,19,0,
119,13,19,0,1,
120,19,0,8,0,
121,0,8,6,0,
122,8,6,3,0,
123,6,3,8,0,
124,3,8,9,0,
125,8,9,0,1,
126,9,0,2,1,
127,0,2,9,0,
128,2,9,0,1,
129,9,0,10,1,
130,0,10,9,0,
131,10,9,6,1,
132,9,6,4,0,
133,6,4,0,0,
134,4,0,0,1,
135,0,0,7,0,
136,0,7,0,0,
137,7,0,18,0,
138,0,18,4,1,
139,18,4,7,0,
140,4,7,8,1,
141,7,8,0,0,
142,8,0,11,0,
143,0,11,12,1,
