,s-2,s-1,a,r,none
0,0,2,1,0,
1,2,1,1,-1,
2,1,1,1,0,
3,1,1,0,1,
4,1,0,3,1,
5,0,3,1,0,
6,3,1,5,1,
7,1,5,1,0,
8,5,1,1,-1,
9,1,1,0,0,
10,1,0,2,1,
11,0,2,4,-1,
12,2,4,0,1,
13,4,0,5,1,
14,0,5,3,0,
15,5,3,4,0,
16,3,4,3,1,
17,4,3,3,0,
18,3,3,4,1,
19,3,4,4,0,
20,4,4,4,0,
21,4,4,5,-1,
22,4,5,5,0,
23,5,5,4,0,
24,5,4,3,0,
25,4,3,2,0,
26,3,2,3,0,
27,2,3,1,1,
28,3,1,2,-1,
29,1,2,1,1,
30,2,1,3,1,
31,1,3,0,0,
32,3,0,4,1,
33,0,4,1,0,
34,4,1,5,1,
35,1,5,2,1,
36,5,2,1,1,
37,2,1,3,1,
38,1,3,4,-1,
39,3,4,5,0,
40,4,5,4,0,
41,5,4,2,1,
42,4,2,3,1,
43,2,3,1,1,
44,3,1,5,0,
45,1,5,2,0,
46,5,2,3,0,
47,2,3,1,1,
48,3,1,0,1,
49,1,0,2,1,
50,0,2,2,0,
51,2,2,3,1,
52,2,3,1,1,
53,3,1,5,0,
54,1,5,2,0,
55,5,2,3,0,
56,2,3,1,1,
57,3,1,5,0,
58,1,5,1,0,
59,5,1,5,1,
60,1,5,3,1,
61,5,3,3,1,
62,3,3,0,0,
63,3,0,3,0,
64,0,3,2,1,
65,3,2,3,0,
66,2,3,1,1,
67,3,1,1,1,
68,1,1,1,1,
69,1,1,4,1,
70,1,4,0,0,
71,4,0,5,0,
72,0,5,3,-1,
73,5,3,0,1,
74,3,0,3,0,
75,0,3,2,0,
76,3,2,2,0,
77,2,2,1,0,
78,2,1,3,1,
79,1,3,1,1,
80,3,1,3,1,
81,1,3,4,0,
82,3,4,3,0,
83,4,3,5,1,
84,3,5,2,0,
85,5,2,1,1,
86,2,1,3,1,
87,1,3,3,0,
88,3,3,2,0,
89,3,2,0,0,
90,2,0,0,1,
91,0,0,2,0,
92,0,2,2,0,
93,2,2,2,0,
94,2,2,1,1,
95,2,1,1,0,
96,1,1,4,-1,
97,1,4,5,0,
98,4,5,3,0,
99,5,3,2,1,
100,3,2,0,1,
101,2,0,2,1,
102,0,2,0,0,
103,2,0,5,1,
104,0,5,3,0,
105,5,3,4,0,
106,3,4,3,1,
107,4,3,5,0,
108,3,5,2,1,
109,5,2,0,1,
110,2,0,4,0,
111,0,4,4,0,
112,4,4,2,1,
113,4,2,3,0,
114,2,3,1,0,
115,3,1,4,1,
116,1,4,4,0,
117,4,4,3,1,
118,4,3,5,0,
119,3,5,5,0,
120,5,5,1,0,
121,5,1,3,-1,
122,1,3,2,0,
123,3,2,3,0,
124,2,3,1,0,
125,3,1,0,0,
126,1,0,2,0,
127,0,2,5,0,
128,2,5,1,0,
129,5,1,0,1,
130,1,0,5,0,
131,0,5,1,1,
132,5,1,4,0,
133,1,4,4,0,
134,4,4,4,0,
135,4,4,0,0,
136,4,0,5,0,
137,0,5,5,0,
138,5,5,5,0,
139,5,5,4,1,
140,5,4,2,1,
141,4,2,1,1,
142,2,1,3,0,
143,1,3,5,0,
144,3,5,5,0,
145,5,5,1,0,
146,5,1,5,1,
147,1,5,3,0,
148,5,3,3,1,
149,3,3,4,0,
150,3,4,3,0,
151,4,3,2,1,
152,3,2,1,0,
153,2,1,3,0,
154,1,3,1,1,
155,3,1,1,1,
156,1,1,3,0,
157,1,3,1,0,
158,3,1,5,0,
159,1,5,2,0,
160,5,2,1,0,
161,2,1,3,0,
162,1,3,0,1,
163,3,0,2,1,
164,0,2,1,0,
165,2,1,3,1,
166,1,3,2,0,
167,3,2,4,-1,
168,2,4,3,1,
169,4,3,4,1,
170,3,4,3,0,
171,4,3,0,0,
172,3,0,2,0,
173,0,2,2,1,
174,2,2,0,1,
175,2,0,0,1,
176,0,0,4,0,
177,0,4,1,1,
178,4,1,5,0,
179,1,5,0,0,
180,5,0,3,1,
181,0,3,3,1,
182,3,3,2,0,
183,3,2,3,1,
184,2,3,1,1,
185,3,1,5,1,
186,1,5,3,1,
187,5,3,5,0,
188,3,5,5,0,
189,5,5,4,1,
190,5,4,2,1,
191,4,2,3,-1,
192,2,3,1,1,
193,3,1,4,0,
194,1,4,1,0,
195,4,1,1,0,
196,1,1,5,0,
197,1,5,4,0,
198,5,4,2,0,
199,4,2,3,-1,
200,2,3,1,0,
201,3,1,1,-1,
202,1,1,1,1,
203,1,1,5,1,
204,1,5,0,1,
205,5,0,3,1,
206,0,3,0,1,
207,3,0,0,1,
208,0,0,0,1,
209,0,0,5,0,
210,0,5,5,0,
211,5,5,4,1,
212,5,4,3,-1,
213,4,3,5,1,
214,3,5,1,0,
215,5,1,2,1,
216,1,2,2,0,
217,2,2,5,1,
218,2,5,1,0,
219,5,1,5,0,
220,1,5,2,1,
221,5,2,2,1,
222,2,2,4,0,
223,2,4,5,1,
224,4,5,0,0,
225,5,0,0,1,
226,0,0,3,1,
227,0,3,2,1,
228,3,2,2,0,
229,2,2,1,0,
230,2,1,3,0,
231,1,3,0,1,
232,3,0,4,0,
233,0,4,1,0,
234,4,1,4,1,
235,1,4,2,1,
236,4,2,5,0,
237,2,5,4,1,
238,5,4,2,1,
239,4,2,3,0,
240,2,3,1,1,
241,3,1,4,0,
242,1,4,5,0,
243,4,5,3,-1,
244,5,3,0,0,
245,3,0,5,1,
246,0,5,1,1,
247,5,1,0,0,
248,1,0,1,0,
249,0,1,4,0,
250,1,4,4,0,
251,4,4,0,0,
252,4,0,0,1,
253,0,0,0,1,
254,0,0,1,0,
255,0,1,5,-1,
256,1,5,3,1,
257,5,3,4,0,
258,3,4,2,1,
259,4,2,2,0,
260,2,2,3,0,
261,2,3,1,0,
262,3,1,5,1,
263,1,5,2,1,
264,5,2,0,1,
265,2,0,2,0,
266,0,2,1,0,
267,2,1,3,0,
268,1,3,2,0,
269,3,2,2,0,
270,2,2,3,0,
271,2,3,1,0,
272,3,1,5,1,
273,1,5,3,1,
274,5,3,5,1,
275,3,5,0,1,
276,5,0,0,1,
277,0,0,0,1,
278,0,0,0,1,
279,0,0,0,1,
280,0,0,3,1,
281,0,3,4,1,
282,3,4,4,0,
283,4,4,2,0,
284,4,2,1,0,
285,2,1,5,-1,
286,1,5,3,0,
287,5,3,0,1,
288,3,0,2,0,
289,0,2,2,0,
290,2,2,5,0,
291,2,5,1,0,
292,5,1,2,0,
293,1,2,5,-1,
294,2,5,4,1,
295,5,4,1,-1,
296,4,1,5,0,
297,1,5,3,1,
298,5,3,5,1,
299,3,5,2,0,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
