,s-2,s-1,a,r,none
0,88,20,37,0,
1,20,37,58,1,
2,37,58,90,0,
3,58,90,79,1,
4,90,79,59,0,
5,79,59,69,-1,
6,59,69,0,0,
7,69,0,22,0,
8,0,22,99,1,
9,22,99,2,0,
10,99,2,46,0,
11,2,46,8,0,
12,46,8,87,1,
13,8,87,93,-1,
14,87,93,0,1,
15,93,0,44,0,
16,0,44,23,1,
17,44,23,99,1,
18,23,99,89,1,
19,99,89,66,0,
20,89,66,19,1,
21,66,19,63,0,
22,19,63,10,1,
23,63,10,28,1,
24,10,28,21,1,
25,28,21,0,1,
26,21,0,10,1,
27,0,10,0,0,
28,10,0,10,0,
29,0,10,17,-1,
30,10,17,69,0,
31,17,69,40,1,
32,69,40,6,0,
33,40,6,95,0,
34,6,95,41,1,
35,95,41,19,0,
36,41,19,99,-1,
37,19,99,27,1,
38,99,27,75,0,
39,27,75,52,0,
40,75,52,58,1,
41,52,58,65,0,
42,58,65,0,1,
43,65,0,29,0,
44,0,29,47,1,
45,29,47,99,0,
46,47,99,83,1,
47,99,83,22,1,
48,83,22,30,0,
49,22,30,54,1,
50,30,54,24,1,
51,54,24,94,1,
52,24,94,35,0,
53,94,35,59,0,
54,35,59,70,0,
55,59,70,12,0,
56,70,12,53,0,
57,12,53,83,0,
58,53,83,70,-1,
59,83,70,57,1,
60,70,57,24,1,
61,57,24,57,0,
62,24,57,0,0,
63,57,0,9,0,
64,0,9,64,1,
65,9,64,4,0,
66,64,4,54,0,
67,4,54,2,1,
68,54,2,40,1,
69,2,40,98,0,
70,40,98,0,1,
71,98,0,62,1,
72,0,62,99,0,
73,62,99,72,1,
74,99,72,0,1,
75,72,0,96,0,
76,0,96,55,0,
77,96,55,9,0,
78,55,9,13,1,
79,9,13,97,1,
80,13,97,7,0,
81,97,7,94,-1,
82,7,94,8,0,
83,94,8,78,1,
84,8,78,70,0,
85,78,70,8,0,
86,70,8,19,0,
87,8,19,29,0,
88,19,29,22,-1,
89,29,22,8,1,
90,22,8,0,1,
91,8,0,0,1,
92,0,0,73,0,
93,0,73,70,1,
94,73,70,0,0,
95,70,0,63,1,
96,0,63,94,1,
97,63,94,0,0,
98,94,0,93,0,
99,0,93,90,0,
100,93,90,76,-1,
101,90,76,83,0,
102,76,83,53,1,
103,83,53,58,-1,
104,53,58,19,1,
105,58,19,50,0,
106,19,50,69,0,
107,50,69,21,0,
108,69,21,0,1,
109,21,0,30,0,
110,0,30,28,-1,
111,30,28,0,1,
112,28,0,33,0,
113,0,33,19,0,
114,33,19,87,-1,
115,19,87,78,1,
116,87,78,65,1,
117,78,65,99,1,
118,65,99,0,0,
119,99,0,8,0,
120,0,8,99,0,
121,8,99,78,0,
122,99,78,32,0,
123,78,32,32,0,
124,32,32,0,1,
125,32,0,0,1,
126,0,0,60,0,
127,0,60,34,1,
128,60,34,46,1,
129,34,46,86,0,
130,46,86,84,0,
131,86,84,34,0,
132,84,34,71,1,
133,34,71,56,1,
134,71,56,61,1,
135,56,61,67,0,
136,61,67,84,0,
137,67,84,0,1,
138,84,0,90,0,
139,0,90,14,1,
140,90,14,50,1,
141,14,50,30,1,
142,50,30,0,0,
143,30,0,84,1,
144,0,84,3,1,
145,84,3,0,0,
146,3,0,3,0,
147,0,3,0,1,
148,3,0,99,1,
149,0,99,34,-1,
150,99,34,0,0,
151,34,0,62,0,
152,0,62,24,-1,
153,62,24,60,1,
154,24,60,41,1,
155,60,41,1,0,
156,41,1,0,0,
157,1,0,2,0,
158,0,2,38,0,
159,2,38,1,-1,
160,38,1,0,1,
161,1,0,60,1,
162,0,60,93,1,
163,60,93,0,1,
164,93,0,0,1,
165,0,0,2,0,
166,0,2,70,0,
167,2,70,96,0,
168,70,96,51,1,
169,96,51,64,1,
170,51,64,26,1,
171,64,26,47,-1,
172,26,47,0,0,
173,47,0,70,-1,
174,0,70,2,1,
175,70,2,97,0,
176,2,97,67,1,
177,97,67,0,1,
178,67,0,85,1,
179,0,85,86,1,
180,85,86,17,1,
181,86,17,87,-1,
182,17,87,98,0,
183,87,98,0,1,
184,98,0,48,1,
185,0,48,84,1,
186,48,84,41,0,
187,84,41,0,0,
188,41,0,14,0,
189,0,14,68,1,
190,14,68,1,0,
191,68,1,87,0,
192,1,87,50,0,
193,87,50,89,0,
194,50,89,68,0,
195,89,68,53,0,
196,68,53,93,0,
197,53,93,66,0,
198,93,66,96,0,
199,66,96,57,0,
200,96,57,84,1,
201,57,84,73,0,
202,84,73,59,0,
203,73,59,89,1,
204,59,89,92,0,
205,89,92,10,0,
206,92,10,15,1,
207,10,15,0,0,
208,15,0,0,1,
209,0,0,55,0,
210,0,55,55,-1,
211,55,55,15,-1,
212,55,15,0,1,
213,15,0,91,1,
