,s-2,s-1,a,r,none
0,0,5,16,1,
1,5,16,13,1,
2,16,13,9,0,
3,13,9,3,0,
4,9,3,0,1,
5,3,0,12,0,
6,0,12,11,1,
7,12,11,12,1,
8,11,12,9,0,
9,12,9,2,0,
10,9,2,12,1,
11,2,12,13,1,
12,12,13,16,0,
13,13,16,15,0,
14,16,15,3,1,
15,15,3,9,0,
16,3,9,8,0,
17,9,8,15,1,
18,8,15,2,0,
19,15,2,5,1,
20,2,5,19,0,
21,5,19,12,1,
22,19,12,1,1,
23,12,1,14,1,
24,1,14,16,1,
25,14,16,9,0,
26,16,9,13,0,
27,9,13,2,1,
28,13,2,18,0,
29,2,18,2,0,
30,18,2,2,0,
31,2,2,19,0,
32,2,19,0,1,
33,19,0,19,1,
34,0,19,12,1,
35,19,12,2,0,
36,12,2,7,1,
37,2,7,8,0,
38,7,8,5,0,
39,8,5,10,1,
40,5,10,3,0,
41,10,3,4,1,
42,3,4,11,1,
43,4,11,3,1,
44,11,3,12,1,
45,3,12,7,0,
46,12,7,16,0,
47,7,16,17,1,
48,16,17,15,1,
49,17,15,14,0,
50,15,14,19,0,
51,14,19,10,-1,
52,19,10,6,1,
53,10,6,17,0,
54,6,17,10,1,
55,17,10,6,0,
56,10,6,12,0,
57,6,12,1,1,
58,12,1,8,1,
59,1,8,2,0,
60,8,2,8,1,
61,2,8,2,1,
62,8,2,3,0,
63,2,3,18,1,
64,3,18,17,0,
65,18,17,19,0,
66,17,19,19,1,
67,19,19,7,0,
68,19,7,3,0,
69,7,3,18,1,
70,3,18,11,1,
71,18,11,12,0,
72,11,12,15,1,
73,12,15,8,1,
74,15,8,6,1,
75,8,6,13,-1,
76,6,13,5,1,
77,13,5,3,0,
78,5,3,12,1,
79,3,12,14,0,
80,12,14,15,0,
81,14,15,2,1,
82,15,2,17,0,
83,2,17,11,0,
84,17,11,12,1,
85,11,12,7,1,
86,12,7,14,0,
87,7,14,7,1,
88,14,7,9,1,
89,7,9,7,0,
90,9,7,8,0,
91,7,8,8,0,
92,8,8,5,1,
93,8,5,11,1,
94,5,11,13,0,
95,11,13,3,0,
96,13,3,0,0,
97,3,0,17,0,
98,0,17,16,1,
99,17,16,16,0,
100,16,16,5,1,
101,16,5,8,1,
102,5,8,5,0,
103,8,5,10,-1,
104,5,10,11,1,
105,10,11,17,0,
106,11,17,17,0,
107,17,17,3,0,
108,17,3,18,1,
109,3,18,5,0,
110,18,5,3,0,
111,5,3,12,1,
112,3,12,18,0,
113,12,18,1,1,
114,18,1,9,1,
115,1,9,4,1,
116,9,4,4,0,
117,4,4,3,1,
118,4,3,10,-1,
119,3,10,9,1,
120,10,9,6,0,
121,9,6,11,1,
122,6,11,18,1,
123,11,18,11,0,
124,18,11,16,-1,
125,11,16,8,1,
126,16,8,0,1,
127,8,0,11,1,
128,0,11,18,0,
129,11,18,15,1,
130,18,15,3,0,
131,15,3,17,0,
132,3,17,19,0,
133,17,19,17,1,
134,19,17,19,0,
135,17,19,19,1,
136,19,19,19,-1,
137,19,19,19,0,
138,19,19,15,1,
139,19,15,12,1,
140,15,12,2,1,
141,12,2,4,1,
142,2,4,7,1,
143,4,7,2,0,
144,7,2,19,0,
145,2,19,19,0,
146,19,19,5,0,
147,19,5,18,0,
148,5,18,6,1,
149,18,6,13,0,
150,6,13,19,1,
151,13,19,4,0,
152,19,4,11,0,
153,4,11,1,1,
154,11,1,0,0,
155,1,0,7,0,
156,0,7,4,1,
157,7,4,13,-1,
158,4,13,6,1,
159,13,6,15,0,
160,6,15,1,0,
161,15,1,4,-1,
162,1,4,7,0,
163,4,7,14,1,
164,7,14,13,0,
165,14,13,9,0,
166,13,9,1,0,
167,9,1,18,0,
168,1,18,14,0,
169,18,14,12,0,
170,14,12,7,0,
171,12,7,15,1,
