,s-2,s-1,a,r,none
0,2,19,0,0,
1,19,0,-1,0,
2,0,-1,3,1,
3,-1,3,0,0,
4,3,0,0,1,
5,0,0,2,1,
6,0,2,0,0,
7,2,0,1,1,
8,0,1,1,0,
9,1,1,1,-1,
10,1,1,1,-1,
11,1,1,1,0,
12,1,1,-1,1,
13,1,-1,3,0,
14,-1,3,0,0,
15,3,0,0,1,
16,0,0,1,0,
17,0,1,-1,0,
18,1,-1,-1,-1,
19,-1,-1,1,-1,
20,-1,1,1,0,
21,1,1,19,1,
22,1,19,0,0,
23,19,0,1,1,
24,0,1,19,0,
25,1,19,0,1,
26,19,0,19,1,
27,0,19,0,1,
28,19,0,19,1,
29,0,19,0,1,
30,19,0,-1,0,
31,0,-1,19,1,
32,-1,19,19,0,
33,19,19,19,0,
34,19,19,-1,1,
35,19,-1,19,0,
36,-1,19,19,1,
37,19,19,19,0,
38,19,19,19,0,
39,19,19,0,1,
40,19,0,19,1,
41,0,19,0,1,
42,19,0,0,1,
43,0,0,19,1,
44,0,19,1,0,
45,19,1,1,1,
46,1,1,19,1,
47,1,19,19,0,
48,19,19,0,0,
49,19,0,19,0,
50,0,19,19,0,
51,19,19,1,1,
52,19,1,0,1,
53,1,0,19,0,
54,0,19,19,1,
55,19,19,0,1,
56,19,0,19,-1,
57,0,19,19,-1,
58,19,19,0,1,
59,19,0,19,1,
60,0,19,0,0,
61,19,0,0,1,
62,0,0,-1,0,
63,0,-1,4,1,
64,-1,4,19,0,
65,4,19,0,0,
66,19,0,0,1,
67,0,0,19,0,
68,0,19,1,1,
69,19,1,0,1,
70,1,0,-1,1,
71,0,-1,4,1,
72,-1,4,1,0,
73,4,1,19,1,
74,1,19,0,0,
75,19,0,0,0,
76,0,0,19,1,
77,0,19,0,0,
78,19,0,0,1,
79,0,0,19,0,
80,0,19,0,0,
81,19,0,0,1,
82,0,0,2,0,
83,0,2,19,0,
84,2,19,0,0,
85,19,0,0,1,
86,0,0,2,0,
87,0,2,0,0,
88,2,0,0,1,
89,0,0,2,1,
90,0,2,19,1,
91,2,19,1,0,
92,19,1,0,1,
93,1,0,0,1,
94,0,0,1,0,
95,0,1,19,0,
96,1,19,-1,1,
97,19,-1,0,1,
98,-1,0,5,0,
99,0,5,-1,1,
100,5,-1,0,1,
101,-1,0,19,0,
102,0,19,0,1,
103,19,0,1,0,
104,0,1,-1,0,
105,1,-1,19,0,
106,-1,19,19,-1,
107,19,19,0,0,
108,19,0,0,1,
109,0,0,19,1,
110,0,19,0,0,
111,19,0,0,0,
112,0,0,19,1,
113,0,19,0,1,
114,19,0,0,1,
115,0,0,19,1,
116,0,19,-1,0,
117,19,-1,1,0,
118,-1,1,19,0,
119,1,19,1,1,
120,19,1,0,0,
121,1,0,19,0,
122,0,19,0,0,
123,19,0,1,0,
124,0,1,19,0,
125,1,19,-1,1,
126,19,-1,-1,1,
127,-1,-1,19,1,
128,-1,19,0,1,
129,19,0,1,1,
130,0,1,19,1,
131,1,19,0,1,
132,19,0,0,1,
133,0,0,-1,1,
134,0,-1,19,1,
135,-1,19,0,0,
136,19,0,0,1,
137,0,0,19,1,
138,0,19,0,1,
139,19,0,0,1,
140,0,0,0,0,
141,0,0,19,0,
142,0,19,0,0,
143,19,0,0,1,
144,0,0,19,1,
145,0,19,0,1,
146,19,0,0,1,
147,0,0,19,0,
148,0,19,0,0,
149,19,0,0,1,
150,0,0,19,0,
151,0,19,0,1,
152,19,0,0,1,
153,0,0,19,0,
154,0,19,0,1,
155,19,0,0,1,
156,0,0,19,0,
157,0,19,0,0,
158,19,0,1,0,
159,0,1,1,0,
160,1,1,0,0,
161,1,0,0,1,
162,0,0,0,1,
163,0,0,0,1,
164,0,0,0,1,
165,0,0,0,1,
166,0,0,0,1,
167,0,0,0,1,
168,0,0,0,1,
169,0,0,0,1,
170,0,0,0,1,
171,0,0,0,-1,
172,0,0,0,0,
173,0,0,0,-1,
174,0,0,0,0,
175,0,0,0,0,
176,0,0,0,1,
177,0,0,0,0,
178,0,0,0,0,
179,0,0,0,0,
180,0,0,0,1,
181,0,0,0,0,
182,0,0,-1,1,
183,0,-1,1,0,
184,-1,1,5,-1,
185,1,5,0,1,
186,5,0,0,1,
187,0,0,0,1,
188,0,0,1,0,
189,0,1,0,0,
190,1,0,0,0,
191,0,0,0,0,
192,0,0,-1,1,
193,0,-1,1,1,
194,-1,1,0,0,
195,1,0,0,1,
196,0,0,0,1,
197,0,0,-1,1,
198,0,-1,-1,1,
199,-1,-1,5,0,
200,-1,5,0,0,
201,5,0,0,1,
202,0,0,0,1,
203,0,0,0,1,
204,0,0,0,1,
205,0,0,-1,1,
206,0,-1,0,1,
207,-1,0,3,0,
208,0,3,0,1,
209,3,0,0,1,
210,0,0,0,1,
211,0,0,0,1,
212,0,0,0,1,
213,0,0,1,1,
214,0,1,-1,0,
215,1,-1,0,0,
216,-1,0,3,0,
217,0,3,0,1,
218,3,0,0,1,
219,0,0,0,0,
220,0,0,-1,0,
221,0,-1,0,1,
222,-1,0,0,1,
223,0,0,1,0,
224,0,1,0,0,
225,1,0,0,1,
226,0,0,0,1,
227,0,0,0,1,
228,0,0,0,1,
229,0,0,0,1,
230,0,0,0,1,
231,0,0,0,1,
232,0,0,-1,0,
233,0,-1,0,0,
234,-1,0,-1,1,
235,0,-1,0,0,
236,-1,0,0,1,
237,0,0,0,1,
238,0,0,0,1,
239,0,0,-1,0,
240,0,-1,-1,1,
241,-1,-1,0,1,
242,-1,0,0,1,
243,0,0,0,1,
244,0,0,0,1,
245,0,0,0,1,
246,0,0,0,1,
247,0,0,0,1,
248,0,0,0,1,
249,0,0,0,1,
250,0,0,0,1,
251,0,0,0,-1,
252,0,0,0,0,
253,0,0,-1,0,
254,0,-1,2,0,
255,-1,2,0,0,
256,2,0,0,1,
257,0,0,0,1,
258,0,0,0,1,
259,0,0,-1,1,
260,0,-1,0,1,
261,-1,0,0,1,
262,0,0,0,1,
263,0,0,0,1,
264,0,0,0,1,
265,0,0,0,1,
266,0,0,0,1,
267,0,0,0,1,
268,0,0,-1,1,
269,0,-1,0,1,
270,-1,0,0,1,
271,0,0,0,1,
272,0,0,1,0,
273,0,1,0,1,
274,1,0,0,0,
275,0,0,-1,0,
276,0,-1,0,1,
277,-1,0,0,1,
278,0,0,0,1,
279,0,0,1,0,
280,0,1,0,1,
281,1,0,0,1,
282,0,0,0,1,
283,0,0,0,1,
284,0,0,0,1,
285,0,0,0,1,
286,0,0,0,1,
287,0,0,0,1,
288,0,0,0,1,
289,0,0,0,1,
290,0,0,0,-1,
291,0,0,-1,1,
292,0,-1,-1,0,
293,-1,-1,0,1,
294,-1,0,-1,1,
295,0,-1,0,0,
296,-1,0,0,1,
297,0,0,0,1,
298,0,0,0,1,
299,0,0,1,0,
300,model: DQN,episode: 300,T: 2,Num of Category: 20,M(Batch): 20
