,s-2,s-1,a,r,none
0,5,14,8,1,
1,14,8,3,0,
2,8,3,2,1,
3,3,2,2,1,
4,2,2,1,1,
5,2,1,1,-1,
6,1,1,1,0,
7,1,1,1,0,
8,1,1,1,-1,
9,1,1,1,-1,
10,1,1,1,-1,
11,1,1,1,-1,
12,1,1,1,0,
13,1,1,1,-1,
14,1,1,1,0,
15,1,1,1,-1,
16,1,1,1,0,
17,1,1,1,-1,
18,1,1,1,0,
19,1,1,1,-1,
20,1,1,19,0,
21,1,19,16,1,
22,19,16,19,0,
23,16,19,0,0,
24,19,0,19,0,
25,0,19,16,1,
26,19,16,19,1,
27,16,19,19,1,
28,19,19,19,1,
29,19,19,19,0,
30,19,19,19,0,
31,19,19,19,0,
32,19,19,19,0,
33,19,19,19,0,
34,19,19,19,-1,
35,19,19,19,0,
36,19,19,19,0,
37,19,19,19,0,
38,19,19,19,-1,
39,19,19,19,-1,
40,19,19,19,0,
41,19,19,19,-1,
42,19,19,1,-1,
43,19,1,0,1,
44,1,0,9,0,
45,0,9,14,0,
46,9,14,-1,1,
47,14,-1,0,1,
48,-1,0,4,0,
49,0,4,-1,1,
50,4,-1,0,0,
51,-1,0,-1,1,
52,0,-1,4,1,
53,-1,4,-1,1,
54,4,-1,0,1,
55,-1,0,4,-1,
56,0,4,6,1,
57,4,6,17,0,
58,6,17,19,1,
59,17,19,19,0,
60,19,19,19,0,
61,19,19,0,1,
62,19,0,0,0,
63,0,0,19,1,
64,0,19,0,1,
65,19,0,0,1,
66,0,0,19,1,
67,0,19,19,0,
68,19,19,19,-1,
69,19,19,19,0,
70,19,19,19,0,
71,19,19,0,1,
72,19,0,0,1,
73,0,0,19,0,
74,0,19,19,1,
75,19,19,19,0,
76,19,19,19,0,
77,19,19,19,0,
78,19,19,19,0,
79,19,19,19,0,
80,19,19,0,0,
81,19,0,0,0,
82,0,0,19,0,
83,0,19,19,0,
84,19,19,0,0,
85,19,0,0,1,
86,0,0,19,1,
87,0,19,19,1,
88,19,19,0,1,
89,19,0,0,1,
90,0,0,-1,-1,
91,0,-1,19,-1,
92,-1,19,19,1,
93,19,19,1,1,
94,19,1,0,1,
95,1,0,19,1,
96,0,19,1,0,
97,19,1,0,1,
98,1,0,19,1,
99,0,19,19,1,
100,19,19,-1,0,
101,19,-1,1,0,
102,-1,1,0,1,
103,1,0,19,0,
104,0,19,0,1,
105,19,0,0,1,
106,0,0,19,1,
107,0,19,0,0,
108,19,0,0,1,
109,0,0,19,0,
110,0,19,0,0,
111,19,0,0,1,
112,0,0,19,0,
113,0,19,0,0,
114,19,0,0,1,
115,0,0,19,1,
116,0,19,0,1,
117,19,0,0,1,
118,0,0,19,0,
119,0,19,0,1,
120,19,0,0,1,
121,0,0,19,1,
122,0,19,19,1,
123,19,19,0,1,
124,19,0,0,1,
125,0,0,0,1,
126,0,0,19,1,
127,0,19,19,-1,
128,19,19,0,0,
129,19,0,0,1,
130,0,0,0,1,
131,0,0,19,0,
132,0,19,19,1,
133,19,19,0,0,
134,19,0,1,0,
135,0,1,-1,0,
136,1,-1,19,0,
137,-1,19,19,1,
138,19,19,0,1,
139,19,0,0,0,
140,0,0,-1,0,
141,0,-1,19,1,
142,-1,19,19,-1,
143,19,19,1,0,
144,19,1,0,1,
145,1,0,0,1,
146,0,0,-1,0,
147,0,-1,19,0,
148,-1,19,19,0,
149,19,19,0,1,
150,19,0,0,0,
151,0,0,19,1,
152,0,19,19,-1,
153,19,19,0,1,
154,19,0,-1,0,
155,0,-1,1,0,
156,-1,1,19,0,
157,1,19,19,1,
158,19,19,1,-1,
159,19,1,0,0,
160,1,0,19,1,
161,0,19,19,0,
162,19,19,0,0,
163,19,0,0,1,
164,0,0,0,1,
165,0,0,0,1,
166,0,0,0,1,
167,0,0,0,1,
168,0,0,0,1,
169,0,0,0,1,
170,0,0,1,0,
171,0,1,19,0,
172,1,19,19,0,
173,19,19,0,0,
174,19,0,0,1,
175,0,0,0,0,
176,0,0,0,1,
177,0,0,1,0,
178,0,1,19,1,
179,1,19,19,1,
180,19,19,0,1,
181,19,0,0,1,
182,0,0,0,1,
183,0,0,0,1,
184,0,0,0,1,
185,0,0,0,1,
186,0,0,1,0,
187,0,1,1,0,
188,1,1,0,0,
189,1,0,0,1,
190,0,0,1,0,
191,0,1,0,0,
192,1,0,0,1,
193,0,0,0,1,
194,0,0,0,1,
195,0,0,0,1,
196,0,0,-1,0,
197,0,-1,0,1,
198,-1,0,0,1,
199,0,0,0,1,
200,0,0,-1,-1,
201,0,-1,0,1,
202,-1,0,0,1,
203,0,0,0,1,
204,0,0,0,1,
205,0,0,0,1,
206,0,0,1,0,
207,0,1,-1,0,
208,1,-1,0,0,
209,-1,0,0,1,
210,0,0,0,1,
211,0,0,0,1,
212,0,0,0,1,
213,0,0,0,1,
214,0,0,0,1,
215,0,0,0,1,
216,0,0,0,1,
217,0,0,0,1,
218,0,0,0,1,
219,0,0,0,-1,
220,0,0,0,0,
221,0,0,0,1,
222,0,0,0,-1,
223,0,0,0,-1,
224,0,0,0,-1,
225,0,0,0,-1,
226,0,0,-1,1,
227,0,-1,0,0,
228,-1,0,0,1,
229,0,0,0,1,
230,0,0,0,1,
231,0,0,0,1,
232,0,0,0,1,
233,0,0,0,1,
234,0,0,0,1,
235,0,0,0,-1,
236,0,0,0,-1,
237,0,0,0,-1,
238,0,0,0,1,
239,0,0,0,0,
240,0,0,0,0,
241,0,0,0,-1,
242,0,0,0,-1,
243,0,0,0,-1,
244,0,0,0,-1,
245,0,0,0,0,
246,0,0,0,-1,
247,0,0,0,0,
248,0,0,0,0,
249,0,0,0,0,
250,0,0,0,0,
251,0,0,-1,1,
252,0,-1,0,1,
253,-1,0,-1,0,
254,0,-1,1,0,
255,-1,1,0,0,
256,1,0,19,0,
257,0,19,19,-1,
258,19,19,0,1,
259,19,0,0,1,
260,0,0,0,1,
261,0,0,0,1,
262,0,0,0,1,
263,0,0,0,1,
264,0,0,0,1,
265,0,0,0,1,
266,0,0,0,1,
267,0,0,0,1,
268,0,0,0,-1,
269,0,0,-1,1,
270,0,-1,0,0,
271,-1,0,0,1,
272,0,0,0,1,
273,0,0,0,1,
274,0,0,0,1,
275,0,0,0,1,
276,0,0,0,1,
277,0,0,-1,1,
278,0,-1,0,0,
279,-1,0,0,1,
280,0,0,0,0,
281,0,0,0,1,
282,0,0,0,1,
283,0,0,0,1,
284,0,0,0,1,
285,0,0,0,1,
286,0,0,0,0,
287,0,0,0,0,
288,0,0,0,1,
289,0,0,0,-1,
290,0,0,0,-1,
291,0,0,0,1,
292,0,0,0,0,
293,0,0,0,0,
294,0,0,-1,1,
