,s-2,s-1,a,r,none
0,3,14,16,-1,
1,14,16,3,0,
2,16,3,4,0,
3,3,4,11,1,
4,4,11,4,-1,
5,11,4,6,0,
6,4,6,14,0,
7,6,14,9,0,
8,14,9,7,1,
9,9,7,18,1,
10,7,18,19,1,
11,18,19,9,0,
12,19,9,0,0,
13,9,0,19,1,
14,0,19,19,0,
15,19,19,19,1,
16,19,19,1,0,
17,19,1,18,1,
18,1,18,19,-1,
19,18,19,1,1,
20,19,1,4,-1,
21,1,4,4,0,
22,4,4,1,0,
23,4,1,19,1,
24,1,19,11,0,
25,19,11,13,-1,
26,11,13,19,0,
27,13,19,18,1,
28,19,18,19,1,
29,18,19,2,0,
30,19,2,19,0,
31,2,19,16,0,
32,19,16,0,1,
33,16,0,19,-1,
34,0,19,10,1,
35,19,10,17,0,
36,10,17,4,-1,
37,17,4,7,0,
38,4,7,2,0,
39,7,2,16,1,
40,2,16,2,0,
41,16,2,16,1,
42,2,16,8,0,
43,16,8,8,0,
44,8,8,4,1,
45,8,4,4,0,
46,4,4,19,1,
47,4,19,12,1,
48,19,12,7,0,
49,12,7,19,1,
50,7,19,4,1,
51,19,4,8,0,
52,4,8,18,0,
53,8,18,8,0,
54,18,8,19,1,
55,8,19,19,-1,
56,19,19,6,0,
57,19,6,19,0,
58,6,19,3,1,
59,19,3,18,1,
60,3,18,15,-1,
61,18,15,3,0,
62,15,3,9,0,
63,3,9,1,1,
64,9,1,13,0,
65,1,13,17,1,
66,13,17,0,0,
67,17,0,7,0,
68,0,7,15,-1,
69,7,15,3,0,
70,15,3,12,1,
71,3,12,3,0,
72,12,3,1,1,
73,3,1,19,0,
74,1,19,5,-1,
75,19,5,8,1,
76,5,8,18,1,
77,8,18,0,0,
78,18,0,19,1,
79,0,19,11,1,
80,19,11,13,0,
81,11,13,5,1,
82,13,5,8,0,
83,5,8,4,0,
84,8,4,19,1,
85,4,19,19,1,
86,19,19,9,1,
87,19,9,7,0,
88,9,7,19,1,
89,7,19,1,-1,
90,19,1,19,0,
91,1,19,5,0,
92,19,5,19,0,
93,5,19,9,0,
94,19,9,8,0,
95,9,8,2,1,
96,8,2,19,1,
97,2,19,16,-1,
98,19,16,8,-1,
99,16,8,10,0,
100,8,10,11,1,
101,10,11,9,-1,
102,11,9,19,-1,
103,9,19,19,0,
104,19,19,2,0,
105,19,2,0,0,
106,2,0,4,0,
107,0,4,7,1,
108,4,7,17,0,
109,7,17,10,0,
110,17,10,19,0,
111,10,19,5,-1,
112,19,5,10,-1,
113,5,10,13,0,
114,10,13,9,1,
115,13,9,19,0,
116,9,19,9,1,
117,19,9,0,0,
118,9,0,3,0,
119,0,3,3,0,
120,3,3,10,1,
121,3,10,1,0,
122,10,1,5,0,
123,1,5,0,1,
124,5,0,9,0,
125,0,9,18,1,
126,9,18,5,-1,
127,18,5,7,1,
128,5,7,17,0,
129,7,17,17,0,
130,17,17,1,0,
131,17,1,19,0,
132,1,19,1,1,
133,19,1,19,1,
134,1,19,5,-1,
135,19,5,3,-1,
136,5,3,2,1,
137,3,2,11,0,
138,2,11,13,0,
139,11,13,11,1,
140,13,11,19,1,
141,11,19,10,0,
142,19,10,19,1,
143,10,19,4,0,
