,s-2,s-1,a,r,none
0,0,5,14,1,
1,5,14,11,-1,
2,14,11,9,0,
3,11,9,16,-1,
4,9,16,15,1,
5,16,15,16,0,
6,15,16,2,1,
7,16,2,8,1,
8,2,8,6,1,
9,8,6,18,0,
10,6,18,0,0,
11,18,0,6,1,
12,0,6,3,-1,
13,6,3,10,-1,
14,3,10,14,1,
15,10,14,19,0,
16,14,19,3,-1,
17,19,3,3,1,
18,3,3,17,1,
19,3,17,6,0,
20,17,6,0,0,
21,6,0,8,1,
22,0,8,4,-1,
23,8,4,7,1,
24,4,7,19,1,
25,7,19,2,1,
26,19,2,0,1,
27,2,0,17,1,
28,0,17,1,-1,
29,17,1,3,-1,
30,1,3,1,1,
31,3,1,6,1,
32,1,6,11,1,
33,6,11,8,1,
34,11,8,8,1,
35,8,8,19,1,
36,8,19,14,1,
37,19,14,0,0,
38,14,0,19,1,
39,0,19,18,0,
40,19,18,3,0,
41,18,3,10,1,
42,3,10,6,1,
43,10,6,6,1,
44,6,6,5,0,
45,6,5,19,1,
46,5,19,19,0,
47,19,19,12,0,
48,19,12,7,1,
49,12,7,16,0,
50,7,16,15,0,
51,16,15,8,1,
52,15,8,7,0,
53,8,7,17,1,
54,7,17,14,0,
55,17,14,12,0,
56,14,12,7,0,
57,12,7,16,0,
58,7,16,17,0,
59,16,17,11,0,
60,17,11,13,1,
61,11,13,6,0,
62,13,6,11,1,
63,6,11,19,1,
64,11,19,19,0,
65,19,19,7,0,
66,19,7,11,-1,
67,7,11,10,1,
68,11,10,11,1,
69,10,11,9,-1,
70,11,9,8,1,
71,9,8,16,1,
72,8,16,12,1,
73,16,12,15,1,
74,12,15,6,1,
75,15,6,2,1,
76,6,2,5,-1,
77,2,5,17,1,
78,5,17,16,0,
79,17,16,4,0,
80,16,4,8,0,
81,4,8,8,1,
82,8,8,15,0,
83,8,15,19,0,
84,15,19,7,1,
85,19,7,14,0,
86,7,14,2,1,
87,14,2,12,0,
88,2,12,7,1,
89,12,7,11,0,
90,7,11,4,0,
91,11,4,17,1,
92,4,17,5,-1,
93,17,5,13,0,
94,5,13,10,0,
95,13,10,12,0,
96,10,12,19,1,
97,12,19,2,1,
98,19,2,2,0,
99,2,2,1,1,
100,2,1,19,0,
101,1,19,18,1,
102,19,18,16,1,
103,18,16,0,1,
104,16,0,5,1,
105,0,5,5,0,
106,5,5,19,1,
107,5,19,3,1,
108,19,3,1,1,
109,3,1,1,0,
110,1,1,19,0,
111,1,19,19,-1,
112,19,19,19,0,
113,19,19,0,0,
114,19,0,11,1,
115,0,11,11,0,
116,11,11,13,0,
117,11,13,0,1,
118,13,0,19,0,
119,0,19,1,0,
120,19,1,7,0,
121,1,7,2,0,
122,7,2,7,1,
123,2,7,14,1,
124,7,14,19,1,
125,14,19,12,1,
126,19,12,3,0,
127,12,3,0,0,
128,3,0,0,1,
129,0,0,2,0,
130,0,2,12,0,
131,2,12,19,-1,
132,12,19,15,1,
133,19,15,14,1,
134,15,14,10,1,
135,14,10,0,0,
136,10,0,0,1,
137,0,0,0,0,
138,0,0,8,0,
139,0,8,16,0,
140,8,16,19,1,
141,16,19,13,1,
142,19,13,0,0,
143,13,0,17,1,
144,0,17,13,0,
145,17,13,14,1,
146,13,14,19,1,
147,14,19,3,1,
148,19,3,0,0,
149,3,0,17,1,
150,0,17,11,0,
151,17,11,16,0,
152,11,16,6,1,
153,16,6,19,0,
154,6,19,12,1,
155,19,12,4,0,
156,12,4,16,0,
157,4,16,5,0,
158,16,5,0,1,
159,5,0,0,1,
160,0,0,9,1,
161,0,9,1,0,
162,9,1,18,0,
163,1,18,8,0,
164,18,8,5,1,
165,8,5,19,0,
166,5,19,19,0,
167,19,19,6,0,
168,19,6,15,0,
169,6,15,19,0,
170,15,19,5,0,
171,19,5,11,0,
172,5,11,19,0,
173,11,19,17,0,
174,19,17,7,0,
175,17,7,16,-1,
176,7,16,19,0,
177,16,19,11,0,
178,19,11,19,0,
179,11,19,15,-1,
180,19,15,14,1,
181,15,14,10,0,
182,14,10,7,1,
183,10,7,4,-1,
184,7,4,12,1,
185,4,12,6,0,
186,12,6,7,0,
187,6,7,4,-1,
188,7,4,9,1,
189,4,9,2,0,
190,9,2,18,1,
191,2,18,8,1,
192,18,8,11,1,
193,8,11,5,0,
194,11,5,2,1,
195,5,2,18,1,
196,2,18,4,0,
197,18,4,9,0,
198,4,9,16,1,
199,9,16,15,-1,
200,16,15,3,0,
201,15,3,14,0,
202,3,14,11,1,
203,14,11,5,-1,
204,11,5,8,1,
205,5,8,0,0,
206,8,0,0,1,
207,0,0,13,0,
208,0,13,15,0,
209,13,15,19,1,
210,15,19,9,0,
211,19,9,0,1,
212,9,0,6,1,
213,0,6,13,1,
214,6,13,3,0,
215,13,3,0,1,
216,3,0,19,0,
217,0,19,0,0,
218,19,0,0,0,
219,0,0,13,0,
220,0,13,11,1,
221,13,11,19,0,
222,11,19,19,0,
223,19,19,3,1,
224,19,3,9,0,
225,3,9,18,0,
226,9,18,19,0,
227,18,19,18,1,
228,19,18,3,0,
229,18,3,19,0,
230,3,19,4,0,
231,19,4,19,1,
232,4,19,13,1,
233,19,13,0,1,
234,13,0,19,1,
235,0,19,3,1,
236,19,3,4,0,
237,3,4,19,0,
238,4,19,19,0,
239,19,19,3,0,
240,19,3,19,1,
241,3,19,19,-1,
242,19,19,15,1,
243,19,15,10,0,
244,15,10,0,0,
245,10,0,17,1,
246,0,17,19,0,
247,17,19,8,0,
248,19,8,2,1,
249,8,2,18,1,
250,2,18,19,1,
251,18,19,0,0,
252,19,0,19,0,
253,0,19,2,1,
254,19,2,2,0,
255,2,2,6,0,
256,2,6,17,-1,
257,6,17,3,0,
258,17,3,19,1,
259,3,19,19,1,
260,19,19,14,1,
261,19,14,19,1,
262,14,19,8,1,
263,19,8,19,1,
264,8,19,10,0,
265,19,10,19,1,
266,10,19,5,0,
267,19,5,17,1,
268,5,17,14,0,
269,17,14,19,0,
270,14,19,16,1,
271,19,16,14,0,
272,16,14,4,0,
273,14,4,0,1,
274,4,0,17,0,
275,0,17,0,0,
276,17,0,0,1,
277,0,0,14,1,
278,0,14,0,0,
279,14,0,19,0,
280,0,19,1,0,
281,19,1,19,0,
282,1,19,13,1,
283,19,13,14,1,
284,13,14,19,0,
285,14,19,16,1,
286,19,16,10,1,
287,16,10,19,0,
288,10,19,5,1,
289,19,5,19,0,
290,5,19,13,0,
291,19,13,17,0,
292,13,17,10,-1,
293,17,10,19,1,
294,10,19,4,0,
295,19,4,10,1,
296,4,10,2,1,
297,10,2,19,0,
298,2,19,0,0,
299,19,0,7,0,
300,model: DQN,episode: 300,T: 2,Num of Category: 20,M(Batch): 20
