,0,1,2,3
0,3,1,2,1
1,1,2,4,-1
2,2,4,3,1
3,4,3,4,0
4,3,4,5,0
5,4,5,3,1
6,5,3,5,0
7,3,5,5,0
8,5,5,2,0
9,5,2,5,0
10,2,5,5,0
11,5,5,1,0
12,5,1,4,0
13,1,4,5,1
14,4,5,1,0
15,5,1,1,0
16,1,1,4,1
17,1,4,5,0
18,4,5,0,1
19,5,0,5,1
20,0,5,1,0
21,5,1,1,-1
22,1,1,1,1
23,1,1,3,0
24,1,3,4,1
25,3,4,5,1
26,4,5,0,1
27,5,0,1,1
28,0,1,4,0
29,1,4,4,0
30,4,4,1,0
31,4,1,0,1
32,1,0,1,0
33,0,1,2,0
34,1,2,0,0
35,2,0,5,1
36,0,5,5,0
37,5,5,3,1
38,5,3,4,1
39,3,4,2,0
40,4,2,5,-1
41,2,5,5,0
42,5,5,5,0
43,5,5,3,0
44,5,3,1,1
45,3,1,2,1
46,1,2,5,1
47,2,5,5,0
48,5,5,0,0
49,5,0,2,0
50,0,2,2,0
51,2,2,4,0
52,2,4,2,0
53,4,2,4,-1
54,2,4,0,1
55,4,0,0,1
56,0,0,2,1
57,0,2,3,0
58,2,3,1,1
59,3,1,4,1
60,1,4,1,0
61,4,1,2,0
62,1,2,2,0
63,2,2,1,0
64,2,1,3,0
65,1,3,5,-1
66,3,5,2,1
67,5,2,4,1
68,2,4,5,0
69,4,5,0,1
70,5,0,5,0
71,0,5,0,1
72,5,0,2,0
73,0,2,1,0
74,2,1,0,1
75,1,0,0,1
76,0,0,1,0
77,0,1,3,0
78,1,3,2,1
79,3,2,2,0
80,2,2,2,1
81,2,2,4,-1
82,2,4,4,0
83,4,4,5,0
84,4,5,0,0
85,5,0,4,1
86,0,4,5,-1
87,4,5,0,1
88,5,0,1,0
89,0,1,4,1
90,1,4,3,0
91,4,3,5,0
92,3,5,3,1
93,5,3,2,0
94,3,2,2,0
95,2,2,2,0
96,2,2,2,1
97,2,2,3,-1
98,2,3,5,0
99,3,5,3,0
100,5,3,3,0
101,3,3,5,1
102,3,5,2,1
103,5,2,5,0
