,s-2,s-1,a,r,none
0,4,0,0,1,
1,0,0,0,1,
2,0,0,5,-1,
3,0,5,2,0,
4,5,2,4,1,
5,2,4,4,0,
6,4,4,1,0,
7,4,1,2,0,
8,1,2,4,1,
9,2,4,3,1,
10,4,3,5,0,
11,3,5,2,1,
12,5,2,0,0,
13,2,0,4,0,
14,0,4,1,0,
15,4,1,4,1,
16,1,4,4,0,
17,4,4,3,1,
18,4,3,4,1,
19,3,4,3,1,
20,4,3,5,1,
21,3,5,2,1,
22,5,2,0,1,
23,2,0,3,0,
24,0,3,3,0,
25,3,3,4,1,
26,3,4,0,0,
27,4,0,4,0,
28,0,4,2,1,
29,4,2,2,0,
30,2,2,2,0,
31,2,2,0,1,
32,2,0,0,1,
33,0,0,0,1,
34,0,0,0,1,
35,0,0,4,1,
36,0,4,0,1,
37,4,0,2,1,
38,0,2,2,0,
39,2,2,0,0,
40,2,0,5,0,
41,0,5,1,0,
42,5,1,2,0,
43,1,2,2,0,
44,2,2,2,0,
45,2,2,2,0,
46,2,2,5,0,
47,2,5,3,0,
48,5,3,4,1,
49,3,4,3,0,
50,4,3,3,1,
51,3,3,5,1,
52,3,5,1,1,
53,5,1,0,0,
54,1,0,4,1,
55,0,4,1,-1,
56,4,1,2,0,
57,1,2,2,0,
58,2,2,2,0,
59,2,2,0,0,
60,2,0,1,0,
61,0,1,1,0,
62,1,1,0,1,
63,1,0,3,0,
64,0,3,4,0,
65,3,4,3,1,
66,4,3,2,0,
67,3,2,0,0,
68,2,0,4,1,
69,0,4,4,0,
70,4,4,3,1,
71,4,3,3,0,
72,3,3,5,0,
73,3,5,2,1,
74,5,2,0,1,
75,2,0,3,0,
76,0,3,1,1,
77,3,1,1,0,
78,1,1,4,1,
79,1,4,5,1,
80,4,5,5,0,
81,5,5,3,1,
82,5,3,1,1,
83,3,1,1,-1,
84,1,1,0,1,
85,1,0,5,0,
86,0,5,3,0,
87,5,3,3,1,
88,3,3,5,1,
89,3,5,2,1,
90,5,2,4,1,
91,2,4,2,0,
92,4,2,5,0,
93,2,5,4,1,
94,5,4,0,1,
95,4,0,3,-1,
96,0,3,1,0,
97,3,1,1,1,
98,1,1,3,0,
99,1,3,1,0,
100,3,1,5,0,
101,1,5,4,1,
102,5,4,2,0,
103,4,2,5,1,
104,2,5,5,0,
105,5,5,0,1,
106,5,0,1,0,
107,0,1,3,0,
108,1,3,0,0,
109,3,0,4,0,
110,0,4,2,0,
111,4,2,1,1,
112,2,1,5,0,
113,1,5,1,0,
114,5,1,0,0,
115,1,0,3,0,
116,0,3,4,0,
117,3,4,1,0,
118,4,1,2,1,
119,1,2,4,0,
120,2,4,4,0,
121,4,4,3,0,
122,4,3,4,-1,
123,3,4,4,0,
124,4,4,3,1,
125,4,3,0,0,
126,3,0,0,1,
127,0,0,3,1,
128,0,3,0,0,
129,3,0,4,1,
130,0,4,2,1,
131,4,2,5,1,
132,2,5,3,0,
133,5,3,0,1,
134,3,0,0,1,
135,0,0,4,0,
136,0,4,0,0,
137,4,0,2,1,
138,0,2,4,1,
139,2,4,3,1,
140,4,3,2,1,
141,3,2,2,0,
142,2,2,1,1,
143,2,1,4,0,
144,1,4,0,1,
145,4,0,2,1,
146,0,2,4,-1,
147,2,4,3,1,
148,4,3,5,1,
149,3,5,2,0,
150,5,2,0,0,
151,2,0,0,1,
152,0,0,3,1,
153,0,3,3,1,
154,3,3,3,0,
155,3,3,5,0,
156,3,5,2,1,
157,5,2,0,1,
158,2,0,0,1,
159,0,0,0,1,
160,0,0,1,1,
161,0,1,2,1,
162,1,2,5,1,
163,2,5,2,0,
164,5,2,0,1,
165,2,0,0,1,
166,0,0,0,1,
167,0,0,2,0,
168,0,2,5,0,
169,2,5,5,0,
170,5,5,0,1,
171,5,0,1,0,
172,0,1,5,1,
173,1,5,0,1,
174,5,0,5,1,
175,0,5,1,0,
176,5,1,0,0,
177,1,0,0,0,
178,0,0,1,-1,
179,0,1,1,1,
180,1,1,0,0,
181,1,0,5,0,
182,0,5,3,1,
183,5,3,0,1,
184,3,0,0,1,
185,0,0,2,1,
186,0,2,5,0,
187,2,5,2,0,
188,5,2,0,1,
189,2,0,4,-1,
190,0,4,2,0,
191,4,2,5,0,
192,2,5,0,1,
193,5,0,3,0,
194,0,3,1,0,
195,3,1,3,1,
196,1,3,4,0,
197,3,4,2,0,
198,4,2,1,1,
199,2,1,2,1,
200,1,2,5,1,
201,2,5,4,1,
202,5,4,4,0,
203,4,4,0,1,
204,4,0,2,0,
205,0,2,2,0,
206,2,2,2,0,
207,2,2,5,-1,
208,2,5,0,1,
209,5,0,1,1,
210,0,1,2,1,
211,1,2,3,0,
212,2,3,2,1,
213,3,2,5,0,
214,2,5,4,1,
215,5,4,1,1,
216,4,1,3,-1,
217,1,3,5,1,
218,3,5,2,0,
219,5,2,5,1,
220,2,5,4,1,
221,5,4,2,0,
222,4,2,3,1,
223,2,3,4,0,
224,3,4,3,1,
225,4,3,1,1,
226,3,1,1,-1,
227,1,1,5,0,
228,1,5,3,1,
229,5,3,3,0,
230,3,3,2,1,
231,3,2,5,-1,
232,2,5,0,1,
233,5,0,5,0,
234,0,5,0,0,
235,5,0,1,0,
236,0,1,3,0,
237,1,3,5,0,
238,3,5,2,1,
239,5,2,5,0,
240,2,5,1,0,
241,5,1,2,1,
242,1,2,2,0,
243,2,2,3,-1,
244,2,3,3,0,
245,3,3,1,1,
246,3,1,0,0,
247,1,0,4,1,
248,0,4,2,1,
249,4,2,3,0,
250,2,3,5,1,
251,3,5,2,0,
252,5,2,0,0,
253,2,0,1,1,
254,0,1,2,-1,
255,1,2,4,-1,
256,2,4,5,1,
257,4,5,2,1,
258,5,2,0,1,
259,2,0,0,1,
260,0,0,2,1,
261,0,2,2,0,
262,2,2,1,0,
263,2,1,4,0,
264,1,4,4,0,
265,4,4,1,0,
266,4,1,1,-1,
267,1,1,4,0,
268,1,4,5,0,
269,4,5,5,0,
270,5,5,4,0,
271,5,4,1,0,
272,4,1,4,0,
273,1,4,0,1,
274,4,0,0,1,
275,0,0,0,1,
276,0,0,1,1,
277,0,1,0,0,
278,1,0,3,0,
279,0,3,0,1,
280,3,0,0,0,
281,0,0,3,1,
282,0,3,0,0,
283,3,0,0,1,
284,0,0,3,0,
285,0,3,3,0,
286,3,3,3,0,
287,3,3,5,-1,
288,3,5,0,1,
289,5,0,1,1,
290,0,1,2,1,
291,1,2,1,0,
292,2,1,1,0,
293,1,1,3,1,
294,1,3,4,0,
295,3,4,0,1,
296,4,0,0,0,
297,0,0,0,1,
298,0,0,1,0,
299,0,1,5,-1,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 6,M(Batch): 3
