,s-2,s-1,a,r,none
0,5,0,0,1,
1,0,0,5,1,
2,0,5,0,1,
3,5,0,5,0,
4,0,5,0,0,
5,5,0,2,0,
6,0,2,3,1,
7,2,3,1,0,
8,3,1,3,0,
9,1,3,1,1,
10,3,1,2,-1,
11,1,2,5,0,
12,2,5,1,1,
13,5,1,3,1,
14,1,3,4,0,
15,3,4,4,0,
16,4,4,1,1,
17,4,1,2,1,
18,1,2,1,0,
19,2,1,3,0,
20,1,3,1,0,
21,3,1,5,1,
22,1,5,1,-1,
23,5,1,1,-1,
24,1,1,5,1,
25,1,5,5,0,
26,5,5,1,1,
27,5,1,4,-1,
28,1,4,5,0,
29,4,5,5,0,
30,5,5,5,0,
31,5,5,1,1,
32,5,1,3,1,
33,1,3,4,1,
34,3,4,1,0,
35,4,1,4,0,
36,1,4,2,0,
37,4,2,0,1,
38,2,0,5,0,
39,0,5,4,1,
40,5,4,4,0,
41,4,4,5,1,
42,4,5,0,0,
43,5,0,2,0,
44,0,2,5,-1,
45,2,5,1,0,
46,5,1,3,0,
47,1,3,1,0,
48,3,1,4,0,
49,1,4,5,1,
50,4,5,4,1,
51,5,4,2,1,
52,4,2,1,1,
53,2,1,4,0,
54,1,4,5,0,
55,4,5,5,0,
56,5,5,3,0,
57,5,3,3,1,
58,3,3,2,0,
59,3,2,2,0,
60,2,2,0,1,
61,2,0,1,1,
62,0,1,2,-1,
63,1,2,4,0,
64,2,4,3,-1,
65,4,3,0,1,
66,3,0,4,0,
67,0,4,0,1,
68,4,0,4,1,
69,0,4,0,1,
70,4,0,0,1,
71,0,0,0,1,
72,0,0,3,0,
73,0,3,1,0,
74,3,1,5,1,
75,1,5,1,1,
76,5,1,5,1,
77,1,5,0,1,
78,5,0,5,1,
79,0,5,4,1,
80,5,4,3,1,
81,4,3,0,1,
82,3,0,5,0,
83,0,5,3,0,
84,5,3,2,1,
85,3,2,0,0,
86,2,0,1,1,
87,0,1,2,1,
88,1,2,5,0,
89,2,5,0,0,
90,5,0,4,-1,
91,0,4,5,1,
92,4,5,1,0,
93,5,1,3,-1,
94,1,3,0,1,
