,s-2,s-1,a,r,none
0,10,13,8,1,
1,13,8,6,1,
2,8,6,7,1,
3,6,7,3,1,
4,7,3,13,1,
5,3,13,5,0,
6,13,5,19,1,
7,5,19,12,0,
8,19,12,0,1,
9,12,0,10,0,
10,0,10,3,-1,
11,10,3,19,-1,
12,3,19,1,1,
13,19,1,17,0,
14,1,17,19,1,
15,17,19,14,0,
16,19,14,1,0,
17,14,1,6,0,
18,1,6,18,1,
19,6,18,15,0,
20,18,15,18,0,
21,15,18,9,0,
22,18,9,18,0,
23,9,18,19,1,
24,18,19,16,1,
25,19,16,1,1,
26,16,1,8,0,
27,1,8,0,0,
28,8,0,19,0,
29,0,19,6,1,
30,19,6,19,0,
31,6,19,19,0,
32,19,19,16,1,
33,19,16,13,1,
34,16,13,15,0,
35,13,15,5,0,
36,15,5,17,0,
37,5,17,19,1,
38,17,19,13,0,
39,19,13,19,1,
40,13,19,9,1,
41,19,9,12,0,
42,9,12,6,1,
43,12,6,17,1,
44,6,17,18,0,
45,17,18,19,0,
46,18,19,19,-1,
47,19,19,19,1,
48,19,19,1,0,
49,19,1,4,0,
50,1,4,19,0,
51,4,19,0,0,
52,19,0,0,1,
53,0,0,19,1,
54,0,19,0,0,
55,19,0,1,0,
56,0,1,19,1,
57,1,19,10,1,
58,19,10,6,0,
59,10,6,10,1,
60,6,10,11,0,
61,10,11,10,1,
62,11,10,14,0,
63,10,14,0,1,
64,14,0,0,1,
65,0,0,1,0,
66,0,1,1,1,
67,1,1,19,0,
68,1,19,19,-1,
69,19,19,7,1,
70,19,7,0,1,
71,7,0,7,1,
72,0,7,9,1,
73,7,9,0,1,
74,9,0,19,0,
75,0,19,6,0,
76,19,6,12,0,
77,6,12,19,0,
78,12,19,3,-1,
79,19,3,13,0,
80,3,13,6,0,
81,13,6,8,0,
82,6,8,17,1,
83,8,17,2,0,
84,17,2,1,0,
85,2,1,16,0,
86,1,16,13,0,
87,16,13,5,1,
88,13,5,17,1,
89,5,17,19,0,
90,17,19,18,0,
91,19,18,15,1,
92,18,15,16,0,
93,15,16,0,1,
94,16,0,9,0,
95,0,9,2,1,
96,9,2,13,0,
97,2,13,6,0,
98,13,6,19,0,
99,6,19,4,0,
100,19,4,12,1,
101,4,12,19,1,
102,12,19,19,0,
103,19,19,9,1,
104,19,9,12,0,
105,9,12,11,0,
106,12,11,6,0,
107,11,6,19,0,
108,6,19,12,0,
109,19,12,19,1,
110,12,19,19,-1,
111,19,19,6,0,
112,19,6,4,-1,
113,6,4,4,0,
114,4,4,14,1,
115,4,14,2,0,
116,14,2,14,1,
117,2,14,19,1,
118,14,19,7,0,
119,19,7,6,0,
120,7,6,2,0,
121,6,2,11,1,
122,2,11,12,1,
123,11,12,14,0,
124,12,14,18,1,
125,14,18,18,1,
126,18,18,0,0,
127,18,0,6,1,
128,0,6,2,1,
129,6,2,19,0,
130,2,19,8,0,
131,19,8,0,0,
132,8,0,16,1,
133,0,16,13,0,
134,16,13,1,0,
135,13,1,19,0,
136,1,19,18,0,
137,19,18,10,0,
138,18,10,6,1,
139,10,6,19,1,
140,6,19,0,1,
141,19,0,17,-1,
142,0,17,19,0,
143,17,19,17,0,
144,19,17,8,1,
145,17,8,1,1,
146,8,1,5,1,
147,1,5,14,0,
148,5,14,12,0,
149,14,12,8,0,
150,12,8,2,0,
151,8,2,7,1,
152,2,7,10,1,
153,7,10,3,0,
154,10,3,18,1,
155,3,18,14,1,
156,18,14,19,0,
157,14,19,1,0,
158,19,1,19,-1,
159,1,19,13,0,
160,19,13,19,0,
161,13,19,12,0,
162,19,12,0,1,
163,12,0,12,1,
164,0,12,8,0,
165,12,8,11,0,
166,8,11,19,1,
167,11,19,1,-1,
168,19,1,0,1,
