,s-2,s-1,a,r,none
0,19,9,5,0,
1,9,5,19,0,
2,5,19,18,0,
3,19,18,3,-1,
4,18,3,19,1,
5,3,19,6,0,
6,19,6,15,-1,
7,6,15,0,0,
8,15,0,19,1,
9,0,19,10,0,
10,19,10,7,0,
11,10,7,6,1,
12,7,6,8,0,
13,6,8,19,1,
14,8,19,17,0,
15,19,17,13,0,
16,17,13,1,0,
17,13,1,16,0,
18,1,16,18,0,
19,16,18,19,1,
20,18,19,3,1,
21,19,3,19,1,
22,3,19,18,1,
23,19,18,13,0,
24,18,13,19,0,
25,13,19,19,1,
26,19,19,19,0,
27,19,19,6,1,
28,19,6,19,1,
29,6,19,19,-1,
30,19,19,16,0,
31,19,16,10,1,
32,16,10,9,-1,
33,10,9,5,0,
34,9,5,19,0,
35,5,19,15,0,
36,19,15,17,1,
37,15,17,18,1,
38,17,18,6,0,
39,18,6,15,1,
40,6,15,19,1,
41,15,19,3,0,
42,19,3,18,1,
43,3,18,18,1,
44,18,18,17,1,
45,18,17,4,1,
46,17,4,9,0,
47,4,9,18,0,
48,9,18,11,1,
49,18,11,6,1,
50,11,6,19,0,
51,6,19,19,0,
52,19,19,14,1,
53,19,14,19,-1,
54,14,19,6,0,
55,19,6,2,0,
56,6,2,19,-1,
57,2,19,14,1,
58,19,14,1,-1,
59,14,1,2,0,
60,1,2,9,1,
61,2,9,19,-1,
62,9,19,19,1,
63,19,19,19,0,
64,19,19,19,0,
65,19,19,15,1,
66,19,15,6,0,
67,15,6,19,0,
68,6,19,19,0,
69,19,19,19,0,
70,19,19,19,0,
71,19,19,14,1,
72,19,14,12,1,
73,14,12,19,0,
74,12,19,19,1,
75,19,19,19,-1,
76,19,19,3,1,
77,19,3,19,0,
78,3,19,19,1,
79,19,19,17,1,
80,19,17,19,0,
81,17,19,18,1,
82,19,18,19,1,
83,18,19,17,0,
84,19,17,0,1,
85,17,0,19,0,
86,0,19,12,1,
87,19,12,19,0,
88,12,19,19,0,
89,19,19,19,1,
90,19,19,19,-1,
91,19,19,19,1,
92,19,19,19,-1,
93,19,19,19,0,
94,19,19,19,0,
95,19,19,19,-1,
96,19,19,7,1,
97,19,7,13,1,
98,7,13,19,0,
99,13,19,0,0,
100,19,0,12,1,
101,0,12,17,1,
102,12,17,7,0,
103,17,7,0,0,
