,s-2,s-1,a,r,none
0,12,9,1,0,
1,9,1,8,0,
2,1,8,1,0,
3,8,1,19,0,
4,1,19,10,1,
5,19,10,2,1,
6,10,2,3,1,
7,2,3,10,1,
8,3,10,4,1,
9,10,4,4,0,
10,4,4,13,0,
11,4,13,6,1,
12,13,6,15,0,
13,6,15,5,-1,
14,15,5,18,1,
15,5,18,7,-1,
16,18,7,8,0,
17,7,8,18,1,
18,8,18,11,1,
19,18,11,1,0,
20,11,1,3,1,
21,1,3,18,0,
22,3,18,4,1,
23,18,4,5,0,
24,4,5,5,0,
25,5,5,15,-1,
26,5,15,9,1,
27,15,9,16,1,
28,9,16,14,0,
29,16,14,0,0,
30,14,0,0,1,
31,0,0,7,1,
32,0,7,16,-1,
33,7,16,8,1,
34,16,8,18,1,
35,8,18,13,0,
36,18,13,4,0,
37,13,4,15,0,
38,4,15,15,0,
39,15,15,0,1,
40,15,0,9,0,
41,0,9,6,0,
42,9,6,19,0,
43,6,19,1,0,
44,19,1,3,-1,
45,1,3,19,1,
46,3,19,7,1,
47,19,7,3,0,
48,7,3,19,0,
49,3,19,8,0,
50,19,8,5,0,
51,8,5,19,0,
52,5,19,14,0,
53,19,14,1,1,
54,14,1,2,-1,
55,1,2,16,1,
56,2,16,9,-1,
57,16,9,13,1,
58,9,13,10,1,
59,13,10,8,0,
60,10,8,18,1,
61,8,18,10,0,
62,18,10,3,0,
63,10,3,17,1,
64,3,17,6,0,
65,17,6,14,0,
66,6,14,9,-1,
67,14,9,10,1,
68,9,10,5,1,
69,10,5,19,0,
70,5,19,2,1,
71,19,2,16,1,
72,2,16,1,0,
73,16,1,4,-1,
74,1,4,12,1,
75,4,12,12,1,
76,12,12,15,-1,
77,12,15,17,0,
78,15,17,13,0,
79,17,13,5,1,
80,13,5,2,0,
81,5,2,0,1,
82,2,0,2,0,
83,0,2,14,0,
84,2,14,4,1,
85,14,4,14,1,
86,4,14,5,-1,
87,14,5,9,0,
88,5,9,2,0,
89,9,2,8,1,
90,2,8,4,-1,
91,8,4,19,0,
92,4,19,4,1,
93,19,4,8,0,
94,4,8,6,0,
95,8,6,3,1,
96,6,3,17,1,
97,3,17,9,0,
98,17,9,4,1,
99,9,4,17,0,
100,4,17,5,1,
101,17,5,8,1,
102,5,8,7,1,
103,8,7,7,-1,
104,7,7,15,1,
105,7,15,18,1,
106,15,18,18,1,
107,18,18,5,-1,
108,18,5,0,1,
109,5,0,10,0,
110,0,10,9,-1,
111,10,9,16,0,
112,9,16,18,1,
113,16,18,4,0,
114,18,4,4,0,
115,4,4,8,0,
116,4,8,17,0,
117,8,17,13,1,
118,17,13,11,1,
119,13,11,2,0,
120,11,2,19,1,
121,2,19,1,0,
122,19,1,19,1,
123,1,19,16,-1,
124,19,16,0,0,
125,16,0,8,1,
126,0,8,2,1,
127,8,2,13,0,
128,2,13,0,0,
129,13,0,19,0,
130,0,19,10,-1,
131,19,10,1,0,
132,10,1,15,0,
133,1,15,4,1,
134,15,4,16,-1,
135,4,16,10,1,
136,16,10,12,0,
137,10,12,3,1,
138,12,3,18,1,
139,3,18,4,0,
140,18,4,7,0,
141,4,7,10,-1,
142,7,10,7,0,
143,10,7,10,0,
144,7,10,1,0,
145,10,1,9,0,
146,1,9,16,1,
147,9,16,18,1,
148,16,18,9,-1,
149,18,9,14,0,
150,9,14,8,1,
151,14,8,8,0,
152,8,8,19,-1,
153,8,19,3,0,
154,19,3,2,0,
155,3,2,15,0,
156,2,15,15,0,
157,15,15,11,-1,
158,15,11,5,0,
159,11,5,13,-1,
160,5,13,13,1,
161,13,13,9,1,
162,13,9,5,0,
163,9,5,13,0,
164,5,13,17,0,
165,13,17,2,1,
166,17,2,17,0,
167,2,17,7,0,
168,17,7,10,1,
169,7,10,10,0,
170,10,10,5,0,
171,10,5,12,1,
172,5,12,2,0,
173,12,2,6,1,
174,2,6,1,0,
175,6,1,18,1,
176,1,18,8,1,
177,18,8,14,1,
178,8,14,8,0,
179,14,8,5,0,
180,8,5,19,0,
181,5,19,8,1,
182,19,8,15,0,
183,8,15,19,1,
184,15,19,6,1,
185,19,6,2,1,
186,6,2,13,1,
187,2,13,12,1,
188,13,12,19,0,
189,12,19,1,1,
190,19,1,17,1,
191,1,17,3,-1,
192,17,3,11,0,
193,3,11,5,0,
194,11,5,5,0,
195,5,5,16,-1,
196,5,16,3,0,
197,16,3,4,-1,
198,3,4,12,1,
199,4,12,14,0,
200,12,14,5,1,
201,14,5,19,1,
202,5,19,14,1,
203,19,14,9,1,
204,14,9,8,1,
205,9,8,7,0,
206,8,7,16,1,
207,7,16,11,1,
208,16,11,19,1,
209,11,19,17,0,
210,19,17,0,1,
211,17,0,6,0,
212,0,6,12,1,
213,6,12,11,1,
214,12,11,4,0,
215,11,4,18,1,
216,4,18,9,0,
217,18,9,10,0,
218,9,10,1,1,
219,10,1,11,0,
220,1,11,6,1,
221,11,6,12,1,
222,6,12,18,1,
223,12,18,13,0,
224,18,13,2,1,
225,13,2,16,1,
226,2,16,11,1,
227,16,11,9,0,
228,11,9,7,1,
229,9,7,0,1,
230,7,0,4,1,
231,0,4,18,1,
232,4,18,15,0,
233,18,15,6,0,
234,15,6,19,0,
235,6,19,12,1,
236,19,12,9,0,
237,12,9,10,0,
238,9,10,1,1,
239,10,1,11,0,
240,1,11,18,1,
241,11,18,16,0,
242,18,16,11,0,
243,16,11,15,0,
244,11,15,18,0,
245,15,18,7,0,
246,18,7,3,0,
247,7,3,2,1,
248,3,2,6,1,
249,2,6,17,1,
250,6,17,2,1,
251,17,2,16,1,
252,2,16,2,1,
253,16,2,5,0,
254,2,5,12,0,
255,5,12,8,1,
256,12,8,2,1,
257,8,2,11,-1,
258,2,11,2,0,
259,11,2,5,1,
260,2,5,6,0,
261,5,6,2,0,
262,6,2,19,0,
263,2,19,17,0,
264,19,17,14,1,
265,17,14,19,0,
266,14,19,14,0,
267,19,14,0,0,
268,14,0,13,1,
269,0,13,9,1,
270,13,9,3,1,
271,9,3,9,0,
272,3,9,1,0,
273,9,1,5,0,
274,1,5,9,-1,
275,5,9,15,-1,
276,9,15,15,1,
277,15,15,19,0,
278,15,19,11,-1,
279,19,11,11,0,
280,11,11,6,1,
281,11,6,15,1,
282,6,15,11,0,
283,15,11,0,0,
284,11,0,1,1,
285,0,1,17,0,
286,1,17,11,0,
287,17,11,14,1,
288,11,14,12,0,
289,14,12,11,0,
290,12,11,14,1,
291,11,14,14,0,
292,14,14,16,0,
293,14,16,19,0,
294,16,19,4,0,
295,19,4,18,0,
296,4,18,15,0,
297,18,15,15,1,
298,15,15,7,0,
299,15,7,10,1,
300,model: REINFORCE,episode: 300,T: 2,Num of Category: 20,M(Batch): 3
