,s-2,s-1,a,r,none
0,0,6,4,1,
1,6,4,4,0,
2,4,4,16,1,
3,4,16,3,-1,
4,16,3,5,1,
5,3,5,1,0,
6,5,1,15,1,
7,1,15,2,0,
8,15,2,11,0,
9,2,11,16,1,
10,11,16,5,-1,
11,16,5,9,-1,
12,5,9,13,0,
13,9,13,1,0,
14,13,1,1,1,
15,1,1,12,1,
16,1,12,7,1,
17,12,7,6,1,
18,7,6,7,1,
19,6,7,10,-1,
20,7,10,19,1,
21,10,19,15,0,
22,19,15,4,-1,
23,15,4,10,0,
24,4,10,17,1,
25,10,17,12,0,
26,17,12,2,0,
27,12,2,13,0,
28,2,13,19,0,
29,13,19,18,1,
30,19,18,18,1,
31,18,18,0,0,
32,18,0,0,1,
33,0,0,19,0,
34,0,19,0,0,
35,19,0,0,1,
36,0,0,0,1,
37,0,0,18,0,
38,0,18,5,0,
39,18,5,0,0,
40,5,0,3,1,
41,0,3,12,0,
42,3,12,0,1,
43,12,0,0,1,
44,0,0,19,1,
45,0,19,12,1,
46,19,12,14,0,
47,12,14,11,1,
48,14,11,8,0,
49,11,8,17,0,
50,8,17,4,0,
51,17,4,0,0,
52,4,0,9,-1,
53,0,9,9,0,
54,9,9,0,0,
55,9,0,1,0,
56,0,1,12,1,
57,1,12,19,0,
58,12,19,17,1,
59,19,17,2,0,
60,17,2,19,0,
61,2,19,14,1,
62,19,14,5,1,
63,14,5,14,1,
64,5,14,0,1,
65,14,0,0,1,
66,0,0,12,0,
67,0,12,10,0,
68,12,10,6,1,
69,10,6,8,1,
70,6,8,6,1,
71,8,6,1,0,
72,6,1,0,0,
73,1,0,0,1,
74,0,0,1,0,
75,0,1,4,1,
76,1,4,17,1,
77,4,17,4,-1,
78,17,4,0,1,
79,4,0,2,1,
80,0,2,15,0,
81,2,15,19,1,
82,15,19,11,0,
83,19,11,19,0,
84,11,19,5,0,
85,19,5,19,0,
86,5,19,5,0,
87,19,5,8,1,
88,5,8,5,1,
89,8,5,1,1,
90,5,1,14,1,
91,1,14,12,0,
92,14,12,1,1,
93,12,1,19,0,
94,1,19,19,1,
95,19,19,4,0,
96,19,4,0,0,
97,4,0,5,0,
98,0,5,2,0,
99,5,2,15,1,
100,2,15,9,1,
101,15,9,5,-1,
102,9,5,19,0,
103,5,19,0,1,
104,19,0,16,-1,
105,0,16,1,0,
106,16,1,19,1,
107,1,19,3,1,
108,19,3,0,1,
109,3,0,7,1,
110,0,7,13,1,
111,7,13,2,1,
112,13,2,6,0,
113,2,6,2,1,
114,6,2,7,0,
115,2,7,16,0,
116,7,16,13,1,
117,16,13,6,1,
118,13,6,15,1,
119,6,15,19,1,
120,15,19,11,0,
121,19,11,4,1,
122,11,4,11,0,
123,4,11,19,1,
124,11,19,13,1,
125,19,13,15,1,
126,13,15,9,1,
127,15,9,19,0,
128,9,19,14,0,
129,19,14,13,1,
130,14,13,4,1,
131,13,4,0,0,
132,4,0,0,1,
133,0,0,0,1,
134,0,0,16,1,
135,0,16,16,0,
136,16,16,19,0,
137,16,19,1,1,
138,19,1,18,1,
139,1,18,19,0,
140,18,19,4,1,
141,19,4,19,0,
142,4,19,7,0,
143,19,7,9,0,
144,7,9,6,0,
145,9,6,16,0,
146,6,16,12,1,
147,16,12,0,1,
148,12,0,1,1,
149,0,1,6,0,
150,1,6,8,1,
151,6,8,16,1,
152,8,16,0,0,
153,16,0,19,0,
154,0,19,11,0,
155,19,11,12,1,
156,11,12,15,0,
157,12,15,11,-1,
158,15,11,8,-1,
159,11,8,15,0,
160,8,15,17,1,
161,15,17,6,0,
162,17,6,0,1,
163,6,0,7,1,
164,0,7,0,1,
165,7,0,5,1,
166,0,5,15,1,
167,5,15,0,0,
168,15,0,4,0,
169,0,4,0,0,
170,4,0,6,0,
171,0,6,2,0,
172,6,2,14,1,
173,2,14,18,0,
174,14,18,19,1,
175,18,19,0,1,
176,19,0,8,1,
177,0,8,4,1,
178,8,4,0,1,
179,4,0,0,1,
180,0,0,0,1,
181,0,0,18,1,
182,0,18,19,0,
183,18,19,12,1,
184,19,12,2,1,
185,12,2,11,0,
186,2,11,15,0,
187,11,15,9,1,
188,15,9,18,1,
189,9,18,16,0,
190,18,16,11,0,
191,16,11,11,0,
192,11,11,7,1,
193,11,7,5,-1,
194,7,5,7,1,
195,5,7,11,0,
196,7,11,14,0,
197,11,14,11,0,
198,14,11,0,1,
199,11,0,6,0,
200,0,6,19,1,
201,6,19,2,0,
202,19,2,15,1,
203,2,15,19,1,
204,15,19,0,0,
205,19,0,12,1,
206,0,12,13,0,
207,12,13,0,1,
208,13,0,0,1,
209,0,0,9,0,
210,0,9,4,1,
211,9,4,2,1,
212,4,2,19,1,
213,2,19,5,0,
214,19,5,15,1,
215,5,15,13,0,
216,15,13,6,1,
217,13,6,3,0,
218,6,3,17,0,
219,3,17,0,0,
220,17,0,16,-1,
221,0,16,14,1,
222,16,14,18,1,
223,14,18,8,0,
224,18,8,0,-1,
225,8,0,8,1,
226,0,8,6,1,
227,8,6,0,1,
228,6,0,13,0,
229,0,13,19,0,
230,13,19,19,0,
231,19,19,10,-1,
232,19,10,10,0,
233,10,10,0,0,
234,10,0,15,0,
235,0,15,19,0,
236,15,19,16,1,
237,19,16,3,1,
238,16,3,16,-1,
239,3,16,9,1,
240,16,9,5,-1,
241,9,5,0,0,
242,5,0,3,0,
243,0,3,14,1,
244,3,14,19,1,
245,14,19,0,1,
246,19,0,3,1,
247,0,3,6,1,
248,3,6,10,0,
249,6,10,17,1,
250,10,17,2,1,
251,17,2,15,0,
252,2,15,13,1,
253,15,13,0,1,
254,13,0,4,-1,
255,0,4,14,0,
256,4,14,11,1,
257,14,11,16,0,
258,11,16,13,0,
259,16,13,11,0,
260,13,11,2,0,
261,11,2,0,0,
262,2,0,0,0,
263,0,0,0,1,
264,0,0,0,1,
265,0,0,8,0,
266,0,8,15,0,
267,8,15,12,1,
268,15,12,18,0,
269,12,18,12,0,
270,18,12,4,0,
271,12,4,0,0,
272,4,0,0,1,
273,0,0,17,0,
274,0,17,16,1,
275,17,16,18,0,
276,16,18,4,-1,
277,18,4,1,-1,
278,4,1,16,1,
279,1,16,7,0,
280,16,7,0,0,
281,7,0,0,1,
282,0,0,4,1,
283,0,4,19,1,
284,4,19,8,0,
285,19,8,0,1,
286,8,0,15,1,
287,0,15,19,1,
288,15,19,0,1,
289,19,0,19,1,
290,0,19,0,0,
291,19,0,0,1,
292,0,0,0,1,
293,0,0,14,1,
294,0,14,18,1,
295,14,18,12,1,
296,18,12,5,0,
297,12,5,2,1,
298,5,2,17,-1,
299,2,17,17,0,
300,model: DQN,episode: 300,T: 2,Num of Category: 20,M(Batch): 20
