,s-2,s-1,a,r,none
0,17,8,5,0,
1,8,5,9,-1,
2,5,9,18,0,
3,9,18,17,1,
4,18,17,11,1,
5,17,11,14,1,
6,11,14,18,0,
7,14,18,11,0,
8,18,11,19,0,
9,11,19,15,0,
10,19,15,12,1,
11,15,12,16,1,
12,12,16,11,1,
13,16,11,18,1,
14,11,18,18,1,
15,18,18,17,1,
16,18,17,10,0,
17,17,10,10,0,
18,10,10,12,1,
19,10,12,15,1,
20,12,15,2,0,
21,15,2,15,1,
22,2,15,16,1,
23,15,16,17,0,
24,16,17,16,-1,
25,17,16,16,0,
26,16,16,11,0,
27,16,11,18,1,
28,11,18,13,1,
29,18,13,19,0,
30,13,19,18,1,
31,19,18,18,1,
32,18,18,17,1,
33,18,17,19,0,
34,17,19,5,0,
35,19,5,4,0,
36,5,4,7,1,
37,4,7,17,0,
38,7,17,0,0,
39,17,0,12,1,
40,0,12,13,0,
41,12,13,16,-1,
42,13,16,13,1,
43,16,13,18,1,
44,13,18,1,1,
45,18,1,14,0,
46,1,14,6,1,
47,14,6,14,1,
48,6,14,4,1,
49,14,4,18,0,
50,4,18,5,1,
51,18,5,19,0,
52,5,19,7,0,
53,19,7,19,0,
54,7,19,10,-1,
55,19,10,0,1,
56,10,0,7,0,
57,0,7,13,0,
58,7,13,13,1,
59,13,13,10,1,
60,13,10,1,1,
61,10,1,17,0,
62,1,17,1,-1,
63,17,1,13,-1,
64,1,13,14,1,
65,13,14,17,0,
66,14,17,11,1,
67,17,11,19,1,
68,11,19,19,1,
69,19,19,10,1,
70,19,10,19,1,
71,10,19,19,0,
72,19,19,0,0,
73,19,0,13,0,
74,0,13,14,1,
75,13,14,17,0,
76,14,17,16,0,
77,17,16,19,1,
78,16,19,18,0,
79,19,18,19,0,
80,18,19,17,1,
81,19,17,19,1,
82,17,19,18,1,
83,19,18,4,1,
84,18,4,19,0,
85,4,19,19,1,
86,19,19,19,0,
87,19,19,16,0,
88,19,16,14,1,
89,16,14,5,1,
90,14,5,12,1,
91,5,12,10,0,
92,12,10,18,1,
93,10,18,11,0,
94,18,11,19,1,
95,11,19,19,1,
96,19,19,18,0,
97,19,18,19,1,
98,18,19,17,0,
99,19,17,19,0,
100,17,19,3,0,
101,19,3,15,0,
102,3,15,15,0,
103,15,15,2,0,
104,15,2,0,1,
105,2,0,19,0,
106,0,19,19,1,
107,19,19,2,0,
108,19,2,0,1,
109,2,0,19,0,
110,0,19,19,0,
111,19,19,2,0,
112,19,2,0,1,
113,2,0,18,1,
114,0,18,19,0,
115,18,19,2,1,
116,19,2,0,0,
117,2,0,19,1,
118,0,19,19,1,
119,19,19,7,1,
120,19,7,16,1,
121,7,16,19,1,
122,16,19,5,0,
123,19,5,6,1,
124,5,6,2,1,
125,6,2,0,1,
126,2,0,16,-1,
127,0,16,1,0,
128,16,1,0,1,
129,1,0,12,0,
130,0,12,12,0,
131,12,12,9,0,
132,12,9,3,0,
133,9,3,13,0,
134,3,13,17,1,
135,13,17,6,0,
136,17,6,0,1,
137,6,0,19,0,
138,0,19,19,1,
139,19,19,2,0,
140,19,2,14,1,
141,2,14,17,0,
142,14,17,5,0,
143,17,5,11,0,
144,5,11,19,0,
145,11,19,9,-1,
146,19,9,5,1,
147,9,5,0,1,
148,5,0,10,1,
149,0,10,8,1,
150,10,8,0,1,
151,8,0,0,1,
152,0,0,19,0,
153,0,19,19,1,
154,19,19,2,1,
155,19,2,0,1,
156,2,0,1,1,
157,0,1,8,0,
158,1,8,9,1,
159,8,9,3,0,
160,9,3,0,1,
161,3,0,19,0,
162,0,19,6,1,
163,19,6,0,0,
164,6,0,12,0,
165,0,12,6,0,
166,12,6,0,0,
167,6,0,19,0,
168,0,19,15,0,
169,19,15,6,0,
170,15,6,16,1,
171,6,16,19,0,
172,16,19,5,0,
173,19,5,0,1,
174,5,0,14,0,
175,0,14,15,-1,
176,14,15,2,0,
177,15,2,0,1,
178,2,0,19,0,
179,0,19,6,0,
180,19,6,0,0,
181,6,0,19,1,
182,0,19,18,0,
183,19,18,2,0,
184,18,2,9,0,
185,2,9,11,0,
186,9,11,4,1,
187,11,4,16,-1,
188,4,16,19,0,
189,16,19,5,0,
190,19,5,0,0,
191,5,0,9,-1,
192,0,9,10,0,
193,9,10,3,-1,
194,10,3,8,0,
195,3,8,12,0,
196,8,12,5,0,
197,12,5,0,1,
198,5,0,19,1,
199,0,19,19,1,
200,19,19,0,1,
201,19,0,0,0,
202,0,0,2,1,
203,0,2,0,1,
204,2,0,0,1,
205,0,0,2,1,
206,0,2,0,1,
207,2,0,0,1,
208,0,0,2,1,
209,0,2,2,0,
210,2,2,8,0,
211,2,8,2,1,
212,8,2,0,1,
213,2,0,0,1,
214,0,0,2,1,
215,0,2,0,0,
216,2,0,0,1,
217,0,0,2,0,
218,0,2,0,0,
219,2,0,8,0,
220,0,8,1,0,
221,8,1,0,1,
222,1,0,1,1,
223,0,1,3,0,
224,1,3,18,1,
225,3,18,5,-1,
226,18,5,0,0,
227,5,0,0,1,
228,0,0,2,0,
229,0,2,13,1,
230,2,13,4,-1,
231,13,4,0,0,
232,4,0,0,1,
233,0,0,2,1,
234,0,2,0,1,
235,2,0,0,1,
236,0,0,6,0,
237,0,6,2,1,
238,6,2,0,1,
239,2,0,0,0,
240,0,0,2,0,
241,0,2,0,1,
242,2,0,13,0,
243,0,13,4,1,
244,13,4,0,0,
245,4,0,0,1,
246,0,0,7,1,
247,0,7,5,1,
248,7,5,0,1,
249,5,0,0,1,
250,0,0,2,1,
251,0,2,0,1,
252,2,0,0,0,
253,0,0,2,1,
254,0,2,0,0,
255,2,0,0,1,
256,0,0,2,0,
257,0,2,0,0,
258,2,0,0,1,
259,0,0,2,0,
260,0,2,0,0,
261,2,0,0,1,
262,0,0,2,1,
263,0,2,0,1,
264,2,0,1,0,
265,0,1,18,1,
266,1,18,6,1,
267,18,6,0,1,
268,6,0,0,1,
269,0,0,12,1,
270,0,12,4,1,
271,12,4,0,1,
272,4,0,16,0,
273,0,16,8,1,
274,16,8,0,1,
275,8,0,0,1,
276,0,0,2,0,
277,0,2,0,0,
278,2,0,0,1,
279,0,0,2,1,
280,0,2,5,1,
281,2,5,1,0,
282,5,1,0,1,
283,1,0,1,0,
284,0,1,3,1,
285,1,3,1,0,
286,3,1,0,1,
287,1,0,1,1,
288,0,1,3,0,
289,1,3,1,1,
290,3,1,0,1,
291,1,0,1,0,
292,0,1,10,1,
293,1,10,3,1,
294,10,3,16,1,
295,3,16,4,1,
296,16,4,0,1,
297,4,0,0,1,
298,0,0,2,0,
299,0,2,0,1,
300,2,0,0,1,
301,0,0,18,0,
302,0,18,6,1,
303,18,6,0,0,
304,6,0,0,1,
305,0,0,0,1,
306,0,0,17,1,
307,0,17,6,0,
308,17,6,0,1,
309,6,0,0,1,
310,0,0,0,1,
311,0,0,0,1,
312,0,0,0,1,
313,0,0,0,1,
314,0,0,0,1,
315,0,0,0,1,
316,0,0,15,0,
317,0,15,5,1,
318,15,5,2,0,
319,5,2,6,1,
320,2,6,1,0,
321,6,1,0,0,
322,1,0,0,1,
323,0,0,0,1,
324,0,0,0,1,
325,0,0,0,1,
326,0,0,0,1,
327,0,0,0,1,
328,0,0,18,0,
329,0,18,10,1,
330,18,10,0,0,
331,10,0,0,1,
332,0,0,0,1,
333,0,0,0,1,
334,0,0,0,1,
335,0,0,15,1,
336,0,15,5,0,
337,15,5,0,0,
338,5,0,1,0,
339,0,1,0,1,
340,1,0,0,1,
341,0,0,0,1,
342,0,0,0,1,
343,0,0,0,1,
344,0,0,0,1,
345,0,0,19,1,
346,0,19,7,1,
347,19,7,0,1,
348,7,0,0,1,
349,0,0,0,1,
350,0,0,0,1,
351,0,0,0,1,
352,0,0,0,1,
353,0,0,0,1,
354,0,0,12,0,
355,0,12,4,-1,
356,12,4,5,1,
357,4,5,0,1,
358,5,0,0,1,
359,0,0,0,1,
360,0,0,0,1,
361,0,0,0,1,
362,0,0,12,0,
363,0,12,4,1,
364,12,4,0,0,
365,4,0,0,1,
366,0,0,2,0,
367,0,2,0,1,
368,2,0,0,0,
369,0,0,0,1,
370,0,0,0,1,
371,0,0,0,1,
372,0,0,11,1,
373,0,11,4,1,
374,11,4,0,0,
375,4,0,14,0,
376,0,14,18,1,
377,14,18,1,0,
378,18,1,0,0,
379,1,0,0,1,
380,0,0,0,1,
381,0,0,0,1,
382,0,0,0,1,
383,0,0,8,0,
384,0,8,3,0,
385,8,3,0,0,
386,3,0,0,1,
387,0,0,0,1,
388,0,0,0,1,
389,0,0,0,1,
390,0,0,0,1,
391,0,0,0,1,
392,0,0,0,1,
393,0,0,0,-1,
394,0,0,0,1,
395,0,0,0,0,
396,0,0,0,0,
397,0,0,14,1,
398,0,14,5,1,
399,14,5,0,1,
400,5,0,0,1,
401,0,0,0,1,
402,0,0,4,0,
403,0,4,9,0,
404,4,9,0,1,
405,9,0,0,1,
406,0,0,0,1,
407,0,0,0,1,
408,0,0,0,1,
409,0,0,0,1,
410,0,0,0,1,
411,0,0,0,1,
412,0,0,0,0,
413,0,0,0,-1,
414,0,0,7,1,
415,0,7,0,0,
416,7,0,0,1,
417,0,0,0,0,
418,0,0,0,1,
419,0,0,0,1,
420,0,0,0,1,
421,0,0,9,0,
422,0,9,0,1,
423,9,0,2,1,
424,0,2,0,0,
425,2,0,19,0,
426,0,19,0,1,
427,19,0,0,1,
428,0,0,0,1,
429,0,0,0,1,
430,0,0,0,1,
431,0,0,0,1,
432,0,0,0,1,
433,0,0,0,1,
434,0,0,0,-1,
435,0,0,0,-1,
436,0,0,0,0,
437,0,0,16,0,
438,0,16,0,1,
439,16,0,6,0,
440,0,6,0,-1,
441,6,0,0,1,
442,0,0,0,1,
443,0,0,0,1,
444,0,0,0,1,
445,0,0,0,1,
446,0,0,0,1,
447,0,0,15,1,
448,0,15,0,1,
449,15,0,0,1,
450,0,0,0,1,
451,0,0,0,1,
452,0,0,0,1,
453,0,0,0,1,
454,0,0,0,1,
455,0,0,0,1,
456,0,0,0,1,
457,0,0,0,0,
458,0,0,0,1,
459,0,0,0,-1,
460,0,0,0,0,
461,0,0,6,0,
462,0,6,0,1,
463,6,0,18,0,
464,0,18,0,0,
465,18,0,0,1,
466,0,0,0,1,
467,0,0,0,1,
468,0,0,0,1,
469,0,0,0,1,
470,0,0,0,1,
471,0,0,0,1,
472,0,0,0,0,
473,0,0,0,1,
474,0,0,0,-1,
475,0,0,0,0,
476,0,0,0,0,
477,0,0,0,0,
478,0,0,0,-1,
479,0,0,0,1,
480,0,0,0,-1,
481,0,0,0,0,
482,0,0,0,-1,
483,0,0,0,0,
484,0,0,0,-1,
485,0,0,0,-1,
486,0,0,0,0,
487,0,0,0,-1,
488,0,0,0,0,
489,0,0,18,0,
490,0,18,0,0,
491,18,0,0,1,
492,0,0,0,0,
493,0,0,0,1,
494,0,0,0,1,
495,0,0,0,1,
496,0,0,0,1,
497,0,0,0,1,
498,0,0,0,1,
499,0,0,0,-1,
500,0,0,2,1,
501,0,2,0,0,
502,2,0,0,1,
503,0,0,2,1,
504,0,2,0,0,
505,2,0,0,1,
506,0,0,9,0,
507,0,9,0,1,
508,9,0,0,1,
509,0,0,2,1,
510,0,2,0,1,
511,2,0,0,1,
512,0,0,2,0,
513,0,2,0,0,
514,2,0,0,1,
515,0,0,2,1,
516,0,2,0,1,
517,2,0,0,1,
518,0,0,2,1,
519,0,2,0,1,
520,2,0,17,1,
521,0,17,0,1,
522,17,0,0,1,
523,0,0,2,0,
524,0,2,0,1,
525,2,0,0,1,
526,0,0,2,0,
527,0,2,0,1,
528,2,0,0,0,
529,0,0,2,0,
530,0,2,0,1,
531,2,0,0,0,
532,0,0,2,0,
533,0,2,17,1,
534,2,17,0,0,
535,17,0,6,1,
536,0,6,0,0,
537,6,0,0,0,
538,0,0,2,0,
539,0,2,0,1,
540,2,0,8,1,
541,0,8,10,1,
542,8,10,0,1,
543,10,0,0,1,
544,0,0,2,1,
545,0,2,17,0,
546,2,17,0,1,
547,17,0,0,1,
548,0,0,2,0,
549,0,2,0,1,
550,2,0,0,1,
551,0,0,2,0,
552,0,2,0,1,
553,2,0,0,1,
554,0,0,2,0,
555,0,2,0,1,
556,2,0,0,1,
557,0,0,14,1,
558,0,14,14,0,
559,14,14,12,0,
560,14,12,0,1,
561,12,0,0,1,
562,0,0,2,0,
563,0,2,13,0,
564,2,13,0,1,
565,13,0,0,0,
566,0,0,2,0,
567,0,2,0,1,
568,2,0,0,1,
569,0,0,2,0,
570,0,2,0,1,
571,2,0,0,1,
572,0,0,3,0,
573,0,3,0,1,
574,3,0,0,1,
575,0,0,2,0,
576,0,2,17,-1,
577,2,17,0,1,
578,17,0,0,1,
579,0,0,2,0,
580,0,2,7,1,
581,2,7,0,0,
582,7,0,0,0,
583,0,0,2,0,
584,0,2,0,1,
585,2,0,0,1,
586,0,0,9,0,
587,0,9,0,0,
588,9,0,0,1,
589,0,0,2,1,
590,0,2,9,1,
591,2,9,0,1,
592,9,0,0,1,
593,0,0,2,1,
594,0,2,0,0,
595,2,0,0,1,
596,0,0,13,1,
597,0,13,0,1,
598,13,0,0,1,
599,0,0,2,0,
600,0,2,0,1,
601,2,0,0,0,
602,0,0,19,0,
603,0,19,0,1,
604,19,0,0,1,
605,0,0,18,0,
606,0,18,0,1,
607,18,0,0,1,
608,0,0,4,1,
609,0,4,17,0,
610,4,17,0,0,
611,17,0,0,1,
612,0,0,2,1,
613,0,2,0,1,
614,2,0,0,1,
615,0,0,2,0,
616,0,2,0,1,
617,2,0,0,1,
618,0,0,2,1,
619,0,2,0,1,
620,2,0,0,1,
621,0,0,2,0,
622,0,2,0,1,
623,2,0,0,1,
624,0,0,2,1,
625,0,2,0,0,
626,2,0,0,1,
627,0,0,2,0,
628,0,2,0,0,
629,2,0,0,1,
630,0,0,2,0,
631,0,2,0,1,
632,2,0,13,1,
633,0,13,0,0,
634,13,0,0,1,
635,0,0,11,1,
636,0,11,0,1,
637,11,0,0,1,
638,0,0,2,1,
639,0,2,0,1,
640,2,0,9,0,
641,0,9,0,1,
642,9,0,0,1,
643,0,0,2,1,
644,0,2,0,0,
645,2,0,0,1,
646,0,0,2,1,
647,0,2,3,-1,
648,2,3,5,1,
649,3,5,0,1,
650,5,0,11,0,
651,0,11,19,1,
652,11,19,0,0,
653,19,0,0,1,
654,0,0,2,0,
655,0,2,18,1,
656,2,18,7,0,
657,18,7,0,1,
658,7,0,0,0,
659,0,0,2,0,
660,0,2,0,1,
661,2,0,0,1,
662,0,0,2,1,
663,0,2,0,1,
664,2,0,14,1,
665,0,14,0,0,
666,14,0,0,1,
667,0,0,2,0,
668,0,2,0,0,
669,2,0,0,1,
670,0,0,19,1,
671,0,19,0,1,
672,19,0,0,1,
673,0,0,2,1,
674,0,2,2,0,
675,2,2,0,0,
676,2,0,0,1,
677,0,0,2,0,
678,0,2,0,1,
679,2,0,0,1,
680,0,0,2,1,
681,0,2,0,0,
682,2,0,18,1,
683,0,18,0,1,
684,18,0,0,1,
685,0,0,14,1,
686,0,14,0,0,
687,14,0,0,0,
688,0,0,2,1,
689,0,2,0,0,
690,2,0,0,1,
691,0,0,2,0,
692,0,2,9,0,
693,2,9,0,1,
694,9,0,0,1,
695,0,0,2,1,
696,0,2,19,1,
697,2,19,0,0,
698,19,0,0,1,
699,0,0,2,1,
700,0,2,18,0,
701,2,18,0,0,
702,18,0,7,0,
703,0,7,0,0,
704,7,0,10,0,
705,0,10,0,0,
706,10,0,0,1,
707,0,0,2,0,
708,0,2,0,1,
709,2,0,0,1,
710,0,0,2,1,
711,0,2,11,1,
712,2,11,0,0,
713,11,0,0,1,
714,0,0,2,1,
715,0,2,0,0,
716,2,0,0,1,
717,0,0,2,0,
718,0,2,0,1,
719,2,0,0,1,
