,s-2,s-1,a,r,none
0,0,5,5,0,
1,5,5,5,0,
2,5,5,5,0,
3,5,5,2,0,
4,5,2,0,0,
5,2,0,0,1,
6,0,0,2,0,
7,0,2,1,1,
8,2,1,1,1,
9,1,1,2,1,
10,1,2,5,0,
11,2,5,2,0,
12,5,2,1,0,
13,2,1,5,1,
14,1,5,2,1,
15,5,2,2,1,
16,2,2,1,1,
17,2,1,1,1,
18,1,1,5,0,
19,1,5,2,0,
20,5,2,0,1,
21,2,0,5,0,
22,0,5,1,0,
23,5,1,5,0,
24,1,5,0,0,
25,5,0,0,1,
26,0,0,3,-1,
27,0,3,5,-1,
28,3,5,3,1,
29,5,3,4,1,
30,3,4,1,0,
31,4,1,2,0,
32,1,2,5,0,
33,2,5,5,0,
34,5,5,3,1,
35,5,3,4,1,
36,3,4,0,0,
37,4,0,4,1,
38,0,4,3,0,
39,4,3,5,0,
40,3,5,1,1,
41,5,1,5,0,
42,1,5,5,0,
43,5,5,4,-1,
44,5,4,5,0,
45,4,5,5,0,
46,5,5,1,0,
47,5,1,2,1,
48,1,2,1,1,
49,2,1,0,0,
50,1,0,3,0,
51,0,3,2,0,
52,3,2,3,1,
53,2,3,3,0,
54,3,3,2,1,
55,3,2,4,1,
56,2,4,5,0,
57,4,5,0,1,
58,5,0,5,1,
59,0,5,5,0,
60,5,5,0,0,
61,5,0,2,0,
62,0,2,0,1,
63,2,0,5,0,
64,0,5,1,0,
65,5,1,3,0,
66,1,3,2,0,
67,3,2,3,0,
68,2,3,4,1,
69,3,4,2,0,
70,4,2,4,1,
71,2,4,5,1,
72,4,5,2,1,
73,5,2,0,1,
74,2,0,0,1,
75,0,0,1,0,
76,0,1,0,0,
77,1,0,1,1,
78,0,1,1,1,
79,1,1,5,1,
80,1,5,0,1,
81,5,0,5,1,
82,0,5,0,1,
83,5,0,1,0,
84,0,1,3,-1,
85,1,3,5,0,
86,3,5,1,1,
87,5,1,4,0,
88,1,4,2,0,
89,4,2,2,0,
90,2,2,1,1,
91,2,1,1,1,
92,1,1,5,0,
93,1,5,0,0,
94,5,0,0,1,
95,0,0,3,0,
96,0,3,1,0,
97,3,1,4,1,
98,1,4,4,0,
99,4,4,0,0,
100,4,0,4,0,
101,0,4,2,1,
102,4,2,3,0,
103,2,3,5,0,
104,3,5,1,0,
105,5,1,4,1,
106,1,4,3,1,
107,4,3,2,0,
108,3,2,5,0,
109,2,5,3,1,
110,5,3,4,0,
111,3,4,4,0,
112,4,4,0,0,
113,4,0,4,1,
114,0,4,5,0,
115,4,5,0,0,
116,5,0,0,1,
117,0,0,1,0,
118,0,1,1,0,
119,1,1,4,1,
120,1,4,0,1,
121,4,0,4,0,
122,0,4,1,0,
123,4,1,2,0,
124,1,2,1,0,
125,2,1,2,0,
126,1,2,3,0,
127,2,3,2,1,
128,3,2,3,0,
129,2,3,4,-1,
130,3,4,3,1,
131,4,3,2,-1,
132,3,2,0,0,
133,2,0,0,1,
134,0,0,5,0,
135,0,5,2,1,
136,5,2,4,0,
137,2,4,0,0,
138,4,0,4,0,
139,0,4,2,1,
140,4,2,4,1,
141,2,4,5,0,
142,4,5,1,0,
143,5,1,3,1,
144,1,3,0,1,
145,3,0,1,1,
146,0,1,2,1,
147,1,2,1,0,
148,2,1,1,1,
149,1,1,2,1,
150,1,2,1,-1,
151,2,1,1,1,
152,1,1,1,-1,
153,1,1,5,0,
154,1,5,2,1,
155,5,2,0,0,
156,2,0,0,1,
157,0,0,2,0,
158,0,2,1,0,
159,2,1,2,0,
160,1,2,3,0,
161,2,3,4,-1,
162,3,4,0,0,
163,4,0,1,0,
164,0,1,2,1,
165,1,2,5,1,
166,2,5,2,1,
167,5,2,3,0,
168,2,3,0,0,
169,3,0,4,0,
170,0,4,2,0,
171,4,2,5,0,
172,2,5,2,1,
173,5,2,2,0,
174,2,2,1,0,
175,2,1,1,0,
176,1,1,3,0,
177,1,3,2,1,
178,3,2,5,0,
179,2,5,3,1,
180,5,3,4,1,
181,3,4,2,0,
182,4,2,3,0,
183,2,3,5,0,
184,3,5,1,0,
185,5,1,2,1,
186,1,2,3,0,
187,2,3,2,1,
188,3,2,1,0,
189,2,1,5,1,
190,1,5,2,0,
191,5,2,3,0,
192,2,3,2,1,
193,3,2,2,0,
194,2,2,3,0,
195,2,3,2,1,
196,3,2,3,-1,
197,2,3,2,1,
198,3,2,4,0,
199,2,4,0,1,
200,4,0,5,1,
201,0,5,2,0,
202,5,2,4,0,
203,2,4,5,0,
204,4,5,3,0,
205,5,3,5,0,
206,3,5,5,0,
207,5,5,2,-1,
208,5,2,1,0,
209,2,1,1,1,
210,1,1,5,1,
211,1,5,0,0,
212,5,0,5,0,
213,0,5,2,0,
214,5,2,2,0,
215,2,2,4,1,
216,2,4,5,-1,
