,s-2,s-1,a,r,none
0,2,10,18,0,
1,10,18,0,0,
2,18,0,15,0,
3,0,15,19,1,
4,15,19,10,0,
5,19,10,0,1,
6,10,0,6,1,
7,0,6,7,0,
8,6,7,8,0,
9,7,8,19,0,
10,8,19,9,0,
11,19,9,15,0,
12,9,15,7,1,
13,15,7,17,0,
14,7,17,18,0,
15,17,18,15,0,
16,18,15,5,0,
17,15,5,2,0,
18,5,2,3,-1,
19,2,3,9,0,
20,3,9,12,0,
21,9,12,17,0,
22,12,17,8,0,
23,17,8,0,1,
24,8,0,2,1,
25,0,2,18,1,
26,2,18,9,1,
27,18,9,3,-1,
28,9,3,5,-1,
29,3,5,12,1,
30,5,12,11,1,
31,12,11,5,1,
32,11,5,11,1,
33,5,11,2,1,
34,11,2,15,0,
35,2,15,19,0,
36,15,19,2,1,
37,19,2,8,0,
38,2,8,2,1,
39,8,2,16,1,
40,2,16,0,1,
41,16,0,13,1,
42,0,13,11,1,
43,13,11,0,1,
44,11,0,8,0,
45,0,8,15,1,
46,8,15,16,1,
47,15,16,3,0,
48,16,3,2,0,
49,3,2,18,1,
50,2,18,15,0,
51,18,15,0,-1,
52,15,0,7,0,
53,0,7,1,-1,
54,7,1,7,-1,
55,1,7,17,0,
56,7,17,0,0,
57,17,0,0,0,
58,0,0,4,1,
59,0,4,19,-1,
60,4,19,7,0,
61,19,7,0,1,
62,7,0,1,1,
63,0,1,2,-1,
64,1,2,4,0,
65,2,4,19,1,
66,4,19,1,1,
67,19,1,0,1,
68,1,0,19,1,
69,0,19,7,-1,
70,19,7,0,1,
71,7,0,2,0,
72,0,2,19,1,
73,2,19,3,1,
74,19,3,1,0,
75,3,1,7,1,
76,1,7,6,1,
77,7,6,3,0,
78,6,3,1,1,
79,3,1,6,0,
80,1,6,4,1,
81,6,4,5,0,
82,4,5,12,1,
83,5,12,19,0,
84,12,19,0,0,
85,19,0,11,1,
86,0,11,16,1,
87,11,16,19,0,
88,16,19,19,1,
89,19,19,17,0,
90,19,17,3,1,
91,17,3,5,0,
92,3,5,19,1,
93,5,19,1,0,
94,19,1,5,0,
95,1,5,7,0,
96,5,7,2,1,
97,7,2,19,1,
98,2,19,17,-1,
99,19,17,9,1,
100,17,9,3,1,
101,9,3,0,1,
102,3,0,11,0,
103,0,11,0,1,
104,11,0,13,0,
105,0,13,0,1,
106,13,0,3,0,
107,0,3,2,0,
108,3,2,19,0,
109,2,19,18,0,
110,19,18,8,0,
111,18,8,12,0,
112,8,12,1,1,
113,12,1,7,1,
114,1,7,3,-1,
115,7,3,8,0,
116,3,8,1,0,
117,8,1,17,1,
118,1,17,0,0,
119,17,0,6,1,
120,0,6,19,1,
121,6,19,16,0,
122,19,16,13,1,
123,16,13,5,0,
124,13,5,8,0,
125,5,8,0,1,
126,8,0,6,0,
127,0,6,13,0,
128,6,13,2,0,
129,13,2,19,0,
130,2,19,13,0,
131,19,13,2,1,
132,13,2,19,0,
133,2,19,3,0,
134,19,3,14,0,
135,3,14,18,1,
136,14,18,18,1,
137,18,18,19,1,
138,18,19,19,0,
139,19,19,12,1,
140,19,12,19,1,
141,12,19,14,0,
142,19,14,13,0,
143,14,13,5,1,
144,13,5,19,1,
145,5,19,11,1,
146,19,11,19,1,
147,11,19,17,1,
148,19,17,6,0,
149,17,6,0,0,
150,6,0,2,1,
151,0,2,0,1,
152,2,0,19,0,
153,0,19,17,1,
154,19,17,19,0,
155,17,19,6,1,
156,19,6,19,0,
157,6,19,19,-1,
158,19,19,2,1,
159,19,2,19,0,
160,2,19,19,1,
161,19,19,19,1,
162,19,19,0,1,
163,19,0,4,0,
164,0,4,8,1,
165,4,8,17,0,
166,8,17,13,1,
167,17,13,4,0,
168,13,4,6,0,
169,4,6,13,1,
170,6,13,10,0,
171,13,10,19,1,
172,10,19,19,1,
173,19,19,0,1,
174,19,0,13,0,
175,0,13,16,1,
176,13,16,19,1,
177,16,19,3,1,
178,19,3,0,1,
179,3,0,4,0,
180,0,4,2,1,
181,4,2,0,1,
182,2,0,19,0,
183,0,19,19,-1,
184,19,19,19,1,
185,19,19,11,-1,
186,19,11,0,1,
187,11,0,16,0,
188,0,16,5,0,
189,16,5,19,1,
190,5,19,13,1,
191,19,13,0,0,
192,13,0,19,1,
193,0,19,12,0,
194,19,12,2,0,
195,12,2,3,0,
196,2,3,19,0,
197,3,19,17,-1,
198,19,17,11,0,
199,17,11,19,0,
200,11,19,2,0,
201,19,2,0,1,
202,2,0,0,0,
203,0,0,1,0,
204,0,1,12,1,
205,1,12,15,0,
206,12,15,9,1,
207,15,9,18,1,
208,9,18,0,1,
209,18,0,0,1,
210,0,0,1,1,
211,0,1,8,0,
212,1,8,17,-1,
213,8,17,3,0,
214,17,3,13,0,
215,3,13,4,-1,
216,13,4,1,0,
217,4,1,2,0,
218,1,2,5,1,
219,2,5,12,1,
220,5,12,19,0,
221,12,19,2,1,
222,19,2,8,1,
223,2,8,5,1,
224,8,5,19,0,
225,5,19,19,1,
226,19,19,19,1,
227,19,19,19,0,
228,19,19,4,0,
229,19,4,2,0,
230,4,2,3,0,
231,2,3,16,1,
232,3,16,17,0,
233,16,17,19,1,
234,17,19,1,1,
235,19,1,0,1,
236,1,0,19,1,
237,0,19,19,0,
238,19,19,9,0,
239,19,9,6,1,
240,9,6,11,0,
241,6,11,7,-1,
242,11,7,7,-1,
243,7,7,19,0,
244,7,19,5,0,
245,19,5,8,1,
246,5,8,15,0,
247,8,15,3,0,
