,s-2,s-1,a,r,none
0,19,17,18,1,
1,17,18,16,0,
2,18,16,15,0,
3,16,15,7,1,
4,15,7,14,1,
5,7,14,5,1,
6,14,5,1,1,
7,5,1,9,0,
8,1,9,11,0,
9,9,11,0,1,
10,11,0,16,0,
11,0,16,9,0,
12,16,9,4,1,
13,9,4,6,1,
14,4,6,17,1,
15,6,17,1,1,
16,17,1,19,1,
17,1,19,6,0,
18,19,6,9,0,
19,6,9,19,1,
20,9,19,13,0,
21,19,13,15,0,
22,13,15,9,0,
23,15,9,0,0,
24,9,0,13,0,
25,0,13,2,0,
26,13,2,3,-1,
27,2,3,15,-1,
28,3,15,16,0,
29,15,16,14,0,
30,16,14,9,-1,
31,14,9,13,0,
32,9,13,5,1,
33,13,5,7,0,
34,5,7,1,0,
35,7,1,9,0,
36,1,9,0,1,
37,9,0,9,1,
38,0,9,15,0,
39,9,15,1,1,
40,15,1,15,0,
41,1,15,2,1,
42,15,2,1,0,
43,2,1,16,1,
44,1,16,16,0,
45,16,16,8,1,
46,16,8,16,0,
47,8,16,5,1,
48,16,5,19,1,
49,5,19,14,0,
50,19,14,19,1,
51,14,19,12,0,
52,19,12,6,1,
53,12,6,5,1,
54,6,5,12,0,
55,5,12,3,0,
56,12,3,12,1,
57,3,12,18,0,
58,12,18,2,1,
59,18,2,11,1,
60,2,11,14,0,
61,11,14,0,0,
62,14,0,11,0,
63,0,11,6,1,
64,11,6,12,0,
65,6,12,4,1,
66,12,4,10,0,
67,4,10,0,1,
68,10,0,17,0,
69,0,17,15,0,
70,17,15,14,1,
71,15,14,6,0,
72,14,6,5,-1,
73,6,5,18,1,
74,5,18,19,0,
75,18,19,14,1,
76,19,14,11,1,
77,14,11,13,0,
78,11,13,17,1,
79,13,17,11,1,
80,17,11,17,0,
81,11,17,18,1,
82,17,18,12,1,
83,18,12,0,0,
84,12,0,0,1,
85,0,0,11,1,
86,0,11,2,1,
87,11,2,7,0,
88,2,7,6,0,
89,7,6,7,0,
90,6,7,6,1,
91,7,6,5,-1,
92,6,5,19,0,
93,5,19,5,0,
94,19,5,4,1,
95,5,4,10,1,
96,4,10,11,0,
97,10,11,7,1,
98,11,7,6,0,
99,7,6,10,1,
100,6,10,5,0,
101,10,5,17,1,
102,5,17,8,0,
103,17,8,13,-1,
104,8,13,7,0,
105,13,7,6,0,
106,7,6,12,1,
107,6,12,16,1,
108,12,16,19,0,
109,16,19,3,0,
110,19,3,19,0,
111,3,19,6,0,
112,19,6,4,0,
113,6,4,13,-1,
114,4,13,15,0,
115,13,15,10,0,
116,15,10,19,0,
117,10,19,15,-1,
118,19,15,19,-1,
119,15,19,13,1,
120,19,13,0,0,
121,13,0,5,-1,
122,0,5,11,0,
123,5,11,17,0,
124,11,17,18,0,
125,17,18,16,0,
126,18,16,13,0,
127,16,13,0,0,
128,13,0,15,0,
129,0,15,4,1,
130,15,4,1,1,
131,4,1,3,0,
132,1,3,9,0,
133,3,9,19,0,
134,9,19,7,0,
135,19,7,8,0,
136,7,8,12,1,
137,8,12,0,0,
138,12,0,4,0,
139,0,4,0,0,
140,4,0,2,0,
141,0,2,15,0,
142,2,15,12,0,
143,15,12,15,0,
144,12,15,11,-1,
145,15,11,16,0,
146,11,16,19,0,
147,16,19,15,0,
148,19,15,0,1,
149,15,0,0,1,
150,0,0,13,1,
151,0,13,18,0,
152,13,18,12,1,
153,18,12,4,0,
154,12,4,2,1,
155,4,2,12,1,
156,2,12,19,1,
157,12,19,3,0,
158,19,3,12,0,
159,3,12,7,1,
160,12,7,10,1,
161,7,10,17,0,
162,10,17,16,1,
163,17,16,8,0,
164,16,8,9,0,
165,8,9,16,1,
166,9,16,13,1,
167,16,13,18,1,
168,13,18,9,1,
169,18,9,12,0,
170,9,12,6,0,
171,12,6,6,1,
172,6,6,2,0,
173,6,2,1,1,
174,2,1,14,1,
175,1,14,13,1,
176,14,13,5,1,
177,13,5,12,0,
178,5,12,8,1,
