,s-2,s-1,a,r,none
0,4,0,5,0,
1,0,5,3,1,
2,5,3,4,-1,
3,3,4,1,0,
4,4,1,4,0,
5,1,4,2,1,
6,4,2,3,1,
7,2,3,5,1,
8,3,5,5,0,
9,5,5,3,0,
10,5,3,1,0,
11,3,1,5,1,
12,1,5,1,1,
13,5,1,4,1,
14,1,4,0,1,
15,4,0,2,1,
16,0,2,5,0,
17,2,5,0,1,
18,5,0,5,-1,
19,0,5,1,1,
20,5,1,4,-1,
21,1,4,3,0,
22,4,3,0,0,
23,3,0,2,0,
24,0,2,3,-1,
25,2,3,4,0,
26,3,4,5,0,
27,4,5,4,0,
28,5,4,0,0,
29,4,0,0,1,
30,0,0,3,0,
31,0,3,2,0,
32,3,2,5,1,
33,2,5,2,0,
34,5,2,1,0,
35,2,1,5,1,
36,1,5,2,0,
37,5,2,2,0,
38,2,2,5,0,
39,2,5,2,1,
40,5,2,3,0,
41,2,3,2,0,
42,3,2,1,1,
43,2,1,4,0,
44,1,4,2,1,
45,4,2,3,0,
46,2,3,0,0,
47,3,0,5,0,
48,0,5,3,0,
49,5,3,4,0,
50,3,4,3,1,
51,4,3,0,1,
52,3,0,0,1,
53,0,0,2,0,
54,0,2,2,0,
55,2,2,3,0,
56,2,3,3,1,
57,3,3,4,1,
58,3,4,2,0,
59,4,2,3,0,
60,2,3,5,-1,
61,3,5,0,0,
62,5,0,2,0,
63,0,2,0,1,
64,2,0,2,0,
65,0,2,0,1,
66,2,0,2,1,
67,0,2,5,0,
68,2,5,4,0,
69,5,4,3,0,
70,4,3,3,0,
71,3,3,0,1,
72,3,0,5,0,
73,0,5,1,0,
74,5,1,4,1,
75,1,4,1,1,
76,4,1,5,1,
77,1,5,3,0,
78,5,3,5,1,
79,3,5,3,1,
80,5,3,2,1,
81,3,2,5,1,
82,2,5,4,-1,
83,5,4,5,-1,
84,4,5,4,0,
85,5,4,3,1,
86,4,3,0,0,
87,3,0,1,0,
88,0,1,4,1,
89,1,4,2,0,
90,4,2,1,0,
91,2,1,2,0,
92,1,2,0,0,
93,2,0,5,-1,
94,0,5,5,0,
95,5,5,0,1,
96,5,0,1,0,
97,0,1,3,1,
98,1,3,0,0,
99,3,0,4,1,
100,0,4,5,-1,
101,4,5,4,0,
102,5,4,0,1,
103,4,0,3,-1,
104,0,3,0,1,
105,3,0,4,0,
106,0,4,0,1,
107,4,0,1,0,
108,0,1,1,1,
109,1,1,3,0,
110,1,3,0,0,
111,3,0,2,0,
112,0,2,1,0,
113,2,1,1,0,
114,1,1,3,1,
115,1,3,4,0,
116,3,4,1,0,
117,4,1,5,-1,
118,1,5,1,1,
119,5,1,3,0,
120,1,3,0,1,
121,3,0,4,1,
122,0,4,3,-1,
123,4,3,5,0,
124,3,5,4,0,
125,5,4,1,0,
126,4,1,4,-1,
127,1,4,4,0,
128,4,4,1,0,
129,4,1,2,1,
130,1,2,4,1,
131,2,4,0,0,
132,4,0,0,1,
133,0,0,1,0,
134,0,1,2,1,
135,1,2,4,0,
136,2,4,0,1,
137,4,0,3,0,
138,0,3,1,1,
139,3,1,5,0,
140,1,5,1,-1,
141,5,1,0,1,
142,1,0,0,1,
143,0,0,2,0,
144,0,2,5,0,
145,2,5,2,1,
146,5,2,1,1,
147,2,1,2,1,
148,1,2,4,1,
149,2,4,3,0,
150,4,3,0,0,
151,3,0,4,1,
152,0,4,2,0,
153,4,2,3,0,
154,2,3,2,0,
155,3,2,0,-1,
156,2,0,2,0,
157,0,2,1,1,
158,2,1,3,-1,
159,1,3,0,1,
160,3,0,4,-1,
161,0,4,0,1,
162,4,0,2,0,
163,0,2,1,1,
164,2,1,5,1,
