,s-2,s-1,a,r,none
0,7,6,18,0,
1,6,18,1,1,
2,18,1,6,0,
3,1,6,0,1,
4,6,0,12,0,
5,0,12,10,0,
6,12,10,2,1,
7,10,2,7,1,
8,2,7,0,0,
9,7,0,0,1,
10,0,0,13,1,
11,0,13,14,1,
12,13,14,5,0,
13,14,5,16,0,
14,5,16,16,0,
15,16,16,0,0,
16,16,0,2,1,
17,0,2,13,0,
18,2,13,9,0,
19,13,9,1,0,
20,9,1,19,1,
21,1,19,0,1,
22,19,0,0,0,
23,0,0,0,0,
24,0,0,0,1,
25,0,0,11,0,
26,0,11,4,1,
27,11,4,4,0,
28,4,4,18,0,
29,4,18,17,1,
30,18,17,19,-1,
31,17,19,14,1,
32,19,14,19,0,
33,14,19,1,0,
34,19,1,19,0,
35,1,19,8,0,
36,19,8,7,0,
37,8,7,8,0,
38,7,8,12,1,
39,8,12,13,0,
40,12,13,4,1,
41,13,4,13,1,
42,4,13,8,1,
43,13,8,8,0,
44,8,8,8,0,
45,8,8,9,1,
46,8,9,5,1,
47,9,5,1,1,
48,5,1,11,-1,
49,1,11,12,1,
50,11,12,19,0,
51,12,19,0,1,
52,19,0,19,0,
53,0,19,14,0,
54,19,14,19,-1,
55,14,19,18,1,
56,19,18,9,0,
57,18,9,7,1,
58,9,7,19,0,
59,7,19,9,0,
60,19,9,18,0,
61,9,18,17,0,
62,18,17,0,1,
63,17,0,17,0,
64,0,17,3,0,
65,17,3,8,0,
66,3,8,0,1,
67,8,0,0,1,
68,0,0,3,-1,
69,0,3,4,1,
70,3,4,17,0,
71,4,17,0,1,
72,17,0,18,1,
73,0,18,10,1,
74,18,10,6,0,
75,10,6,9,-1,
76,6,9,4,1,
77,9,4,10,-1,
78,4,10,7,0,
79,10,7,1,0,
80,7,1,8,1,
81,1,8,15,0,
82,8,15,0,0,
83,15,0,2,0,
84,0,2,0,1,
85,2,0,7,0,
86,0,7,18,0,
87,7,18,0,1,
88,18,0,16,1,
89,0,16,12,1,
90,16,12,12,1,
91,12,12,1,1,
92,12,1,6,1,
93,1,6,15,1,
94,6,15,11,1,
95,15,11,11,0,
96,11,11,0,0,
97,11,0,19,0,
98,0,19,5,0,
99,19,5,18,1,
100,5,18,16,1,
101,18,16,0,0,
102,16,0,9,1,
103,0,9,0,1,
