,s-2,s-1,a,r,none
0,15,2,3,1,
1,2,3,15,1,
2,3,15,18,0,
3,15,18,14,1,
4,18,14,10,-1,
5,14,10,12,1,
6,10,12,15,1,
7,12,15,8,0,
8,15,8,4,1,
9,8,4,2,0,
10,4,2,1,0,
11,2,1,9,0,
12,1,9,11,0,
13,9,11,6,1,
14,11,6,14,1,
15,6,14,4,1,
16,14,4,17,0,
17,4,17,4,0,
18,17,4,12,1,
19,4,12,3,1,
20,12,3,2,1,
21,3,2,0,0,
22,2,0,1,0,
23,0,1,11,0,
24,1,11,4,1,
25,11,4,3,1,
26,4,3,0,1,
27,3,0,15,1,
28,0,15,1,1,
29,15,1,12,1,
30,1,12,13,1,
31,12,13,7,0,
32,13,7,8,0,
33,7,8,0,0,
34,8,0,14,1,
35,0,14,8,1,
36,14,8,0,1,
37,8,0,19,1,
38,0,19,0,1,
39,19,0,3,1,
40,0,3,19,0,
41,3,19,12,1,
42,19,12,5,0,
43,12,5,0,0,
44,5,0,13,0,
45,0,13,0,0,
46,13,0,8,0,
47,0,8,0,0,
48,8,0,15,0,
49,0,15,0,0,
50,15,0,0,1,
51,0,0,19,0,
52,0,19,0,0,
53,19,0,15,1,
54,0,15,0,0,
55,15,0,0,1,
56,0,0,19,1,
57,0,19,0,1,
58,19,0,0,1,
59,0,0,10,0,
60,0,10,0,0,
61,10,0,0,1,
62,0,0,8,0,
63,0,8,19,0,
64,8,19,2,0,
65,19,2,0,0,
66,2,0,8,0,
67,0,8,19,-1,
68,8,19,19,0,
69,19,19,19,-1,
70,19,19,19,-1,
71,19,19,19,1,
72,19,19,15,0,
73,19,15,0,1,
74,15,0,11,1,
75,0,11,12,1,
76,11,12,16,0,
77,12,16,19,-1,
78,16,19,19,0,
79,19,19,10,0,
80,19,10,0,1,
81,10,0,13,1,
82,0,13,12,1,
83,13,12,19,1,
84,12,19,19,-1,
85,19,19,19,0,
86,19,19,7,0,
87,19,7,0,0,
88,7,0,19,1,
89,0,19,15,-1,
90,19,15,0,1,
91,15,0,14,1,
92,0,14,13,0,
93,14,13,4,0,
94,13,4,19,0,
95,4,19,5,1,
96,19,5,19,1,
97,5,19,5,0,
98,19,5,19,1,
99,5,19,9,0,
100,19,9,17,-1,
101,9,17,0,-1,
102,17,0,0,1,
103,0,0,13,0,
104,0,13,11,0,
105,13,11,9,0,
106,11,9,19,1,
107,9,19,0,0,
108,19,0,0,1,
109,0,0,19,1,
110,0,19,17,0,
111,19,17,11,0,
112,17,11,0,1,
113,11,0,2,1,
114,0,2,19,-1,
115,2,19,12,0,
116,19,12,0,0,
117,12,0,19,0,
118,0,19,4,0,
119,19,4,0,1,
120,4,0,0,1,
121,0,0,1,1,
122,0,1,0,1,
123,1,0,0,1,
124,0,0,0,0,
125,0,0,0,1,
126,0,0,0,1,
127,0,0,0,1,
128,0,0,5,1,
129,0,5,0,1,
130,5,0,0,1,
131,0,0,0,1,
132,0,0,0,1,
133,0,0,0,1,
134,0,0,14,1,
135,0,14,0,0,
136,14,0,13,-1,
137,0,13,0,1,
138,13,0,0,1,
139,0,0,2,0,
140,0,2,0,0,
141,2,0,0,1,
142,0,0,13,0,
143,0,13,13,-1,
144,13,13,0,0,
145,13,0,0,1,
146,0,0,0,1,
147,0,0,0,1,
148,0,0,0,1,
149,0,0,0,1,
150,0,0,18,1,
151,0,18,5,-1,
152,18,5,19,1,
153,5,19,0,0,
154,19,0,0,1,
155,0,0,0,1,
156,0,0,6,1,
157,0,6,2,0,
158,6,2,0,0,
159,2,0,0,1,
160,0,0,0,0,
161,0,0,0,1,
162,0,0,0,1,
163,0,0,10,1,
164,0,10,2,0,
165,10,2,18,0,
166,2,18,0,1,
167,18,0,0,1,
168,0,0,0,1,
169,0,0,0,1,
170,0,0,0,1,
171,0,0,0,1,
172,0,0,0,1,
173,0,0,0,1,
174,0,0,0,1,
175,0,0,0,1,
176,0,0,12,0,
177,0,12,3,-1,
178,12,3,0,0,
179,3,0,0,1,
180,0,0,5,1,
181,0,5,19,0,
182,5,19,4,1,
183,19,4,0,0,
184,4,0,19,1,
185,0,19,19,1,
186,19,19,0,1,
187,19,0,16,-1,
188,0,16,19,0,
189,16,19,0,0,
190,19,0,5,1,
191,0,5,19,1,
192,5,19,19,0,
193,19,19,0,1,
194,19,0,0,1,
195,0,0,0,1,
196,0,0,14,1,
197,0,14,4,0,
198,14,4,0,1,
199,4,0,0,1,
200,0,0,0,1,
201,0,0,0,1,
202,0,0,0,1,
203,0,0,0,1,
204,0,0,0,1,
205,0,0,0,1,
206,0,0,0,-1,
207,0,0,0,1,
208,0,0,13,1,
209,0,13,19,0,
210,13,19,0,0,
211,19,0,14,1,
212,0,14,6,0,
213,14,6,5,0,
214,6,5,13,0,
215,5,13,11,1,
216,13,11,0,1,
217,11,0,0,0,
218,0,0,16,1,
219,0,16,7,1,
220,16,7,0,1,
221,7,0,0,1,
222,0,0,0,1,
223,0,0,0,1,
224,0,0,0,1,
225,0,0,0,1,
226,0,0,0,1,
227,0,0,0,1,
228,0,0,0,1,
229,0,0,15,1,
230,0,15,7,-1,
231,15,7,10,0,
232,7,10,0,0,
233,10,0,10,1,
234,0,10,3,0,
235,10,3,0,0,
236,3,0,0,1,
237,0,0,0,1,
238,0,0,0,1,
239,0,0,0,1,
240,0,0,0,1,
241,0,0,0,1,
242,0,0,0,1,
243,0,0,0,1,
244,0,0,0,1,
245,0,0,0,-1,
246,0,0,0,-1,
247,0,0,0,-1,
248,0,0,0,1,
249,0,0,0,-1,
250,0,0,0,0,
251,0,0,0,-1,
252,0,0,0,1,
253,0,0,0,0,
254,0,0,2,0,
255,0,2,19,1,
256,2,19,4,-1,
257,19,4,0,1,
258,4,0,0,1,
259,0,0,0,1,
260,0,0,0,1,
261,0,0,0,1,
262,0,0,0,1,
263,0,0,0,1,
264,0,0,0,1,
265,0,0,2,0,
266,0,2,19,0,
267,2,19,4,1,
268,19,4,0,1,
269,4,0,0,1,
270,0,0,0,1,
271,0,0,0,1,
272,0,0,10,1,
273,0,10,0,1,
274,10,0,17,0,
275,0,17,0,1,
276,17,0,0,1,
277,0,0,0,1,
278,0,0,0,1,
279,0,0,0,1,
280,0,0,0,1,
281,0,0,0,1,
282,0,0,0,-1,
283,0,0,0,0,
284,0,0,0,-1,
285,0,0,0,0,
286,0,0,0,1,
287,0,0,0,-1,
288,0,0,0,0,
289,0,0,0,-1,
290,0,0,14,1,
291,0,14,0,1,
292,14,0,0,1,
293,0,0,0,1,
294,0,0,0,1,
295,0,0,0,1,
296,0,0,0,1,
297,0,0,0,1,
298,0,0,0,1,
299,0,0,0,1,
300,model: DQN,episode: 300,T: 2,Num of Category: 20,M(Batch): 30
