,s-2,s-1,a,r,none
0,77,0,79,0,
1,0,79,77,1,
2,79,77,78,-1,
3,77,78,73,1,
4,78,73,79,0,
5,73,79,62,-1,
6,79,62,67,0,
7,62,67,52,-1,
8,67,52,56,0,
9,52,56,44,-1,
10,56,44,79,0,
11,44,79,79,0,
12,79,79,79,0,
13,79,79,79,0,
14,79,79,79,0,
15,79,79,79,0,
16,79,79,79,-1,
17,79,79,79,1,
18,79,79,79,1,
19,79,79,79,0,
20,79,79,55,0,
21,79,55,37,0,
22,55,37,25,0,
23,37,25,17,1,
24,25,17,12,0,
25,17,12,47,1,
26,12,47,43,0,
27,47,43,41,-1,
28,43,41,26,-1,
29,41,26,12,0,
30,26,12,0,-1,
31,12,0,6,1,
32,0,6,5,-1,
33,6,5,3,1,
34,5,3,1,-1,
35,3,1,0,-1,
36,1,0,0,0,
37,0,0,1,0,
38,0,1,0,-1,
39,1,0,0,-1,
40,0,0,79,0,
41,0,79,66,-1,
42,79,66,35,1,
43,66,35,12,-1,
44,35,12,9,1,
45,12,9,0,-1,
46,9,0,5,-1,
47,0,5,4,-1,
48,5,4,0,0,
49,4,0,0,-1,
50,0,0,1,0,
51,0,1,1,-1,
52,1,1,0,-1,
53,1,0,0,-1,
54,0,0,1,0,
55,0,1,62,1,
56,1,62,39,0,
57,62,39,0,-1,
58,39,0,68,0,
59,0,68,56,1,
60,68,56,0,0,
61,56,0,15,-1,
62,0,15,8,1,
63,15,8,0,-1,
64,8,0,0,-1,
65,0,0,1,0,
66,0,1,0,-1,
67,1,0,0,1,
68,0,0,1,0,
69,0,1,0,0,
70,1,0,0,-1,
71,0,0,1,0,
72,0,1,0,0,
73,1,0,0,0,
74,0,0,1,0,
75,0,1,0,1,
76,1,0,0,-1,
77,0,0,1,-1,
78,0,1,0,-1,
79,1,0,0,-1,
80,0,0,17,1,
81,0,17,10,1,
82,17,10,0,0,
83,10,0,0,-1,
84,0,0,66,-1,
85,0,66,42,-1,
86,66,42,0,-1,
87,42,0,11,0,
88,0,11,6,-1,
89,11,6,0,-1,
90,6,0,27,0,
91,0,27,16,-1,
92,27,16,0,0,
93,16,0,3,0,
94,0,3,3,0,
95,3,3,72,-1,
96,3,72,46,1,
97,72,46,0,1,
98,46,0,12,-1,
99,0,12,7,0,
100,12,7,0,0,
101,7,0,0,-1,
102,0,0,1,0,
103,0,1,0,-1,
104,1,0,37,-1,
105,0,37,23,0,
106,37,23,0,-1,
107,23,0,5,-1,
108,0,5,3,1,
109,5,3,0,-1,
110,3,0,0,0,
111,0,0,1,0,
112,0,1,66,1,
113,1,66,42,-1,
114,66,42,0,1,
115,42,0,11,1,
116,0,11,6,0,
117,11,6,0,1,
118,6,0,0,-1,
119,0,0,25,-1,
120,0,25,15,1,
121,25,15,0,-1,
122,15,0,3,0,
123,0,3,73,0,
124,3,73,46,1,
125,73,46,0,-1,
126,46,0,12,-1,
127,0,12,16,-1,
128,12,16,0,-1,
129,16,0,3,-1,
130,0,3,3,1,
131,3,3,0,-1,
132,3,0,0,-1,
133,0,0,61,-1,
134,0,61,39,1,
135,61,39,0,-1,
136,39,0,10,-1,
137,0,10,6,-1,
138,10,6,0,0,
139,6,0,0,-1,
140,0,0,72,-1,
141,0,72,46,1,
142,72,46,0,-1,
143,46,0,14,1,
144,0,14,8,0,
145,14,8,0,-1,
146,8,0,0,-1,
147,0,0,78,-1,
148,0,78,50,0,
149,78,50,74,1,
150,50,74,65,-1,
151,74,65,0,-1,
152,65,0,18,-1,
153,0,18,10,-1,
154,18,10,0,-1,
155,10,0,0,1,
156,0,0,1,0,
157,0,1,0,-1,
158,1,0,0,-1,
159,0,0,1,0,
160,0,1,0,-1,
161,1,0,0,-1,
162,0,0,1,0,
163,0,1,0,0,
164,1,0,0,0,
165,0,0,1,-1,
166,0,1,0,-1,
167,1,0,0,-1,
168,0,0,1,0,
169,0,1,0,-1,
170,1,0,0,1,
171,0,0,9,1,
172,0,9,5,-1,
173,9,5,0,-1,
174,5,0,0,-1,
175,0,0,1,0,
176,0,1,0,-1,
177,1,0,69,1,
178,0,69,46,1,
179,69,46,0,-1,
180,46,0,12,1,
181,0,12,7,-1,
182,12,7,0,-1,
183,7,0,15,0,
184,0,15,8,0,
185,15,8,0,1,
186,8,0,0,-1,
187,0,0,1,1,
188,0,1,0,-1,
189,1,0,0,1,
190,0,0,1,1,
191,0,1,78,-1,
192,1,78,16,1,
193,78,16,15,0,
194,16,15,12,-1,
195,15,12,0,-1,
196,12,0,0,0,
197,0,0,0,-1,
198,0,0,37,1,
199,0,37,5,1,
200,37,5,0,-1,
201,5,0,46,-1,
202,0,46,6,-1,
203,46,6,0,-1,
204,6,0,0,-1,
205,0,0,1,0,
206,0,1,1,0,
207,1,1,1,1,
208,1,1,1,0,
209,1,1,1,0,
210,1,1,1,0,
211,1,1,1,0,
212,1,1,41,1,
213,1,41,0,-1,
214,41,0,0,-1,
215,0,0,1,0,
216,0,1,1,0,
217,1,1,1,0,
218,1,1,1,0,
219,1,1,1,-1,
220,1,1,1,0,
221,1,1,1,0,
222,1,1,1,0,
223,1,1,1,0,
224,1,1,77,1,
225,1,77,69,1,
226,77,69,0,-1,
227,69,0,0,1,
228,0,0,1,0,
229,0,1,1,0,
230,1,1,1,0,
231,1,1,1,0,
232,1,1,1,0,
233,1,1,1,0,
234,1,1,1,0,
235,1,1,1,0,
236,1,1,1,-1,
237,1,1,1,0,
238,1,1,73,0,
239,1,73,0,1,
240,73,0,76,1,
241,0,76,0,1,
242,76,0,0,-1,
243,0,0,1,-1,
244,0,1,1,0,
245,1,1,1,0,
246,1,1,1,0,
247,1,1,7,0,
248,1,7,0,-1,
249,7,0,0,0,
250,0,0,1,0,
251,0,1,37,0,
252,1,37,0,0,
253,37,0,0,-1,
254,0,0,1,0,
255,0,1,1,0,
256,1,1,1,-1,
257,1,1,1,0,
258,1,1,78,0,
259,1,78,0,0,
260,78,0,0,-1,
261,0,0,1,0,
262,0,1,1,0,
263,1,1,0,-1,
264,1,0,1,0,
265,0,1,1,0,
266,1,1,0,-1,
267,1,0,6,-1,
268,0,6,64,1,
269,6,64,0,-1,
270,64,0,0,-1,
271,0,0,33,1,
272,0,33,0,-1,
273,33,0,0,-1,
274,0,0,1,0,
275,0,1,1,0,
276,1,1,0,-1,
277,1,0,0,-1,
278,0,0,1,0,
279,0,1,1,0,
280,1,1,0,-1,
281,1,0,0,-1,
282,0,0,1,1,
283,0,1,1,0,
284,1,1,62,0,
285,1,62,0,0,
286,62,0,67,0,
287,0,67,57,1,
288,67,57,0,-1,
289,57,0,0,0,
290,0,0,1,0,
291,0,1,1,0,
292,1,1,0,-1,
293,1,0,0,-1,
294,0,0,1,0,
295,0,1,1,1,
296,1,1,48,-1,
297,1,48,0,0,
298,48,0,0,-1,
299,0,0,1,0,
300,0,1,52,1,
301,1,52,0,0,
302,52,0,0,-1,
303,0,0,4,1,
304,0,4,1,-1,
305,4,1,0,-1,
306,1,0,0,0,
307,0,0,57,-1,
308,0,57,12,-1,
309,57,12,26,0,
310,12,26,43,0,
311,26,43,0,-1,
312,43,0,0,-1,
313,0,0,1,-1,
314,0,1,1,0,
315,1,1,0,0,
316,1,0,79,0,
317,0,79,0,-1,
318,79,0,0,-1,
319,0,0,79,0,
320,0,79,0,-1,
321,79,0,0,-1,
322,0,0,1,0,
323,0,1,33,0,
324,1,33,0,-1,
325,33,0,1,0,
326,0,1,1,0,
327,1,1,0,0,
328,1,0,0,-1,
329,0,0,1,-1,
330,0,1,12,-1,
331,1,12,0,-1,
332,12,0,0,-1,
333,0,0,1,0,
334,0,1,52,1,
335,1,52,76,1,
336,52,76,0,-1,
337,76,0,0,-1,
338,0,0,1,0,
339,0,1,1,0,
340,1,1,0,-1,
341,1,0,0,0,
342,0,0,1,0,
343,0,1,1,0,
344,1,1,0,-1,
345,1,0,0,-1,
346,0,0,1,0,
347,0,1,1,0,
348,1,1,0,-1,
349,1,0,56,1,
350,0,56,18,0,
351,56,18,0,-1,
352,18,0,0,-1,
353,0,0,1,0,
354,0,1,1,1,
355,1,1,21,0,
356,1,21,0,-1,
357,21,0,57,-1,
358,0,57,0,-1,
359,57,0,46,1,
360,0,46,0,-1,
361,46,0,0,-1,
362,0,0,79,0,
363,0,79,0,0,
364,79,0,0,-1,
365,0,0,79,0,
366,0,79,0,-1,
367,79,0,0,-1,
368,0,0,79,0,
369,0,79,8,-1,
370,79,8,0,-1,
371,8,0,0,0,
372,0,0,1,0,
373,0,1,1,0,
374,1,1,0,0,
375,1,0,31,0,
376,0,31,0,-1,
377,31,0,0,-1,
378,0,0,1,0,
379,0,1,1,0,
380,1,1,0,1,
381,1,0,74,1,
382,0,74,50,0,
383,74,50,29,-1,
384,50,29,19,0,
385,29,19,0,1,
386,19,0,0,-1,
387,0,0,56,1,
388,0,56,0,1,
389,56,0,11,1,
390,0,11,0,-1,
391,11,0,0,-1,
392,0,0,39,-1,
393,0,39,0,0,
394,39,0,0,0,
395,0,0,1,0,
396,0,1,1,1,
397,1,1,0,-1,
398,1,0,0,-1,
399,0,0,1,0,
400,0,1,1,0,
401,1,1,0,-1,
402,1,0,0,-1,
403,0,0,1,0,
404,0,1,39,1,
405,1,39,0,-1,
406,39,0,22,-1,
407,0,22,53,1,
408,22,53,25,1,
409,53,25,45,1,
410,25,45,0,-1,
411,45,0,0,-1,
412,0,0,7,-1,
413,0,7,0,-1,
414,7,0,0,0,
415,0,0,8,0,
416,0,8,0,-1,
417,8,0,0,1,
418,0,0,8,1,
419,0,8,0,0,
420,8,0,0,-1,
421,0,0,7,0,
422,0,7,0,-1,
423,7,0,78,1,
424,0,78,53,1,
425,78,53,0,-1,
426,53,0,0,-1,
427,0,0,1,-1,
428,0,1,1,0,
429,1,1,0,1,
430,1,0,75,-1,
431,0,75,0,-1,
432,75,0,0,0,
433,0,0,1,-1,
434,0,1,1,0,
435,1,1,0,-1,
436,1,0,0,-1,
437,0,0,12,0,
438,0,12,0,1,
439,12,0,0,-1,
440,0,0,11,-1,
441,0,11,0,-1,
442,11,0,0,1,
443,0,0,11,1,
444,0,11,79,0,
445,11,79,64,1,
446,79,64,72,0,
447,64,72,0,-1,
448,72,0,0,-1,
449,0,0,79,-1,
450,0,79,19,0,
451,79,19,0,1,
452,19,0,0,-1,
453,0,0,1,0,
454,0,1,26,-1,
455,1,26,63,1,
456,26,63,10,1,
457,63,10,0,-1,
458,10,0,60,-1,
459,0,60,0,0,
460,60,0,4,1,
461,0,4,49,0,
462,4,49,0,-1,
463,49,0,15,1,
464,0,15,0,-1,
465,15,0,0,-1,
466,0,0,1,0,
467,0,1,72,0,
468,1,72,29,1,
469,72,29,0,1,
470,29,0,0,-1,
471,0,0,1,0,
472,0,1,4,1,
473,1,4,35,1,
474,4,35,52,1,
475,35,52,0,0,
476,52,0,0,-1,
477,0,0,1,0,
478,0,1,4,1,
479,1,4,35,1,
480,4,35,0,0,
481,35,0,0,-1,
482,0,0,1,0,
483,0,1,4,1,
484,1,4,61,0,
485,4,61,0,0,
486,61,0,0,-1,
487,0,0,75,1,
488,0,75,0,-1,
489,75,0,0,-1,
490,0,0,1,0,
491,0,1,4,-1,
492,1,4,36,-1,
493,4,36,0,-1,
494,36,0,0,1,
495,0,0,0,-1,
496,0,0,69,1,
497,0,69,0,0,
498,69,0,0,-1,
499,0,0,35,1,
500,0,35,0,-1,
501,35,0,0,0,
502,0,0,0,0,
503,0,0,0,-1,
504,0,0,0,-1,
505,0,0,0,-1,
506,0,0,0,-1,
507,0,0,0,-1,
508,0,0,41,1,
509,0,41,0,-1,
510,41,0,0,-1,
511,0,0,0,-1,
512,0,0,0,-1,
513,0,0,0,-1,
514,0,0,0,-1,
515,0,0,0,0,
516,0,0,59,0,
517,0,59,0,-1,
518,59,0,0,-1,
519,0,0,45,1,
520,0,45,0,-1,
521,45,0,0,-1,
522,0,0,0,-1,
523,0,0,45,0,
524,0,45,49,0,
525,45,49,0,0,
526,49,0,0,0,
527,0,0,0,-1,
528,0,0,0,-1,
529,0,0,73,1,
530,0,73,0,-1,
531,73,0,0,-1,
532,0,0,25,0,
533,0,25,44,0,
534,25,44,0,0,
535,44,0,75,-1,
536,0,75,0,-1,
537,75,0,22,0,
538,0,22,77,0,
539,22,77,0,-1,
540,77,0,0,-1,
541,0,0,0,0,
542,0,0,0,-1,
543,0,0,0,-1,
544,0,0,44,1,
545,0,44,0,0,
546,44,0,0,0,
547,0,0,0,-1,
548,0,0,74,0,
549,0,74,0,-1,
550,74,0,0,1,
551,0,0,0,-1,
552,0,0,0,-1,
553,0,0,0,-1,
554,0,0,0,1,
555,0,0,61,0,
556,0,61,61,0,
557,61,61,0,-1,
558,61,0,52,1,
559,0,52,0,-1,
560,52,0,0,-1,
561,0,0,50,1,
562,0,50,0,0,
563,50,0,0,-1,
564,0,0,1,0,
565,0,1,1,-1,
566,1,1,4,1,
567,1,4,16,1,
568,4,16,61,0,
569,16,61,0,-1,
570,61,0,50,0,
571,0,50,0,0,
572,50,0,0,1,
573,0,0,1,0,
574,0,1,2,1,
575,1,2,7,0,
576,2,7,40,1,
577,7,40,0,0,
578,40,0,78,-1,
579,0,78,0,0,
580,78,0,0,-1,
581,0,0,1,-1,
582,0,1,43,0,
583,1,43,0,0,
584,43,0,43,1,
585,0,43,46,1,
586,43,46,15,1,
587,46,15,0,0,
588,15,0,28,1,
589,0,28,0,-1,
590,28,0,60,-1,
591,0,60,0,-1,
592,60,0,0,-1,
593,0,0,1,0,
594,0,1,43,0,
595,1,43,0,-1,
