,s-5,s-4,s-3,s-2,s-1,a,r
691,0,0,0,0,0,0.0,1.0
692,0,0,0,0,0,0.0,0.0
693,0,0,0,0,0,0.0,-1.0
694,0,0,0,0,0,37.0,1.0
695,0,0,0,0,37,0.0,0.0
696,0,0,0,37,0,0.0,1.0
697,0,0,37,0,0,0.0,1.0
698,0,37,0,0,0,0.0,1.0
699,37,0,0,0,0,0.0,1.0
700,0,0,0,0,0,19.0,1.0
701,0,0,0,0,19,8.0,1.0
702,0,0,0,19,8,0.0,1.0
703,0,0,19,8,0,0.0,1.0
704,0,19,8,0,0,6.0,1.0
705,19,8,0,0,6,3.0,0.0
706,8,0,0,6,3,0.0,0.0
707,0,0,6,3,0,0.0,1.0
708,0,6,3,0,0,0.0,1.0
709,6,3,0,0,0,0.0,1.0
710,3,0,0,0,0,0.0,1.0
711,0,0,0,0,0,0.0,1.0
712,0,0,0,0,0,0.0,1.0
713,0,0,0,0,0,21.0,0.0
714,0,0,0,0,21,27.0,1.0
715,0,0,0,21,27,0.0,1.0
716,0,0,21,27,0,57.0,1.0
717,0,21,27,0,57,0.0,1.0
718,21,27,0,57,0,0.0,1.0
719,27,0,57,0,0,0.0,1.0
720,0,57,0,0,0,0.0,1.0
721,57,0,0,0,0,0.0,1.0
722,0,0,0,0,0,0.0,1.0
723,0,0,0,0,0,75.0,1.0
724,0,0,0,0,75,23.0,0.0
725,0,0,0,75,23,0.0,1.0
726,0,0,75,23,0,0.0,1.0
727,0,75,23,0,0,0.0,1.0
728,75,23,0,0,0,0.0,1.0
729,23,0,0,0,0,0.0,1.0
730,0,0,0,0,0,0.0,1.0
731,0,0,0,0,0,0.0,1.0
732,0,0,0,0,0,0.0,1.0
733,0,0,0,0,0,0.0,1.0
734,0,0,0,0,0,0.0,0.0
735,0,0,0,0,0,29.0,0.0
736,0,0,0,0,29,0.0,1.0
737,0,0,0,29,0,76.0,0.0
738,0,0,29,0,76,14.0,0.0
739,0,29,0,76,14,35.0,0.0
740,29,0,76,14,35,0.0,0.0
741,0,76,14,35,0,12.0,0.0
742,76,14,35,0,12,16.0,1.0
743,14,35,0,12,16,0.0,0.0
744,35,0,12,16,0,0.0,1.0
745,0,12,16,0,0,59.0,1.0
746,12,16,0,0,59,72.0,1.0
747,16,0,0,59,72,0.0,0.0
748,0,0,59,72,0,0.0,1.0
749,0,59,72,0,0,0.0,1.0
750,59,72,0,0,0,0.0,1.0
751,72,0,0,0,0,0.0,1.0
752,0,0,0,0,0,0.0,1.0
753,0,0,0,0,0,74.0,0.0
754,0,0,0,0,74,0.0,0.0
755,0,0,0,74,0,0.0,1.0
756,0,0,74,0,0,0.0,1.0
757,0,74,0,0,0,0.0,1.0
758,74,0,0,0,0,0.0,1.0
759,0,0,0,0,0,0.0,1.0
760,0,0,0,0,0,0.0,1.0
761,0,0,0,0,0,0.0,1.0
762,0,0,0,0,0,0.0,1.0
763,0,0,0,0,0,0.0,1.0
764,0,0,0,0,0,0.0,1.0
765,0,0,0,0,0,0.0,1.0
766,0,0,0,0,0,0.0,1.0
767,0,0,0,0,0,0.0,0.0
768,0,0,0,0,0,36.0,0.0
769,0,0,0,0,36,0.0,-1.0
770,0,0,0,36,0,0.0,1.0
771,0,0,36,0,0,0.0,1.0
772,0,36,0,0,0,0.0,1.0
773,36,0,0,0,0,0.0,1.0
774,0,0,0,0,0,0.0,1.0
775,0,0,0,0,0,18.0,1.0
776,0,0,0,0,18,76.0,1.0
777,0,0,0,18,76,0.0,1.0
778,0,0,18,76,0,0.0,1.0
779,0,18,76,0,0,0.0,1.0
780,18,76,0,0,0,0.0,1.0
781,76,0,0,0,0,0.0,1.0
782,0,0,0,0,0,0.0,1.0
783,0,0,0,0,0,0.0,1.0
784,0,0,0,0,0,0.0,1.0
785,0,0,0,0,0,0.0,1.0
786,0,0,0,0,0,0.0,1.0
787,0,0,0,0,0,0.0,-1.0
788,0,0,0,0,0,0.0,0.0
789,0,0,0,0,0,0.0,0.0
790,0,0,0,0,0,0.0,-1.0
791,0,0,0,0,0,0.0,0.0
792,0,0,0,0,0,0.0,-1.0
793,0,0,0,0,0,46.0,1.0
794,0,0,0,0,46,0.0,1.0
795,0,0,0,46,0,0.0,1.0
796,0,0,46,0,0,38.0,1.0
797,0,46,0,0,38,4.0,1.0
798,46,0,0,38,4,0.0,0.0
799,0,0,38,4,0,0.0,1.0
800,0,38,4,0,0,0.0,1.0
801,38,4,0,0,0,0.0,1.0
802,4,0,0,0,0,0.0,1.0
803,0,0,0,0,0,0.0,1.0
804,0,0,0,0,0,72.0,0.0
805,0,0,0,0,72,0.0,1.0
806,0,0,0,72,0,37.0,0.0
807,0,0,72,0,37,0.0,0.0
808,0,72,0,37,0,0.0,0.0
809,72,0,37,0,0,0.0,0.0
810,0,37,0,0,0,0.0,1.0
811,37,0,0,0,0,0.0,1.0
812,0,0,0,0,0,0.0,1.0
813,0,0,0,0,0,25.0,0.0
814,0,0,0,0,25,0.0,1.0
815,0,0,0,25,0,0.0,1.0
816,0,0,25,0,0,0.0,1.0
817,0,25,0,0,0,0.0,1.0
818,25,0,0,0,0,0.0,1.0
819,0,0,0,0,0,0.0,1.0
820,0,0,0,0,0,0.0,1.0
821,0,0,0,0,0,0.0,1.0
822,0,0,0,0,0,0.0,1.0
823,0,0,0,0,0,0.0,1.0
824,0,0,0,0,0,46.0,0.0
825,0,0,0,0,46,0.0,1.0
826,0,0,0,46,0,0.0,1.0
827,0,0,46,0,0,0.0,1.0
828,0,46,0,0,0,0.0,1.0
829,46,0,0,0,0,33.0,1.0
830,0,0,0,0,33,0.0,0.0
831,0,0,0,33,0,0.0,1.0
832,0,0,33,0,0,0.0,1.0
833,0,33,0,0,0,0.0,1.0
834,33,0,0,0,0,0.0,1.0
835,0,0,0,0,0,0.0,1.0
836,0,0,0,0,0,0.0,1.0
837,0,0,0,0,0,0.0,1.0
838,0,0,0,0,0,0.0,1.0
839,0,0,0,0,0,8.0,1.0
840,0,0,0,0,8,0.0,0.0
841,0,0,0,8,0,0.0,1.0
842,0,0,8,0,0,0.0,1.0
843,0,8,0,0,0,0.0,1.0
844,8,0,0,0,0,0.0,1.0
845,0,0,0,0,0,0.0,1.0
846,0,0,0,0,0,0.0,1.0
847,0,0,0,0,0,0.0,1.0
848,0,0,0,0,0,19.0,1.0
849,0,0,0,0,19,1.0,0.0
850,0,0,0,19,1,0.0,1.0
851,0,0,19,1,0,0.0,1.0
852,0,19,1,0,0,0.0,0.0
853,19,1,0,0,0,0.0,1.0
854,1,0,0,0,0,0.0,1.0
855,0,0,0,0,0,0.0,1.0
856,0,0,0,0,0,0.0,1.0
857,0,0,0,0,0,0.0,1.0
858,0,0,0,0,0,0.0,1.0
859,0,0,0,0,0,0.0,-1.0
860,0,0,0,0,0,74.0,0.0
861,0,0,0,0,74,3.0,0.0
862,0,0,0,74,3,25.0,1.0
863,0,0,74,3,25,0.0,1.0
864,0,74,3,25,0,0.0,1.0
865,74,3,25,0,0,0.0,1.0
866,3,25,0,0,0,0.0,1.0
867,25,0,0,0,0,0.0,1.0
868,0,0,0,0,0,0.0,1.0
869,0,0,0,0,0,0.0,1.0
870,0,0,0,0,0,0.0,1.0
871,0,0,0,0,0,29.0,0.0
872,0,0,0,0,29,0.0,0.0
873,0,0,0,29,0,3.0,0.0
874,0,0,29,0,3,0.0,0.0
875,0,29,0,3,0,0.0,1.0
876,29,0,3,0,0,0.0,1.0
877,0,3,0,0,0,4.0,1.0
878,3,0,0,0,4,78.0,1.0
879,0,0,0,4,78,0.0,1.0
880,0,0,4,78,0,0.0,1.0
881,0,4,78,0,0,69.0,-1.0
882,4,78,0,0,69,0.0,0.0
883,78,0,0,69,0,40.0,-1.0
884,0,0,69,0,40,17.0,1.0
885,0,69,0,40,17,0.0,1.0
886,69,0,40,17,0,0.0,1.0
887,0,40,17,0,0,0.0,1.0
888,40,17,0,0,0,79.0,0.0
889,17,0,0,0,79,0.0,1.0
890,0,0,0,79,0,0.0,0.0
891,0,0,79,0,0,69.0,0.0
892,0,79,0,0,69,0.0,1.0
893,79,0,0,69,0,0.0,1.0
894,0,0,69,0,0,0.0,1.0
895,0,69,0,0,0,0.0,1.0
896,69,0,0,0,0,0.0,1.0
897,0,0,0,0,0,0.0,1.0
898,0,0,0,0,0,0.0,1.0
899,0,0,0,0,0,0.0,1.0
900,0,0,0,0,0,0.0,0.0
901,0,0,0,0,0,0.0,0.0
902,0,0,0,0,0,0.0,0.0
903,0,0,0,0,0,0.0,-1.0
904,0,0,0,0,0,32.0,1.0
905,0,0,0,0,32,68.0,1.0
906,0,0,0,32,68,0.0,0.0
907,0,0,32,68,0,0.0,1.0
908,0,32,68,0,0,58.0,1.0
909,32,68,0,0,58,0.0,0.0
910,68,0,0,58,0,0.0,1.0
911,0,0,58,0,0,0.0,1.0
912,0,58,0,0,0,0.0,1.0
913,58,0,0,0,0,0.0,1.0
914,0,0,0,0,0,17.0,1.0
915,0,0,0,0,17,0.0,1.0
916,0,0,0,17,0,0.0,1.0
917,0,0,17,0,0,0.0,1.0
918,0,17,0,0,0,0.0,1.0
919,17,0,0,0,0,0.0,1.0
920,0,0,0,0,0,2.0,1.0
921,0,0,0,0,2,0.0,1.0
922,0,0,0,2,0,0.0,1.0
923,0,0,2,0,0,0.0,1.0
924,0,2,0,0,0,0.0,1.0
925,2,0,0,0,0,0.0,1.0
926,0,0,0,0,0,0.0,1.0
927,0,0,0,0,0,30.0,1.0
928,0,0,0,0,30,0.0,-1.0
929,0,0,0,30,0,0.0,1.0
930,0,0,30,0,0,0.0,1.0
931,0,30,0,0,0,0.0,1.0
932,30,0,0,0,0,24.0,0.0
933,0,0,0,0,24,0.0,1.0
934,0,0,0,24,0,77.0,0.0
935,0,0,24,0,77,64.0,0.0
936,0,24,0,77,64,0.0,1.0
937,24,0,77,64,0,65.0,-1.0
938,0,77,64,0,65,0.0,1.0
939,77,64,0,65,0,0.0,1.0
940,64,0,65,0,0,0.0,1.0
941,0,65,0,0,0,0.0,1.0
942,65,0,0,0,0,0.0,1.0
943,0,0,0,0,0,0.0,1.0
944,0,0,0,0,0,0.0,1.0
945,0,0,0,0,0,0.0,1.0
946,0,0,0,0,0,0.0,1.0
947,0,0,0,0,0,0.0,1.0
948,0,0,0,0,0,0.0,1.0
949,0,0,0,0,0,0.0,0.0
950,0,0,0,0,0,0.0,-1.0
951,0,0,0,0,0,11.0,1.0
952,0,0,0,0,11,24.0,1.0
953,0,0,0,11,24,0.0,1.0
954,0,0,11,24,0,0.0,1.0
955,0,11,24,0,0,0.0,1.0
956,11,24,0,0,0,29.0,-1.0
957,24,0,0,0,29,0.0,1.0
958,0,0,0,29,0,0.0,1.0
959,0,0,29,0,0,0.0,0.0
960,0,29,0,0,0,0.0,1.0
961,29,0,0,0,0,0.0,1.0
962,0,0,0,0,0,0.0,1.0
963,0,0,0,0,0,0.0,1.0
964,0,0,0,0,0,0.0,1.0
965,0,0,0,0,0,14.0,1.0
966,0,0,0,0,14,0.0,0.0
967,0,0,0,14,0,0.0,1.0
968,0,0,14,0,0,0.0,1.0
969,0,14,0,0,0,0.0,1.0
970,14,0,0,0,0,78.0,0.0
971,0,0,0,0,78,0.0,1.0
972,0,0,0,78,0,77.0,0.0
973,0,0,78,0,77,11.0,0.0
974,0,78,0,77,11,0.0,0.0
975,78,0,77,11,0,0.0,1.0
976,0,77,11,0,0,0.0,1.0
977,77,11,0,0,0,0.0,1.0
978,11,0,0,0,0,0.0,1.0
979,0,0,0,0,0,0.0,1.0
980,0,0,0,0,0,0.0,1.0
981,0,0,0,0,0,0.0,1.0
982,0,0,0,0,0,0.0,1.0
983,0,0,0,0,0,0.0,1.0
984,0,0,0,0,0,0.0,0.0
985,0,0,0,0,0,78.0,1.0
986,0,0,0,0,78,57.0,1.0
987,0,0,0,78,57,0.0,0.0
988,0,0,78,57,0,0.0,1.0
989,0,78,57,0,0,0.0,1.0
990,78,57,0,0,0,0.0,1.0
991,57,0,0,0,0,0.0,1.0
992,0,0,0,0,0,0.0,1.0
993,0,0,0,0,0,0.0,1.0
994,0,0,0,0,0,0.0,1.0
995,0,0,0,0,0,0.0,1.0
996,0,0,0,0,0,0.0,1.0
997,0,0,0,0,0,0.0,-1.0
998,0,0,0,0,0,75.0,0.0
999,0,0,0,0,75,0.0,0.0
1000,model: DQN,episode: 1000,T: 5,Num of Category: 80,M(Batch): 10,,
