1,3,3,0,0
2,3,0,0,1
3,0,0,1,0
4,0,1,0,1
5,1,0,3,1
6,0,3,2,1
7,3,2,2,1
8,2,2,4,0
9,2,4,2,1
10,4,2,1,0
11,2,1,5,0
12,1,5,5,0
13,5,5,0,1
14,5,0,5,0
15,0,5,3,1
16,5,3,3,1
17,3,3,2,1
18,3,2,0,1
19,2,0,2,-1
20,0,2,5,0
21,2,5,2,1
22,5,2,4,0
23,2,4,2,-1
24,4,2,2,-1
25,2,2,0,1
26,2,0,2,0
27,0,2,2,0
28,2,2,5,1
29,2,5,4,0
30,5,4,3,1
31,4,3,2,1
32,3,2,2,-1
33,2,2,0,1
34,2,0,5,0
35,0,5,3,1
36,5,3,2,1
37,3,2,0,1
38,2,0,2,1
39,0,2,3,0
40,2,3,3,0
41,3,3,3,0
42,3,3,2,0
43,3,2,0,1
44,2,0,5,0
45,0,5,2,0
46,5,2,4,0
47,2,4,0,1
48,4,0,3,0
49,0,3,2,0
50,3,2,0,0
51,2,0,3,0
52,0,3,2,0
53,3,2,5,-1
54,2,5,2,1
55,5,2,3,0
56,2,3,4,0
57,3,4,0,0
58,4,0,4,0
59,0,4,5,0
60,4,5,2,-1
61,5,2,1,1
62,2,1,5,0
63,1,5,3,0
64,5,3,5,0
65,3,5,0,1
66,5,0,5,0
67,0,5,5,0
68,5,5,3,0
69,5,3,0,1
70,3,0,0,1
71,0,0,4,0
72,0,4,5,0
73,4,5,0,0
74,5,0,0,0
75,0,0,1,1
76,0,1,3,0
77,1,3,4,0
78,3,4,3,0
79,4,3,3,0
80,3,3,2,0
81,3,2,0,1
82,2,0,5,0
83,0,5,4,0
84,5,4,3,0
85,4,3,0,1
86,3,0,0,0
87,0,0,2,1
88,0,2,1,0
89,2,1,1,1
90,1,1,4,0
91,1,4,4,0
92,4,4,1,0
93,4,1,1,0
94,1,1,2,0
95,1,2,4,0
96,2,4,2,0
97,4,2,3,0
98,2,3,5,0
99,3,5,5,0
