90,0.36666666666666664,0.6111111111111112,0.022222222222222223
31,0.3548387096774194,0.5806451612903226,0.06451612903225806
61,0.4426229508196721,0.47540983606557374,0.08196721311475409
44,0.36363636363636365,0.6363636363636364,0.0
34,0.23529411764705882,0.6764705882352942,0.08823529411764706
42,0.21428571428571427,0.7380952380952381,0.047619047619047616

27,0.7777777777777778,0.2222222222222222,0.0
7,0.2857142857142857,0.42857142857142855,0.2857142857142857
7,0.2857142857142857,0.42857142857142855,0.2857142857142857
6,0.16666666666666666,0.8333333333333334,0.0
3,0.0,1.0,0.0
5,0.0,1.0,0.0

4,0.75,0.25,0.0
1,0.0,1.0,0.0
0,0,0,0
1,0.0,1.0,0.0
0,0,0,0
0,0,0,0
