,s-3,s-2,s-1,a,r
452,0,0,12,0,-1
453,0,12,0,0,-1
454,12,0,0,0,-1
455,0,0,0,0,-1
456,0,0,0,0,0
457,0,0,0,10,-1
458,0,0,10,0,-1
459,0,10,0,0,-1
460,10,0,0,0,0
461,0,0,0,0,-1
462,0,0,0,0,0
463,0,0,0,0,1
464,0,0,0,0,-1
465,0,0,0,0,-1
466,0,0,0,19,0
467,0,0,19,0,-1
468,0,19,0,0,0
469,19,0,0,8,-1
470,0,0,8,0,-1
471,0,8,0,0,-1
472,8,0,0,0,-1
473,0,0,0,0,1
474,0,0,0,0,0
475,0,0,0,0,-1
476,0,0,0,0,-1
477,0,0,0,0,-1
478,0,0,0,0,-1
479,0,0,0,0,-1
480,0,0,0,0,-1
481,0,0,0,0,0
482,0,0,0,0,-1
483,0,0,0,0,0
484,0,0,0,0,-1
485,0,0,0,0,0
486,0,0,0,0,-1
487,0,0,0,5,1
488,0,0,5,0,-1
489,0,5,0,0,1
490,5,0,0,0,-1
491,0,0,0,0,-1
492,0,0,0,0,-1
493,0,0,0,9,1
494,0,0,9,6,0
495,0,9,6,1,0
496,9,6,1,0,-1
497,6,1,0,0,0
498,1,0,0,0,0
499,0,0,0,0,-1
500,0,0,0,10,1
501,0,0,10,0,-1
502,0,10,0,0,0
503,10,0,0,0,-1
504,0,0,0,12,1
505,0,0,12,0,-1
506,0,12,0,0,-1
507,12,0,0,0,-1
508,0,0,0,0,0
509,0,0,0,0,-1
510,0,0,0,0,-1
511,0,0,0,1,0
512,0,0,1,0,1
513,0,1,0,0,0
514,1,0,0,0,-1
515,0,0,0,0,0
516,0,0,0,0,-1
517,0,0,0,2,-1
518,0,0,2,0,-1
519,0,2,0,8,0
520,2,0,8,8,0
521,0,8,8,0,0
522,8,8,0,14,0
523,8,0,14,0,-1
524,0,14,0,19,0
525,14,0,19,0,-1
526,0,19,0,0,-1
527,19,0,0,0,-1
528,0,0,0,0,-1
529,0,0,0,0,-1
530,0,0,0,0,-1
531,0,0,0,0,-1
532,0,0,0,0,-1
533,0,0,0,0,0
534,0,0,0,0,0
535,0,0,0,0,-1
536,0,0,0,0,-1
537,0,0,0,0,-1
538,0,0,0,0,0
539,0,0,0,0,-1
540,0,0,0,0,0
541,0,0,0,0,0
542,0,0,0,0,-1
543,0,0,0,0,0
544,0,0,0,0,-1
545,0,0,0,0,-1
546,0,0,0,7,0
547,0,0,7,0,0
548,0,7,0,0,-1
549,7,0,0,0,-1
550,0,0,0,18,-1
551,0,0,18,0,-1
552,0,18,0,0,0
553,18,0,0,0,0
554,0,0,0,0,0
555,0,0,0,0,-1
556,0,0,0,0,-1
557,0,0,0,11,1
558,0,0,11,0,0
559,0,11,0,0,-1
560,11,0,0,0,-1
561,0,0,0,19,0
562,0,0,19,0,0
563,0,19,0,0,0
564,19,0,0,0,-1
565,0,0,0,0,-1
566,0,0,0,0,-1
567,0,0,0,0,-1
568,0,0,0,0,-1
569,0,0,0,5,1
570,0,0,5,7,0
571,0,5,7,0,1
572,5,7,0,0,0
573,7,0,0,4,1
574,0,0,4,0,0
575,0,4,0,0,-1
576,4,0,0,0,-1
577,0,0,0,0,-1
578,0,0,0,0,-1
579,0,0,0,0,-1
580,0,0,0,0,-1
581,0,0,0,17,1
582,0,0,17,3,0
583,0,17,3,0,-1
584,17,3,0,10,1
585,3,0,10,8,1
586,0,10,8,0,-1
587,10,8,0,0,1
588,8,0,0,0,-1
589,0,0,0,0,0
590,0,0,0,11,1
591,0,0,11,0,0
592,0,11,0,19,0
593,11,0,19,0,-1
594,0,19,0,0,0
595,19,0,0,0,0
596,0,0,0,19,0
597,0,0,19,0,-1
598,0,19,0,0,0
599,19,0,0,0,-1
600,0,0,0,6,-1
601,0,0,6,0,-1
602,0,6,0,0,-1
603,6,0,0,0,-1
604,0,0,0,0,-1
605,0,0,0,0,-1
606,0,0,0,0,-1
607,0,0,0,0,-1
608,0,0,0,0,0
609,0,0,0,0,0
610,0,0,0,0,-1
611,0,0,0,0,0
612,0,0,0,0,-1
613,0,0,0,0,-1
614,0,0,0,0,-1
615,0,0,0,0,0
616,0,0,0,0,0
617,0,0,0,0,-1
618,0,0,0,0,-1
619,0,0,0,0,0
620,0,0,0,18,0
621,0,0,18,0,-1
622,0,18,0,0,1
623,18,0,0,10,1
624,0,0,10,0,0
625,0,10,0,0,-1
626,10,0,0,0,-1
627,0,0,0,0,-1
628,0,0,0,0,-1
629,0,0,0,0,-1
630,0,0,0,0,-1
631,0,0,0,0,0
632,0,0,0,12,-1
633,0,0,12,0,1
634,0,12,0,0,-1
635,12,0,0,0,0
636,0,0,0,0,0
637,0,0,0,0,-1
638,0,0,0,1,0
639,0,0,1,0,-1
640,0,1,0,0,1
641,1,0,0,0,-1
642,0,0,0,0,-1
643,0,0,0,0,-1
644,0,0,0,0,-1
645,0,0,0,0,-1
646,0,0,0,0,-1
647,0,0,0,0,0
648,0,0,0,0,0
649,0,0,0,0,-1
650,0,0,0,19,0
651,0,0,19,0,-1
652,0,19,0,0,-1
653,19,0,0,0,0
654,0,0,0,0,-1
655,0,0,0,0,-1
656,0,0,0,0,-1
657,0,0,0,7,0
658,0,0,7,0,-1
659,0,7,0,10,1
660,7,0,10,0,-1
661,0,10,0,0,-1
662,10,0,0,0,-1
663,0,0,0,0,-1
664,0,0,0,0,0
665,0,0,0,0,-1
666,0,0,0,0,0
667,0,0,0,0,-1
668,0,0,0,16,1
669,0,0,16,0,-1
670,0,16,0,0,1
671,16,0,0,12,1
672,0,0,12,0,-1
673,0,12,0,0,-1
674,12,0,0,0,1
675,0,0,0,0,-1
676,0,0,0,0,-1
677,0,0,0,0,0
678,0,0,0,0,-1
679,0,0,0,0,-1
680,0,0,0,0,-1
681,0,0,0,0,-1
682,0,0,0,0,-1
683,0,0,0,0,0
684,0,0,0,0,-1
685,0,0,0,0,-1
686,0,0,0,0,-1
687,0,0,0,1,0
688,0,0,1,0,0
689,0,1,0,0,-1
690,1,0,0,0,0
691,0,0,0,0,0
692,0,0,0,16,0
693,0,0,16,0,-1
694,0,16,0,4,0
695,16,0,4,0,1
696,0,4,0,0,0
697,4,0,0,0,-1
698,0,0,0,0,-1
699,0,0,0,0,-1
700,0,0,0,0,-1
701,0,0,0,0,-1
702,0,0,0,0,-1
703,0,0,0,0,-1
704,0,0,0,0,-1
705,0,0,0,10,1
706,0,0,10,0,-1
707,0,10,0,0,-1
708,10,0,0,18,-1
709,0,0,18,0,0
710,0,18,0,0,-1
711,18,0,0,0,-1
712,0,0,0,0,-1
713,0,0,0,0,-1
714,0,0,0,0,-1
715,0,0,0,7,-1
716,0,0,7,0,-1
717,0,7,0,0,-1
718,7,0,0,17,-1
719,0,0,17,0,-1
720,0,17,0,0,-1
721,17,0,0,0,-1
722,0,0,0,0,-1
723,0,0,0,0,-1
724,0,0,0,0,-1
725,0,0,0,0,-1
726,0,0,0,10,1
727,0,0,10,0,0
728,0,10,0,0,-1
729,10,0,0,0,0
730,0,0,0,4,1
731,0,0,4,0,0
732,0,4,0,0,0
733,4,0,0,8,0
734,0,0,8,0,1
735,0,8,0,18,-1
736,8,0,18,0,0
737,0,18,0,0,-1
738,18,0,0,0,-1
739,0,0,0,0,-1
740,0,0,0,17,-1
741,0,0,17,0,-1
742,0,17,0,10,1
743,17,0,10,0,0
744,0,10,0,0,-1
745,10,0,0,0,-1
746,0,0,0,0,-1
747,0,0,0,0,-1
748,0,0,0,0,-1
749,0,0,0,0,-1
750,0,0,0,7,0
751,0,0,7,0,-1
752,0,7,0,0,-1
753,7,0,0,0,-1
754,0,0,0,0,-1
755,0,0,0,0,-1
756,0,0,0,3,1
757,0,0,3,0,-1
758,0,3,0,0,1
759,3,0,0,0,-1
760,0,0,0,0,-1
761,0,0,0,0,-1
762,0,0,0,0,-1
763,0,0,0,0,-1
764,0,0,0,5,1
765,0,0,5,0,-1
766,0,5,0,12,-1
767,5,0,12,0,-1
768,0,12,0,0,-1
769,12,0,0,0,-1
770,0,0,0,0,0
771,0,0,0,0,-1
772,0,0,0,16,-1
773,0,0,16,0,-1
774,0,16,0,0,-1
775,16,0,0,0,0
776,0,0,0,0,-1
777,0,0,0,0,-1
778,0,0,0,0,-1
779,0,0,0,0,0
780,0,0,0,0,-1
781,0,0,0,0,-1
782,0,0,0,0,-1
783,0,0,0,17,1
784,0,0,17,2,-1
785,0,17,2,0,-1
786,17,2,0,0,-1
787,2,0,0,0,-1
788,0,0,0,0,-1
789,0,0,0,0,1
790,0,0,0,0,-1
791,0,0,0,0,-1
792,0,0,0,0,0
793,0,0,0,0,0
794,0,0,0,0,-1
795,0,0,0,0,-1
796,0,0,0,0,0
797,0,0,0,0,-1
798,0,0,0,0,-1
799,0,0,0,1,-1
800,0,0,1,0,-1
801,0,1,0,0,-1
802,1,0,0,6,-1
803,0,0,6,3,1
804,0,6,3,0,1
805,6,3,0,0,1
806,3,0,0,10,1
807,0,0,10,0,-1
808,0,10,0,0,0
809,10,0,0,0,0
810,0,0,0,0,-1
811,0,0,0,14,1
812,0,0,14,0,-1
813,0,14,0,0,-1
814,14,0,0,0,-1
815,0,0,0,0,-1
816,0,0,0,6,-1
817,0,0,6,0,-1
818,0,6,0,0,-1
819,6,0,0,0,-1
820,0,0,0,0,-1
821,0,0,0,0,-1
822,0,0,0,0,-1
823,0,0,0,0,-1
824,0,0,0,11,1
825,0,0,11,0,0
826,0,11,0,0,0
827,11,0,0,0,0
828,0,0,0,0,-1
829,0,0,0,0,0
830,0,0,0,0,-1
831,0,0,0,0,-1
832,0,0,0,0,-1
833,0,0,0,0,-1
834,0,0,0,0,0
835,0,0,0,0,-1
836,0,0,0,5,1
837,0,0,5,0,1
838,0,5,0,5,1
839,5,0,5,0,0
840,0,5,0,0,0
841,5,0,0,0,-1
842,0,0,0,0,-1
843,0,0,0,0,0
844,0,0,0,0,-1
845,0,0,0,16,-1
846,0,0,16,17,1
847,0,16,17,0,0
848,16,17,0,0,-1
849,17,0,0,0,1
850,0,0,0,13,0
851,0,0,13,0,-1
852,0,13,0,0,-1
853,13,0,0,0,-1
854,0,0,0,0,-1
855,0,0,0,0,-1
856,0,0,0,0,-1
857,0,0,0,0,-1
858,0,0,0,0,-1
859,0,0,0,0,-1
860,0,0,0,0,-1
861,0,0,0,1,0
862,0,0,1,11,1
863,0,1,11,0,-1
864,1,11,0,0,-1
865,11,0,0,0,-1
866,0,0,0,0,0
867,0,0,0,0,-1
868,0,0,0,0,-1
869,0,0,0,18,-1
870,0,0,18,0,0
871,0,18,0,0,-1
872,18,0,0,2,1
873,0,0,2,0,-1
874,0,2,0,9,1
875,2,0,9,0,-1
876,0,9,0,0,-1
877,9,0,0,0,1
878,0,0,0,17,1
879,0,0,17,0,-1
880,0,17,0,0,-1
881,17,0,0,0,-1
882,0,0,0,0,-1
883,0,0,0,0,-1
884,0,0,0,0,-1
885,0,0,0,0,-1
886,0,0,0,0,-1
887,0,0,0,0,-1
888,0,0,0,0,-1
889,0,0,0,0,0
890,0,0,0,0,-1
891,0,0,0,0,-1
892,0,0,0,0,-1
893,0,0,0,0,-1
894,0,0,0,8,0
895,0,0,8,0,0
896,0,8,0,0,0
897,8,0,0,18,0
898,0,0,18,10,-1
899,0,18,10,0,0
900,18,10,0,0,-1
901,10,0,0,0,-1
902,0,0,0,0,0
903,0,0,0,0,1
904,0,0,0,0,0
905,0,0,0,0,0
906,0,0,0,0,0
907,0,0,0,8,1
908,0,0,8,11,1
909,0,8,11,0,-1
910,8,11,0,12,-1
911,11,0,12,0,-1
912,0,12,0,16,1
913,12,0,16,6,-1
914,0,16,6,0,-1
915,16,6,0,0,-1
916,6,0,0,0,0
917,0,0,0,0,0
918,0,0,0,4,1
919,0,0,4,0,-1
920,0,4,0,0,-1
921,4,0,0,7,0
922,0,0,7,0,-1
923,0,7,0,6,-1
924,7,0,6,0,-1
925,0,6,0,0,-1
926,6,0,0,9,1
927,0,0,9,0,-1
928,0,9,0,0,-1
929,9,0,0,2,1
930,0,0,2,0,-1
931,0,2,0,0,-1
932,2,0,0,0,-1
933,0,0,0,0,-1
934,0,0,0,0,1
935,0,0,0,0,-1
936,0,0,0,0,-1
937,0,0,0,4,1
938,0,0,4,0,1
939,0,4,0,0,0
940,4,0,0,14,1
941,0,0,14,0,-1
942,0,14,0,0,0
943,14,0,0,0,-1
944,0,0,0,0,0
945,0,0,0,8,0
946,0,0,8,0,0
947,0,8,0,0,-1
948,8,0,0,0,-1
949,0,0,0,0,-1
950,0,0,0,0,-1
951,0,0,0,13,-1
952,0,0,13,10,-1
953,0,13,10,19,0
954,13,10,19,0,0
955,10,19,0,0,0
956,19,0,0,11,1
957,0,0,11,0,-1
958,0,11,0,0,-1
959,11,0,0,0,0
960,0,0,0,0,-1
961,0,0,0,14,1
962,0,0,14,0,-1
963,0,14,0,7,-1
964,14,0,7,0,-1
965,0,7,0,0,0
966,7,0,0,0,-1
967,0,0,0,0,-1
968,0,0,0,3,0
969,0,0,3,0,-1
970,0,3,0,0,0
971,3,0,0,0,-1
972,0,0,0,15,1
973,0,0,15,0,0
974,0,15,0,0,-1
975,15,0,0,0,-1
976,0,0,0,0,-1
977,0,0,0,0,0
978,0,0,0,13,0
979,0,0,13,15,-1
980,0,13,15,0,-1
981,13,15,0,0,-1
982,15,0,0,0,-1
983,0,0,0,3,0
984,0,0,3,0,-1
985,0,3,0,0,-1
986,3,0,0,0,-1
987,0,0,0,0,-1
988,0,0,0,0,0
989,0,0,0,0,-1
990,0,0,0,15,1
991,0,0,15,0,-1
992,0,15,0,0,-1
993,15,0,0,0,-1
994,0,0,0,0,0
995,0,0,0,3,-1
996,0,0,3,0,-1
997,0,3,0,0,-1
998,3,0,0,0,0
999,0,0,0,0,-1
1000,0,0,0,3,-1
1001,0,0,3,0,-1
1002,0,3,0,0,-1
1003,3,0,0,0,-1
1004,0,0,0,0,-1
1005,0,0,0,0,-1
1006,0,0,0,0,-1
1007,0,0,0,0,-1
1008,0,0,0,0,-1
1009,0,0,0,0,-1
1010,0,0,0,0,-1
1011,0,0,0,10,-1
1012,0,0,10,0,0
1013,0,10,0,0,0
1014,10,0,0,0,0
1015,0,0,0,13,0
1016,0,0,13,0,-1
1017,0,13,0,0,-1
1018,13,0,0,19,0
1019,0,0,19,9,1
1020,0,19,9,0,-1
1021,19,9,0,11,1
1022,9,0,11,0,0
1023,0,11,0,0,-1
1024,11,0,0,0,-1
1025,0,0,0,0,-1
1026,0,0,0,0,-1
1027,0,0,0,0,1
1028,0,0,0,0,-1
1029,0,0,0,0,0
1030,0,0,0,0,0
1031,0,0,0,0,-1
1032,0,0,0,0,-1
1033,0,0,0,0,0
1034,0,0,0,0,-1
1035,0,0,0,0,-1
1036,0,0,0,0,-1
1037,0,0,0,0,-1
1038,0,0,0,0,-1
1039,0,0,0,0,-1
1040,0,0,0,0,-1
1041,0,0,0,0,-1
1042,0,0,0,0,-1
1043,0,0,0,2,0
1044,0,0,2,0,0
1045,0,2,0,0,1
1046,2,0,0,6,1
1047,0,0,6,17,-1
1048,0,6,17,13,0
1049,6,17,13,0,1
1050,17,13,0,0,-1
1051,13,0,0,0,-1
1052,0,0,0,16,1
1053,0,0,16,0,-1
1054,0,16,0,0,-1
1055,16,0,0,0,-1
1056,0,0,0,0,0
1057,0,0,0,0,-1
1058,0,0,0,19,0
1059,0,0,19,0,0
1060,0,19,0,0,0
1061,19,0,0,0,-1
1062,0,0,0,0,-1
1063,0,0,0,0,-1
1064,0,0,0,0,-1
1065,0,0,0,0,-1
1066,0,0,0,0,-1
1067,0,0,0,0,-1
1068,0,0,0,0,0
1069,0,0,0,5,-1
1070,0,0,5,0,-1
1071,0,5,0,0,-1
1072,5,0,0,0,-1
1073,0,0,0,0,-1
1074,0,0,0,0,1
1075,0,0,0,7,0
1076,0,0,7,13,0
1077,0,7,13,0,-1
1078,7,13,0,0,-1
1079,13,0,0,0,0
1080,0,0,0,0,-1
1081,0,0,0,0,-1
1082,0,0,0,0,-1
1083,0,0,0,14,0
1084,0,0,14,0,-1
1085,0,14,0,0,-1
1086,14,0,0,0,0
1087,0,0,0,0,0
1088,0,0,0,0,0
1089,0,0,0,0,1
1090,0,0,0,0,-1
1091,0,0,0,0,-1
1092,0,0,0,0,0
1093,0,0,0,9,1
1094,0,0,9,0,-1
1095,0,9,0,0,-1
1096,9,0,0,0,-1
1097,0,0,0,0,0
1098,0,0,0,17,1
1099,0,0,17,0,-1
