,s-4,s-3,s-2,s-1,a,r
4146,1,19,5,18,16,1.0
4147,19,5,18,16,0,1.0
4148,5,18,16,0,15,0.0
4149,18,16,0,15,10,0.0
4150,16,0,15,10,7,0.0
4151,0,15,10,7,11,1.0
4152,15,10,7,11,11,0.0
4153,10,7,11,11,16,1.0
4154,7,11,11,16,8,1.0
4155,11,11,16,8,3,0.0
4156,11,16,8,3,7,-1.0
4157,16,8,3,7,6,1.0
4158,8,3,7,6,15,0.0
4159,3,7,6,15,16,1.0
4160,7,6,15,16,8,0.0
4161,6,15,16,8,19,1.0
4162,15,16,8,19,2,0.0
4163,16,8,19,2,14,1.0
4164,8,19,2,14,6,1.0
4165,19,2,14,6,19,1.0
4166,2,14,6,19,16,-1.0
4167,14,6,19,16,5,1.0
4168,6,19,16,5,18,0.0
4169,19,16,5,18,10,0.0
4170,16,5,18,10,0,-1.0
4171,5,18,10,0,2,1.0
4172,18,10,0,2,1,0.0
4173,10,0,2,1,19,0.0
4174,0,2,1,19,10,0.0
4175,2,1,19,10,3,1.0
4176,1,19,10,3,19,0.0
4177,19,10,3,19,14,0.0
4178,10,3,19,14,13,0.0
4179,3,19,14,13,12,0.0
4180,19,14,13,12,10,0.0
4181,14,13,12,10,17,-1.0
4182,13,12,10,17,11,1.0
4183,12,10,17,11,14,0.0
4184,10,17,11,14,11,1.0
4185,17,11,14,11,16,-1.0
4186,11,14,11,16,2,0.0
4187,14,11,16,2,17,1.0
4188,11,16,2,17,10,0.0
4189,16,2,17,10,10,0.0
4190,2,17,10,10,14,1.0
4191,17,10,10,14,9,0.0
4192,10,10,14,9,7,0.0
4193,10,14,9,7,7,1.0
4194,14,9,7,7,16,0.0
4195,9,7,7,16,8,1.0
4196,7,7,16,8,15,1.0
4197,7,16,8,15,18,1.0
4198,16,8,15,18,14,0.0
4199,8,15,18,14,16,0.0
4200,15,18,14,16,11,1.0
4201,18,14,16,11,18,1.0
4202,14,16,11,18,13,1.0
4203,16,11,18,13,13,-1.0
4204,11,18,13,13,7,1.0
4205,18,13,13,7,16,-1.0
4206,13,13,7,16,9,0.0
4207,13,7,16,9,8,1.0
4208,7,16,9,8,19,1.0
4209,16,9,8,19,19,1.0
4210,9,8,19,19,16,0.0
4211,8,19,19,16,8,0.0
4212,19,19,16,8,16,-1.0
4213,19,16,8,16,9,0.0
4214,16,8,16,9,8,0.0
4215,8,16,9,8,13,1.0
4216,16,9,8,13,6,1.0
4217,9,8,13,6,19,0.0
4218,8,13,6,19,8,1.0
4219,13,6,19,8,13,0.0
4220,6,19,8,13,4,1.0
4221,19,8,13,4,4,0.0
4222,8,13,4,4,11,0.0
4223,13,4,4,11,5,0.0
4224,4,4,11,5,1,0.0
4225,4,11,5,1,15,0.0
4226,11,5,1,15,7,1.0
4227,5,1,15,7,12,0.0
4228,1,15,7,12,11,-1.0
4229,15,7,12,11,2,0.0
4230,7,12,11,2,16,0.0
4231,12,11,2,16,11,0.0
4232,11,2,16,11,13,1.0
4233,2,16,11,13,1,1.0
4234,16,11,13,1,9,0.0
4235,11,13,1,9,2,0.0
4236,13,1,9,2,11,0.0
4237,1,9,2,11,19,1.0
4238,9,2,11,19,12,1.0
4239,2,11,19,12,16,0.0
4240,11,19,12,16,0,1.0
4241,19,12,16,0,6,0.0
4242,12,16,0,6,12,0.0
4243,16,0,6,12,0,0.0
4244,0,6,12,0,3,1.0
4245,6,12,0,3,8,1.0
4246,12,0,3,8,6,1.0
4247,0,3,8,6,19,0.0
4248,3,8,6,19,15,0.0
4249,8,6,19,15,1,1.0
4250,6,19,15,1,3,1.0
4251,19,15,1,3,19,0.0
4252,15,1,3,19,13,1.0
4253,1,3,19,13,13,-1.0
4254,3,19,13,13,1,1.0
4255,19,13,13,1,14,0.0
4256,13,13,1,14,4,1.0
4257,13,1,14,4,3,-1.0
4258,1,14,4,3,2,1.0
4259,14,4,3,2,19,0.0
4260,4,3,2,19,3,0.0
4261,3,2,19,3,14,1.0
4262,2,19,3,14,13,1.0
4263,19,3,14,13,17,1.0
4264,3,14,13,17,1,1.0
4265,14,13,17,1,14,0.0
4266,13,17,1,14,8,0.0
4267,17,1,14,8,15,-1.0
4268,1,14,8,15,6,1.0
4269,14,8,15,6,0,1.0
4270,8,15,6,0,9,0.0
4271,15,6,0,9,19,0.0
4272,6,0,9,19,2,0.0
4273,0,9,19,2,1,0.0
4274,9,19,2,1,11,0.0
4275,19,2,1,11,14,1.0
4276,2,1,11,14,15,0.0
4277,1,11,14,15,18,1.0
4278,11,14,15,18,8,0.0
4279,14,15,18,8,0,1.0
4280,15,18,8,0,3,-1.0
4281,18,8,0,3,14,0.0
4282,8,0,3,14,7,0.0
4283,0,3,14,7,8,0.0
4284,3,14,7,8,2,0.0
4285,14,7,8,2,11,1.0
4286,7,8,2,11,12,1.0
4287,8,2,11,12,11,1.0
4288,2,11,12,11,19,0.0
4289,11,12,11,19,9,0.0
4290,12,11,19,9,9,1.0
4291,11,19,9,9,7,1.0
4292,19,9,9,7,11,0.0
4293,9,9,7,11,1,0.0
4294,9,7,11,1,17,-1.0
4295,7,11,1,17,9,1.0
4296,11,1,17,9,11,1.0
4297,1,17,9,11,12,1.0
4298,17,9,11,12,0,1.0
4299,9,11,12,0,16,1.0
4300,11,12,0,16,3,1.0
4301,12,0,16,3,19,1.0
4302,0,16,3,19,13,0.0
4303,16,3,19,13,15,0.0
4304,3,19,13,15,1,0.0
4305,19,13,15,1,13,0.0
4306,13,15,1,13,2,1.0
4307,15,1,13,2,14,1.0
4308,1,13,2,14,6,0.0
4309,13,2,14,6,17,0.0
4310,2,14,6,17,9,-1.0
4311,14,6,17,9,8,1.0
4312,6,17,9,8,14,0.0
4313,17,9,8,14,16,0.0
4314,9,8,14,16,0,0.0
4315,8,14,16,0,0,1.0
4316,14,16,0,0,8,1.0
4317,16,0,0,8,7,1.0
4318,0,0,8,7,6,1.0
4319,0,8,7,6,0,1.0
4320,8,7,6,0,7,-1.0
4321,7,6,0,7,10,1.0
4322,6,0,7,10,1,0.0
4323,0,7,10,1,2,0.0
4324,7,10,1,2,9,0.0
4325,10,1,2,9,11,1.0
4326,1,2,9,11,13,0.0
4327,2,9,11,13,11,1.0
4328,9,11,13,11,5,-1.0
4329,11,13,11,5,3,1.0
4330,13,11,5,3,13,0.0
4331,11,5,3,13,3,0.0
4332,5,3,13,3,15,0.0
4333,3,13,3,15,0,1.0
4334,13,3,15,0,13,1.0
4335,3,15,0,13,2,1.0
4336,15,0,13,2,11,1.0
4337,0,13,2,11,19,0.0
4338,13,2,11,19,5,0.0
4339,2,11,19,5,9,0.0
4340,11,19,5,9,14,0.0
4341,19,5,9,14,9,-1.0
4342,5,9,14,9,13,0.0
4343,9,14,9,13,9,0.0
4344,14,9,13,9,6,1.0
4345,9,13,9,6,13,1.0
4346,13,9,6,13,1,0.0
4347,9,6,13,1,5,1.0
4348,6,13,1,5,11,0.0
4349,13,1,5,11,6,0.0
4350,1,5,11,6,11,1.0
4351,5,11,6,11,11,0.0
4352,11,6,11,11,5,0.0
4353,6,11,11,5,13,1.0
4354,11,11,5,13,1,0.0
4355,11,5,13,1,6,0.0
4356,5,13,1,6,5,0.0
4357,13,1,6,5,15,-1.0
4358,1,6,5,15,5,0.0
4359,6,5,15,5,17,-1.0
4360,5,15,5,17,15,1.0
4361,15,5,17,15,9,0.0
4362,5,17,15,9,4,1.0
4363,17,15,9,4,0,1.0
4364,15,9,4,0,5,0.0
4365,9,4,0,5,3,-1.0
4366,4,0,5,3,1,0.0
4367,0,5,3,1,8,0.0
4368,5,3,1,8,2,1.0
4369,3,1,8,2,9,1.0
4370,1,8,2,9,8,1.0
4371,8,2,9,8,3,1.0
4372,2,9,8,3,13,1.0
4373,9,8,3,13,11,-1.0
4374,8,3,13,11,10,0.0
4375,3,13,11,10,13,1.0
4376,13,11,10,13,13,0.0
4377,11,10,13,13,16,-1.0
4378,10,13,13,16,8,0.0
4379,13,13,16,8,2,1.0
4380,13,16,8,2,9,-1.0
4381,16,8,2,9,9,0.0
4382,8,2,9,9,15,1.0
4383,2,9,9,15,7,0.0
4384,9,9,15,7,18,1.0
4385,9,15,7,18,14,1.0
4386,15,7,18,14,14,0.0
4387,7,18,14,14,16,0.0
4388,18,14,14,16,9,1.0
4389,14,14,16,9,2,0.0
4390,14,16,9,2,14,1.0
4391,16,9,2,14,3,0.0
4392,9,2,14,3,7,0.0
4393,2,14,3,7,17,1.0
4394,14,3,7,17,6,0.0
4395,3,7,17,6,10,1.0
4396,7,17,6,10,3,0.0
4397,17,6,10,3,2,0.0
4398,6,10,3,2,1,-1.0
4399,10,3,2,1,16,0.0
4400,3,2,1,16,2,0.0
4401,2,1,16,2,0,1.0
4402,1,16,2,0,7,1.0
4403,16,2,0,7,14,1.0
4404,2,0,7,14,4,-1.0
4405,0,7,14,4,6,1.0
4406,7,14,4,6,0,1.0
4407,14,4,6,0,0,1.0
4408,4,6,0,0,4,1.0
4409,6,0,0,4,10,0.0
4410,0,0,4,10,11,0.0
4411,0,4,10,11,9,0.0
4412,4,10,11,9,11,1.0
4413,10,11,9,11,10,0.0
4414,11,9,11,10,8,1.0
4415,9,11,10,8,17,1.0
4416,11,10,8,17,11,1.0
4417,10,8,17,11,3,1.0
4418,8,17,11,3,14,1.0
4419,17,11,3,14,19,1.0
4420,11,3,14,19,19,-1.0
4421,3,14,19,19,1,0.0
4422,14,19,19,1,6,1.0
4423,19,19,1,6,1,0.0
4424,19,1,6,1,2,0.0
4425,1,6,1,2,6,0.0
4426,6,1,2,6,16,0.0
4427,1,2,6,16,12,0.0
4428,2,6,16,12,12,1.0
4429,6,16,12,12,11,1.0
4430,16,12,12,11,1,0.0
4431,12,12,11,1,8,1.0
4432,12,11,1,8,13,1.0
4433,11,1,8,13,1,1.0
4434,1,8,13,1,14,1.0
4435,8,13,1,14,18,1.0
4436,13,1,14,18,1,0.0
4437,1,14,18,1,18,0.0
4438,14,18,1,18,8,1.0
4439,18,1,18,8,11,1.0
4440,1,18,8,11,7,0.0
4441,18,8,11,7,8,0.0
4442,8,11,7,8,16,0.0
4443,11,7,8,16,2,1.0
4444,7,8,16,2,0,0.0
4445,8,16,2,0,18,1.0
4446,16,2,0,18,19,0.0
4447,2,0,18,19,10,0.0
4448,0,18,19,10,9,0.0
4449,18,19,10,9,17,0.0
4450,19,10,9,17,17,0.0
4451,10,9,17,17,4,1.0
4452,9,17,17,4,15,0.0
4453,17,17,4,15,9,1.0
4454,17,4,15,9,16,0.0
4455,4,15,9,16,12,0.0
4456,15,9,16,12,5,1.0
4457,9,16,12,5,6,0.0
4458,16,12,5,6,13,0.0
4459,12,5,6,13,0,0.0
4460,5,6,13,0,14,1.0
4461,6,13,0,14,10,0.0
4462,13,0,14,10,6,1.0
4463,0,14,10,6,15,0.0
4464,14,10,6,15,16,-1.0
4465,10,6,15,16,15,0.0
4466,6,15,16,15,3,0.0
4467,15,16,15,3,17,1.0
4468,16,15,3,17,0,1.0
4469,15,3,17,0,17,1.0
4470,3,17,0,17,9,1.0
4471,17,0,17,9,9,0.0
4472,0,17,9,9,19,0.0
4473,17,9,9,19,14,0.0
4474,9,9,19,14,8,0.0
4475,9,19,14,8,13,0.0
4476,19,14,8,13,11,1.0
4477,14,8,13,11,19,0.0
4478,8,13,11,19,4,1.0
4479,13,11,19,4,8,0.0
4480,11,19,4,8,19,0.0
4481,19,4,8,19,13,0.0
4482,4,8,19,13,10,1.0
4483,8,19,13,10,10,0.0
4484,19,13,10,10,5,1.0
4485,13,10,10,5,16,0.0
4486,10,10,5,16,10,1.0
4487,10,5,16,10,1,0.0
4488,5,16,10,1,17,1.0
4489,16,10,1,17,17,0.0
4490,10,1,17,17,1,1.0
4491,1,17,17,1,8,1.0
4492,17,17,1,8,8,0.0
4493,17,1,8,8,7,0.0
4494,1,8,8,7,15,0.0
4495,8,8,7,15,6,1.0
4496,8,7,15,6,2,1.0
4497,7,15,6,2,18,0.0
4498,15,6,2,18,10,0.0
4499,6,2,18,10,7,0.0
4500,2,18,10,7,19,0.0
4501,18,10,7,19,10,0.0
4502,10,7,19,10,12,0.0
4503,7,19,10,12,15,-1.0
4504,19,10,12,15,1,1.0
4505,10,12,15,1,1,-1.0
4506,12,15,1,1,13,1.0
4507,15,1,1,13,14,1.0
4508,1,1,13,14,8,1.0
4509,1,13,14,8,5,0.0
4510,13,14,8,5,2,0.0
4511,14,8,5,2,18,1.0
4512,8,5,2,18,3,0.0
4513,5,2,18,3,6,0.0
4514,2,18,3,6,15,0.0
4515,18,3,6,15,6,0.0
4516,3,6,15,6,6,1.0
4517,6,15,6,6,14,1.0
4518,15,6,6,14,17,1.0
4519,6,6,14,17,4,-1.0
4520,6,14,17,4,0,1.0
4521,14,17,4,0,5,1.0
4522,17,4,0,5,11,1.0
4523,4,0,5,11,17,0.0
4524,0,5,11,17,6,1.0
4525,5,11,17,6,9,0.0
4526,11,17,6,9,16,0.0
4527,17,6,9,16,1,0.0
4528,6,9,16,1,16,0.0
4529,9,16,1,16,10,0.0
4530,16,1,16,10,19,0.0
4531,1,16,10,19,17,0.0
4532,16,10,19,17,8,1.0
4533,10,19,17,8,12,1.0
4534,19,17,8,12,2,0.0
4535,17,8,12,2,10,1.0
4536,8,12,2,10,17,0.0
4537,12,2,10,17,4,1.0
4538,2,10,17,4,3,-1.0
4539,10,17,4,3,3,0.0
4540,17,4,3,3,14,1.0
4541,4,3,3,14,14,0.0
4542,3,3,14,14,7,1.0
4543,3,14,14,7,18,0.0
4544,14,14,7,18,14,1.0
4545,14,7,18,14,15,0.0
4546,7,18,14,15,12,0.0
4547,18,14,15,12,10,1.0
4548,14,15,12,10,16,0.0
4549,15,12,10,16,18,0.0
4550,12,10,16,18,16,0.0
4551,10,16,18,16,9,0.0
4552,16,18,16,9,3,-1.0
4553,18,16,9,3,14,1.0
4554,16,9,3,14,18,1.0
4555,9,3,14,18,19,1.0
4556,3,14,18,19,2,0.0
4557,14,18,19,2,19,0.0
4558,18,19,2,19,3,0.0
4559,19,2,19,3,4,0.0
4560,2,19,3,4,12,0.0
4561,19,3,4,12,14,1.0
4562,3,4,12,14,12,1.0
4563,4,12,14,12,16,1.0
4564,12,14,12,16,8,1.0
4565,14,12,16,8,13,-1.0
4566,12,16,8,13,16,1.0
4567,16,8,13,16,2,0.0
4568,8,13,16,2,16,1.0
4569,13,16,2,16,12,1.0
4570,16,2,16,12,1,0.0
4571,2,16,12,1,11,0.0
4572,16,12,1,11,9,0.0
4573,12,1,11,9,15,0.0
4574,1,11,9,15,0,0.0
4575,11,9,15,0,11,0.0
4576,9,15,0,11,7,0.0
4577,15,0,11,7,9,0.0
4578,0,11,7,9,5,1.0
4579,11,7,9,5,7,-1.0
4580,7,9,5,7,1,0.0
4581,9,5,7,1,19,0.0
4582,5,7,1,19,4,0.0
4583,7,1,19,4,3,0.0
4584,1,19,4,3,11,0.0
4585,19,4,3,11,13,0.0
4586,4,3,11,13,10,0.0
4587,3,11,13,10,0,0.0
4588,11,13,10,0,6,1.0
4589,13,10,0,6,7,1.0
4590,10,0,6,7,18,0.0
4591,0,6,7,18,16,1.0
4592,6,7,18,16,15,0.0
4593,7,18,16,15,7,1.0
4594,18,16,15,7,17,1.0
4595,16,15,7,17,10,1.0
4596,15,7,17,10,6,0.0
4597,7,17,10,6,6,1.0
4598,17,10,6,6,12,0.0
4599,10,6,6,12,19,0.0
4600,6,6,12,19,6,0.0
4601,6,12,19,6,14,1.0
4602,12,19,6,14,19,0.0
4603,19,6,14,19,8,0.0
4604,6,14,19,8,8,0.0
4605,14,19,8,8,19,0.0
4606,19,8,8,19,13,0.0
4607,8,8,19,13,4,0.0
4608,8,19,13,4,8,1.0
4609,19,13,4,8,16,1.0
4610,13,4,8,16,16,0.0
4611,4,8,16,16,13,0.0
4612,8,16,16,13,0,1.0
4613,16,16,13,0,1,1.0
4614,16,13,0,1,16,1.0
4615,13,0,1,16,18,1.0
4616,0,1,16,18,12,0.0
4617,1,16,18,12,5,0.0
4618,16,18,12,5,7,1.0
4619,18,12,5,7,14,0.0
4620,12,5,7,14,1,1.0
4621,5,7,14,1,7,0.0
4622,7,14,1,7,19,0.0
4623,14,1,7,19,6,1.0
4624,1,7,19,6,3,0.0
4625,7,19,6,3,6,1.0
4626,19,6,3,6,2,0.0
4627,6,3,6,2,12,1.0
4628,3,6,2,12,1,0.0
4629,6,2,12,1,17,1.0
4630,2,12,1,17,9,1.0
4631,12,1,17,9,11,0.0
4632,1,17,9,11,6,0.0
4633,17,9,11,6,7,0.0
4634,9,11,6,7,0,1.0
4635,11,6,7,0,9,0.0
4636,6,7,0,9,17,0.0
4637,7,0,9,17,14,0.0
4638,0,9,17,14,7,1.0
4639,9,17,14,7,19,0.0
4640,17,14,7,19,13,0.0
4641,14,7,19,13,19,1.0
4642,7,19,13,19,13,1.0
4643,19,13,19,13,16,1.0
4644,13,19,13,16,13,0.0
4645,19,13,16,13,15,0.0
4646,13,16,13,15,13,0.0
4647,16,13,15,13,4,1.0
4648,13,15,13,4,3,1.0
4649,15,13,4,3,8,1.0
4650,13,4,3,8,12,1.0
4651,4,3,8,12,5,1.0
4652,3,8,12,5,12,1.0
4653,8,12,5,12,0,0.0
4654,12,5,12,0,5,1.0
4655,5,12,0,5,16,1.0
4656,12,0,5,16,15,0.0
4657,0,5,16,15,17,0.0
4658,5,16,15,17,17,0.0
4659,16,15,17,17,18,1.0
4660,15,17,17,18,9,1.0
4661,17,17,18,9,19,0.0
4662,17,18,9,19,11,0.0
4663,18,9,19,11,6,0.0
4664,9,19,11,6,0,0.0
4665,19,11,6,0,8,0.0
4666,11,6,0,8,19,0.0
4667,6,0,8,19,10,0.0
4668,0,8,19,10,2,0.0
4669,8,19,10,2,2,0.0
4670,19,10,2,2,10,0.0
4671,10,2,2,10,3,1.0
4672,2,2,10,3,5,0.0
4673,2,10,3,5,15,1.0
4674,10,3,5,15,9,1.0
4675,3,5,15,9,12,1.0
4676,5,15,9,12,11,0.0
4677,15,9,12,11,16,0.0
4678,9,12,11,16,5,1.0
4679,12,11,16,5,9,1.0
4680,11,16,5,9,12,0.0
4681,16,5,9,12,12,0.0
4682,5,9,12,12,6,1.0
4683,9,12,12,6,15,1.0
4684,12,12,6,15,6,1.0
4685,12,6,15,6,16,1.0
4686,6,15,6,16,6,1.0
4687,15,6,16,6,0,0.0
4688,6,16,6,0,7,0.0
4689,16,6,0,7,11,0.0
4690,6,0,7,11,4,0.0
4691,0,7,11,4,16,0.0
4692,7,11,4,16,8,0.0
4693,11,4,16,8,18,0.0
4694,4,16,8,18,12,0.0
4695,16,8,18,12,15,1.0
4696,8,18,12,15,10,0.0
4697,18,12,15,10,8,0.0
4698,12,15,10,8,13,1.0
4699,15,10,8,13,19,0.0
4700,10,8,13,19,16,1.0
4701,8,13,19,16,16,0.0
4702,13,19,16,16,11,0.0
4703,19,16,16,11,10,0.0
4704,16,16,11,10,11,1.0
4705,16,11,10,11,2,0.0
4706,11,10,11,2,8,1.0
4707,10,11,2,8,0,0.0
4708,11,2,8,0,10,1.0
4709,2,8,0,10,13,0.0
4710,8,0,10,13,9,0.0
4711,0,10,13,9,15,0.0
4712,10,13,9,15,11,0.0
4713,13,9,15,11,15,1.0
4714,9,15,11,15,8,0.0
4715,15,11,15,8,11,0.0
4716,11,15,8,11,12,1.0
4717,15,8,11,12,2,1.0
4718,8,11,12,2,7,0.0
4719,11,12,2,7,10,1.0
4720,12,2,7,10,18,0.0
4721,2,7,10,18,6,1.0
4722,7,10,18,6,0,0.0
4723,10,18,6,0,7,1.0
4724,18,6,0,7,3,1.0
4725,6,0,7,3,13,0.0
4726,0,7,3,13,13,1.0
4727,7,3,13,13,18,1.0
4728,3,13,13,18,5,1.0
4729,13,13,18,5,7,0.0
4730,13,18,5,7,10,1.0
4731,18,5,7,10,7,1.0
4732,5,7,10,7,18,1.0
4733,7,10,7,18,7,0.0
4734,10,7,18,7,8,0.0
4735,7,18,7,8,14,0.0
4736,18,7,8,14,5,1.0
4737,7,8,14,5,3,-1.0
4738,8,14,5,3,14,1.0
4739,14,5,3,14,7,1.0
4740,5,3,14,7,3,0.0
4741,3,14,7,3,18,0.0
4742,14,7,3,18,0,1.0
4743,7,3,18,0,13,-1.0
4744,3,18,0,13,12,0.0
4745,18,0,13,12,12,1.0
4746,0,13,12,12,9,0.0
4747,13,12,12,9,8,1.0
4748,12,12,9,8,16,1.0
4749,12,9,8,16,10,0.0
4750,9,8,16,10,9,-1.0
4751,8,16,10,9,10,0.0
4752,16,10,9,10,14,0.0
4753,10,9,10,14,3,0.0
4754,9,10,14,3,4,0.0
4755,10,14,3,4,15,1.0
4756,14,3,4,15,13,0.0
4757,3,4,15,13,12,1.0
4758,4,15,13,12,17,1.0
4759,15,13,12,17,4,-1.0
4760,13,12,17,4,18,0.0
4761,12,17,4,18,0,0.0
4762,17,4,18,0,17,1.0
4763,4,18,0,17,14,1.0
4764,18,0,17,14,4,1.0
4765,0,17,14,4,17,-1.0
4766,17,14,4,17,2,0.0
4767,14,4,17,2,4,0.0
4768,4,17,2,4,2,1.0
4769,17,2,4,2,5,-1.0
4770,2,4,2,5,1,0.0
4771,4,2,5,1,5,0.0
4772,2,5,1,5,15,1.0
4773,5,1,5,15,14,1.0
4774,1,5,15,14,1,1.0
4775,5,15,14,1,1,1.0
4776,15,14,1,1,13,1.0
4777,14,1,1,13,1,1.0
4778,1,1,13,1,5,0.0
4779,1,13,1,5,5,0.0
4780,13,1,5,5,2,1.0
4781,1,5,5,2,15,0.0
4782,5,5,2,15,13,1.0
4783,5,2,15,13,12,1.0
4784,2,15,13,12,1,0.0
4785,15,13,12,1,17,0.0
4786,13,12,1,17,15,0.0
4787,12,1,17,15,9,0.0
4788,1,17,15,9,11,-1.0
4789,17,15,9,11,5,0.0
4790,15,9,11,5,9,0.0
4791,9,11,5,9,4,0.0
4792,11,5,9,4,8,0.0
4793,5,9,4,8,15,0.0
4794,9,4,8,15,9,1.0
4795,4,8,15,9,1,-1.0
4796,8,15,9,1,12,1.0
4797,15,9,1,12,3,0.0
4798,9,1,12,3,14,1.0
4799,1,12,3,14,7,0.0
4800,12,3,14,7,12,0.0
4801,3,14,7,12,13,0.0
4802,14,7,12,13,12,1.0
4803,7,12,13,12,9,-1.0
4804,12,13,12,9,7,0.0
4805,13,12,9,7,11,1.0
4806,12,9,7,11,6,0.0
4807,9,7,11,6,15,1.0
4808,7,11,6,15,14,1.0
4809,11,6,15,14,8,0.0
4810,6,15,14,8,16,1.0
4811,15,14,8,16,8,0.0
4812,14,8,16,8,3,1.0
4813,8,16,8,3,6,1.0
4814,16,8,3,6,6,1.0
4815,8,3,6,6,4,1.0
4816,3,6,6,4,3,1.0
4817,6,6,4,3,6,1.0
4818,6,4,3,6,3,0.0
4819,4,3,6,3,5,0.0
4820,3,6,3,5,10,-1.0
4821,6,3,5,10,10,0.0
4822,3,5,10,10,2,1.0
4823,5,10,10,2,13,0.0
4824,10,10,2,13,15,1.0
4825,10,2,13,15,1,0.0
4826,2,13,15,1,15,0.0
4827,13,15,1,15,18,0.0
4828,15,1,15,18,1,0.0
4829,1,15,18,1,12,1.0
4830,15,18,1,12,2,0.0
4831,18,1,12,2,8,0.0
4832,1,12,2,8,18,0.0
4833,12,2,8,18,6,1.0
4834,2,8,18,6,2,1.0
4835,8,18,6,2,8,0.0
4836,18,6,2,8,10,1.0
4837,6,2,8,10,19,0.0
4838,2,8,10,19,16,0.0
4839,8,10,19,16,5,0.0
4840,10,19,16,5,7,0.0
4841,19,16,5,7,1,0.0
4842,16,5,7,1,13,0.0
4843,5,7,1,13,4,0.0
4844,7,1,13,4,15,-1.0
4845,1,13,4,15,14,0.0
4846,13,4,15,14,7,1.0
4847,4,15,14,7,18,1.0
4848,15,14,7,18,19,0.0
4849,14,7,18,19,12,1.0
4850,7,18,19,12,3,-1.0
4851,18,19,12,3,6,0.0
4852,19,12,3,6,1,1.0
4853,12,3,6,1,9,0.0
4854,3,6,1,9,10,0.0
4855,6,1,9,10,19,1.0
4856,1,9,10,19,3,0.0
4857,9,10,19,3,14,1.0
4858,10,19,3,14,19,1.0
4859,19,3,14,19,10,1.0
4860,3,14,19,10,3,1.0
4861,14,19,10,3,13,1.0
4862,19,10,3,13,12,1.0
4863,10,3,13,12,9,0.0
4864,3,13,12,9,10,1.0
4865,13,12,9,10,18,1.0
4866,12,9,10,18,11,1.0
4867,9,10,18,11,18,1.0
4868,10,18,11,18,4,0.0
4869,18,11,18,4,3,0.0
4870,11,18,4,3,9,-1.0
4871,18,4,3,9,13,0.0
4872,4,3,9,13,7,1.0
4873,3,9,13,7,11,1.0
4874,9,13,7,11,7,1.0
4875,13,7,11,7,2,1.0
4876,7,11,7,2,2,0.0
4877,11,7,2,2,3,-1.0
4878,7,2,2,3,19,1.0
4879,2,2,3,19,13,0.0
4880,2,3,19,13,0,1.0
4881,3,19,13,0,12,1.0
4882,19,13,0,12,10,1.0
4883,13,0,12,10,6,0.0
4884,0,12,10,6,10,1.0
4885,12,10,6,10,1,0.0
4886,10,6,10,1,10,0.0
4887,6,10,1,10,15,0.0
4888,10,1,10,15,10,1.0
4889,1,10,15,10,17,1.0
4890,10,15,10,17,18,0.0
4891,15,10,17,18,14,0.0
4892,10,17,18,14,4,-1.0
4893,17,18,14,4,5,1.0
4894,18,14,4,5,19,0.0
4895,14,4,5,19,0,1.0
4896,4,5,19,0,15,1.0
4897,5,19,0,15,15,1.0
4898,19,0,15,15,16,0.0
4899,0,15,15,16,3,0.0
4900,15,15,16,3,16,0.0
4901,15,16,3,16,3,-1.0
4902,16,3,16,3,5,0.0
4903,3,16,3,5,14,1.0
4904,16,3,5,14,1,1.0
4905,3,5,14,1,2,-1.0
4906,5,14,1,2,19,1.0
4907,14,1,2,19,19,-1.0
4908,1,2,19,19,5,0.0
4909,2,19,19,5,0,0.0
4910,19,19,5,0,5,0.0
4911,19,5,0,5,4,-1.0
4912,5,0,5,4,5,1.0
4913,0,5,4,5,12,0.0
4914,5,4,5,12,9,0.0
4915,4,5,12,9,18,0.0
4916,5,12,9,18,18,1.0
4917,12,9,18,18,13,0.0
4918,9,18,18,13,3,1.0
4919,18,18,13,3,13,1.0
4920,18,13,3,13,0,0.0
4921,13,3,13,0,16,-1.0
4922,3,13,0,16,9,0.0
4923,13,0,16,9,15,1.0
4924,0,16,9,15,1,0.0
4925,16,9,15,1,0,1.0
4926,9,15,1,0,17,1.0
4927,15,1,0,17,3,1.0
4928,1,0,17,3,8,0.0
4929,0,17,3,8,11,1.0
4930,17,3,8,11,2,1.0
4931,3,8,11,2,8,0.0
4932,8,11,2,8,4,0.0
4933,11,2,8,4,17,1.0
4934,2,8,4,17,4,0.0
4935,8,4,17,4,19,0.0
4936,4,17,4,19,8,0.0
4937,17,4,19,8,4,-1.0
4938,4,19,8,4,0,0.0
4939,19,8,4,0,19,1.0
4940,8,4,0,19,10,1.0
4941,4,0,19,10,11,0.0
4942,0,19,10,11,11,0.0
4943,19,10,11,11,2,-1.0
4944,10,11,11,2,13,1.0
4945,11,11,2,13,18,0.0
4946,11,2,13,18,6,0.0
4947,2,13,18,6,2,1.0
4948,13,18,6,2,8,1.0
4949,18,6,2,8,15,0.0
4950,6,2,8,15,11,0.0
4951,2,8,15,11,8,1.0
4952,8,15,11,8,11,0.0
4953,15,11,8,11,15,0.0
4954,11,8,11,15,14,0.0
4955,8,11,15,14,6,0.0
4956,11,15,14,6,18,0.0
4957,15,14,6,18,4,1.0
4958,14,6,18,4,9,0.0
4959,6,18,4,9,10,0.0
4960,18,4,9,10,11,0.0
4961,4,9,10,11,16,1.0
4962,9,10,11,16,11,0.0
4963,10,11,16,11,10,-1.0
