,s-3,s-2,s-1,a,r
265,26,0,30,0,1
266,0,30,0,0,0
267,30,0,0,23,1
268,0,0,23,0,1
269,0,23,0,12,-1
270,23,0,12,0,-1
271,0,12,0,0,-1
272,12,0,0,0,-1
273,0,0,0,0,0
274,0,0,0,0,0
275,0,0,0,0,-1
276,0,0,0,0,-1
277,0,0,0,0,-1
278,0,0,0,18,-1
279,0,0,18,0,0
280,0,18,0,0,-1
281,18,0,0,0,0
282,0,0,0,0,-1
283,0,0,0,0,0
284,0,0,0,28,-1
285,0,0,28,10,1
286,0,28,10,32,0
287,28,10,32,0,-1
288,10,32,0,0,-1
289,32,0,0,28,-1
290,0,0,28,0,-1
291,0,28,0,0,-1
292,28,0,0,0,0
293,0,0,0,0,-1
294,0,0,0,0,-1
295,0,0,0,0,-1
296,0,0,0,0,-1
297,0,0,0,0,-1
298,0,0,0,2,0
299,0,0,2,0,-1
300,0,2,0,0,0
301,2,0,0,0,-1
302,0,0,0,0,1
303,0,0,0,0,-1
304,0,0,0,0,-1
305,0,0,0,0,0
306,0,0,0,0,-1
307,0,0,0,0,0
308,0,0,0,0,0
309,0,0,0,0,0
310,0,0,0,0,-1
311,0,0,0,0,-1
312,0,0,0,0,-1
313,0,0,0,0,-1
314,0,0,0,27,1
315,0,0,27,24,-1
316,0,27,24,0,1
317,27,24,0,0,-1
318,24,0,0,9,1
319,0,0,9,0,-1
320,0,9,0,0,1
321,9,0,0,0,-1
322,0,0,0,0,0
323,0,0,0,0,-1
324,0,0,0,0,-1
325,0,0,0,0,-1
326,0,0,0,3,1
327,0,0,3,0,-1
328,0,3,0,0,-1
329,3,0,0,30,-1
330,0,0,30,0,1
331,0,30,0,0,0
332,30,0,0,0,-1
333,0,0,0,5,1
334,0,0,5,0,-1
335,0,5,0,0,-1
336,5,0,0,0,-1
337,0,0,0,21,1
338,0,0,21,0,0
339,0,21,0,0,-1
340,21,0,0,0,-1
341,0,0,0,0,-1
342,0,0,0,37,-1
343,0,0,37,0,-1
344,0,37,0,0,-1
345,37,0,0,37,0
346,0,0,37,0,-1
347,0,37,0,0,-1
348,37,0,0,0,-1
349,0,0,0,0,-1
350,0,0,0,0,-1
351,0,0,0,0,0
352,0,0,0,0,-1
353,0,0,0,0,-1
354,0,0,0,0,-1
355,0,0,0,0,0
356,0,0,0,0,0
357,0,0,0,0,-1
358,0,0,0,17,-1
359,0,0,17,0,-1
360,0,17,0,0,-1
361,17,0,0,0,0
362,0,0,0,0,-1
363,0,0,0,0,-1
364,0,0,0,0,-1
365,0,0,0,0,-1
366,0,0,0,0,0
367,0,0,0,0,-1
368,0,0,0,0,0
369,0,0,0,0,-1
370,0,0,0,0,-1
371,0,0,0,0,-1
372,0,0,0,0,0
373,0,0,0,0,-1
374,0,0,0,0,-1
375,0,0,0,7,0
376,0,0,7,0,0
377,0,7,0,0,0
378,7,0,0,0,-1
379,0,0,0,0,-1
380,0,0,0,0,-1
381,0,0,0,0,-1
382,0,0,0,0,-1
383,0,0,0,0,-1
384,0,0,0,0,-1
385,0,0,0,0,-1
386,0,0,0,0,-1
387,0,0,0,10,-1
388,0,0,10,0,-1
389,0,10,0,0,-1
390,10,0,0,0,-1
391,0,0,0,0,-1
392,0,0,0,0,-1
393,0,0,0,0,-1
394,0,0,0,0,-1
395,0,0,0,0,-1
396,0,0,0,0,1
397,0,0,0,12,-1
398,0,0,12,0,-1
399,0,12,0,0,-1
400,12,0,0,0,1
401,0,0,0,0,-1
402,0,0,0,14,1
403,0,0,14,0,-1
404,0,14,0,0,-1
405,14,0,0,0,-1
406,0,0,0,0,-1
407,0,0,0,0,-1
408,0,0,0,0,0
409,0,0,0,39,-1
410,0,0,39,0,-1
411,0,39,0,0,-1
412,39,0,0,0,0
413,0,0,0,0,-1
414,0,0,0,0,-1
415,0,0,0,0,0
416,0,0,0,0,-1
417,0,0,0,0,-1
418,0,0,0,0,0
419,0,0,0,0,-1
420,0,0,0,35,1
421,0,0,35,28,-1
422,0,35,28,0,-1
423,35,28,0,19,0
424,28,0,19,0,-1
425,0,19,0,0,-1
426,19,0,0,0,-1
427,0,0,0,0,-1
428,0,0,0,0,-1
429,0,0,0,0,0
430,0,0,0,0,-1
431,0,0,0,0,-1
432,0,0,0,16,1
433,0,0,16,0,-1
434,0,16,0,0,-1
435,16,0,0,0,0
436,0,0,0,0,-1
437,0,0,0,0,-1
438,0,0,0,0,-1
439,0,0,0,0,-1
440,0,0,0,34,1
441,0,0,34,0,-1
442,0,34,0,0,0
443,34,0,0,29,1
444,0,0,29,0,-1
445,0,29,0,0,-1
446,29,0,0,0,-1
447,0,0,0,0,0
448,0,0,0,0,-1
449,0,0,0,0,0
450,0,0,0,0,-1
451,0,0,0,0,-1
452,0,0,0,0,-1
453,0,0,0,0,-1
454,0,0,0,19,0
455,0,0,19,0,-1
456,0,19,0,0,1
457,19,0,0,0,0
458,0,0,0,25,1
459,0,0,25,29,-1
460,0,25,29,0,-1
461,25,29,0,0,-1
462,29,0,0,0,-1
463,0,0,0,0,-1
464,0,0,0,0,1
465,0,0,0,38,-1
466,0,0,38,0,-1
467,0,38,0,0,-1
468,38,0,0,13,0
469,0,0,13,0,-1
470,0,13,0,0,0
471,13,0,0,0,0
472,0,0,0,0,0
473,0,0,0,0,0
474,0,0,0,0,-1
475,0,0,0,0,-1
476,0,0,0,0,-1
477,0,0,0,0,-1
478,0,0,0,0,-1
479,0,0,0,0,-1
480,0,0,0,0,-1
481,0,0,0,0,0
482,0,0,0,4,1
483,0,0,4,0,1
484,0,4,0,0,-1
485,4,0,0,0,1
486,0,0,0,0,-1
487,0,0,0,30,-1
488,0,0,30,16,-1
489,0,30,16,0,1
490,30,16,0,0,0
491,16,0,0,0,0
492,0,0,0,19,-1
493,0,0,19,23,1
494,0,19,23,0,-1
495,19,23,0,0,0
496,23,0,0,0,-1
497,0,0,0,0,-1
498,0,0,0,0,-1
499,0,0,0,24,-1
500,0,0,24,0,-1
501,0,24,0,0,-1
502,24,0,0,14,1
503,0,0,14,0,1
504,0,14,0,0,-1
505,14,0,0,0,0
506,0,0,0,0,-1
507,0,0,0,0,-1
508,0,0,0,0,-1
509,0,0,0,0,-1
510,0,0,0,0,0
511,0,0,0,0,-1
512,0,0,0,0,-1
513,0,0,0,0,-1
514,0,0,0,0,0
515,0,0,0,0,0
516,0,0,0,0,-1
517,0,0,0,0,0
518,0,0,0,0,0
519,0,0,0,6,-1
520,0,0,6,39,0
521,0,6,39,0,-1
522,6,39,0,0,-1
523,39,0,0,33,1
524,0,0,33,18,-1
525,0,33,18,0,-1
526,33,18,0,0,0
527,18,0,0,0,0
528,0,0,0,0,-1
529,0,0,0,17,1
530,0,0,17,0,0
531,0,17,0,0,-1
532,17,0,0,0,-1
533,0,0,0,0,-1
534,0,0,0,0,-1
535,0,0,0,0,0
536,0,0,0,0,-1
537,0,0,0,0,-1
538,0,0,0,0,-1
539,0,0,0,0,-1
540,0,0,0,0,-1
541,0,0,0,7,0
542,0,0,7,0,-1
543,0,7,0,0,-1
544,7,0,0,0,1
545,0,0,0,0,-1
546,0,0,0,38,1
547,0,0,38,0,-1
548,0,38,0,0,-1
549,38,0,0,0,-1
550,0,0,0,0,-1
551,0,0,0,17,1
552,0,0,17,0,-1
553,0,17,0,0,1
554,17,0,0,0,-1
555,0,0,0,0,-1
556,0,0,0,0,-1
557,0,0,0,19,0
558,0,0,19,0,-1
559,0,19,0,0,0
560,19,0,0,0,1
561,0,0,0,0,-1
562,0,0,0,0,0
563,0,0,0,0,0
564,0,0,0,0,0
565,0,0,0,38,-1
566,0,0,38,24,0
567,0,38,24,0,-1
568,38,24,0,0,-1
569,24,0,0,0,-1
570,0,0,0,0,1
571,0,0,0,15,-1
572,0,0,15,0,-1
573,0,15,0,0,-1
574,15,0,0,0,-1
575,0,0,0,7,0
576,0,0,7,0,-1
577,0,7,0,0,-1
578,7,0,0,0,-1
579,0,0,0,0,-1
580,0,0,0,0,-1
581,0,0,0,0,-1
582,0,0,0,0,-1
583,0,0,0,0,-1
584,0,0,0,1,0
585,0,0,1,0,-1
586,0,1,0,0,-1
587,1,0,0,0,1
588,0,0,0,0,0
589,0,0,0,0,-1
590,0,0,0,0,-1
591,0,0,0,0,-1
592,0,0,0,25,0
593,0,0,25,0,-1
594,0,25,0,0,-1
595,25,0,0,0,-1
596,0,0,0,3,1
597,0,0,3,0,-1
598,0,3,0,0,1
599,3,0,0,0,-1
600,0,0,0,0,-1
601,0,0,0,29,1
602,0,0,29,0,-1
603,0,29,0,30,-1
604,29,0,30,11,1
605,0,30,11,0,-1
606,30,11,0,0,0
607,11,0,0,0,-1
608,0,0,0,0,-1
609,0,0,0,0,-1
610,0,0,0,0,0
611,0,0,0,20,0
612,0,0,20,0,-1
613,0,20,0,13,1
614,20,0,13,0,-1
615,0,13,0,0,0
616,13,0,0,0,1
617,0,0,0,5,1
618,0,0,5,22,1
619,0,5,22,0,-1
620,5,22,0,0,-1
621,22,0,0,0,-1
622,0,0,0,0,-1
623,0,0,0,0,-1
624,0,0,0,0,-1
625,0,0,0,0,-1
626,0,0,0,0,-1
627,0,0,0,0,0
628,0,0,0,17,-1
629,0,0,17,22,1
630,0,17,22,0,0
631,17,22,0,0,0
632,22,0,0,0,1
633,0,0,0,0,1
634,0,0,0,1,0
635,0,0,1,0,0
636,0,1,0,0,-1
637,1,0,0,0,0
638,0,0,0,0,-1
639,0,0,0,0,0
640,0,0,0,3,1
641,0,0,3,0,0
642,0,3,0,0,0
643,3,0,0,0,-1
644,0,0,0,0,-1
645,0,0,0,0,-1
646,0,0,0,0,-1
647,0,0,0,24,-1
648,0,0,24,0,-1
649,0,24,0,0,-1
650,24,0,0,0,1
651,0,0,0,0,-1
652,0,0,0,0,-1
653,0,0,0,0,-1
654,0,0,0,0,-1
655,0,0,0,0,-1
656,0,0,0,0,-1
657,0,0,0,0,-1
658,0,0,0,38,-1
659,0,0,38,35,1
660,0,38,35,9,1
661,38,35,9,0,-1
662,35,9,0,0,-1
663,9,0,0,0,-1
664,0,0,0,1,-1
665,0,0,1,0,-1
666,0,1,0,0,-1
667,1,0,0,0,-1
668,0,0,0,0,-1
669,0,0,0,0,-1
670,0,0,0,0,-1
671,0,0,0,0,-1
672,0,0,0,0,-1
673,0,0,0,0,-1
674,0,0,0,0,-1
675,0,0,0,0,-1
676,0,0,0,0,0
677,0,0,0,0,-1
678,0,0,0,21,-1
679,0,0,21,0,1
680,0,21,0,0,0
681,21,0,0,0,-1
682,0,0,0,0,-1
683,0,0,0,10,1
684,0,0,10,0,-1
685,0,10,0,11,-1
686,10,0,11,26,-1
687,0,11,26,0,-1
688,11,26,0,0,0
689,26,0,0,27,0
690,0,0,27,0,1
691,0,27,0,0,-1
692,27,0,0,0,0
693,0,0,0,0,-1
694,0,0,0,15,1
695,0,0,15,0,-1
696,0,15,0,0,1
697,15,0,0,0,-1
698,0,0,0,39,-1
699,0,0,39,0,0
700,0,39,0,11,-1
701,39,0,11,0,-1
702,0,11,0,0,-1
703,11,0,0,0,1
704,0,0,0,15,1
705,0,0,15,0,-1
706,0,15,0,0,0
707,15,0,0,0,-1
708,0,0,0,15,1
709,0,0,15,0,-1
710,0,15,0,0,-1
711,15,0,0,0,-1
712,0,0,0,0,0
713,0,0,0,0,-1
714,0,0,0,0,0
715,0,0,0,0,-1
716,0,0,0,0,-1
717,0,0,0,0,-1
718,0,0,0,5,0
719,0,0,5,0,-1
720,0,5,0,0,-1
721,5,0,0,31,0
722,0,0,31,0,-1
723,0,31,0,0,-1
724,31,0,0,0,-1
725,0,0,0,0,-1
726,0,0,0,0,-1
727,0,0,0,0,0
728,0,0,0,0,0
729,0,0,0,0,-1
730,0,0,0,0,-1
731,0,0,0,0,-1
732,0,0,0,0,0
733,0,0,0,0,-1
734,0,0,0,0,-1
735,0,0,0,0,-1
736,0,0,0,0,-1
737,0,0,0,0,0
738,0,0,0,0,-1
739,0,0,0,35,1
740,0,0,35,0,-1
741,0,35,0,0,-1
742,35,0,0,0,-1
743,0,0,0,22,1
744,0,0,22,11,1
745,0,22,11,0,1
746,22,11,0,0,-1
747,11,0,0,0,1
748,0,0,0,0,0
749,0,0,0,20,0
750,0,0,20,0,-1
751,0,20,0,0,-1
752,20,0,0,0,-1
753,0,0,0,0,-1
754,0,0,0,0,-1
755,0,0,0,0,-1
756,0,0,0,0,-1
757,0,0,0,0,-1
758,0,0,0,0,-1
759,0,0,0,0,-1
760,0,0,0,26,-1
761,0,0,26,0,0
762,0,26,0,0,-1
763,26,0,0,0,-1
764,0,0,0,18,-1
765,0,0,18,0,-1
766,0,18,0,0,0
767,18,0,0,0,-1
768,0,0,0,17,1
769,0,0,17,27,0
770,0,17,27,0,-1
771,17,27,0,0,-1
772,27,0,0,0,-1
773,0,0,0,32,-1
774,0,0,32,5,1
775,0,32,5,0,-1
776,32,5,0,0,1
777,5,0,0,0,-1
778,0,0,0,0,1
779,0,0,0,0,0
780,0,0,0,0,-1
781,0,0,0,0,0
782,0,0,0,10,1
783,0,0,10,0,0
784,0,10,0,0,-1
785,10,0,0,0,-1
786,0,0,0,0,0
787,0,0,0,0,1
788,0,0,0,0,-1
789,0,0,0,0,0
790,0,0,0,0,0
791,0,0,0,0,-1
792,0,0,0,0,-1
793,0,0,0,0,-1
794,0,0,0,2,-1
795,0,0,2,0,-1
796,0,2,0,0,-1
797,2,0,0,8,1
798,0,0,8,0,0
799,0,8,0,0,0
800,8,0,0,0,1
801,0,0,0,20,-1
802,0,0,20,0,-1
803,0,20,0,0,1
804,20,0,0,35,1
805,0,0,35,0,-1
806,0,35,0,0,-1
807,35,0,0,0,-1
808,0,0,0,0,-1
809,0,0,0,9,-1
810,0,0,9,5,1
811,0,9,5,0,-1
812,9,5,0,0,-1
813,5,0,0,0,-1
814,0,0,0,0,0
815,0,0,0,0,-1
816,0,0,0,0,0
817,0,0,0,0,-1
818,0,0,0,0,-1
819,0,0,0,0,0
820,0,0,0,0,-1
821,0,0,0,0,-1
822,0,0,0,0,-1
823,0,0,0,10,1
824,0,0,10,0,0
825,0,10,0,0,-1
826,10,0,0,0,-1
827,0,0,0,0,-1
828,0,0,0,0,-1
829,0,0,0,0,-1
830,0,0,0,0,-1
831,0,0,0,0,-1
832,0,0,0,0,0
833,0,0,0,0,-1
834,0,0,0,0,0
835,0,0,0,19,1
836,0,0,19,0,-1
837,0,19,0,0,-1
838,19,0,0,0,0
839,0,0,0,0,-1
840,0,0,0,0,1
841,0,0,0,0,-1
842,0,0,0,0,-1
843,0,0,0,0,-1
844,0,0,0,0,-1
845,0,0,0,0,0
846,0,0,0,0,-1
847,0,0,0,0,-1
848,0,0,0,14,-1
849,0,0,14,0,-1
850,0,14,0,0,-1
851,14,0,0,0,-1
852,0,0,0,36,1
853,0,0,36,0,0
854,0,36,0,0,-1
855,36,0,0,0,-1
856,0,0,0,0,-1
857,0,0,0,0,0
858,0,0,0,22,1
859,0,0,22,0,-1
860,0,22,0,0,-1
861,22,0,0,0,-1
862,0,0,0,0,-1
863,0,0,0,0,-1
864,0,0,0,0,0
865,0,0,0,0,-1
866,0,0,0,0,0
867,0,0,0,21,-1
868,0,0,21,0,-1
869,0,21,0,0,1
870,21,0,0,0,0
871,0,0,0,0,-1
872,0,0,0,0,-1
873,0,0,0,0,-1
874,0,0,0,33,-1
875,0,0,33,0,-1
876,0,33,0,0,-1
877,33,0,0,0,-1
878,0,0,0,0,-1
879,0,0,0,0,-1
880,0,0,0,6,-1
881,0,0,6,0,-1
882,0,6,0,0,-1
883,6,0,0,0,-1
884,0,0,0,0,-1
885,0,0,0,17,0
886,0,0,17,0,-1
887,0,17,0,0,-1
888,17,0,0,0,-1
889,0,0,0,0,0
890,0,0,0,0,0
891,0,0,0,6,0
892,0,0,6,0,0
893,0,6,0,32,0
894,6,0,32,0,-1
895,0,32,0,11,1
896,32,0,11,1,-1
897,0,11,1,0,0
898,11,1,0,0,-1
899,1,0,0,35,1
900,0,0,35,0,-1
901,0,35,0,11,1
902,35,0,11,0,-1
903,0,11,0,0,1
904,11,0,0,0,0
905,0,0,0,24,1
906,0,0,24,0,-1
907,0,24,0,0,-1
908,24,0,0,0,0
909,0,0,0,0,-1
910,0,0,0,0,-1
911,0,0,0,34,1
912,0,0,34,0,-1
913,0,34,0,0,-1
914,34,0,0,0,-1
915,0,0,0,0,-1
916,0,0,0,0,-1
917,0,0,0,0,-1
918,0,0,0,0,-1
919,0,0,0,0,-1
920,0,0,0,0,-1
921,0,0,0,0,-1
922,0,0,0,0,-1
923,0,0,0,0,-1
924,0,0,0,0,-1
925,0,0,0,0,-1
926,0,0,0,0,-1
927,0,0,0,0,0
928,0,0,0,22,1
929,0,0,22,0,-1
930,0,22,0,0,-1
931,22,0,0,0,-1
932,0,0,0,0,-1
933,0,0,0,33,1
934,0,0,33,1,0
935,0,33,1,0,-1
936,33,1,0,0,-1
937,1,0,0,0,-1
938,0,0,0,0,-1
939,0,0,0,0,-1
940,0,0,0,0,0
941,0,0,0,0,-1
942,0,0,0,24,-1
943,0,0,24,0,-1
944,0,24,0,33,1
945,24,0,33,8,1
946,0,33,8,0,-1
947,33,8,0,0,-1
948,8,0,0,0,1
949,0,0,0,30,-1
950,0,0,30,0,1
951,0,30,0,17,-1
952,30,0,17,0,0
953,0,17,0,0,-1
954,17,0,0,0,-1
955,0,0,0,0,-1
956,0,0,0,7,0
957,0,0,7,1,0
958,0,7,1,0,-1
959,7,1,0,29,1
960,1,0,29,0,-1
961,0,29,0,6,-1
962,29,0,6,0,1
963,0,6,0,0,-1
964,6,0,0,0,0
965,0,0,0,2,1
966,0,0,2,0,-1
967,0,2,0,12,-1
968,2,0,12,1,0
969,0,12,1,0,-1
970,12,1,0,0,0
971,1,0,0,0,-1
972,0,0,0,0,-1
973,0,0,0,0,-1
974,0,0,0,0,-1
975,0,0,0,0,-1
976,0,0,0,0,-1
977,0,0,0,7,0
978,0,0,7,0,0
979,0,7,0,0,-1
980,7,0,0,0,0
981,0,0,0,38,1
982,0,0,38,30,-1
983,0,38,30,0,-1
984,38,30,0,20,0
985,30,0,20,0,-1
986,0,20,0,26,0
987,20,0,26,0,-1
988,0,26,0,31,-1
989,26,0,31,0,-1
990,0,31,0,2,-1
991,31,0,2,18,1
992,0,2,18,29,1
993,2,18,29,11,1
994,18,29,11,0,-1
995,29,11,0,0,-1
996,11,0,0,0,-1
997,0,0,0,0,-1
998,0,0,0,0,-1
999,0,0,0,21,0
1000,0,0,21,9,-1
1001,0,21,9,0,-1
1002,21,9,0,39,1
1003,9,0,39,0,-1
1004,0,39,0,0,0
1005,39,0,0,0,-1
1006,0,0,0,0,-1
1007,0,0,0,0,-1
1008,0,0,0,0,-1
1009,0,0,0,0,0
1010,0,0,0,0,-1
1011,0,0,0,34,1
1012,0,0,34,0,1
1013,0,34,0,30,0
1014,34,0,30,0,0
1015,0,30,0,0,0
1016,30,0,0,0,-1
1017,0,0,0,0,-1
1018,0,0,0,13,1
1019,0,0,13,28,1
1020,0,13,28,0,-1
1021,13,28,0,0,-1
1022,28,0,0,0,0
1023,0,0,0,0,0
1024,0,0,0,0,-1
1025,0,0,0,0,-1
1026,0,0,0,0,-1
1027,0,0,0,0,0
1028,0,0,0,0,0
1029,0,0,0,0,-1
1030,0,0,0,0,0
1031,0,0,0,0,-1
1032,0,0,0,0,-1
1033,0,0,0,0,0
1034,0,0,0,0,0
1035,0,0,0,0,-1
1036,0,0,0,0,-1
1037,0,0,0,0,-1
1038,0,0,0,0,-1
1039,0,0,0,0,-1
1040,0,0,0,0,-1
1041,0,0,0,0,-1
1042,0,0,0,37,0
1043,0,0,37,0,-1
1044,0,37,0,0,-1
1045,37,0,0,0,-1
1046,0,0,0,0,0
1047,0,0,0,15,1
1048,0,0,15,0,0
1049,0,15,0,0,0
1050,15,0,0,0,-1
1051,0,0,0,38,1
1052,0,0,38,0,0
1053,0,38,0,0,0
1054,38,0,0,0,-1
1055,0,0,0,0,-1
1056,0,0,0,0,-1
1057,0,0,0,0,-1
1058,0,0,0,0,0
1059,0,0,0,0,0
1060,0,0,0,0,-1
1061,0,0,0,0,-1
1062,0,0,0,0,0
1063,0,0,0,0,-1
1064,0,0,0,0,-1
1065,0,0,0,0,-1
1066,0,0,0,0,-1
1067,0,0,0,0,1
1068,0,0,0,0,0
1069,0,0,0,0,0
1070,0,0,0,0,-1
1071,0,0,0,0,-1
1072,0,0,0,0,-1
1073,0,0,0,0,0
1074,0,0,0,0,-1
1075,0,0,0,0,0
1076,0,0,0,0,-1
1077,0,0,0,0,-1
1078,0,0,0,0,-1
1079,0,0,0,16,-1
1080,0,0,16,0,1
1081,0,16,0,0,-1
1082,16,0,0,0,-1
1083,0,0,0,0,0
1084,0,0,0,23,-1
1085,0,0,23,0,-1
1086,0,23,0,0,0
1087,23,0,0,9,1
1088,0,0,9,0,-1
1089,0,9,0,0,-1
1090,9,0,0,0,-1
1091,0,0,0,0,1
1092,0,0,0,0,-1
1093,0,0,0,0,0
1094,0,0,0,0,-1
1095,0,0,0,0,-1
1096,0,0,0,0,-1
1097,0,0,0,0,-1
1098,0,0,0,0,-1
1099,0,0,0,0,-1
