18.0,19.0,17.0,11.0,10.0,25.0
0.18,0.19,0.17,0.11,0.1,0.25
13.0,18.0,27.0,16.0,15.0,11.0
0.13,0.18,0.27,0.16,0.15,0.11
11.0,12.0,22.0,15.0,18.0,22.0
0.11,0.12,0.22,0.15,0.18,0.22
