,s-2,s-1,a,r,none
0,2,1,5,0,
1,1,5,5,0,
2,5,5,0,1,
3,5,0,2,1,
4,0,2,5,0,
5,2,5,0,0,
6,5,0,0,1,
7,0,0,0,1,
8,0,0,5,0,
9,0,5,5,0,
10,5,5,0,0,
11,5,0,1,0,
12,0,1,2,-1,
13,1,2,5,1,
14,2,5,5,0,
15,5,5,2,1,
16,5,2,1,0,
17,2,1,4,-1,
18,1,4,1,1,
19,4,1,2,0,
20,1,2,5,0,
21,2,5,0,0,
22,5,0,0,0,
23,0,0,2,0,
24,0,2,4,1,
25,2,4,5,0,
26,4,5,0,1,
27,5,0,0,1,
28,0,0,1,0,
29,0,1,3,0,
30,1,3,0,0,
31,3,0,2,0,
32,0,2,3,0,
33,2,3,5,1,
34,3,5,0,0,
35,5,0,1,0,
36,0,1,0,1,
37,1,0,0,0,
38,0,0,0,1,
39,0,0,4,1,
40,0,4,2,0,
41,4,2,2,0,
42,2,2,0,0,
43,2,0,0,1,
44,0,0,4,1,
45,0,4,2,1,
46,4,2,5,0,
47,2,5,2,1,
48,5,2,4,-1,
49,2,4,0,0,
50,4,0,2,0,
51,0,2,2,0,
52,2,2,2,0,
53,2,2,2,1,
54,2,2,5,0,
55,2,5,3,0,
56,5,3,4,1,
57,3,4,5,1,
58,4,5,4,0,
59,5,4,4,0,
60,4,4,0,0,
61,4,0,4,0,
62,0,4,5,0,
63,4,5,2,0,
64,5,2,0,1,
65,2,0,0,1,
66,0,0,2,1,
67,0,2,0,1,
68,2,0,0,1,
69,0,0,0,1,
70,0,0,5,1,
71,0,5,1,0,
72,5,1,4,-1,
73,1,4,0,1,
74,4,0,1,0,
75,0,1,5,0,
76,1,5,4,-1,
77,5,4,3,1,
78,4,3,2,1,
79,3,2,4,1,
80,2,4,5,0,
81,4,5,0,1,
82,5,0,2,0,
83,0,2,5,0,
84,2,5,5,0,
85,5,5,2,1,
86,5,2,1,1,
87,2,1,0,1,
88,1,0,4,0,
89,0,4,5,-1,
90,4,5,3,1,
91,5,3,1,1,
92,3,1,4,1,
93,1,4,1,1,
94,4,1,3,0,
95,1,3,2,1,
96,3,2,2,0,
97,2,2,2,0,
98,2,2,5,1,
99,2,5,3,0,
100,5,3,1,1,
101,3,1,5,0,
102,1,5,4,1,
103,5,4,4,0,
104,4,4,3,0,
105,4,3,3,0,
106,3,3,5,-1,
107,3,5,0,1,
108,5,0,2,0,
109,0,2,1,1,
110,2,1,5,-1,
111,1,5,4,1,
112,5,4,3,0,
113,4,3,0,1,
114,3,0,0,1,
115,0,0,4,0,
116,0,4,2,1,
117,4,2,0,1,
118,2,0,0,1,
119,0,0,1,0,
120,0,1,3,0,
121,1,3,2,0,
122,3,2,1,-1,
123,2,1,2,0,
124,1,2,5,1,
125,2,5,4,1,
126,5,4,1,1,
127,4,1,2,0,
128,1,2,1,1,
129,2,1,3,0,
130,1,3,0,0,
131,3,0,5,0,
132,0,5,4,-1,
133,5,4,3,0,
134,4,3,3,0,
135,3,3,2,0,
136,3,2,2,1,
137,2,2,4,-1,
138,2,4,1,0,
