,s-2,s-1,a,r,none
0,5,4,4,0,
1,4,4,4,0,
2,4,4,5,1,
3,4,5,2,1,
4,5,2,1,1,
5,2,1,1,0,
6,1,1,1,1,
7,1,1,1,0,
8,1,1,3,0,
9,1,3,5,0,
10,3,5,5,0,
11,5,5,1,0,
12,5,1,2,0,
13,1,2,3,1,
14,2,3,2,0,
15,3,2,5,-1,
16,2,5,2,1,
17,5,2,3,-1,
18,2,3,0,1,
19,3,0,2,1,
20,0,2,1,1,
21,2,1,2,0,
22,1,2,3,-1,
23,2,3,0,0,
24,3,0,2,1,
25,0,2,4,1,
26,2,4,2,1,
27,4,2,5,1,
28,2,5,5,0,
29,5,5,3,1,
30,5,3,3,0,
31,3,3,4,1,
32,3,4,3,0,
33,4,3,2,0,
34,3,2,4,0,
35,2,4,2,0,
36,4,2,3,0,
37,2,3,3,0,
38,3,3,4,-1,
39,3,4,5,0,
40,4,5,5,0,
41,5,5,1,1,
42,5,1,0,0,
43,1,0,3,0,
44,0,3,5,0,
45,3,5,3,1,
46,5,3,5,1,
47,3,5,4,-1,
48,5,4,5,-1,
49,4,5,2,1,
50,5,2,2,0,
51,2,2,3,1,
52,2,3,1,1,
53,3,1,4,0,
54,1,4,2,0,
55,4,2,2,0,
56,2,2,2,0,
57,2,2,4,0,
58,2,4,2,0,
59,4,2,2,0,
60,2,2,0,0,
61,2,0,5,0,
62,0,5,3,0,
63,5,3,5,0,
64,3,5,3,0,
65,5,3,5,1,
66,3,5,5,0,
67,5,5,2,1,
68,5,2,5,1,
69,2,5,5,0,
70,5,5,0,1,
71,5,0,5,0,
72,0,5,3,0,
73,5,3,1,0,
74,3,1,2,0,
75,1,2,3,0,
76,2,3,4,0,
77,3,4,0,0,
78,4,0,4,0,
79,0,4,0,1,
80,4,0,2,0,
81,0,2,3,0,
82,2,3,0,1,
83,3,0,4,0,
84,0,4,1,0,
85,4,1,5,0,
86,1,5,5,0,
87,5,5,2,0,
88,5,2,5,-1,
89,2,5,0,0,
90,5,0,0,1,
91,0,0,4,1,
92,0,4,4,0,
93,4,4,0,1,
94,4,0,5,0,
95,0,5,2,0,
96,5,2,4,0,
97,2,4,2,0,
98,4,2,2,0,
99,2,2,2,0,
100,2,2,2,0,
101,2,2,3,1,
102,2,3,2,0,
103,3,2,1,0,
104,2,1,3,1,
105,1,3,4,1,
106,3,4,5,1,
107,4,5,0,0,
108,5,0,1,0,
109,0,1,2,0,
110,1,2,3,0,
111,2,3,0,1,
112,3,0,0,1,
113,0,0,1,1,
114,0,1,1,-1,
115,1,1,5,0,
116,1,5,2,0,
117,5,2,4,-1,
118,2,4,4,0,
119,4,4,0,1,
120,4,0,0,0,
121,0,0,2,1,
122,0,2,0,0,
123,2,0,1,0,
124,0,1,3,1,
125,1,3,2,0,
126,3,2,4,0,
127,2,4,2,0,
128,4,2,4,0,
129,2,4,0,0,
130,4,0,5,1,
131,0,5,2,1,
132,5,2,0,0,
133,2,0,4,1,
134,0,4,0,0,
135,4,0,5,0,
136,0,5,1,1,
137,5,1,1,0,
138,1,1,2,0,
139,1,2,3,1,
140,2,3,0,0,
141,3,0,0,1,
142,0,0,5,-1,
143,0,5,4,1,
144,5,4,1,0,
145,4,1,3,1,
146,1,3,5,1,
147,3,5,1,0,
148,5,1,0,0,
149,1,0,4,-1,
150,0,4,2,0,
151,4,2,3,0,
152,2,3,0,1,
153,3,0,2,1,
154,0,2,4,0,
155,2,4,2,0,
156,4,2,5,0,
157,2,5,3,-1,
158,5,3,2,0,
159,3,2,3,0,
