,s-3,s-2,s-1,a,r
80,3,12,0,11,1
81,12,0,11,2,1
82,0,11,2,15,1
83,11,2,15,16,1
84,2,15,16,5,0
85,15,16,5,18,0
86,16,5,18,19,0
87,5,18,19,4,-1
88,18,19,4,18,0
89,19,4,18,19,-1
90,4,18,19,2,1
91,18,19,2,16,-1
92,19,2,16,19,0
93,2,16,19,13,0
94,16,19,13,13,0
95,19,13,13,19,0
96,13,13,19,10,-1
97,13,19,10,17,-1
98,19,10,17,5,-1
99,10,17,5,9,1
100,17,5,9,7,0
101,5,9,7,0,-1
102,9,7,0,8,-1
103,7,0,8,18,-1
104,0,8,18,0,-1
105,8,18,0,1,0
106,18,0,1,18,-1
107,0,1,18,11,-1
108,1,18,11,14,1
109,18,11,14,6,-1
110,11,14,6,8,1
111,14,6,8,11,-1
112,6,8,11,9,1
113,8,11,9,3,0
114,11,9,3,12,0
115,9,3,12,7,-1
116,3,12,7,2,1
117,12,7,2,12,0
118,7,2,12,10,-1
119,2,12,10,11,-1
120,12,10,11,0,-1
121,10,11,0,5,-1
122,11,0,5,11,-1
123,0,5,11,16,0
124,5,11,16,17,-1
125,11,16,17,4,-1
126,16,17,4,15,-1
127,17,4,15,17,-1
128,4,15,17,12,-1
129,15,17,12,8,-1
130,17,12,8,1,-1
131,12,8,1,2,1
132,8,1,2,17,-1
133,1,2,17,7,0
134,2,17,7,12,1
135,17,7,12,9,0
136,7,12,9,17,-1
137,12,9,17,11,1
138,9,17,11,15,1
139,17,11,15,4,-1
140,11,15,4,9,1
141,15,4,9,14,1
142,4,9,14,19,0
143,9,14,19,1,-1
144,14,19,1,0,0
145,19,1,0,18,-1
146,1,0,18,8,1
147,0,18,8,12,-1
148,18,8,12,0,-1
149,8,12,0,9,-1
150,12,0,9,6,0
151,0,9,6,13,0
152,9,6,13,9,-1
153,6,13,9,3,1
154,13,9,3,19,-1
155,9,3,19,6,-1
156,3,19,6,9,1
157,19,6,9,10,-1
158,6,9,10,15,1
159,9,10,15,5,-1
160,10,15,5,8,0
161,15,5,8,12,0
162,5,8,12,14,1
163,8,12,14,14,1
164,12,14,14,9,1
165,14,14,9,4,-1
166,14,9,4,14,-1
167,9,4,14,0,-1
168,4,14,0,17,-1
169,14,0,17,6,0
170,0,17,6,5,1
171,17,6,5,16,-1
172,6,5,16,5,0
173,5,16,5,10,0
174,16,5,10,18,0
175,5,10,18,18,-1
176,10,18,18,2,0
177,18,18,2,6,0
178,18,2,6,12,1
179,2,6,12,8,1
180,6,12,8,3,1
181,12,8,3,3,-1
182,8,3,3,8,1
183,3,3,8,6,-1
184,3,8,6,3,1
185,8,6,3,13,-1
186,6,3,13,12,-1
187,3,13,12,19,0
188,13,12,19,19,1
189,12,19,19,5,-1
190,19,19,5,2,1
191,19,5,2,16,-1
192,5,2,16,8,1
193,2,16,8,7,0
194,16,8,7,6,-1
195,8,7,6,0,0
196,7,6,0,16,-1
197,6,0,16,10,-1
198,0,16,10,4,-1
199,16,10,4,19,0
200,10,4,19,4,-1
201,4,19,4,10,-1
202,19,4,10,7,-1
203,4,10,7,15,1
204,10,7,15,4,-1
205,7,15,4,15,1
206,15,4,15,8,1
207,4,15,8,8,1
208,15,8,8,15,1
209,8,8,15,10,-1
210,8,15,10,5,1
211,15,10,5,19,-1
212,10,5,19,15,1
213,5,19,15,7,-1
214,19,15,7,0,1
215,15,7,0,18,-1
216,7,0,18,7,0
217,0,18,7,13,0
218,18,7,13,14,0
219,7,13,14,6,-1
220,13,14,6,4,-1
221,14,6,4,9,1
222,6,4,9,14,-1
223,4,9,14,16,-1
224,9,14,16,8,-1
225,14,16,8,4,-1
226,16,8,4,16,-1
227,8,4,16,19,0
228,4,16,19,9,1
229,16,19,9,7,1
230,19,9,7,15,1
231,9,7,15,7,-1
232,7,15,7,13,-1
233,15,7,13,9,1
234,7,13,9,7,0
235,13,9,7,5,-1
236,9,7,5,5,1
237,7,5,5,12,-1
238,5,5,12,13,0
239,5,12,13,14,0
240,12,13,14,4,-1
241,13,14,4,11,-1
242,14,4,11,9,1
243,4,11,9,10,-1
244,11,9,10,18,-1
245,9,10,18,19,-1
246,10,18,19,1,0
247,18,19,1,18,-1
248,19,1,18,6,0
249,1,18,6,10,-1
250,18,6,10,6,-1
251,6,10,6,2,1
252,10,6,2,18,-1
253,6,2,18,2,1
254,2,18,2,12,-1
255,18,2,12,5,-1
256,2,12,5,10,0
257,12,5,10,3,1
258,5,10,3,14,1
259,10,3,14,13,0
260,3,14,13,6,-1
261,14,13,6,6,-1
262,13,6,6,18,-1
263,6,6,18,6,-1
264,6,18,6,15,0
265,18,6,15,6,0
266,6,15,6,12,-1
267,15,6,12,11,-1
268,6,12,11,10,-1
269,12,11,10,13,-1
270,11,10,13,7,0
271,10,13,7,4,0
272,13,7,4,12,-1
273,7,4,12,8,1
274,4,12,8,11,-1
275,12,8,11,0,-1
276,8,11,0,7,-1
277,11,0,7,8,1
278,0,7,8,11,-1
279,7,8,11,17,-1
280,8,11,17,7,0
281,11,17,7,15,1
282,17,7,15,7,0
283,7,15,7,7,1
284,15,7,7,3,0
285,7,7,3,15,1
286,7,3,15,0,-1
287,3,15,0,1,0
288,15,0,1,8,1
289,0,1,8,2,1
290,1,8,2,13,0
291,8,2,13,15,1
292,2,13,15,18,0
293,13,15,18,12,0
294,15,18,12,15,1
295,18,12,15,2,1
296,12,15,2,16,1
297,15,2,16,7,0
298,2,16,7,10,-1
299,16,7,10,5,-1
300,7,10,5,8,1
301,10,5,8,1,-1
302,5,8,1,13,-1
303,8,1,13,11,-1
304,1,13,11,6,-1
305,13,11,6,17,-1
306,11,6,17,1,-1
307,6,17,1,18,0
308,17,1,18,3,-1
309,1,18,3,6,0
310,18,3,6,14,0
311,3,6,14,0,1
312,6,14,0,3,1
313,14,0,3,10,-1
314,0,3,10,6,1
315,3,10,6,6,0
316,10,6,6,4,-1
317,6,6,4,14,1
318,6,4,14,14,0
319,4,14,14,7,0
320,14,14,7,11,-1
321,14,7,11,12,-1
322,7,11,12,4,1
323,11,12,4,12,-1
324,12,4,12,4,1
325,4,12,4,1,0
326,12,4,1,7,-1
327,4,1,7,16,-1
328,1,7,16,15,1
329,7,16,15,12,1
330,16,15,12,15,1
331,15,12,15,7,0
332,12,15,7,0,1
333,15,7,0,11,-1
334,7,0,11,0,-1
335,0,11,0,4,-1
336,11,0,4,11,-1
337,0,4,11,0,-1
338,4,11,0,3,1
339,11,0,3,4,-1
340,0,3,4,8,1
341,3,4,8,11,-1
342,4,8,11,4,-1
343,8,11,4,14,0
344,11,4,14,10,-1
345,4,14,10,1,0
346,14,10,1,4,-1
347,10,1,4,14,-1
348,1,4,14,16,1
349,4,14,16,14,1
350,14,16,14,3,1
351,16,14,3,13,0
352,14,3,13,1,0
353,3,13,1,19,0
354,13,1,19,19,0
355,1,19,19,16,-1
356,19,19,16,10,1
357,19,16,10,17,-1
358,16,10,17,0,-1
359,10,17,0,12,-1
360,17,0,12,16,1
361,0,12,16,0,1
362,12,16,0,16,-1
363,16,0,16,2,0
364,0,16,2,4,-1
365,16,2,4,11,-1
366,2,4,11,3,-1
367,4,11,3,6,0
368,11,3,6,12,-1
369,3,6,12,9,1
370,6,12,9,7,0
371,12,9,7,18,0
372,9,7,18,0,-1
373,7,18,0,16,-1
374,18,0,16,5,-1
375,0,16,5,5,-1
376,16,5,5,7,0
377,5,5,7,3,1
378,5,7,3,14,0
379,7,3,14,5,-1
380,3,14,5,13,1
381,14,5,13,3,1
382,5,13,3,11,0
383,13,3,11,6,-1
384,3,11,6,16,-1
385,11,6,16,3,1
386,6,16,3,14,1
387,16,3,14,9,1
388,3,14,9,12,-1
389,14,9,12,16,-1
390,9,12,16,6,0
391,12,16,6,2,1
392,16,6,2,10,-1
393,6,2,10,5,-1
394,2,10,5,7,0
395,10,5,7,14,0
396,5,7,14,13,-1
397,7,14,13,6,1
398,14,13,6,9,1
399,13,6,9,3,-1
400,6,9,3,9,1
401,9,3,9,4,1
402,3,9,4,5,-1
403,9,4,5,18,-1
404,4,5,18,10,-1
405,5,18,10,11,-1
406,18,10,11,13,1
407,10,11,13,9,1
408,11,13,9,12,1
409,13,9,12,16,-1
410,9,12,16,16,-1
411,12,16,16,1,0
412,16,16,1,9,1
413,16,1,9,1,0
414,1,9,1,5,-1
415,9,1,5,2,1
416,1,5,2,16,-1
417,5,2,16,10,1
418,2,16,10,2,1
419,16,10,2,3,1
420,10,2,3,19,0
421,2,3,19,9,1
422,3,19,9,11,1
423,19,9,11,2,1
424,9,11,2,1,0
425,11,2,1,14,0
426,2,1,14,7,0
427,1,14,7,7,0
428,14,7,7,14,1
429,7,7,14,1,0
430,7,14,1,19,0
431,14,1,19,0,0
432,1,19,0,12,-1
433,19,0,12,4,-1
434,0,12,4,16,0
435,12,4,16,1,0
436,4,16,1,18,0
437,16,1,18,16,1
438,1,18,16,2,1
439,18,16,2,10,1
440,16,2,10,4,1
441,2,10,4,4,1
442,10,4,4,11,-1
443,4,4,11,16,-1
444,4,11,16,1,0
445,11,16,1,11,-1
446,16,1,11,6,-1
447,1,11,6,17,-1
448,11,6,17,14,0
449,6,17,14,16,-1
450,17,14,16,9,1
451,14,16,9,15,1
452,16,9,15,7,1
453,9,15,7,12,1
454,15,7,12,5,-1
455,7,12,5,6,1
456,12,5,6,5,-1
457,5,6,5,17,-1
458,6,5,17,2,1
459,5,17,2,14,-1
460,17,2,14,11,-1
461,2,14,11,1,0
462,14,11,1,4,0
463,11,1,4,0,0
464,1,4,0,0,-1
465,4,0,0,0,-1
466,0,0,0,5,-1
467,0,0,5,7,0
468,0,5,7,10,-1
469,5,7,10,0,1
470,7,10,0,12,-1
471,10,0,12,15,1
472,0,12,15,10,1
473,12,15,10,6,-1
474,15,10,6,18,-1
475,10,6,18,2,0
476,6,18,2,7,-1
477,18,2,7,5,-1
478,2,7,5,7,-1
479,7,5,7,17,-1
480,5,7,17,2,-1
481,7,17,2,18,-1
482,17,2,18,17,-1
483,2,18,17,18,-1
484,18,17,18,9,1
485,17,18,9,5,1
486,18,9,5,19,0
487,9,5,19,14,1
488,5,19,14,5,-1
489,19,14,5,1,-1
490,14,5,1,4,1
491,5,1,4,6,0
492,1,4,6,3,1
493,4,6,3,17,-1
494,6,3,17,14,1
495,3,17,14,7,0
496,17,14,7,5,-1
497,14,7,5,5,-1
498,7,5,5,0,-1
499,5,5,0,19,0
500,5,0,19,3,0
501,0,19,3,9,1
502,19,3,9,3,1
503,3,9,3,4,-1
504,9,3,4,6,-1
505,3,4,6,13,1
506,4,6,13,6,0
507,6,13,6,6,-1
508,13,6,6,11,-1
509,6,6,11,7,0
510,6,11,7,8,1
511,11,7,8,11,0
512,7,8,11,13,0
513,8,11,13,15,-1
514,11,13,15,4,-1
515,13,15,4,13,-1
516,15,4,13,15,1
517,4,13,15,7,-1
518,13,15,7,3,1
519,15,7,3,0,-1
520,7,3,0,1,0
521,3,0,1,5,0
522,0,1,5,14,1
523,1,5,14,11,0
524,5,14,11,16,-1
525,14,11,16,9,1
526,11,16,9,3,1
527,16,9,3,17,-1
528,9,3,17,4,-1
529,3,17,4,4,-1
530,17,4,4,16,-1
531,4,4,16,15,1
532,4,16,15,15,1
533,16,15,15,12,-1
534,15,15,12,16,-1
535,15,12,16,18,0
536,12,16,18,10,1
537,16,18,10,16,-1
538,18,10,16,14,1
539,10,16,14,14,1
540,16,14,14,11,-1
541,14,14,11,18,-1
542,14,11,18,16,1
543,11,18,16,7,-1
544,18,16,7,12,1
545,16,7,12,5,-1
546,7,12,5,12,-1
547,12,5,12,15,1
548,5,12,15,7,0
549,12,15,7,18,-1
550,15,7,18,5,-1
551,7,18,5,9,1
552,18,5,9,16,-1
553,5,9,16,16,1
554,9,16,16,0,-1
555,16,16,0,4,-1
556,16,0,4,19,0
557,0,4,19,11,-1
558,4,19,11,11,-1
559,19,11,11,13,0
560,11,11,13,2,1
561,11,13,2,13,-1
562,13,2,13,2,1
563,2,13,2,3,1
564,13,2,3,11,-1
565,2,3,11,4,1
566,3,11,4,8,1
567,11,4,8,0,0
568,4,8,0,11,1
569,8,0,11,0,0
570,0,11,0,15,1
571,11,0,15,2,1
572,0,15,2,17,-1
573,15,2,17,10,-1
574,2,17,10,11,0
575,17,10,11,18,-1
576,10,11,18,14,1
577,11,18,14,2,1
578,18,14,2,9,1
579,14,2,9,16,-1
580,2,9,16,14,0
581,9,16,14,17,-1
582,16,14,17,6,-1
583,14,17,6,10,-1
584,17,6,10,18,0
585,6,10,18,18,-1
586,10,18,18,2,1
587,18,18,2,6,0
588,18,2,6,0,-1
589,2,6,0,5,-1
590,6,0,5,14,1
591,0,5,14,3,1
592,5,14,3,2,1
593,14,3,2,17,-1
594,3,2,17,6,-1
595,2,17,6,1,-1
596,17,6,1,8,1
597,6,1,8,14,1
598,1,8,14,0,-1
599,8,14,0,11,-1
600,14,0,11,0,-1
601,0,11,0,2,1
602,11,0,2,8,1
603,0,2,8,18,0
604,2,8,18,14,1
605,8,18,14,19,-1
606,18,14,19,17,0
607,14,19,17,18,0
608,19,17,18,10,-1
609,17,18,10,17,0
610,18,10,17,16,-1
611,10,17,16,3,1
612,17,16,3,13,0
613,16,3,13,11,0
614,3,13,11,8,1
615,13,11,8,12,-1
616,11,8,12,7,0
617,8,12,7,9,1
618,12,7,9,13,0
619,7,9,13,6,-1
620,9,13,6,2,1
621,13,6,2,3,1
622,6,2,3,10,-1
623,2,3,10,15,-1
624,3,10,15,8,1
625,10,15,8,11,-1
626,15,8,11,9,1
627,8,11,9,2,0
628,11,9,2,13,0
629,9,2,13,6,1
630,2,13,6,6,0
631,13,6,6,3,1
632,6,6,3,19,0
633,6,3,19,9,1
634,3,19,9,5,1
635,19,9,5,8,1
636,9,5,8,8,-1
637,5,8,8,3,1
638,8,8,3,0,-1
639,8,3,0,4,-1
640,3,0,4,17,-1
641,0,4,17,13,0
642,4,17,13,5,-1
643,17,13,5,17,-1
644,13,5,17,15,1
645,5,17,15,18,-1
646,17,15,18,5,-1
647,15,18,5,9,1
648,18,5,9,1,0
649,5,9,1,4,-1
650,9,1,4,4,1
651,1,4,4,17,-1
652,4,4,17,9,0
653,4,17,9,12,-1
654,17,9,12,19,0
655,9,12,19,13,0
656,12,19,13,15,1
657,19,13,15,10,-1
658,13,15,10,18,0
659,15,10,18,19,0
660,10,18,19,0,0
661,18,19,0,1,0
662,19,0,1,18,0
663,0,1,18,9,1
664,1,18,9,7,-1
665,18,9,7,0,-1
666,9,7,0,1,0
667,7,0,1,18,-1
668,0,1,18,18,-1
669,1,18,18,1,0
670,18,18,1,2,0
671,18,1,2,9,-1
672,1,2,9,8,-1
673,2,9,8,10,-1
674,9,8,10,15,1
675,8,10,15,10,-1
676,10,15,10,17,-1
677,15,10,17,5,-1
678,10,17,5,11,-1
679,17,5,11,4,1
680,5,11,4,14,1
681,11,4,14,12,-1
682,4,14,12,8,0
683,14,12,8,1,0
684,12,8,1,8,1
685,8,1,8,2,-1
686,1,8,2,4,-1
687,8,2,4,9,1
688,2,4,9,12,0
689,4,9,12,19,0
690,9,12,19,6,0
691,12,19,6,10,-1
692,19,6,10,1,0
693,6,10,1,8,1
694,10,1,8,15,-1
695,1,8,15,16,-1
696,8,15,16,18,-1
697,15,16,18,10,-1
698,16,18,10,16,-1
699,18,10,16,2,1
700,10,16,2,14,1
701,16,2,14,7,0
702,2,14,7,3,1
703,14,7,3,14,1
704,7,3,14,10,-1
705,3,14,10,5,-1
706,14,10,5,11,-1
707,10,5,11,5,-1
708,5,11,5,6,-1
709,11,5,6,12,-1
710,5,6,12,17,-1
711,6,12,17,15,1
712,12,17,15,6,-1
713,17,15,6,17,1
714,15,6,17,18,-1
715,6,17,18,6,-1
716,17,18,6,18,-1
717,18,6,18,11,-1
718,6,18,11,1,1
719,18,11,1,12,-1
720,11,1,12,4,1
721,1,12,4,17,-1
722,12,4,17,10,1
723,4,17,10,2,1
724,17,10,2,14,1
725,10,2,14,9,1
726,2,14,9,6,-1
727,14,9,6,7,-1
728,9,6,7,10,-1
729,6,7,10,9,-1
730,7,10,9,16,-1
731,10,9,16,17,-1
732,9,16,17,14,1
733,16,17,14,7,-1
734,17,14,7,15,0
735,14,7,15,4,0
736,7,15,4,10,-1
737,15,4,10,15,1
738,4,10,15,1,-1
739,10,15,1,10,-1
740,15,1,10,5,-1
741,1,10,5,6,-1
742,10,5,6,19,0
743,5,6,19,1,0
744,6,19,1,6,-1
745,19,1,6,14,1
746,1,6,14,13,-1
747,6,14,13,2,-1
748,14,13,2,10,-1
749,13,2,10,18,-1
750,2,10,18,18,-1
751,10,18,18,18,0
752,18,18,18,18,0
753,18,18,18,2,0
754,18,18,2,11,-1
755,18,2,11,1,0
756,2,11,1,0,-1
757,11,1,0,4,1
758,1,0,4,16,1
759,0,4,16,19,0
760,4,16,19,15,1
761,16,19,15,7,0
762,19,15,7,0,-1
763,15,7,0,9,1
764,7,0,9,11,1
765,0,9,11,18,1
766,9,11,18,8,1
767,11,18,8,0,0
768,18,8,0,12,-1
769,8,0,12,1,0
770,0,12,1,15,1
771,12,1,15,10,-1
772,1,15,10,12,-1
773,15,10,12,0,-1
774,10,12,0,11,-1
775,12,0,11,5,-1
776,0,11,5,4,-1
777,11,5,4,19,0
778,5,4,19,19,0
779,4,19,19,1,0
780,19,19,1,2,0
781,19,1,2,19,-1
782,1,2,19,10,1
783,2,19,10,12,0
784,19,10,12,4,-1
785,10,12,4,19,0
786,12,4,19,2,1
787,4,19,2,3,-1
788,19,2,3,13,0
789,2,3,13,19,0
790,3,13,19,12,-1
791,13,19,12,11,-1
792,19,12,11,4,-1
793,12,11,4,11,-1
794,11,4,11,5,-1
795,4,11,5,7,0
796,11,5,7,17,-1
797,5,7,17,1,-1
798,7,17,1,5,-1
799,17,1,5,17,0
800,1,5,17,14,1
801,5,17,14,11,-1
802,17,14,11,6,-1
803,14,11,6,17,-1
804,11,6,17,4,-1
805,6,17,4,19,-1
806,17,4,19,13,0
807,4,19,13,5,0
808,19,13,5,12,-1
809,13,5,12,5,-1
810,5,12,5,19,0
811,12,5,19,0,-1
812,5,19,0,1,0
813,19,0,1,8,1
814,0,1,8,13,0
815,1,8,13,0,-1
816,8,13,0,6,-1
817,13,0,6,8,1
818,0,6,8,15,-1
819,6,8,15,4,-1
820,8,15,4,9,1
821,15,4,9,8,1
822,4,9,8,4,-1
823,9,8,4,6,-1
824,8,4,6,7,0
825,4,6,7,15,1
826,6,7,15,12,1
827,7,15,12,0,1
828,15,12,0,3,1
829,12,0,3,8,1
830,0,3,8,0,0
831,3,8,0,14,0
832,8,0,14,4,-1
833,0,14,4,5,-1
834,14,4,5,17,-1
835,4,5,17,3,1
836,5,17,3,4,-1
837,17,3,4,6,-1
838,3,4,6,7,0
839,4,6,7,9,-1
840,6,7,9,19,0
841,7,9,19,0,-1
842,9,19,0,19,0
843,19,0,19,10,-1
844,0,19,10,4,-1
845,19,10,4,12,-1
846,10,4,12,6,-1
847,4,12,6,1,0
848,12,6,1,10,-1
849,6,1,10,2,1
850,1,10,2,8,1
851,10,2,8,7,-1
852,2,8,7,15,1
853,8,7,15,6,-1
854,7,15,6,5,-1
855,15,6,5,6,-1
856,6,5,6,16,1
857,5,6,16,0,-1
858,6,16,0,3,1
859,16,0,3,13,0
860,0,3,13,5,-1
861,3,13,5,3,1
862,13,5,3,5,-1
863,5,3,5,4,-1
864,3,5,4,17,0
865,5,4,17,0,-1
866,4,17,0,17,-1
867,17,0,17,14,0
868,0,17,14,18,-1
869,17,14,18,3,1
870,14,18,3,8,-1
871,18,3,8,0,-1
872,3,8,0,19,0
873,8,0,19,13,-1
874,0,19,13,5,-1
875,19,13,5,9,1
876,13,5,9,18,1
877,5,9,18,5,-1
878,9,18,5,12,-1
879,18,5,12,11,-1
880,5,12,11,15,1
881,12,11,15,10,-1
882,11,15,10,1,0
883,15,10,1,7,0
884,10,1,7,4,-1
885,1,7,4,16,0
886,7,4,16,5,-1
887,4,16,5,17,-1
888,16,5,17,15,1
889,5,17,15,19,0
890,17,15,19,2,1
891,15,19,2,8,1
892,19,2,8,11,-1
893,2,8,11,13,0
894,8,11,13,1,0
895,11,13,1,15,1
896,13,1,15,6,-1
897,1,15,6,3,1
898,15,6,3,9,-1
899,6,3,9,8,1
900,3,9,8,13,0
901,9,8,13,13,0
902,8,13,13,15,1
903,13,13,15,5,-1
904,13,15,5,12,0
905,15,5,12,2,1
906,5,12,2,18,0
907,12,2,18,17,0
908,2,18,17,6,0
909,18,17,6,8,-1
910,17,6,8,7,0
911,6,8,7,17,-1
912,8,7,17,12,-1
913,7,17,12,12,-1
914,17,12,12,12,-1
915,12,12,12,7,-1
916,12,12,7,16,-1
917,12,7,16,9,-1
918,7,16,9,15,1
919,16,9,15,15,0
920,9,15,15,3,1
921,15,15,3,19,0
922,15,3,19,3,1
923,3,19,3,6,-1
924,19,3,6,7,0
925,3,6,7,18,-1
926,6,7,18,8,0
927,7,18,8,13,1
928,18,8,13,4,1
929,8,13,4,8,1
930,13,4,8,10,1
931,4,8,10,2,1
932,8,10,2,12,-1
933,10,2,12,9,-1
934,2,12,9,6,-1
935,12,9,6,9,1
936,9,6,9,3,1
937,6,9,3,18,-1
938,9,3,18,12,0
939,3,18,12,10,1
940,18,12,10,10,-1
941,12,10,10,14,1
942,10,10,14,6,-1
943,10,14,6,5,-1
944,14,6,5,11,-1
945,6,5,11,0,0
946,5,11,0,15,1
947,11,0,15,2,1
948,0,15,2,17,-1
949,15,2,17,19,0
950,2,17,19,15,1
951,17,19,15,1,0
952,19,15,1,0,-1
953,15,1,0,10,-1
954,1,0,10,7,0
955,0,10,7,16,1
956,10,7,16,15,0
957,7,16,15,2,1
958,16,15,2,5,1
959,15,2,5,12,1
960,2,5,12,3,-1
961,5,12,3,19,0
962,12,3,19,15,1
963,3,19,15,7,0
964,19,15,7,11,-1
965,15,7,11,14,1
966,7,11,14,3,-1
967,11,14,3,2,1
968,14,3,2,17,-1
969,3,2,17,7,0
970,2,17,7,12,-1
971,17,7,12,13,0
972,7,12,13,11,-1
973,12,13,11,3,1
974,13,11,3,0,-1
975,11,3,0,13,0
976,3,0,13,18,0
977,0,13,18,3,-1
978,13,18,3,5,-1
979,18,3,5,0,-1
980,3,5,0,10,-1
981,5,0,10,15,0
982,0,10,15,4,1
983,10,15,4,8,1
984,15,4,8,6,0
985,4,8,6,1,0
986,8,6,1,15,1
987,6,1,15,9,1
988,1,15,9,11,-1
989,15,9,11,17,-1
990,9,11,17,1,0
991,11,17,1,18,-1
992,17,1,18,1,0
993,1,18,1,0,1
994,18,1,0,4,1
995,1,0,4,10,-1
996,0,4,10,0,-1
997,4,10,0,1,0
998,10,0,1,10,-1
999,0,1,10,16,0
1000,1,10,16,18,-1
1001,10,16,18,14,1
1002,16,18,14,17,-1
1003,18,14,17,13,0
1004,14,17,13,18,-1
1005,17,13,18,14,1
1006,13,18,14,12,0
1007,18,14,12,1,-1
1008,14,12,1,18,0
1009,12,1,18,16,1
1010,1,18,16,0,-1
1011,18,16,0,0,-1
1012,16,0,0,14,1
1013,0,0,14,7,0
1014,0,14,7,11,-1
1015,14,7,11,16,-1
1016,7,11,16,5,-1
1017,11,16,5,10,1
1018,16,5,10,8,1
1019,5,10,8,14,1
1020,10,8,14,9,1
1021,8,14,9,1,0
1022,14,9,1,16,-1
1023,9,1,16,0,-1
1024,1,16,0,0,0
1025,16,0,0,1,0
1026,0,0,1,17,-1
1027,0,1,17,4,-1
1028,1,17,4,9,-1
1029,17,4,9,10,-1
1030,4,9,10,2,1
1031,9,10,2,11,-1
1032,10,2,11,16,-1
1033,2,11,16,9,-1
1034,11,16,9,3,1
1035,16,9,3,10,-1
1036,9,3,10,14,1
1037,3,10,14,10,-1
1038,10,14,10,13,-1
1039,14,10,13,3,1
1040,10,13,3,1,-1
1041,13,3,1,18,-1
1042,3,1,18,6,1
1043,1,18,6,5,-1
1044,18,6,5,13,0
1045,6,5,13,8,1
1046,5,13,8,18,1
1047,13,8,18,12,-1
1048,8,18,12,18,-1
1049,18,12,18,15,1
1050,12,18,15,5,-1
1051,18,15,5,2,1
1052,15,5,2,19,0
1053,5,2,19,9,0
1054,2,19,9,19,0
1055,19,9,19,16,-1
1056,9,19,16,7,1
1057,19,16,7,15,1
1058,16,7,15,18,0
1059,7,15,18,11,-1
1060,15,18,11,8,0
1061,18,11,8,12,1
1062,11,8,12,1,0
1063,8,12,1,11,-1
1064,12,1,11,1,0
1065,1,11,1,12,-1
1066,11,1,12,14,0
1067,1,12,14,10,-1
1068,12,14,10,13,0
1069,14,10,13,3,1
1070,10,13,3,12,-1
1071,13,3,12,8,-1
1072,3,12,8,18,-1
1073,12,8,18,16,-1
1074,8,18,16,19,0
1075,18,16,19,13,-1
1076,16,19,13,4,1
1077,19,13,4,12,1
1078,13,4,12,15,1
1079,4,12,15,9,1
1080,12,15,9,12,-1
1081,15,9,12,8,1
1082,9,12,8,3,1
1083,12,8,3,1,-1
1084,8,3,1,4,-1
1085,3,1,4,1,0
1086,1,4,1,6,-1
1087,4,1,6,1,0
1088,1,6,1,3,0
1089,6,1,3,1,1
1090,1,3,1,2,1
1091,3,1,2,10,-1
1092,1,2,10,4,0
1093,2,10,4,8,1
1094,10,4,8,11,-1
1095,4,8,11,12,1
1096,8,11,12,7,0
1097,11,12,7,13,-1
1098,12,7,13,19,0
1099,7,13,19,14,1
1100,13,19,14,6,-1
1101,19,14,6,9,-1
1102,14,6,9,1,0
1103,6,9,1,8,1
1104,9,1,8,3,1
1105,1,8,3,18,0
1106,8,3,18,3,1
1107,3,18,3,0,-1
1108,18,3,0,11,-1
1109,3,0,11,3,1
1110,0,11,3,13,-1
1111,11,3,13,6,-1
