1,0,0,1,0
2,0,1,0,0
3,1,0,5,0
4,0,5,4,1
5,5,4,3,1
6,4,3,1,1
7,3,1,3,1
8,1,3,3,1
9,3,3,2,-1
10,3,2,1,1
11,2,1,5,0
12,1,5,5,0
13,5,5,4,0
14,5,4,0,1
15,4,0,5,0
16,0,5,3,1
17,5,3,3,0
18,3,3,5,0
19,3,5,3,0
20,5,3,1,1
21,3,1,3,0
22,1,3,2,1
23,3,2,1,1
24,2,1,4,0
25,1,4,2,1
26,4,2,2,0
27,2,2,0,1
28,2,0,2,1
29,0,2,3,0
30,2,3,0,1
31,3,0,1,1
32,0,1,0,0
33,1,0,2,1
34,0,2,1,1
35,2,1,4,0
36,1,4,2,0
37,4,2,5,0
38,2,5,2,-1
39,5,2,1,1
40,2,1,4,0
41,1,4,0,1
42,4,0,2,1
43,0,2,3,0
44,2,3,5,0
45,3,5,2,1
46,5,2,1,1
47,2,1,1,1
48,1,1,0,1
49,1,0,3,1
50,0,3,5,0
51,3,5,0,1
52,5,0,2,1
53,0,2,3,0
54,2,3,5,0
55,3,5,2,0
56,5,2,1,1
57,2,1,3,1
58,1,3,2,0
59,3,2,5,0
60,2,5,5,0
61,5,5,2,0
62,5,2,1,0
63,2,1,5,1
64,1,5,1,1
65,5,1,5,0
66,1,5,4,0
67,5,4,0,1
68,4,0,2,1
69,0,2,3,0
70,2,3,2,1
71,3,2,1,1
72,2,1,3,1
73,1,3,4,0
74,3,4,1,-1
75,4,1,0,1
76,1,0,4,0
77,0,4,4,0
78,4,4,2,0
79,4,2,1,1
80,2,1,2,0
81,1,2,2,0
82,2,2,0,1
83,2,0,0,1
84,0,0,0,1
85,0,0,0,1
86,0,0,3,1
87,0,3,5,0
88,3,5,0,1
89,5,0,1,1
90,0,1,4,0
91,1,4,3,1
92,4,3,4,0
93,3,4,1,-1
94,4,1,2,1
95,1,2,4,0
96,2,4,4,0
97,4,4,3,1
98,4,3,4,-1
99,3,4,2,-1
100,4,2,2,0
101,2,2,3,1
102,2,3,3,1
103,3,3,2,-1
104,3,2,4,0
105,2,4,0,1
106,4,0,0,1
107,0,0,3,1
108,0,3,5,0
109,3,5,5,0
110,5,5,1,1
111,5,1,5,0
112,1,5,3,0
113,5,3,2,0
114,3,2,3,0
115,2,3,1,1
116,3,1,2,0
117,1,2,5,0
118,2,5,5,0
119,5,5,5,0
120,5,5,4,0
121,5,4,0,1
122,4,0,2,0
123,0,2,4,0
124,2,4,1,-1
125,4,1,0,1
126,1,0,3,0
127,0,3,2,0
128,3,2,2,0
129,2,2,4,0
130,2,4,4,0
131,4,4,3,0
132,4,3,5,0
133,3,5,0,1
134,5,0,4,0
135,0,4,0,1
136,4,0,4,0
137,0,4,1,-1
138,4,1,0,0
139,1,0,3,0
140,0,3,2,1
141,3,2,2,0
142,2,2,3,0
143,2,3,1,1
144,3,1,3,0
145,1,3,3,0
146,3,3,4,0
147,3,4,3,0
148,4,3,5,0
149,3,5,0,1
150,5,0,2,0
151,0,2,2,0
152,2,2,0,1
153,2,0,2,0
154,0,2,5,0
155,2,5,1,-1
156,5,1,1,-1
157,1,1,4,0
158,1,4,0,1
159,4,0,0,1
160,0,0,0,1
161,0,0,2,1
162,0,2,4,0
163,2,4,4,0
164,4,4,4,0
165,4,4,3,0
166,4,3,0,1
167,3,0,1,1
168,0,1,3,0
169,1,3,0,1
170,3,0,1,1
171,0,1,4,0
172,1,4,0,0
173,4,0,0,1
174,0,0,3,0
175,0,3,1,1
176,3,1,3,0
177,1,3,0,1
178,3,0,0,1
179,0,0,0,0
180,0,0,0,1
181,0,0,2,0
182,0,2,1,1
183,2,1,3,0
184,1,3,0,1
185,3,0,2,0
186,0,2,0,1
187,2,0,0,1
188,0,0,3,0
189,0,3,2,0
190,3,2,2,0
191,2,2,0,1
192,2,0,2,0
193,0,2,1,1
194,2,1,3,0
195,1,3,2,0
196,3,2,1,0
197,2,1,5,0
198,1,5,0,1
199,5,0,1,-1
200,0,1,0,1
201,1,0,3,0
202,0,3,2,0
203,3,2,1,1
204,2,1,3,1
205,1,3,0,1
206,3,0,1,1
207,0,1,5,0
208,1,5,2,0
209,5,2,1,1
210,2,1,1,1
211,1,1,0,1
212,1,0,5,0
213,0,5,4,0
214,5,4,0,1
215,4,0,0,1
216,0,0,0,1
217,0,0,5,0
218,0,5,3,0
219,5,3,4,0
220,3,4,0,0
221,4,0,0,0
222,0,0,0,1
223,0,0,0,1
224,0,0,2,0
225,0,2,1,0
226,2,1,3,0
227,1,3,2,-1
228,3,2,1,1
229,2,1,1,1
230,1,1,0,1
231,1,0,2,0
232,0,2,1,1
233,2,1,1,-1
234,1,1,0,1
235,1,0,4,0
236,0,4,0,1
237,4,0,0,1
238,0,0,3,1
239,0,3,1,0
240,3,1,5,0
241,1,5,2,-1
242,5,2,1,1
243,2,1,5,0
244,1,5,0,1
245,5,0,4,0
246,0,4,0,1
247,4,0,0,1
248,0,0,0,1
249,0,0,0,1
250,0,0,0,1
251,0,0,0,1
252,0,0,0,1
253,0,0,3,0
254,0,3,2,0
255,3,2,1,1
256,2,1,0,1
257,1,0,2,0
258,0,2,1,1
259,2,1,3,-1
260,1,3,1,-1
261,3,1,1,0
262,1,1,0,1
263,1,0,2,0
264,0,2,0,1
265,2,0,2,0
266,0,2,1,1
267,2,1,2,1
268,1,2,2,1
269,2,2,3,0
270,2,3,2,0
271,3,2,1,0
272,2,1,3,0
273,1,3,5,0
274,3,5,2,1
275,5,2,1,-1
276,2,1,5,0
277,1,5,1,1
278,5,1,1,1
279,1,1,0,1
280,1,0,3,0
281,0,3,2,0
282,3,2,1,0
283,2,1,1,0
284,1,1,0,1
285,1,0,2,0
286,0,2,0,1
287,2,0,1,1
288,0,1,0,1
289,1,0,2,0
290,0,2,1,0
291,2,1,5,0
292,1,5,5,0
293,5,5,1,0
294,5,1,5,0
295,1,5,1,-1
296,5,1,2,0
297,1,2,0,1
298,2,0,1,1
299,0,1,1,0
300,1,1,0,1
301,1,0,5,0
