,s-3,s-2,s-1,a,r
158,1,10,1,1,0
159,10,1,1,7,0
160,1,1,7,11,1
161,1,7,11,9,1
162,7,11,9,2,1
163,11,9,2,1,1
164,9,2,1,1,0
165,2,1,1,2,1
166,1,1,2,2,-1
167,1,2,2,11,-1
168,2,2,11,15,1
169,2,11,15,7,0
170,11,15,7,19,0
171,15,7,19,2,0
172,7,19,2,2,1
173,19,2,2,0,-1
174,2,2,0,8,1
175,2,0,8,7,0
176,0,8,7,2,1
177,8,7,2,11,0
178,7,2,11,1,-1
179,2,11,1,1,0
180,11,1,1,9,-1
181,1,1,9,18,-1
182,1,9,18,5,-1
183,9,18,5,2,1
184,18,5,2,1,0
185,5,2,1,1,0
186,2,1,1,2,0
187,1,1,2,17,-1
188,1,2,17,17,-1
189,2,17,17,3,1
190,17,17,3,2,1
191,17,3,2,1,0
192,3,2,1,5,-1
193,2,1,5,6,-1
194,1,5,6,19,-1
195,5,6,19,1,1
196,6,19,1,2,1
197,19,1,2,1,0
198,1,2,1,7,1
199,2,1,7,9,0
200,1,7,9,2,0
201,7,9,2,2,1
202,9,2,2,4,-1
203,2,2,4,1,0
204,2,4,1,2,0
205,4,1,2,2,0
206,1,2,2,1,0
207,2,2,1,1,0
208,2,1,1,2,1
209,1,1,2,13,1
210,1,2,13,1,0
211,2,13,1,2,1
212,13,1,2,16,-1
213,1,2,16,1,0
214,2,16,1,2,1
215,16,1,2,1,-1
216,1,2,1,1,0
217,2,1,1,19,0
218,1,1,19,1,-1
219,1,19,1,2,1
220,19,1,2,1,0
221,1,2,1,7,0
222,2,1,7,8,1
223,1,7,8,2,1
224,7,8,2,2,1
225,8,2,2,16,-1
226,2,2,16,17,-1
227,2,16,17,16,-1
228,16,17,16,1,0
229,17,16,1,1,0
230,16,1,1,1,0
231,1,1,1,1,0
232,1,1,1,6,1
233,1,1,6,1,0
234,1,6,1,2,1
235,6,1,2,5,-1
236,1,2,5,1,0
237,2,5,1,19,1
238,5,1,19,1,0
239,1,19,1,14,1
240,19,1,14,17,-1
241,1,14,17,11,-1
242,14,17,11,4,-1
243,17,11,4,1,0
244,11,4,1,1,0
245,4,1,1,15,-1
246,1,1,15,8,0
247,1,15,8,3,-1
248,15,8,3,2,-1
249,8,3,2,1,1
250,3,2,1,2,0
251,2,1,2,2,0
252,1,2,2,2,1
253,2,2,2,2,0
254,2,2,2,2,-1
255,2,2,2,2,1
256,2,2,2,2,0
257,2,2,2,2,0
258,2,2,2,2,-1
259,2,2,2,2,0
260,2,2,2,3,0
261,2,2,3,10,-1
262,2,3,10,1,0
263,3,10,1,2,1
264,10,1,2,1,-1
265,1,2,1,8,-1
266,2,1,8,1,0
267,1,8,1,2,1
268,8,1,2,15,1
269,1,2,15,1,-1
270,2,15,1,1,0
271,15,1,1,1,-1
272,1,1,1,17,-1
273,1,1,17,0,0
274,1,17,0,0,-1
275,17,0,0,1,1
276,0,0,1,17,-1
277,0,1,17,0,-1
278,1,17,0,13,0
279,17,0,13,19,0
280,0,13,19,10,1
281,13,19,10,1,0
282,19,10,1,15,1
283,10,1,15,9,-1
284,1,15,9,1,0
285,15,9,1,1,0
286,9,1,1,1,0
287,1,1,1,1,0
288,1,1,1,1,-1
289,1,1,1,1,0
290,1,1,1,1,0
291,1,1,1,2,1
292,1,1,2,1,0
293,1,2,1,2,1
294,2,1,2,2,1
295,1,2,2,2,0
296,2,2,2,2,0
297,2,2,2,2,0
298,2,2,2,2,1
299,2,2,2,2,1
300,2,2,2,1,0
301,2,2,1,2,1
302,2,1,2,19,0
303,1,2,19,0,0
304,2,19,0,0,0
305,19,0,0,0,-1
306,0,0,0,9,-1
307,0,0,9,1,-1
308,0,9,1,0,-1
309,9,1,0,2,1
310,1,0,2,4,1
311,0,2,4,1,1
312,2,4,1,8,1
313,4,1,8,1,0
314,1,8,1,0,0
315,8,1,0,19,0
316,1,0,19,0,0
317,0,19,0,0,-1
318,19,0,0,2,0
319,0,0,2,2,1
320,0,2,2,2,1
321,2,2,2,1,0
322,2,2,1,2,0
323,2,1,2,2,1
324,1,2,2,2,1
325,2,2,2,2,-1
326,2,2,2,2,0
327,2,2,2,1,1
328,2,2,1,19,-1
329,2,1,19,0,-1
330,1,19,0,0,-1
331,19,0,0,0,-1
332,0,0,0,2,0
333,0,0,2,7,-1
334,0,2,7,1,0
335,2,7,1,1,0
336,7,1,1,4,-1
337,1,1,4,1,-1
338,1,4,1,2,1
339,4,1,2,2,1
340,1,2,2,1,1
341,2,2,1,2,-1
342,2,1,2,2,1
343,1,2,2,1,-1
344,2,2,1,2,1
345,2,1,2,2,-1
346,1,2,2,1,0
347,2,2,1,2,1
348,2,1,2,2,0
349,1,2,2,1,0
350,2,2,1,2,1
351,2,1,2,2,1
352,1,2,2,1,-1
353,2,2,1,2,1
354,2,1,2,2,-1
355,1,2,2,2,0
356,2,2,2,2,0
357,2,2,2,1,0
358,2,2,1,2,1
359,2,1,2,2,1
360,1,2,2,1,0
361,2,2,1,13,0
362,2,1,13,0,-1
363,1,13,0,19,0
364,13,0,19,11,-1
365,0,19,11,0,1
366,19,11,0,10,-1
367,11,0,10,1,1
368,0,10,1,1,0
369,10,1,1,19,0
370,1,1,19,0,0
371,1,19,0,0,0
372,19,0,0,0,-1
373,0,0,0,2,1
374,0,0,2,2,0
375,0,2,2,2,0
376,2,2,2,18,-1
377,2,2,18,1,0
378,2,18,1,0,-1
379,18,1,0,0,0
380,1,0,0,0,1
381,0,0,0,11,-1
382,0,0,11,3,1
383,0,11,3,15,1
384,11,3,15,16,-1
385,3,15,16,0,-1
386,15,16,0,16,-1
387,16,0,16,0,0
388,0,16,0,9,1
389,16,0,9,0,-1
390,0,9,0,0,-1
391,9,0,0,0,1
392,0,0,0,1,-1
393,0,0,1,2,1
394,0,1,2,2,1
395,1,2,2,2,1
396,2,2,2,1,-1
397,2,2,1,2,1
398,2,1,2,2,1
399,1,2,2,2,-1
400,2,2,2,2,1
401,2,2,2,5,-1
402,2,2,5,1,0
403,2,5,1,4,-1
404,5,1,4,1,-1
405,1,4,1,2,1
406,4,1,2,2,-1
407,1,2,2,2,1
408,2,2,2,2,0
409,2,2,2,2,-1
410,2,2,2,2,1
411,2,2,2,2,0
412,2,2,2,2,0
413,2,2,2,2,0
414,2,2,2,2,1
415,2,2,2,2,0
416,2,2,2,2,0
417,2,2,2,12,0
418,2,2,12,15,1
419,2,12,15,0,-1
420,12,15,0,3,-1
421,15,0,3,11,-1
422,0,3,11,17,0
423,3,11,17,0,-1
424,11,17,0,2,-1
425,17,0,2,4,-1
426,0,2,4,10,-1
427,2,4,10,3,0
428,4,10,3,17,-1
429,10,3,17,4,1
430,3,17,4,18,-1
431,17,4,18,6,0
432,4,18,6,19,0
433,18,6,19,15,1
434,6,19,15,7,0
435,19,15,7,8,1
436,15,7,8,19,0
437,7,8,19,19,1
438,8,19,19,19,0
439,19,19,19,19,0
440,19,19,19,19,0
441,19,19,19,19,0
442,19,19,19,17,-1
443,19,19,17,19,-1
444,19,17,19,17,-1
445,17,19,17,1,0
446,19,17,1,19,-1
447,17,1,19,8,-1
448,1,19,8,6,-1
449,19,8,6,19,0
450,8,6,19,19,1
451,6,19,19,19,0
452,19,19,19,3,1
453,19,19,3,10,-1
454,19,3,10,19,0
455,3,10,19,13,0
456,10,19,13,19,0
457,19,13,19,19,0
458,13,19,19,19,0
459,19,19,19,19,0
460,19,19,19,19,0
461,19,19,19,2,0
462,19,19,2,14,0
463,19,2,14,1,-1
464,2,14,1,9,1
465,14,1,9,17,-1
466,1,9,17,14,1
467,9,17,14,19,-1
468,17,14,19,14,0
469,14,19,14,19,-1
470,19,14,19,19,-1
471,14,19,19,19,0
472,19,19,19,19,-1
473,19,19,19,11,-1
474,19,19,11,1,0
475,19,11,1,19,0
476,11,1,19,15,1
477,1,19,15,4,1
478,19,15,4,13,0
479,15,4,13,4,-1
480,4,13,4,11,-1
481,13,4,11,3,0
482,4,11,3,3,1
483,11,3,3,9,1
484,3,3,9,9,1
485,3,9,9,2,0
486,9,9,2,3,1
487,9,2,3,9,0
488,2,3,9,1,0
489,3,9,1,11,-1
490,9,1,11,1,0
491,1,11,1,1,1
492,11,1,1,19,0
493,1,1,19,6,0
494,1,19,6,4,1
495,19,6,4,6,-1
496,6,4,6,1,0
497,4,6,1,2,1
498,6,1,2,10,1
499,1,2,10,1,0
500,2,10,1,3,1
501,10,1,3,18,-1
502,1,3,18,3,-1
503,3,18,3,3,1
504,18,3,3,14,1
505,3,3,14,2,1
506,3,14,2,4,-1
507,14,2,4,16,-1
508,2,4,16,4,1
509,4,16,4,8,1
510,16,4,8,7,0
511,4,8,7,1,0
512,8,7,1,19,-1
513,7,1,19,16,0
514,1,19,16,4,-1
515,19,16,4,0,-1
516,16,4,0,3,1
517,4,0,3,19,0
518,0,3,19,6,0
519,3,19,6,0,-1
520,19,6,0,1,-1
521,6,0,1,5,0
522,0,1,5,2,0
523,1,5,2,13,0
524,5,2,13,2,1
525,2,13,2,0,-1
526,13,2,0,2,1
527,2,0,2,3,1
528,0,2,3,2,0
529,2,3,2,2,1
530,3,2,2,2,1
531,2,2,2,2,1
532,2,2,2,18,-1
533,2,2,18,3,0
534,2,18,3,18,-1
535,18,3,18,4,-1
536,3,18,4,0,-1
537,18,4,0,0,-1
538,4,0,0,6,-1
539,0,0,6,3,1
540,0,6,3,15,1
541,6,3,15,0,-1
542,3,15,0,0,-1
543,15,0,0,0,-1
544,0,0,0,0,0
545,0,0,0,0,-1
546,0,0,0,0,-1
547,0,0,0,6,-1
548,0,0,6,2,1
549,0,6,2,1,0
550,6,2,1,2,1
551,2,1,2,2,1
552,1,2,2,7,0
553,2,2,7,1,-1
554,2,7,1,7,0
555,7,1,7,15,1
556,1,7,15,3,1
557,7,15,3,0,-1
558,15,3,0,0,-1
559,3,0,0,5,1
560,0,0,5,2,1
561,0,5,2,1,0
562,5,2,1,18,1
563,2,1,18,3,1
564,1,18,3,0,-1
565,18,3,0,13,1
566,3,0,13,2,0
567,0,13,2,15,1
568,13,2,15,7,0
569,2,15,7,2,0
570,15,7,2,1,0
571,7,2,1,2,1
572,2,1,2,16,1
573,1,2,16,3,1
574,2,16,3,0,0
575,16,3,0,0,-1
576,3,0,0,5,1
577,0,0,5,2,1
578,0,5,2,7,-1
579,5,2,7,3,1
580,2,7,3,15,-1
581,7,3,15,8,0
582,3,15,8,5,-1
583,15,8,5,4,-1
584,8,5,4,13,-1
585,5,4,13,3,0
586,4,13,3,0,0
587,13,3,0,0,-1
588,3,0,0,12,-1
589,0,0,12,3,-1
590,0,12,3,0,0
591,12,3,0,0,1
592,3,0,0,16,-1
593,0,0,16,4,-1
594,0,16,4,18,0
595,16,4,18,10,-1
596,4,18,10,3,1
597,18,10,3,10,-1
598,10,3,10,9,-1
599,3,10,9,2,0
600,10,9,2,14,1
601,9,2,14,10,-1
602,2,14,10,18,-1
603,14,10,18,10,-1
604,10,18,10,4,-1
605,18,10,4,10,-1
606,10,4,10,14,1
607,4,10,14,4,-1
608,10,14,4,9,0
609,14,4,9,9,0
610,4,9,9,4,1
611,9,9,4,17,-1
612,9,4,17,8,1
613,4,17,8,2,1
614,17,8,2,7,-1
615,8,2,7,7,0
616,2,7,7,3,-1
617,7,7,3,3,1
618,7,3,3,3,-1
619,3,3,3,2,1
620,3,3,2,2,1
621,3,2,2,3,-1
622,2,2,3,13,0
623,2,3,13,5,-1
624,3,13,5,9,1
625,13,5,9,15,1
626,5,9,15,12,0
627,9,15,12,8,1
628,15,12,8,14,0
629,12,8,14,6,-1
630,8,14,6,7,0
631,14,6,7,11,0
632,6,7,11,9,1
633,7,11,9,7,0
634,11,9,7,10,-1
635,9,7,10,10,-1
636,7,10,10,14,1
637,10,10,14,13,0
638,10,14,13,11,-1
639,14,13,11,17,-1
640,13,11,17,7,0
641,11,17,7,2,0
642,17,7,2,0,1
643,7,2,0,4,-1
644,2,0,4,5,1
645,0,4,5,0,-1
646,4,5,0,0,-1
647,5,0,0,2,1
648,0,0,2,2,1
649,0,2,2,14,1
650,2,2,14,11,-1
651,2,14,11,0,0
652,14,11,0,0,-1
653,11,0,0,0,-1
654,0,0,0,2,1
655,0,0,2,2,0
656,0,2,2,2,1
657,2,2,2,13,0
658,2,2,13,10,-1
659,2,13,10,5,0
660,13,10,5,0,-1
661,10,5,0,0,-1
662,5,0,0,2,1
663,0,0,2,2,0
664,0,2,2,2,0
665,2,2,2,3,1
666,2,2,3,3,1
667,2,3,3,3,-1
668,3,3,3,4,0
669,3,3,4,9,1
670,3,4,9,7,0
671,4,9,7,7,-1
672,9,7,7,12,0
673,7,7,12,14,1
674,7,12,14,14,0
675,12,14,14,15,1
676,14,14,15,17,-1
677,14,15,17,18,-1
678,15,17,18,17,1
679,17,18,17,17,-1
680,18,17,17,19,0
681,17,17,19,0,1
682,17,19,0,19,-1
683,19,0,19,10,-1
684,0,19,10,7,0
685,19,10,7,6,1
686,10,7,6,0,-1
687,7,6,0,0,1
688,6,0,0,14,0
689,0,0,14,12,0
690,0,14,12,12,-1
691,14,12,12,19,0
692,12,12,19,0,0
693,12,19,0,19,0
694,19,0,19,19,-1
695,0,19,19,17,1
696,19,19,17,0,-1
697,19,17,0,0,-1
698,17,0,0,0,-1
699,0,0,0,2,0
700,0,0,2,7,0
701,0,2,7,1,0
702,2,7,1,1,0
703,7,1,1,4,1
704,1,1,4,5,0
705,1,4,5,6,0
706,4,5,6,10,-1
707,5,6,10,8,1
708,6,10,8,9,1
709,10,8,9,8,1
710,8,9,8,10,-1
711,9,8,10,12,-1
712,8,10,12,3,0
713,10,12,3,0,-1
714,12,3,0,16,-1
715,3,0,16,19,0
716,0,16,19,19,1
717,16,19,19,0,0
718,19,19,0,0,0
719,19,0,0,0,-1
720,0,0,0,2,1
721,0,0,2,2,0
722,0,2,2,2,0
723,2,2,2,3,1
724,2,2,3,4,-1
725,2,3,4,5,-1
726,3,4,5,7,0
727,4,5,7,10,1
728,5,7,10,14,1
729,7,10,14,17,-1
730,10,14,17,19,0
731,14,17,19,0,-1
732,17,19,0,0,-1
733,19,0,0,0,-1
734,0,0,0,2,-1
735,0,0,2,2,1
736,0,2,2,12,-1
737,2,2,12,14,1
738,2,12,14,14,1
739,12,14,14,16,-1
740,14,14,16,0,0
741,14,16,0,0,0
742,16,0,0,11,-1
743,0,0,11,15,-1
744,0,11,15,9,1
745,11,15,9,0,-1
746,15,9,0,0,0
747,9,0,0,2,1
748,0,0,2,2,1
749,0,2,2,2,1
750,2,2,2,2,-1
751,2,2,2,2,1
752,2,2,2,2,0
753,2,2,2,2,-1
754,2,2,2,18,0
755,2,2,18,17,-1
756,2,18,17,0,1
757,18,17,0,0,-1
758,17,0,0,4,-1
759,0,0,4,8,1
760,0,4,8,6,-1
761,4,8,6,0,-1
762,8,6,0,0,-1
763,6,0,0,7,0
764,0,0,7,9,-1
765,0,7,9,5,-1
766,7,9,5,0,-1
767,9,5,0,0,0
768,5,0,0,2,1
769,0,0,2,2,0
770,0,2,2,8,1
771,2,2,8,8,-1
772,2,8,8,3,1
773,8,8,3,0,1
774,8,3,0,0,-1
775,3,0,0,15,0
776,0,0,15,18,-1
777,0,15,18,9,1
778,15,18,9,0,0
779,18,9,0,0,1
780,9,0,0,2,-1
781,0,0,2,16,-1
782,0,2,16,0,-1
783,2,16,0,0,-1
784,16,0,0,0,-1
785,0,0,0,2,0
786,0,0,2,3,1
787,0,2,3,2,0
788,2,3,2,1,0
789,3,2,1,2,0
790,2,1,2,2,0
791,1,2,2,2,-1
792,2,2,2,2,-1
793,2,2,2,2,1
794,2,2,2,2,0
795,2,2,2,2,0
796,2,2,2,2,0
797,2,2,2,2,0
798,2,2,2,11,-1
799,2,2,11,14,0
800,2,11,14,6,0
801,11,14,6,0,-1
802,14,6,0,0,1
803,6,0,0,2,1
804,0,0,2,11,-1
805,0,2,11,10,-1
806,2,11,10,5,-1
807,11,10,5,0,-1
808,10,5,0,0,1
809,5,0,0,2,0
810,0,0,2,2,-1
811,0,2,2,2,0
812,2,2,2,2,1
813,2,2,2,2,1
814,2,2,2,2,0
815,2,2,2,2,0
816,2,2,2,2,-1
817,2,2,2,2,0
818,2,2,2,2,0
819,2,2,2,2,-1
820,2,2,2,14,1
821,2,2,14,0,-1
822,2,14,0,0,-1
823,14,0,0,0,-1
824,0,0,0,2,1
825,0,0,2,2,1
826,0,2,2,2,0
827,2,2,2,2,-1
828,2,2,2,2,0
829,2,2,2,2,1
830,2,2,2,2,0
831,2,2,2,11,-1
832,2,2,11,17,-1
833,2,11,17,10,-1
834,11,17,10,0,1
835,17,10,0,0,0
836,10,0,0,2,1
837,0,0,2,2,1
838,0,2,2,2,1
839,2,2,2,2,-1
840,2,2,2,2,0
841,2,2,2,2,0
842,2,2,2,3,1
843,2,2,3,1,0
844,2,3,1,2,-1
845,3,1,2,2,1
846,1,2,2,7,0
847,2,2,7,9,-1
848,2,7,9,6,1
849,7,9,6,0,-1
850,9,6,0,0,0
851,6,0,0,2,1
852,0,0,2,4,0
853,0,2,4,3,-1
854,2,4,3,2,0
855,4,3,2,1,-1
856,3,2,1,2,0
857,2,1,2,15,1
858,1,2,15,0,-1
859,2,15,0,3,1
860,15,0,3,8,1
861,0,3,8,8,1
862,3,8,8,7,0
863,8,8,7,2,0
864,8,7,2,5,-1
865,7,2,5,6,-1
866,2,5,6,7,0
867,5,6,7,3,1
868,6,7,3,0,-1
869,7,3,0,0,0
870,3,0,0,2,0
871,0,0,2,2,1
872,0,2,2,2,1
873,2,2,2,2,0
874,2,2,2,2,0
875,2,2,2,2,-1
876,2,2,2,2,0
877,2,2,2,2,1
878,2,2,2,2,0
879,2,2,2,2,0
880,2,2,2,2,0
881,2,2,2,2,-1
882,2,2,2,10,-1
883,2,2,10,19,0
884,2,10,19,16,-1
885,10,19,16,0,-1
886,19,16,0,4,-1
887,16,0,4,11,-1
888,0,4,11,10,-1
889,4,11,10,15,1
890,11,10,15,10,-1
891,10,15,10,0,-1
892,15,10,0,0,-1
893,10,0,0,0,0
894,0,0,0,12,-1
895,0,0,12,0,-1
896,0,12,0,6,-1
897,12,0,6,3,1
898,0,6,3,16,-1
899,6,3,16,10,1
900,3,16,10,5,-1
901,16,10,5,0,-1
902,10,5,0,6,0
903,5,0,6,12,0
904,0,6,12,18,-1
905,6,12,18,1,0
906,12,18,1,0,-1
907,18,1,0,0,-1
908,1,0,0,2,1
909,0,0,2,2,1
910,0,2,2,18,-1
911,2,2,18,16,-1
912,2,18,16,0,0
913,18,16,0,6,0
914,16,0,6,15,-1
915,0,6,15,16,1
916,6,15,16,9,-1
917,15,16,9,0,0
918,16,9,0,0,0
919,9,0,0,4,1
920,0,0,4,6,-1
921,0,4,6,4,1
922,4,6,4,2,0
923,6,4,2,0,-1
924,4,2,0,2,1
925,2,0,2,2,0
926,0,2,2,16,-1
927,2,2,16,13,0
928,2,16,13,0,-1
929,16,13,0,0,-1
930,13,0,0,3,1
931,0,0,3,2,1
932,0,3,2,17,-1
933,3,2,17,18,-1
934,2,17,18,13,0
935,17,18,13,4,-1
936,18,13,4,7,0
937,13,4,7,0,-1
938,4,7,0,0,-1
939,7,0,0,2,0
940,0,0,2,2,-1
941,0,2,2,0,-1
942,2,2,0,1,0
943,2,0,1,2,1
944,0,1,2,2,-1
945,1,2,2,2,-1
946,2,2,2,2,0
947,2,2,2,2,1
948,2,2,2,2,-1
949,2,2,2,2,0
950,2,2,2,2,0
951,2,2,2,2,1
952,2,2,2,12,-1
953,2,2,12,9,1
954,2,12,9,4,-1
955,12,9,4,2,1
956,9,4,2,2,0
957,4,2,2,2,-1
958,2,2,2,2,-1
959,2,2,2,19,0
960,2,2,19,12,-1
961,2,19,12,4,1
962,19,12,4,3,-1
963,12,4,3,2,0
964,4,3,2,2,0
965,3,2,2,2,-1
966,2,2,2,2,0
967,2,2,2,2,-1
968,2,2,2,3,1
969,2,2,3,2,1
970,2,3,2,5,-1
971,3,2,5,2,1
972,2,5,2,1,0
973,5,2,1,2,0
974,2,1,2,7,0
975,1,2,7,2,1
976,2,7,2,1,0
977,7,2,1,2,1
978,2,1,2,2,1
979,1,2,2,2,1
980,2,2,2,2,0
981,2,2,2,2,-1
982,2,2,2,10,-1
983,2,2,10,15,1
984,2,10,15,5,-1
985,10,15,5,0,-1
986,15,5,0,4,-1
987,5,0,4,2,1
988,0,4,2,1,0
989,4,2,1,2,1
990,2,1,2,7,0
991,1,2,7,2,-1
992,2,7,2,0,0
993,7,2,0,2,1
994,2,0,2,2,1
995,0,2,2,2,1
996,2,2,2,2,0
997,2,2,2,2,0
998,2,2,2,14,0
999,2,2,14,10,-1
1000,2,14,10,0,-1
1001,14,10,0,0,-1
1002,10,0,0,6,1
1003,0,0,6,5,-1
1004,0,6,5,0,0
1005,6,5,0,1,0
1006,5,0,1,3,1
1007,0,1,3,2,1
1008,1,3,2,1,0
1009,3,2,1,2,1
1010,2,1,2,2,0
1011,1,2,2,2,1
1012,2,2,2,16,-1
1013,2,2,16,13,0
1014,2,16,13,16,1
1015,16,13,16,0,-1
1016,13,16,0,0,-1
1017,16,0,0,4,0
1018,0,0,4,3,-1
1019,0,4,3,2,1
1020,4,3,2,1,0
1021,3,2,1,9,-1
1022,2,1,9,6,-1
1023,1,9,6,2,1
1024,9,6,2,1,0
1025,6,2,1,2,-1
1026,2,1,2,2,0
1027,1,2,2,2,0
1028,2,2,2,2,1
1029,2,2,2,2,0
1030,2,2,2,2,-1
1031,2,2,2,2,0
1032,2,2,2,2,-1
1033,2,2,2,2,-1
1034,2,2,2,2,1
1035,2,2,2,2,0
1036,2,2,2,2,-1
1037,2,2,2,2,0
1038,2,2,2,2,0
1039,2,2,2,2,-1
1040,2,2,2,2,-1
1041,2,2,2,9,1
1042,2,2,9,4,1
1043,2,9,4,16,-1
1044,9,4,16,5,-1
1045,4,16,5,0,-1
1046,16,5,0,17,1
1047,5,0,17,16,-1
1048,0,17,16,17,-1
1049,17,16,17,0,-1
1050,16,17,0,0,0
1051,17,0,0,11,0
1052,0,0,11,11,-1
1053,0,11,11,3,1
1054,11,11,3,0,-1
1055,11,3,0,2,0
1056,3,0,2,2,1
1057,0,2,2,1,0
1058,2,2,1,2,1
1059,2,1,2,19,0
1060,1,2,19,17,-1
1061,2,19,17,4,-1
1062,19,17,4,0,0
1063,17,4,0,0,-1
1064,4,0,0,4,0
1065,0,0,4,7,0
1066,0,4,7,4,1
1067,4,7,4,0,-1
1068,7,4,0,0,-1
1069,4,0,0,5,-1
1070,0,0,5,4,0
1071,0,5,4,14,1
1072,5,4,14,5,0
1073,4,14,5,0,-1
1074,14,5,0,0,-1
1075,5,0,0,6,-1
1076,0,0,6,5,-1
1077,0,6,5,3,1
1078,6,5,3,1,1
1079,5,3,1,2,1
1080,3,1,2,2,1
1081,1,2,2,1,0
1082,2,2,1,2,1
1083,2,1,2,2,1
1084,1,2,2,1,0
1085,2,2,1,2,-1
1086,2,1,2,2,1
1087,1,2,2,1,0
1088,2,2,1,2,1
1089,2,1,2,2,-1
1090,1,2,2,1,-1
1091,2,2,1,2,1
1092,2,1,2,2,1
1093,1,2,2,1,-1
1094,2,2,1,2,0
1095,2,1,2,7,0
1096,1,2,7,3,-1
1097,2,7,3,0,-1
1098,7,3,0,0,-1
1099,3,0,0,3,1
1100,0,0,3,2,1
1101,0,3,2,19,0
1102,3,2,19,16,-1
1103,2,19,16,9,0
1104,19,16,9,2,0
1105,16,9,2,2,1
1106,9,2,2,2,1
1107,2,2,2,2,0
1108,2,2,2,2,1
1109,2,2,2,8,1
1110,2,2,8,3,1
1111,2,8,3,0,-1
1112,8,3,0,7,-1
1113,3,0,7,5,-1
1114,0,7,5,3,1
1115,7,5,3,11,-1
1116,5,3,11,3,1
1117,3,11,3,18,0
