,s-3,s-2,s-1,a,r
1107,2,2,0,1,0
1108,2,0,1,1,0
1109,0,1,1,1,0
1110,1,1,1,1,-1
1111,1,1,1,1,-1
1112,1,1,1,1,0
1113,1,1,1,1,-1
1114,1,1,1,14,1
1115,1,1,14,2,1
1116,1,14,2,2,0
1117,14,2,2,19,0
1118,2,2,19,2,1
1119,2,19,2,2,-1
1120,19,2,2,0,-1
1121,2,2,0,1,0
1122,2,0,1,1,0
1123,0,1,1,1,0
1124,1,1,1,1,0
1125,1,1,1,10,-1
1126,1,1,10,1,0
1127,1,10,1,1,0
1128,10,1,1,0,-1
1129,1,1,0,1,0
1130,1,0,1,1,0
1131,0,1,1,1,1
1132,1,1,1,0,-1
1133,1,1,0,15,1
1134,1,0,15,10,-1
1135,0,15,10,3,1
1136,15,10,3,0,-1
1137,10,3,0,8,1
1138,3,0,8,1,0
1139,0,8,1,2,0
1140,8,1,2,16,-1
1141,1,2,16,2,1
1142,2,16,2,5,-1
1143,16,2,5,0,-1
1144,2,5,0,1,0
1145,5,0,1,9,1
1146,0,1,9,2,-1
1147,1,9,2,2,0
1148,9,2,2,19,1
1149,2,2,19,3,1
1150,2,19,3,2,1
1151,19,3,2,0,-1
1152,3,2,0,17,1
1153,2,0,17,2,1
1154,0,17,2,2,1
1155,17,2,2,0,-1
1156,2,2,0,1,0
1157,2,0,1,1,0
1158,0,1,1,1,1
1159,1,1,1,1,0
1160,1,1,1,1,0
1161,1,1,1,1,0
1162,1,1,1,1,-1
1163,1,1,1,2,-1
1164,1,1,2,1,0
1165,1,2,1,1,0
1166,2,1,1,4,-1
1167,1,1,4,1,0
1168,1,4,1,1,-1
1169,4,1,1,3,1
1170,1,1,3,1,0
1171,1,3,1,1,0
1172,3,1,1,1,0
1173,1,1,1,1,0
1174,1,1,1,1,1
1175,1,1,1,1,1
1176,1,1,1,1,0
1177,1,1,1,1,0
1178,1,1,1,1,0
1179,1,1,1,6,-1
1180,1,1,6,2,0
1181,1,6,2,1,1
1182,6,2,1,8,1
1183,2,1,8,2,1
1184,1,8,2,17,-1
1185,8,2,17,10,-1
1186,2,17,10,2,1
1187,17,10,2,0,-1
1188,10,2,0,0,-1
1189,2,0,0,1,0
1190,0,0,1,1,0
1191,0,1,1,1,0
1192,1,1,1,1,0
1193,1,1,1,1,0
1194,1,1,1,1,0
1195,1,1,1,1,-1
1196,1,1,1,1,0
1197,1,1,1,1,0
1198,1,1,1,1,-1
1199,1,1,1,1,0
1200,1,1,1,1,-1
1201,1,1,1,1,0
1202,1,1,1,1,0
1203,1,1,1,1,0
1204,1,1,1,1,0
1205,1,1,1,10,-1
1206,1,1,10,2,0
1207,1,10,2,1,0
1208,10,2,1,0,-1
1209,2,1,0,1,0
1210,1,0,1,14,1
1211,0,1,14,2,1
1212,1,14,2,1,0
1213,14,2,1,7,0
1214,2,1,7,1,-1
1215,1,7,1,1,-1
1216,7,1,1,13,0
1217,1,1,13,2,-1
1218,1,13,2,7,0
1219,13,2,7,0,0
1220,2,7,0,8,1
1221,7,0,8,11,0
1222,0,8,11,2,1
1223,8,11,2,5,-1
1224,11,2,5,0,0
1225,2,5,0,1,0
1226,5,0,1,9,1
1227,0,1,9,2,1
1228,1,9,2,2,1
1229,9,2,2,17,-1
1230,2,2,17,2,1
1231,2,17,2,2,0
1232,17,2,2,0,-1
1233,2,2,0,1,0
1234,2,0,1,1,0
1235,0,1,1,1,0
1236,1,1,1,19,-1
1237,1,1,19,17,-1
1238,1,19,17,3,1
1239,19,17,3,0,0
1240,17,3,0,0,-1
1241,3,0,0,4,-1
1242,0,0,4,1,0
1243,0,4,1,1,0
1244,4,1,1,3,1
1245,1,1,3,13,0
1246,1,3,13,2,1
1247,3,13,2,2,1
1248,13,2,2,0,-1
1249,2,2,0,1,-1
1250,2,0,1,1,0
1251,0,1,1,1,-1
1252,1,1,1,1,0
1253,1,1,1,6,-1
1254,1,1,6,2,1
1255,1,6,2,2,-1
1256,6,2,2,7,0
1257,2,2,7,2,-1
1258,2,7,2,1,0
1259,7,2,1,1,0
1260,2,1,1,3,1
1261,1,1,3,1,0
1262,1,3,1,1,0
1263,3,1,1,2,-1
1264,1,1,2,1,0
1265,1,2,1,1,-1
1266,2,1,1,1,0
1267,1,1,1,1,0
1268,1,1,1,10,1
1269,1,1,10,2,1
1270,1,10,2,1,0
1271,10,2,1,0,-1
1272,2,1,0,1,0
1273,1,0,1,1,-1
1274,0,1,1,1,0
1275,1,1,1,1,0
1276,1,1,1,16,1
1277,1,1,16,12,-1
1278,1,16,12,13,0
1279,16,12,13,19,1
1280,12,13,19,12,-1
1281,13,19,12,3,1
1282,19,12,3,0,-1
1283,12,3,0,0,0
1284,3,0,0,2,1
1285,0,0,2,3,1
1286,0,2,3,1,0
1287,2,3,1,0,-1
1288,3,1,0,1,0
1289,1,0,1,1,0
1290,0,1,1,1,0
1291,1,1,1,1,0
1292,1,1,1,1,0
1293,1,1,1,1,0
1294,1,1,1,1,0
1295,1,1,1,1,0
1296,1,1,1,4,-1
1297,1,1,4,1,0
1298,1,4,1,1,1
1299,4,1,1,2,1
1300,1,1,2,1,0
1301,1,2,1,1,0
1302,2,1,1,1,-1
1303,1,1,1,1,0
1304,1,1,1,1,-1
1305,1,1,1,1,0
1306,1,1,1,1,0
1307,1,1,1,18,-1
1308,1,1,18,2,1
1309,1,18,2,1,0
1310,18,2,1,14,0
1311,2,1,14,2,-1
1312,1,14,2,1,0
1313,14,2,1,11,1
1314,2,1,11,2,1
1315,1,11,2,1,0
1316,11,2,1,14,1
1317,2,1,14,2,0
1318,1,14,2,1,1
1319,14,2,1,19,0
1320,2,1,19,2,1
1321,1,19,2,1,0
1322,19,2,1,13,0
1323,2,1,13,12,-1
1324,1,13,12,2,-1
1325,13,12,2,2,1
1326,12,2,2,4,-1
1327,2,2,4,3,1
1328,2,4,3,1,0
1329,4,3,1,5,-1
1330,3,1,5,2,1
1331,1,5,2,1,0
1332,5,2,1,2,0
1333,2,1,2,9,1
1334,1,2,9,2,0
1335,2,9,2,1,0
1336,9,2,1,4,-1
1337,2,1,4,2,1
1338,1,4,2,1,0
1339,4,2,1,2,-1
1340,2,1,2,1,-1
1341,1,2,1,1,0
1342,2,1,1,13,0
1343,1,1,13,2,1
1344,1,13,2,1,0
1345,13,2,1,8,-1
1346,2,1,8,2,1
1347,1,8,2,1,0
1348,8,2,1,2,1
1349,2,1,2,1,0
1350,1,2,1,1,0
1351,2,1,1,1,1
1352,1,1,1,1,0
1353,1,1,1,2,1
1354,1,1,2,1,1
1355,1,2,1,1,-1
1356,2,1,1,1,0
1357,1,1,1,1,0
1358,1,1,1,1,0
1359,1,1,1,1,-1
1360,1,1,1,1,0
1361,1,1,1,1,0
1362,1,1,1,1,0
1363,1,1,1,1,0
1364,1,1,1,4,-1
1365,1,1,4,5,-1
1366,1,4,5,1,0
1367,4,5,1,1,0
1368,5,1,1,2,1
1369,1,1,2,1,0
1370,1,2,1,1,-1
1371,2,1,1,1,0
1372,1,1,1,1,0
1373,1,1,1,13,0
1374,1,1,13,2,1
1375,1,13,2,1,-1
1376,13,2,1,6,-1
1377,2,1,6,11,-1
1378,1,6,11,2,1
1379,6,11,2,2,1
1380,11,2,2,1,0
1381,2,2,1,1,-1
1382,2,1,1,1,0
1383,1,1,1,1,0
1384,1,1,1,1,-1
1385,1,1,1,1,0
1386,1,1,1,1,0
1387,1,1,1,1,-1
1388,1,1,1,17,0
1389,1,1,17,2,1
1390,1,17,2,1,-1
1391,17,2,1,10,-1
1392,2,1,10,2,1
1393,1,10,2,5,-1
1394,10,2,5,2,1
1395,2,5,2,1,0
1396,5,2,1,2,1
1397,2,1,2,1,0
1398,1,2,1,1,-1
1399,2,1,1,1,0
1400,1,1,1,1,0
1401,1,1,1,1,0
1402,1,1,1,1,0
1403,1,1,1,3,1
1404,1,1,3,9,1
1405,1,3,9,19,-1
1406,3,9,19,3,1
1407,9,19,3,2,-1
1408,19,3,2,10,-1
1409,3,2,10,2,1
1410,2,10,2,1,1
1411,10,2,1,2,1
1412,2,1,2,1,0
1413,1,2,1,1,0
1414,2,1,1,1,-1
1415,1,1,1,1,0
1416,1,1,1,1,0
1417,1,1,1,1,0
1418,1,1,1,1,0
1419,1,1,1,1,0
1420,1,1,1,1,0
1421,1,1,1,1,0
1422,1,1,1,4,-1
1423,1,1,4,1,-1
1424,1,4,1,1,0
1425,4,1,1,1,1
1426,1,1,1,1,0
1427,1,1,1,1,1
1428,1,1,1,15,1
1429,1,1,15,1,0
1430,1,15,1,0,-1
1431,15,1,0,5,0
1432,1,0,5,1,-1
1433,0,5,1,1,0
1434,5,1,1,1,0
1435,1,1,1,1,0
1436,1,1,1,1,0
1437,1,1,1,1,1
1438,1,1,1,1,0
1439,1,1,1,1,0
1440,1,1,1,1,-1
1441,1,1,1,1,-1
1442,1,1,1,1,0
1443,1,1,1,1,-1
1444,1,1,1,6,-1
1445,1,1,6,1,-1
1446,1,6,1,1,0
1447,6,1,1,19,1
1448,1,1,19,1,0
1449,1,19,1,0,-1
1450,19,1,0,14,1
1451,1,0,14,6,-1
1452,0,14,6,19,0
1453,14,6,19,1,0
1454,6,19,1,0,-1
1455,19,1,0,9,1
1456,1,0,9,12,0
1457,0,9,12,0,-1
1458,9,12,0,1,-1
1459,12,0,1,3,1
1460,0,1,3,19,0
1461,1,3,19,2,1
1462,3,19,2,1,0
1463,19,2,1,5,-1
1464,2,1,5,2,1
1465,1,5,2,1,-1
1466,5,2,1,12,-1
1467,2,1,12,2,1
1468,1,12,2,1,0
1469,12,2,1,2,1
1470,2,1,2,17,-1
1471,1,2,17,3,1
1472,2,17,3,2,0
1473,17,3,2,2,-1
1474,3,2,2,1,0
1475,2,2,1,8,1
1476,2,1,8,2,1
1477,1,8,2,3,1
1478,8,2,3,2,1
1479,2,3,2,2,1
1480,3,2,2,2,0
1481,2,2,2,2,0
1482,2,2,2,2,-1
1483,2,2,2,2,-1
1484,2,2,2,15,0
1485,2,2,15,2,1
1486,2,15,2,2,0
1487,15,2,2,3,1
1488,2,2,3,2,1
1489,2,3,2,2,0
1490,3,2,2,4,-1
1491,2,2,4,2,1
1492,2,4,2,16,-1
1493,4,2,16,2,1
1494,2,16,2,3,0
1495,16,2,3,3,1
1496,2,3,3,2,1
1497,3,3,2,2,1
1498,3,2,2,2,0
1499,2,2,2,2,-1
1500,2,2,2,2,0
1501,2,2,2,2,0
1502,2,2,2,9,0
1503,2,2,9,16,-1
1504,2,9,16,3,1
1505,9,16,3,4,0
1506,16,3,4,3,0
1507,3,4,3,10,-1
1508,4,3,10,2,1
1509,3,10,2,3,1
1510,10,2,3,2,1
1511,2,3,2,2,0
1512,3,2,2,12,-1
1513,2,2,12,2,1
1514,2,12,2,8,1
1515,12,2,8,3,1
1516,2,8,3,2,1
1517,8,3,2,4,-1
1518,3,2,4,2,0
1519,2,4,2,2,1
1520,4,2,2,2,-1
1521,2,2,2,2,-1
1522,2,2,2,2,1
1523,2,2,2,2,-1
1524,2,2,2,2,-1
1525,2,2,2,2,1
1526,2,2,2,2,0
1527,2,2,2,2,0
1528,2,2,2,2,0
1529,2,2,2,2,0
1530,2,2,2,2,-1
1531,2,2,2,2,0
1532,2,2,2,2,0
1533,2,2,2,2,-1
1534,2,2,2,2,-1
1535,2,2,2,2,0
1536,2,2,2,2,-1
1537,2,2,2,6,-1
1538,2,2,6,2,1
1539,2,6,2,2,1
1540,6,2,2,17,0
1541,2,2,17,2,0
1542,2,17,2,3,1
1543,17,2,3,3,1
1544,2,3,3,2,1
1545,3,3,2,2,0
1546,3,2,2,2,0
1547,2,2,2,2,1
1548,2,2,2,2,0
1549,2,2,2,2,0
1550,2,2,2,2,-1
1551,2,2,2,2,-1
1552,2,2,2,16,-1
1553,2,2,16,2,0
1554,2,16,2,3,1
1555,16,2,3,3,1
1556,2,3,3,2,1
1557,3,3,2,14,1
1558,3,2,14,2,1
1559,2,14,2,2,0
1560,14,2,2,2,0
1561,2,2,2,2,1
1562,2,2,2,13,1
1563,2,2,13,2,1
1564,2,13,2,5,-1
1565,13,2,5,2,1
1566,2,5,2,0,-1
1567,5,2,0,18,0
1568,2,0,18,2,1
1569,0,18,2,2,0
1570,18,2,2,5,-1
1571,2,2,5,5,-1
1572,2,5,5,2,1
1573,5,5,2,2,-1
1574,5,2,2,2,1
1575,2,2,2,8,1
1576,2,2,8,2,1
1577,2,8,2,2,1
1578,8,2,2,2,1
1579,2,2,2,9,1
1580,2,2,9,2,1
1581,2,9,2,2,0
1582,9,2,2,2,1
1583,2,2,2,2,1
1584,2,2,2,17,-1
1585,2,2,17,2,1
1586,2,17,2,2,1
1587,17,2,2,4,-1
1588,2,2,4,1,0
1589,2,4,1,2,1
1590,4,1,2,2,1
1591,1,2,2,2,1
1592,2,2,2,2,1
1593,2,2,2,2,1
1594,2,2,2,2,0
1595,2,2,2,2,-1
1596,2,2,2,2,-1
1597,2,2,2,2,0
1598,2,2,2,2,-1
1599,2,2,2,2,0
1600,2,2,2,2,0
1601,2,2,2,2,-1
1602,2,2,2,2,0
1603,2,2,2,2,-1
1604,2,2,2,5,-1
1605,2,2,5,2,0
1606,2,5,2,2,1
1607,5,2,2,16,1
1608,2,2,16,1,-1
1609,2,16,1,2,1
1610,16,1,2,3,1
1611,1,2,3,1,0
1612,2,3,1,1,0
1613,3,1,1,1,0
1614,1,1,1,1,-1
1615,1,1,1,6,0
1616,1,1,6,1,0
1617,1,6,1,1,0
1618,6,1,1,0,-1
1619,1,1,0,2,1
1620,1,0,2,1,1
1621,0,2,1,17,-1
1622,2,1,17,1,0
1623,1,17,1,18,0
1624,17,1,18,10,-1
1625,1,18,10,1,0
1626,18,10,1,5,-1
1627,10,1,5,1,0
1628,1,5,1,10,-1
1629,5,1,10,1,1
1630,1,10,1,17,0
1631,10,1,17,1,0
1632,1,17,1,2,1
1633,17,1,2,3,1
1634,1,2,3,1,0
1635,2,3,1,5,1
1636,3,1,5,1,0
1637,1,5,1,17,-1
1638,5,1,17,9,1
1639,1,17,9,1,-1
1640,17,9,1,2,1
1641,9,1,2,1,0
1642,1,2,1,12,0
1643,2,1,12,1,1
1644,1,12,1,1,1
1645,12,1,1,2,1
1646,1,1,2,17,-1
1647,1,2,17,0,-1
1648,2,17,0,4,-1
1649,17,0,4,0,0
1650,0,4,0,2,1
1651,4,0,2,1,0
1652,0,2,1,1,0
1653,2,1,1,1,0
1654,1,1,1,1,0
1655,1,1,1,1,-1
1656,1,1,1,1,-1
1657,1,1,1,1,-1
1658,1,1,1,1,0
1659,1,1,1,18,1
1660,1,1,18,0,-1
1661,1,18,0,4,0
1662,18,0,4,3,1
1663,0,4,3,1,0
1664,4,3,1,1,0
1665,3,1,1,1,0
1666,1,1,1,15,-1
1667,1,1,15,17,-1
1668,1,15,17,0,-1
1669,15,17,0,7,1
1670,17,0,7,0,0
1671,0,7,0,2,0
1672,7,0,2,2,1
1673,0,2,2,1,0
1674,2,2,1,13,0
1675,2,1,13,4,-1
1676,1,13,4,5,-1
1677,13,4,5,0,-1
1678,4,5,0,3,1
1679,5,0,3,1,0
1680,0,3,1,3,-1
1681,3,1,3,3,1
1682,1,3,3,3,-1
1683,3,3,3,3,1
1684,3,3,3,3,0
1685,3,3,3,8,1
1686,3,3,8,4,-1
1687,3,8,4,4,-1
1688,8,4,4,4,-1
1689,4,4,4,4,-1
1690,4,4,4,4,-1
1691,4,4,4,4,-1
1692,4,4,4,0,-1
1693,4,4,0,0,-1
1694,4,0,0,0,-1
1695,0,0,0,0,0
1696,0,0,0,0,-1
1697,0,0,0,0,-1
1698,0,0,0,0,-1
1699,0,0,0,0,-1
1700,0,0,0,0,-1
1701,0,0,0,0,0
1702,0,0,0,0,0
1703,0,0,0,0,-1
1704,0,0,0,16,1
1705,0,0,16,0,-1
1706,0,16,0,0,-1
1707,16,0,0,12,0
1708,0,0,12,0,0
1709,0,12,0,0,0
1710,12,0,0,8,1
1711,0,0,8,0,-1
1712,0,8,0,0,0
1713,8,0,0,7,0
1714,0,0,7,0,-1
1715,0,7,0,0,-1
1716,7,0,0,10,-1
1717,0,0,10,0,1
1718,0,10,0,0,-1
1719,10,0,0,0,-1
1720,0,0,0,0,-1
1721,0,0,0,1,0
1722,0,0,1,0,0
1723,0,1,0,0,-1
1724,1,0,0,0,-1
1725,0,0,0,0,-1
1726,0,0,0,0,-1
1727,0,0,0,0,-1
1728,0,0,0,0,-1
1729,0,0,0,0,-1
1730,0,0,0,0,-1
1731,0,0,0,0,0
1732,0,0,0,0,-1
1733,0,0,0,0,-1
1734,0,0,0,0,0
1735,0,0,0,0,-1
1736,0,0,0,19,1
1737,0,0,19,0,-1
1738,0,19,0,0,-1
1739,19,0,0,0,-1
1740,0,0,0,0,-1
1741,0,0,0,0,0
1742,0,0,0,0,0
1743,0,0,0,0,-1
1744,0,0,0,2,1
1745,0,0,2,0,-1
1746,0,2,0,13,0
1747,2,0,13,0,-1
1748,0,13,0,0,-1
1749,13,0,0,0,0
1750,0,0,0,0,-1
1751,0,0,0,0,-1
1752,0,0,0,0,0
1753,0,0,0,0,0
1754,0,0,0,0,-1
1755,0,0,0,0,-1
1756,0,0,0,0,-1
1757,0,0,0,0,0
1758,0,0,0,0,-1
1759,0,0,0,0,-1
1760,0,0,0,0,0
1761,0,0,0,0,-1
1762,0,0,0,0,0
1763,0,0,0,0,-1
1764,0,0,0,0,-1
1765,0,0,0,0,-1
1766,0,0,0,0,-1
1767,0,0,0,0,0
1768,0,0,0,0,0
1769,0,0,0,8,1
1770,0,0,8,0,-1
1771,0,8,0,0,0
1772,8,0,0,0,-1
1773,0,0,0,0,-1
1774,0,0,0,0,-1
1775,0,0,0,0,-1
1776,0,0,0,5,-1
1777,0,0,5,0,-1
1778,0,5,0,3,1
1779,5,0,3,0,1
1780,0,3,0,2,1
1781,3,0,2,0,0
1782,0,2,0,0,-1
1783,2,0,0,0,-1
1784,0,0,0,0,-1
1785,0,0,0,0,-1
1786,0,0,0,0,-1
1787,0,0,0,0,-1
1788,0,0,0,0,-1
1789,0,0,0,6,0
1790,0,0,6,0,0
1791,0,6,0,3,-1
1792,6,0,3,6,-1
1793,0,3,6,1,-1
1794,3,6,1,5,-1
1795,6,1,5,5,-1
1796,1,5,5,11,-1
1797,5,5,11,2,1
1798,5,11,2,6,-1
1799,11,2,6,8,1
1800,2,6,8,1,0
1801,6,8,1,7,0
1802,8,1,7,6,-1
1803,1,7,6,18,-1
1804,7,6,18,0,-1
1805,6,18,0,16,-1
1806,18,0,16,8,1
1807,0,16,8,10,-1
1808,16,8,10,9,1
1809,8,10,9,4,-1
1810,10,9,4,8,1
1811,9,4,8,6,0
1812,4,8,6,3,1
1813,8,6,3,7,1
1814,6,3,7,4,-1
1815,3,7,4,3,-1
1816,7,4,3,7,0
1817,4,3,7,3,1
1818,3,7,3,4,-1
1819,7,3,4,16,-1
1820,3,4,16,18,-1
1821,4,16,18,17,-1
1822,16,18,17,11,-1
1823,18,17,11,6,-1
1824,17,11,6,14,0
1825,11,6,14,4,0
1826,6,14,4,5,-1
1827,14,4,5,10,-1
1828,4,5,10,6,-1
1829,5,10,6,4,-1
1830,10,6,4,8,1
1831,6,4,8,4,1
1832,4,8,4,4,1
1833,8,4,4,8,1
1834,4,4,8,2,1
1835,4,8,2,5,-1
1836,8,2,5,6,-1
1837,2,5,6,2,1
1838,5,6,2,6,-1
1839,6,2,6,5,-1
1840,2,6,5,2,1
1841,6,5,2,6,-1
1842,5,2,6,2,1
1843,2,6,2,4,-1
1844,6,2,4,6,-1
1845,2,4,6,2,1
1846,4,6,2,5,-1
1847,6,2,5,5,0
1848,2,5,5,2,1
1849,5,5,2,6,-1
1850,5,2,6,4,-1
1851,2,6,4,3,1
1852,6,4,3,6,-1
1853,4,3,6,3,-1
1854,3,6,3,4,-1
1855,6,3,4,6,-1
1856,3,4,6,3,1
1857,4,6,3,5,-1
1858,6,3,5,5,-1
1859,3,5,5,3,1
1860,5,5,3,5,1
1861,5,3,5,4,-1
1862,3,5,4,4,-1
1863,5,4,4,5,-1
1864,4,4,5,4,-1
1865,4,5,4,4,-1
1866,5,4,4,5,-1
1867,4,4,5,4,-1
1868,4,5,4,4,-1
1869,5,4,4,5,0
1870,4,4,5,4,1
1871,4,5,4,4,-1
1872,5,4,4,5,-1
1873,4,4,5,4,-1
1874,4,5,4,4,-1
1875,5,4,4,5,-1
1876,4,4,5,4,-1
1877,4,5,4,4,-1
1878,5,4,4,5,0
1879,4,4,5,4,-1
1880,4,5,4,4,1
1881,5,4,4,4,-1
1882,4,4,4,4,0
1883,4,4,4,4,-1
1884,4,4,4,4,-1
1885,4,4,4,4,0
1886,4,4,4,4,-1
1887,4,4,4,16,-1
1888,4,4,16,0,0
1889,4,16,0,6,-1
1890,16,0,6,11,-1
1891,0,6,11,0,-1
1892,6,11,0,17,-1
1893,11,0,17,3,1
1894,0,17,3,8,1
1895,17,3,8,11,-1
1896,3,8,11,0,0
1897,8,11,0,8,1
1898,11,0,8,7,-1
1899,0,8,7,1,0
1900,8,7,1,8,-1
1901,7,1,8,5,-1
1902,1,8,5,2,1
1903,8,5,2,8,-1
1904,5,2,8,5,-1
1905,2,8,5,2,1
1906,8,5,2,8,0
1907,5,2,8,3,1
1908,2,8,3,3,1
1909,8,3,3,7,0
1910,3,3,7,2,0
1911,3,7,2,4,-1
1912,7,2,4,6,-1
1913,2,4,6,18,-1
1914,4,6,18,0,0
1915,6,18,0,15,1
1916,18,0,15,10,-1
1917,0,15,10,0,-1
1918,15,10,0,13,-1
1919,10,0,13,4,-1
1920,0,13,4,1,0
1921,13,4,1,11,-1
1922,4,1,11,1,0
1923,1,11,1,7,0
1924,11,1,7,16,1
1925,1,7,16,17,-1
1926,7,16,17,2,1
1927,16,17,2,12,-1
1928,17,2,12,9,-1
1929,2,12,9,3,1
1930,12,9,3,10,-1
1931,9,3,10,5,-1
1932,3,10,5,3,1
1933,10,5,3,19,0
1934,5,3,19,10,-1
1935,3,19,10,0,0
1936,19,10,0,0,-1
1937,10,0,0,0,-1
1938,0,0,0,9,1
1939,0,0,9,0,-1
1940,0,9,0,0,-1
1941,9,0,0,0,-1
1942,0,0,0,0,0
1943,0,0,0,0,-1
1944,0,0,0,0,-1
1945,0,0,0,0,-1
1946,0,0,0,0,0
1947,0,0,0,2,1
1948,0,0,2,14,1
1949,0,2,14,0,-1
1950,2,14,0,0,-1
1951,14,0,0,0,-1
1952,0,0,0,0,-1
1953,0,0,0,0,0
1954,0,0,0,0,0
1955,0,0,0,0,-1
1956,0,0,0,11,-1
1957,0,0,11,0,0
1958,0,11,0,0,1
1959,11,0,0,0,-1
1960,0,0,0,0,-1
1961,0,0,0,0,-1
1962,0,0,0,0,-1
1963,0,0,0,0,-1
1964,0,0,0,0,-1
1965,0,0,0,0,1
1966,0,0,0,0,-1
1967,0,0,0,0,0
1968,0,0,0,0,-1
1969,0,0,0,0,-1
1970,0,0,0,18,1
1971,0,0,18,2,-1
1972,0,18,2,0,-1
1973,18,2,0,13,1
1974,2,0,13,0,0
1975,0,13,0,0,-1
1976,13,0,0,0,-1
1977,0,0,0,7,0
1978,0,0,7,1,0
1979,0,7,1,0,0
1980,7,1,0,0,-1
1981,1,0,0,10,-1
1982,0,0,10,0,0
1983,0,10,0,0,-1
1984,10,0,0,0,-1
1985,0,0,0,0,-1
1986,0,0,0,0,-1
1987,0,0,0,0,-1
1988,0,0,0,0,1
1989,0,0,0,0,-1
1990,0,0,0,0,-1
1991,0,0,0,0,0
1992,0,0,0,0,-1
1993,0,0,0,0,0
1994,0,0,0,0,-1
1995,0,0,0,0,-1
1996,0,0,0,0,-1
1997,0,0,0,0,-1
1998,0,0,0,0,-1
1999,0,0,0,0,-1
2000,0,0,0,0,-1
2001,0,0,0,0,-1
2002,0,0,0,0,0
2003,0,0,0,0,-1
2004,0,0,0,0,-1
2005,0,0,0,0,0
2006,0,0,0,0,-1
2007,0,0,0,0,-1
2008,0,0,0,19,1
2009,0,0,19,0,-1
2010,0,19,0,0,-1
2011,19,0,0,0,0
2012,0,0,0,0,-1
2013,0,0,0,0,-1
2014,0,0,0,0,0
2015,0,0,0,0,0
2016,0,0,0,0,0
2017,0,0,0,0,-1
2018,0,0,0,0,-1
2019,0,0,0,0,-1
2020,0,0,0,0,-1
2021,0,0,0,0,-1
2022,0,0,0,0,-1
2023,0,0,0,0,0
2024,0,0,0,0,-1
2025,0,0,0,0,-1
2026,0,0,0,0,0
2027,0,0,0,0,-1
2028,0,0,0,15,-1
2029,0,0,15,0,0
2030,0,15,0,0,1
2031,15,0,0,3,1
2032,0,0,3,0,0
2033,0,3,0,0,0
2034,3,0,0,0,-1
2035,0,0,0,0,0
2036,0,0,0,0,-1
2037,0,0,0,0,-1
2038,0,0,0,0,-1
2039,0,0,0,0,-1
2040,0,0,0,0,0
2041,0,0,0,0,-1
2042,0,0,0,0,0
2043,0,0,0,0,-1
2044,0,0,0,0,0
2045,0,0,0,0,-1
2046,0,0,0,0,-1
2047,0,0,0,0,-1
2048,0,0,0,0,-1
2049,0,0,0,0,-1
2050,0,0,0,8,0
2051,0,0,8,2,0
2052,0,8,2,0,-1
2053,8,2,0,0,-1
2054,2,0,0,13,1
2055,0,0,13,0,-1
2056,0,13,0,0,-1
2057,13,0,0,0,-1
2058,0,0,0,0,-1
2059,0,0,0,13,0
2060,0,0,13,9,1
2061,0,13,9,2,1
2062,13,9,2,0,0
2063,9,2,0,0,-1
2064,2,0,0,0,-1
2065,0,0,0,2,1
2066,0,0,2,0,-1
2067,0,2,0,0,-1
2068,2,0,0,0,-1
2069,0,0,0,0,-1
2070,0,0,0,0,-1
2071,0,0,0,0,0
2072,0,0,0,0,0
2073,0,0,0,0,-1
2074,0,0,0,0,1
2075,0,0,0,0,-1
2076,0,0,0,0,-1
2077,0,0,0,0,-1
2078,0,0,0,16,-1
2079,0,0,16,0,0
2080,0,16,0,0,-1
2081,16,0,0,0,-1
2082,0,0,0,0,0
2083,0,0,0,0,-1
2084,0,0,0,18,-1
2085,0,0,18,0,-1
2086,0,18,0,12,1
2087,18,0,12,0,0
2088,0,12,0,0,-1
2089,12,0,0,0,-1
2090,0,0,0,19,0
2091,0,0,19,0,-1
2092,0,19,0,4,1
2093,19,0,4,0,0
2094,0,4,0,0,-1
2095,4,0,0,0,-1
2096,0,0,0,0,0
2097,0,0,0,0,-1
2098,0,0,0,0,-1
2099,0,0,0,0,-1
2100,0,0,0,0,0
2101,0,0,0,0,0
2102,0,0,0,0,-1
2103,0,0,0,0,-1
2104,0,0,0,0,-1
2105,0,0,0,17,-1
2106,0,0,17,0,-1
2107,0,17,0,0,-1
2108,17,0,0,0,-1
2109,0,0,0,0,0
2110,0,0,0,0,0
2111,0,0,0,0,0
2112,0,0,0,0,-1
2113,0,0,0,0,-1
2114,0,0,0,0,-1
2115,0,0,0,0,-1
2116,0,0,0,0,-1
2117,0,0,0,0,-1
2118,0,0,0,0,-1
2119,0,0,0,0,0
2120,0,0,0,0,0
2121,0,0,0,0,0
2122,0,0,0,0,0
2123,0,0,0,0,-1
2124,0,0,0,0,-1
2125,0,0,0,0,-1
2126,0,0,0,1,0
2127,0,0,1,17,-1
2128,0,1,17,0,-1
2129,1,17,0,0,-1
2130,17,0,0,0,0
2131,0,0,0,8,1
2132,0,0,8,0,-1
2133,0,8,0,5,-1
2134,8,0,5,0,0
2135,0,5,0,0,0
2136,5,0,0,19,0
2137,0,0,19,0,-1
2138,0,19,0,0,-1
2139,19,0,0,0,0
2140,0,0,0,0,-1
2141,0,0,0,0,0
2142,0,0,0,0,-1
2143,0,0,0,0,-1
2144,0,0,0,0,0
2145,0,0,0,13,0
2146,0,0,13,0,-1
