1,0,0,2,0
2,0,2,1,0
3,2,1,1,0
4,1,1,4,1
5,1,4,3,1
6,4,3,4,0
7,3,4,1,-1
8,4,1,2,0
9,1,2,1,1
10,2,1,4,0
11,1,4,1,-1
12,4,1,1,-1
13,1,1,4,1
14,1,4,4,-1
15,4,4,4,-1
16,4,4,1,0
17,4,1,5,1
18,1,5,1,0
19,5,1,1,1
20,1,1,1,1
21,1,1,4,-1
22,1,4,0,1
23,4,0,0,1
24,0,0,4,-1
25,0,4,1,0
26,4,1,0,1
27,1,0,2,0
28,0,2,1,1
29,2,1,0,1
30,1,0,2,-1
31,0,2,5,0
32,2,5,5,0
33,5,5,3,1
34,5,3,1,0
35,3,1,4,-1
36,1,4,5,1
37,4,5,1,0
38,5,1,2,1
39,1,2,5,-1
40,2,5,5,-1
41,5,5,2,0
42,5,2,1,0
43,2,1,4,-1
44,1,4,5,0
45,4,5,3,1
46,5,3,0,0
47,3,0,2,0
48,0,2,2,0
49,2,2,3,1
50,2,3,2,-1
51,3,2,4,0
52,2,4,4,-1
53,4,4,2,0
54,4,2,5,-1
55,2,5,1,0
56,5,1,2,0
57,1,2,1,1
58,2,1,3,1
59,1,3,1,0
60,3,1,5,-1
61,1,5,5,-1
62,5,5,0,0
63,5,0,2,0
64,0,2,3,1
65,2,3,3,-1
66,3,3,2,0
67,3,2,0,0
68,2,0,1,1
69,0,1,4,-1
70,1,4,2,0
71,4,2,1,1
72,2,1,5,-1
73,1,5,5,-1
74,5,5,0,1
75,5,0,0,0
76,0,0,1,1
77,0,1,1,0
78,1,1,1,-1
79,1,1,3,1
80,1,3,3,-1
81,3,3,2,0
82,3,2,2,1
83,2,2,0,0
84,2,0,2,0
85,0,2,3,0
86,2,3,2,1
87,3,2,1,0
88,2,1,3,1
89,1,3,5,-1
90,3,5,1,0
91,5,1,0,1
92,1,0,5,-1
93,0,5,2,0
94,5,2,0,0
95,2,0,3,1
96,0,3,5,-1
97,3,5,3,-1
98,5,3,5,-1
99,3,5,1,0
100,5,1,0,1
101,1,0,3,-1
102,0,3,5,0
103,3,5,1,0
104,5,1,0,0
105,1,0,0,1
106,0,0,1,1
107,0,1,5,-1
108,1,5,3,1
109,5,3,4,-1
110,3,4,0,1
111,4,0,0,0
112,0,0,3,0
113,0,3,3,-1
114,3,3,2,0
115,3,2,5,-1
116,2,5,2,0
117,5,2,1,0
118,2,1,1,0
119,1,1,4,-1
120,4,2,3,0
121,2,3,4,-1
122,3,4,0,1
123,4,0,5,-1
124,0,5,3,0
125,5,3,4,-1
126,3,4,2,0
127,4,2,1,0
128,2,1,3,1
129,1,3,2,0
130,3,2,2,0
131,2,2,4,-1
132,2,4,1,0
133,4,1,5,-1
134,1,5,1,0
135,5,1,0,0
136,1,0,3,1
137,0,3,0,0
138,3,0,2,1
139,0,2,3,-1
140,2,3,0,0
141,3,0,2,1
142,0,2,1,0
143,2,1,3,-1
144,1,3,2,0
145,3,2,1,0
146,2,1,3,-1
147,1,3,4,-1
148,3,4,0,1
149,4,0,0,1
150,0,0,5,-1
151,0,5,4,-1
152,5,4,3,0
153,4,3,0,0
154,3,0,4,-1
155,0,4,3,-1
156,4,3,4,-1
157,3,4,0,1
158,4,0,2,0
159,0,2,1,0
160,2,1,0,0
161,1,0,0,1
162,0,0,2,0
163,0,2,0,1
164,2,0,2,0
165,0,2,4,-1
166,2,4,1,0
167,4,1,3,-1
168,1,3,4,-1
169,3,4,0,0
170,4,0,3,1
171,0,3,2,1
172,3,2,5,0
173,2,5,2,-1
174,5,2,5,-1
175,2,5,2,1
176,5,2,0,1
177,2,0,0,1
178,0,0,4,-1
179,0,4,2,0
180,4,2,1,0
181,2,1,0,0
182,1,0,1,0
183,0,1,0,0
184,1,0,4,-1
185,0,4,4,-1
186,4,4,1,0
187,4,1,0,0
188,1,0,0,-1
189,0,0,1,0
190,0,1,5,-1
191,1,5,4,-1
192,5,4,3,1
193,4,3,0,0
194,3,0,2,1
195,0,2,0,1
196,2,0,0,1
197,0,0,1,0
198,0,1,0,1
199,1,0,1,0
200,0,1,0,0
201,1,0,0,0
202,0,0,2,0
203,0,2,1,0
204,2,1,0,0
205,1,0,3,-1
206,0,3,5,-1
207,3,5,4,-1
208,5,4,4,-1
209,4,4,3,1
210,4,3,5,-1
211,3,5,5,-1
212,5,5,1,0
213,5,1,1,0
214,1,1,1,0
215,1,1,2,1
216,1,2,1,0
217,2,1,3,1
218,1,3,2,0
219,3,2,3,-1
220,2,3,5,-1
221,3,5,3,1
222,5,3,0,1
223,3,0,2,0
224,0,2,3,-1
225,2,3,2,1
226,3,2,2,0
227,2,2,5,-1
228,2,5,3,1
229,5,3,3,-1
230,3,3,5,-1
231,3,5,1,0
232,5,1,3,1
233,1,3,4,-1
234,3,4,0,0
235,4,0,3,0
236,0,3,2,0
237,3,2,1,0
238,2,1,0,0
239,1,0,0,0
240,0,0,2,0
241,0,2,2,0
242,2,2,5,-1
243,2,5,5,-1
244,5,5,3,-1
245,5,3,0,0
246,3,0,2,0
247,0,2,1,1
248,2,1,3,-1
249,1,3,2,0
250,3,2,2,1
251,2,2,4,-1
252,2,4,0,0
253,4,0,0,0
254,0,0,1,0
255,0,1,4,-1
256,1,4,3,1
257,4,3,1,0
258,3,1,4,-1
259,1,4,3,-1
260,4,3,3,1
261,3,3,3,1
262,3,3,3,-1
263,3,3,4,-1
264,3,4,0,0
265,4,0,0,0
266,0,0,1,0
267,0,1,0,0
268,1,0,3,-1
269,0,3,2,0
270,3,2,2,0
271,2,2,3,-1
272,2,3,2,0
273,3,2,2,0
274,2,2,4,-1
275,2,4,3,1
276,4,3,2,0
277,3,2,2,0
278,2,2,0,0
279,2,0,3,-1
280,0,3,2,1
281,3,2,2,1
282,2,2,1,0
283,2,1,2,0
284,1,2,2,0
285,2,2,3,1
286,2,3,2,0
287,3,2,5,-1
288,2,5,3,1
289,5,3,0,1
290,3,0,0,1
291,0,0,1,0
292,0,1,3,-1
293,1,3,5,-1
294,3,5,4,-1
295,5,4,0,0
296,4,0,5,-1
297,0,5,5,-1
298,5,5,3,1
299,5,3,3,1
300,3,3,3,-1
301,3,3,2,0
302,3,2,4,-1
303,2,4,3,-1
