57,0.2807017543859649,0.47368421052631576,0.24561403508771928
56,0.32142857142857145,0.3392857142857143,0.3392857142857143
60,0.23333333333333334,0.5,0.26666666666666666
56,0.16071428571428573,0.42857142857142855,0.4107142857142857
37,0.2972972972972973,0.43243243243243246,0.2702702702702703
37,0.24324324324324326,0.40540540540540543,0.35135135135135137

14,0.5,0.42857142857142855,0.07142857142857142
9,0.2222222222222222,0.5555555555555556,0.2222222222222222
11,0.2727272727272727,0.7272727272727273,0.0
9,0.3333333333333333,0.0,0.6666666666666666
5,0.0,0.0,1.0
7,0.0,0.14285714285714285,0.8571428571428571

0,0,0,0
3,0.3333333333333333,0.3333333333333333,0.3333333333333333
0,0,0,0
3,0.3333333333333333,0.0,0.6666666666666666
1,0.0,0.0,1.0
0,0,0,0
