,s-2,s-1,a,r,none
0,6,4,7,0,
1,4,7,5,-1,
2,7,5,3,0,
3,5,3,0,-1,
4,3,0,5,-1,
5,0,5,0,0,
6,5,0,1,0,
7,0,1,0,-1,
8,1,0,3,1,
9,0,3,7,1,
10,3,7,2,1,
11,7,2,3,1,
12,2,3,7,0,
13,3,7,0,-1,
14,7,0,5,-1,
15,0,5,4,-1,
16,5,4,3,1,
17,4,3,3,1,
18,3,3,1,0,
19,3,1,3,-1,
20,1,3,6,-1,
21,3,6,5,-1,
22,6,5,7,0,
23,5,7,1,0,
24,7,1,4,-1,
25,1,4,1,0,
26,4,1,7,0,
27,1,7,5,-1,
28,7,5,5,1,
29,5,5,3,1,
30,5,3,1,0,
31,3,1,7,0,
32,1,7,1,-1,
33,7,1,2,1,
34,1,2,7,0,
35,2,7,5,-1,
36,7,5,7,0,
37,5,7,6,-1,
38,7,6,1,0,
39,6,1,0,1,
40,1,0,6,-1,
41,0,6,3,-1,
42,6,3,1,0,
43,3,1,1,1,
44,1,1,4,-1,
45,1,4,5,1,
46,4,5,3,1,
47,5,3,4,-1,
48,3,4,2,1,
49,4,2,3,1,
50,2,3,2,1,
51,3,2,1,0,
52,2,1,6,-1,
53,1,6,6,-1,
54,6,6,6,-1,
55,6,6,5,-1,
56,6,5,4,-1,
57,5,4,7,-1,
58,4,7,1,0,
59,7,1,1,-1,
60,1,1,5,-1,
61,1,5,2,0,
62,5,2,3,1,
63,2,3,6,0,
64,3,6,5,-1,
65,6,5,2,1,
66,5,2,4,-1,
67,2,4,0,-1,
68,4,0,5,-1,
69,0,5,7,0,
70,5,7,0,-1,
71,7,0,2,1,
72,0,2,6,-1,
73,2,6,4,-1,
74,6,4,3,-1,
75,4,3,5,-1,
76,3,5,7,0,
77,5,7,2,1,
78,7,2,6,-1,
79,2,6,2,0,
80,6,2,1,0,
81,2,1,2,1,
82,1,2,1,0,
83,2,1,5,1,
84,1,5,5,-1,
85,5,5,5,-1,
86,5,5,3,1,
87,5,3,4,1,
88,3,4,3,0,
89,4,3,1,-1,
90,3,1,5,-1,
91,1,5,6,1,
92,5,6,3,1,
93,6,3,3,0,
94,3,3,3,-1,
95,3,3,5,0,
96,3,5,2,-1,
97,5,2,5,-1,
98,2,5,2,1,
99,5,2,1,1,
100,2,1,6,-1,
101,1,6,7,0,
102,6,7,5,-1,
103,7,5,0,-1,
104,5,0,1,0,
105,0,1,7,0,
106,1,7,2,1,
107,7,2,4,1,
108,2,4,2,1,
109,4,2,3,1,
110,2,3,2,0,
111,3,2,1,0,
112,2,1,1,0,
113,1,1,1,0,
114,1,1,1,0,
115,1,1,2,0,
116,1,2,3,1,
117,2,3,7,-1,
118,3,7,2,0,
119,7,2,5,0,
120,2,5,6,1,
121,5,6,2,0,
122,6,2,5,-1,
123,2,5,5,-1,
124,5,5,2,1,
125,5,2,6,-1,
126,2,6,2,1,
127,6,2,2,1,
128,2,2,1,1,
129,2,1,7,0,
130,1,7,3,1,
131,7,3,0,0,
132,3,0,2,1,
133,0,2,4,-1,
134,2,4,6,-1,
135,4,6,1,-1,
136,6,1,1,0,
137,1,1,1,0,
138,1,1,1,0,
139,1,1,2,1,
140,1,2,0,1,
141,2,0,0,0,
142,0,0,7,0,
143,0,7,2,1,
144,7,2,0,-1,
145,2,0,1,0,
146,0,1,6,-1,
147,1,6,5,-1,
148,6,5,0,0,
149,5,0,1,0,
150,0,1,7,0,
151,1,7,5,0,
152,7,5,3,1,
153,5,3,4,1,
154,3,4,2,0,
155,4,2,7,0,
156,2,7,2,1,
157,7,2,2,0,
158,2,2,4,0,
159,2,4,2,0,
160,4,2,5,-1,
161,2,5,1,0,
162,5,1,3,1,
163,1,3,2,1,
164,3,2,0,-1,
165,2,0,6,-1,
166,0,6,4,-1,
167,6,4,3,1,
168,4,3,1,0,
169,3,1,1,0,
170,1,1,3,-1,
171,1,3,4,-1,
172,3,4,1,0,
173,4,1,4,1,
174,1,4,2,1,
175,4,2,3,1,
176,2,3,3,-1,
177,3,3,7,0,
178,3,7,2,0,
179,7,2,3,1,
180,2,3,4,-1,
181,3,4,7,0,
182,4,7,3,-1,
183,7,3,5,-1,
184,3,5,2,1,
185,5,2,6,-1,
186,2,6,0,-1,
187,6,0,0,-1,
188,0,0,3,0,
189,0,3,1,-1,
190,3,1,2,1,
191,1,2,5,-1,
192,2,5,2,-1,
193,5,2,5,-1,
194,2,5,2,0,
195,5,2,4,-1,
196,2,4,2,0,
197,4,2,7,0,
198,2,7,1,0,
199,7,1,1,1,
200,1,1,2,1,
201,1,2,0,1,
202,2,0,2,1,
203,0,2,0,-1,
204,2,0,7,-1,
205,0,7,2,1,
206,7,2,4,-1,
207,2,4,4,1,
208,4,4,6,1,
209,4,6,7,0,
210,6,7,1,0,
211,7,1,7,0,
212,1,7,4,1,
213,7,4,5,-1,
214,4,5,2,1,
215,5,2,3,1,
216,2,3,1,0,
217,3,1,6,-1,
218,1,6,0,-1,
219,6,0,5,-1,
220,0,5,5,-1,
221,5,5,6,0,
222,5,6,3,1,
223,6,3,4,-1,
224,3,4,5,-1,
225,4,5,6,-1,
226,5,6,2,0,
227,6,2,3,1,
228,2,3,7,0,
229,3,7,6,0,
230,7,6,7,0,
231,6,7,4,-1,
232,7,4,3,1,
233,4,3,6,0,
234,3,6,3,1,
235,6,3,3,-1,
236,3,3,2,-1,
237,3,2,3,1,
238,2,3,3,0,
239,3,3,2,1,
240,3,2,0,-1,
241,2,0,4,-1,
242,0,4,7,0,
243,4,7,1,0,
244,7,1,4,1,
245,1,4,3,-1,
246,4,3,7,0,
247,3,7,5,-1,
248,7,5,2,1,
249,5,2,3,1,
250,2,3,7,1,
251,3,7,6,-1,
252,7,6,7,-1,
253,6,7,5,1,
254,7,5,4,-1,
255,5,4,1,0,
256,4,1,2,1,
257,1,2,5,-1,
258,2,5,3,1,
259,5,3,1,0,
260,3,1,1,0,
261,1,1,5,-1,
262,1,5,0,-1,
263,5,0,3,1,
264,0,3,5,-1,
265,3,5,4,1,
266,5,4,7,0,
267,4,7,2,0,
268,7,2,2,1,
269,2,2,4,-1,
270,2,4,2,0,
271,4,2,4,-1,
272,2,4,5,-1,
273,4,5,6,1,
274,5,6,3,1,
275,6,3,2,0,
276,3,2,6,0,
277,2,6,2,-1,
278,6,2,3,-1,
279,2,3,4,-1,
280,3,4,7,0,
281,4,7,2,1,
282,7,2,2,0,
283,2,2,2,-1,
284,2,2,7,0,
285,2,7,2,1,
286,7,2,0,-1,
287,2,0,2,0,
288,0,2,2,1,
289,2,2,1,0,
290,2,1,6,0,
291,1,6,2,0,
292,6,2,7,0,
293,2,7,6,0,
294,7,6,3,-1,
295,6,3,7,-1,
296,3,7,4,-1,
297,7,4,4,-1,
298,4,4,3,0,
299,4,3,5,-1,
300,3,5,7,0,
301,5,7,3,0,
302,7,3,2,1,
303,3,2,2,0,
304,2,2,2,-1,
305,2,2,2,-1,
306,2,2,2,-1,
307,2,2,0,-1,
308,2,0,2,-1,
309,0,2,7,-1,
310,2,7,2,0,
311,7,2,7,0,
312,2,7,3,1,
313,7,3,4,1,
314,3,4,3,1,
315,4,3,3,1,
316,3,3,7,0,
317,3,7,2,-1,
318,7,2,0,-1,
319,2,0,5,-1,
320,0,5,3,-1,
321,5,3,2,1,
322,3,2,6,0,
323,2,6,0,0,
324,6,0,5,-1,
325,0,5,7,0,
326,5,7,2,1,
327,7,2,3,1,
328,2,3,2,1,
329,3,2,7,0,
330,2,7,6,-1,
331,7,6,3,1,
332,6,3,4,-1,
333,3,4,3,1,
334,4,3,4,-1,
335,3,4,0,-1,
336,4,0,5,1,
337,0,5,0,-1,
338,5,0,3,-1,
339,0,3,5,-1,
340,3,5,6,-1,
341,5,6,2,1,
342,6,2,7,0,
343,2,7,7,0,
344,7,7,0,1,
345,7,0,0,-1,
346,0,0,1,0,
347,0,1,3,1,
348,1,3,5,-1,
349,3,5,7,0,
350,5,7,1,0,
351,7,1,4,-1,
352,1,4,1,0,
353,4,1,6,-1,
354,1,6,2,1,
355,6,2,1,0,
356,2,1,3,0,
357,1,3,1,-1,
358,3,1,4,-1,
359,1,4,2,0,
360,4,2,7,0,
361,2,7,1,0,
362,7,1,1,0,
363,1,1,7,0,
364,1,7,2,1,
365,7,2,0,0,
366,2,0,6,-1,
367,0,6,2,-1,
368,6,2,2,0,
369,2,2,1,0,
370,2,1,1,0,
371,1,1,0,-1,
372,1,0,3,1,
373,0,3,1,0,
374,3,1,5,1,
375,1,5,2,1,
376,5,2,2,-1,
377,2,2,1,0,
378,2,1,4,-1,
379,1,4,7,0,
380,4,7,2,1,
381,7,2,4,-1,
382,2,4,5,-1,
383,4,5,4,-1,
384,5,4,4,-1,
385,4,4,0,-1,
386,4,0,6,-1,
387,0,6,0,-1,
388,6,0,4,-1,
389,0,4,4,-1,
390,4,4,2,1,
391,4,2,6,-1,
392,2,6,5,-1,
393,6,5,2,1,
394,5,2,2,1,
395,2,2,1,0,
396,2,1,6,0,
397,1,6,2,0,
398,6,2,0,-1,
399,2,0,5,-1,
400,0,5,5,-1,
401,5,5,3,1,
402,5,3,0,-1,
403,3,0,1,0,
404,0,1,1,0,
405,1,1,7,0,
406,1,7,0,-1,
407,7,0,1,0,
408,0,1,1,0,
409,1,1,1,0,
410,1,1,5,-1,
411,1,5,6,-1,
412,5,6,2,0,
413,6,2,4,1,
414,2,4,7,0,
415,4,7,5,-1,
416,7,5,4,0,
417,5,4,5,-1,
418,4,5,4,1,
419,5,4,1,0,
420,4,1,2,1,
421,1,2,7,0,
422,2,7,1,0,
423,7,1,4,1,
424,1,4,3,1,
425,4,3,4,1,
426,3,4,1,0,
427,4,1,5,-1,
428,1,5,3,1,
429,5,3,1,0,
430,3,1,0,-1,
431,1,0,7,0,
432,0,7,7,0,
433,7,7,2,1,
434,7,2,7,1,
435,2,7,1,0,
436,7,1,2,1,
437,1,2,1,-1,
438,2,1,2,1,
439,1,2,2,-1,
440,2,2,4,-1,
441,2,4,5,-1,
442,4,5,2,-1,
443,5,2,2,1,
444,2,2,3,0,
445,2,3,7,0,
446,3,7,2,0,
447,7,2,3,1,
448,2,3,1,1,
449,3,1,0,0,
450,1,0,6,0,
451,0,6,4,-1,
452,6,4,4,-1,
453,4,4,1,0,
454,4,1,4,1,
455,1,4,1,1,
456,4,1,6,1,
457,1,6,2,1,
458,6,2,3,1,
459,2,3,7,0,
460,3,7,0,-1,
461,7,0,1,1,
462,0,1,3,1,
463,1,3,3,1,
